Match,Match Source,Classification Type,ID,RT,DT,CCS,m/z,Mass Error (ppm),CCS Error (%),RT Error (%),35 2286 - Serum.d.DeMP, 36 2286 - Mitra.d.DeMP, 37 2286 - DBS.d.DeMP, 38 2182 - Serum.d.DeMP, 39 2182 - Mitra.d.DeMP, 40 2182 - DBS.d.DeMP, 41 2187 - Serum.d.DeMP, 42 2187 - Mitra.d.DeMP, 43 2187 - DBS.d.DeMP, 44 2854 - Serum.d.DeMP, 45 2854 - Mitra.d.DeMP, 46 2854 - DBS.d.DeMP, 47 2911 - Serum.d.DeMP, 48 2911 - Mitra.d.DeMP, 49 2911 - DBS.d.DeMP, 125 1777 - Serum.d.DeMP, 126 1777 - Mitra.d.DeMP, 127 1777 - DBS.d.DeMP, 128 1821 - Serum.d.DeMP, 129 1821 - Mitra.d.DeMP, 130 1821 - DBS.d.DeMP, 131 1673 - Serum.d.DeMP, 132 1673 - Mitra.d.DeMP, 133 1673 - DBS.d.DeMP, 134 1894 - Serum.d.DeMP, 135 1894 - Mitra.d.DeMP, 136 1894 - DBS.d.DeMP, 137 3330 - Serum.d.DeMP, 138 3330 - Mitra.d.DeMP, 139 3330 - DBS.d.DeMP, 80 2003 - Serum.d.DeMP, 81 2003 - Mitra.d.DeMP, 82 2003 - DBS.d.DeMP, 83 2095 - Serum.d.DeMP, 84 2095 - Mitra.d.DeMP, 85 2095 - DBS.d.DeMP, 86 2046 - Serum.d.DeMP, 87 2046 - Mitra.d.DeMP, 88 2046 - DBS.d.DeMP, 89 2889 - Serum.d.DeMP, 90 2889 - Mitra.d.DeMP, 91 2889 - DBS.d.DeMP, 92 3021 - Serum.d.DeMP, 93 3021 - Mitra.d.DeMP, 94 3021 - DBS.d.DeMP
No Match,None,unmatched,3695.0,4.32,17.533,134.29,246.0743,,,,255.999,0.0,0.0,0.0,0.0,576.999,0.0,0.0,212.999,84.999,0.0,0.0,213.999,0.0,0.0,0.0,0.0,109.999,155.999,0.0,0.0,0.0,0.0,0.0,171.999,0.0,0.0,0.0,0.0,0.0,0.0,490.999,161.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No Match,None,unmatched,1386.0,6.413,17.861,136.68,246.9038,,,,0.0,0.0,1822.999,0.0,0.0,774.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1234.999,0.0,0.0,0.0,0.0,0.0,874.999,0.0,0.0,0.0,0.0,0.0,2198.999,0.0,0.0,2022.999,0.0,1469.999,703.999
No Match,None,unmatched,3865.0,2.881,17.488,133.66,254.071,,,,250.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.999,0.0,0.0,195.999,0.0,0.0,0.0,0.0,0.0,218.999,0.0,0.0,87.999,0.0,0.0,343.999,0.0,0.0,377.999,0.0,0.0,80.999,0.0,0.0,0.0,0.0,0.0,158.999,0.0,0.0,295.999,0.0,0.0,0.0,0.0,0.0
No Match,None,unmatched,5068.0,5.301,17.599,134.54,254.0901,,,,0.0,0.0,0.0,103.999,0.0,0.0,68.999,0.0,0.0,158.999,0.0,0.0,0.0,0.0,0.0,79.999,0.0,0.0,260.999,0.0,0.0,149.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.999,0.0,0.0,157.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No Match,None,unmatched,5014.0,2.561,19.255,147.17,255.0279,,,,0.0,0.0,0.0,120.999,0.0,0.0,131.999,0.0,0.0,198.999,0.0,0.0,0.0,0.0,0.0,301.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.999,0.0,0.0,175.999,0.0,0.0,0.0,0.0,0.0,141.999,0.0,0.0,0.0,0.0,0.0
No Match,None,unmatched,4207.0,3.133,17.753,135.63,259.0092,,,,265.999,0.0,0.0,0.0,0.0,0.0,191.999,140.999,116.999,0.0,279.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.999,0.0,186.999,0.0,0.0,0.0,0.0,0.0,324.999,0.0,0.0,0.0,122.999,0.0,60.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No Match,None,unmatched,4504.0,5.324,18.298,139.52,267.056,,,,91.999,0.0,0.0,105.999,0.0,0.0,0.0,0.0,0.0,88.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.999,0.0,0.0,233.999,0.0,0.0,278.999,0.0,0.0,265.999,0.0,0.0,0.0,0.0,0.0,149.999,0.0,0.0,0.0,0.0,0.0,166.999,0.0,0.0,0.0,0.0,0.0
No Match,None,unmatched,1676.0,2.602,19.719,150.24,273.0065,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315.999,155.999,0.0,2492.999,354.999,0.0,0.0,0.0,0.0,2653.999,438.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.999,0.0,0.0,408.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No Match,None,unmatched,1006.0,4.866,17.22,131.05,278.9136,,,,644.999,0.0,0.0,378.999,0.0,0.0,593.999,0.0,0.0,1847.999,273.999,0.0,1105.999,0.0,0.0,2024.999,0.0,0.0,2058.999,359.999,0.0,1328.999,181.999,0.0,498.999,0.0,0.0,664.999,102.999,0.0,1561.999,0.0,0.0,1981.999,0.0,0.0,713.999,0.0,0.0,698.999,0.0,0.0,496.999,0.0,0.0
No Match,None,unmatched,3539.0,3.126,19.407,147.34,294.1114,,,,129.999,0.0,0.0,0.0,0.0,0.0,367.999,0.0,0.0,199.999,0.0,0.0,444.999,0.0,0.0,75.999,0.0,0.0,255.999,0.0,0.0,426.999,0.0,0.0,0.0,0.0,0.0,379.999,0.0,0.0,0.0,0.0,0.0,186.999,0.0,0.0,181.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No Match,None,unmatched,5733.0,7.2945,18.943,143.78,295.10955,,,,173.999,0.0,0.0,0.0,0.0,0.0,350.999,0.0,0.0,271.999,0.0,0.0,0.0,0.0,0.0,62.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.999,0.0,0.0,79.999,0.0,0.0,0.0,0.0,0.0,125.999,0.0,0.0,202.999,0.0,0.0,382.999,0.0,0.0,122.999,0.0,0.0
No Match,None,unmatched,3455.0,6.667,19.492,147.62,308.9733,,,,170.999,0.0,0.0,0.0,0.0,0.0,192.999,0.0,0.0,177.999,0.0,0.0,187.999,0.0,0.0,233.999,0.0,0.0,209.999,0.0,0.0,279.999,0.0,0.0,172.999,0.0,0.0,180.999,61.999,81.999,153.999,0.0,0.0,200.999,0.0,0.0,0.0,0.0,0.0,215.999,0.0,0.0,182.999,64.999,0.0
No Match,None,unmatched,2983.0,10.0745,23.2245,174.365,387.03305,,,,0.0,127.999,192.999,0.0,204.999,0.0,0.0,0.0,305.999,0.0,210.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.999,133.999,0.0,197.999,0.0,0.0,129.999,67.88900000000001,0.0,159.999,49.888999999999996,0.0,120.999,59.888999999999996,0.0,176.999,275.999,0.0,323.999,272.999,0.0,154.999,240.999,0.0,0.0,145.999
No Match,None,unmatched,3462.0,9.924,23.524,176.36,401.084,,,,0.0,0.0,0.0,0.0,181.999,0.0,0.0,0.0,222.999,0.0,0.0,0.0,0.0,0.0,171.999,0.0,102.999,139.999,0.0,132.999,100.999,0.0,155.999,0.0,0.0,154.999,0.0,0.0,163.999,173.999,0.0,0.0,143.999,0.0,185.999,239.999,0.0,0.0,188.999,0.0,149.999,0.0,0.0,0.0,149.999
No Match,None,unmatched,6225.0,9.432,20.724,155.07,430.9849,,,,0.0,0.0,0.0,0.0,0.0,0.0,69.999,0.0,60.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.999,87.999,0.0,0.0,0.0,0.0,0.0,64.999,0.0,87.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.999,50.999,0.0,70.999,0.0,0.0,0.0,0.0,0.0,0.0
No Match,None,unmatched,1258.0,10.95,23.776,177.65,450.9248,,,,151.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4454.999,927.999,0.0,0.0,0.0,0.0,3126.999,351.999,263.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.999,0.0,0.0,177.999,0.0,0.0,2973.999,341.999,243.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No Match,None,unmatched,899.0,11.046,20.847,155.63,468.9676,,,,0.0,0.0,0.0,406.21795117784893,0.0,0.0,503.21795117784893,21.21795117784893,0.0,868.2179511778489,24.21795117784893,0.0,206.21795117784893,0.0,0.0,505.21795117784893,0.0,0.0,379.21795117784893,0.0,0.0,612.2179511778489,0.0,0.0,27.21795117784893,0.0,0.0,20.21795117784893,0.0,0.0,237.21795117784893,0.0,0.0,822.2179511778489,0.0,0.0,960.2179511778489,38.21795117784893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No Match,None,unmatched,4076.0,10.264,22.567,168.15,499.0679,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.999,0.0,0.0,0.0,68.999,0.0,0.0,310.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.999,91.999,0.0,0.0,0.0,0.0,191.999,0.0,0.0,0.0,0.0,154.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No Match,None,unmatched,5368.0,11.462,22.836,170.13,504.966,,,,0.0,0.0,0.0,106.999,0.0,0.0,87.999,0.0,0.0,119.999,0.0,0.0,0.0,0.0,0.0,156.999,0.0,0.0,92.999,0.0,0.0,157.999,0.0,0.0,101.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.999,0.0,0.0,0.0,0.0,0.0,118.999,0.0,0.0
No Match,None,unmatched,5524.0,11.46,22.841,170.05,507.9666,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.999,0.0,0.0,158.999,0.0,0.0,123.999,0.0,0.0,0.0,0.0,0.0,113.999,0.0,0.0,133.999,0.0,0.0,101.999,0.0,0.0,134.999,0.0,0.0,110.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No Match,None,unmatched,3927.0,11.68,22.03,163.99,518.9657,,,,0.0,0.0,0.0,144.999,0.0,0.0,113.999,0.0,0.0,408.999,0.0,0.0,0.0,0.0,0.0,176.999,0.0,0.0,159.999,66.999,0.0,244.999,0.0,0.0,0.0,0.0,0.0,116.999,0.0,0.0,0.0,0.0,0.0,182.999,0.0,0.0,395.999,131.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No Match,None,unmatched,484.0,14.014,29.53,217.17000000000002,944.9389,,,,0.0,0.0,68.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.999,71.999,0.0,0.0,0.0,0.0,0.0,0.0,58.999,0.0,0.0,55.999,65.999,0.0,0.0,0.0,0.0,74.999,0.0,0.0,0.0,87.999,0.0,0.0
