ID,RT,DT,CCS,m/z,35 2286 - Serum.d.DeMP, 36 2286 - Mitra.d.DeMP, 37 2286 - DBS.d.DeMP, 38 2182 - Serum.d.DeMP, 39 2182 - Mitra.d.DeMP, 40 2182 - DBS.d.DeMP, 41 2187 - Serum.d.DeMP, 42 2187 - Mitra.d.DeMP, 43 2187 - DBS.d.DeMP, 44 2854 - Serum.d.DeMP, 45 2854 - Mitra.d.DeMP, 46 2854 - DBS.d.DeMP, 47 2911 - Serum.d.DeMP, 48 2911 - Mitra.d.DeMP, 49 2911 - DBS.d.DeMP, 125 1777 - Serum.d.DeMP, 126 1777 - Mitra.d.DeMP, 127 1777 - DBS.d.DeMP, 128 1821 - Serum.d.DeMP, 129 1821 - Mitra.d.DeMP, 130 1821 - DBS.d.DeMP, 131 1673 - Serum.d.DeMP, 132 1673 - Mitra.d.DeMP, 133 1673 - DBS.d.DeMP, 134 1894 - Serum.d.DeMP, 135 1894 - Mitra.d.DeMP, 136 1894 - DBS.d.DeMP, 137 3330 - Serum.d.DeMP, 138 3330 - Mitra.d.DeMP, 139 3330 - DBS.d.DeMP, 80 2003 - Serum.d.DeMP, 81 2003 - Mitra.d.DeMP, 82 2003 - DBS.d.DeMP, 83 2095 - Serum.d.DeMP, 84 2095 - Mitra.d.DeMP, 85 2095 - DBS.d.DeMP, 86 2046 - Serum.d.DeMP, 87 2046 - Mitra.d.DeMP, 88 2046 - DBS.d.DeMP, 89 2889 - Serum.d.DeMP, 90 2889 - Mitra.d.DeMP, 91 2889 - DBS.d.DeMP, 92 3021 - Serum.d.DeMP, 93 3021 - Mitra.d.DeMP, 94 3021 - DBS.d.DeMP
2547,10.115,21.908,163.33,498.9279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3791,9.961,21.936,163.49,498.9281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.1112222,0,0,0,184.1112222,0,224.1112222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,10.244,21.947,163.69,498.9282,0,0,0,0,196.999,0,0,488.999,318.999,0,206.999,0,388.999,0,444.999,0,0,0,775.999,0,0,0,203.999,387.999,780.999,0,0,0,510.999,0,0,481.999,418.999,386.999,442.999,491.999,0,472.999,461.999,844.999,204.999,238.999,0,0,0
1632,10.193,21.972,163.74,498.9288,0,0,0,1070.999,0,0,3160.999,0,460.999,1639.999,0,0,0,0,217.999,0,0,0,0,0,0,1418.999,0,0,0,0,0,0,0,0,0,0,0,0,1082.999,0,0,0,0,1759.999,0,0,0,0,0
79,10.03,22.175,165.27,498.9292,0,0,0,5014.938465,0,0,0,0,0,7358.938465,0,0,0,0,1085.938465,3749.938465,0,0,3305.938465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,10.08,22.285,166.08,498.9297,0,0,0,14303.20309,0,0,32945.20309,0,0,14891.20309,0,0,0,0,5420.203092,227.203092,0,0,7351.203092,0,0,14736.20309,0,0,0,0,0,0,0,0,31292.20309,0,0,71511.20309,0,0,41673.20309,0,0,0,0,0,0,0,0
28,10.313,22.638,168.7,498.93,3525.000111,491.0001111,0,11462.00011,1283.000111,1006.000111,41356.00011,7271.000111,3707.000111,15506.00011,2493.000111,0,0,0,0,7329.000111,0,0,7517.000111,1631.000111,0,19636.00011,3332.000111,2243.000111,11317.00011,2618.000111,0,2549.000111,0,0,34253.00011,4813.000111,0,49576.00011,5392.000111,2377.000111,32374.00011,6145.000111,1509.000111,13406.00011,2165.000111,0,0,0,0
28,13.313,22.638,170,498.93,3525.000111,491.0001111,0,11462.00011,1283.000111,1006.000111,41356.00011,7271.000111,3707.000111,15506.00011,2493.000111,0,0,0,0,7329.000111,0,0,7517.000111,1631.000111,0,19636.00011,3332.000111,2243.000111,11317.00011,2618.000111,0,2549.000111,0,0,34253.00011,4813.000111,0,49576.00011,5392.000111,2377.000111,32374.00011,6145.000111,1509.000111,13406.00011,2165.000111,0,0,0,0
