ID,RT,DT,CCS,m/z, 9-M-E1-A-1.d.DeMP,10-M-E1-A-2.d.DeMP, 11-M-E1-A-3.d.DeMP, 16-DBS-E1-A-1.d.DeMP, 17-DBS-E1-A-2.d.DeMP, 18-DBS-E1-A-3.d.DeMP, 41-M-E4-A-1.d.DeMP, 42-M-E4-A-2.d.DeMP, 43-M-E4-A-3.d.DeMP, 47-DBS-E4-A-1.d.DeMP, 48-DBS-E4-A-2.d.DeMP, 49-DBS--E4-A-3.d.DeMP
5695,1.543,22.623,186.43,94.925,93.0,0.001,0.001,0.001,0.001,0.001,125.0,131.0,98.0,0.001,56.0,103.0
5696,11.109,28.639,213.45,455.2605,0.001,0.001,0.001,0.001,0.001,0.001,124.0,0.001,88.0,145.0,130.0,119.0
5697,15.243,32.001,236.98,573.3401,166.0,165.0,0.001,73.0,126.0,76.0,0.001,0.001,0.001,0.001,0.001,0.001
5698,14.671,28.401,211.73,452.3099,0.001,0.001,58.0,0.001,0.001,70.0,212.0,0.001,0.001,189.0,76.0,0.001
5699,15.466,37.248,274.37,723.5955,0.001,0.001,0.001,0.001,0.001,0.001,210.0,220.0,175.0,0.001,0.001,0.001
5700,4.251,19.186,148.0,211.1327,0.001,0.001,0.001,0.001,0.001,0.001,0.001,102.0,72.0,174.0,124.0,133.0
5701,1.468,27.492,226.91,92.9288,0.001,72.0,81.0,0.001,0.001,127.0,133.0,98.0,0.001,94.0,0.001,0.001
5702,13.832,18.011,138.16,235.0372,162.0,165.0,0.001,150.0,0.001,0.001,0.001,127.0,0.001,0.001,0.001,0.001
5703,14.888,18.026,138.3,234.0417,196.0,0.001,222.0,0.001,186.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5704,16.365,30.537,226.64,527.339,215.0,0.001,81.0,153.0,77.0,78.0,0.001,0.001,0.001,0.001,0.001,0.001
5705,14.945,30.364,225.35,528.299,0.001,0.001,0.001,0.001,0.001,0.001,179.0,296.0,129.0,0.001,0.001,0.001
5706,0.475,31.95,251.54,151.0254,0.001,0.001,118.0,0.001,80.0,0.001,143.0,0.001,0.001,0.001,108.0,155.0
5707,15.67,23.121,175.58,280.2358,0.001,0.001,0.001,0.001,0.001,0.001,121.0,104.0,131.0,0.001,123.0,124.0
5708,12.302,22.093,165.47,403.0394,0.001,70.0,0.001,0.001,79.0,86.0,97.0,90.0,88.0,0.001,0.001,93.0
5709,14.847,26.512,198.66,387.2662,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,244.0,187.0,172.0
5710,16.388,20.49,155.53,287.0368,0.001,0.001,0.001,0.001,0.001,0.001,86.0,299.0,218.0,0.001,0.001,0.001
5711,14.931,25.949,196.83,284.2687,0.001,0.001,0.001,0.001,0.001,0.001,253.0,0.001,0.001,181.0,0.001,169.0
5712,11.2,27.333,203.76,455.2427,0.001,0.001,0.001,0.001,0.001,0.001,135.0,97.0,125.0,0.001,132.0,113.0
5713,15.09,28.25,211.31,405.9307,0.001,89.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,243.0,0.001,270.0
5714,2.459,16.836,132.26,162.0557,0.001,0.001,0.001,0.001,0.001,0.001,122.0,71.0,120.0,129.0,0.001,160.0
5715,15.827,27.039,202.29,405.2858,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,324.0,0.001,278.0
5716,8.521,17.503,132.35,320.9843,128.0,0.001,0.001,0.001,0.001,76.0,0.001,0.001,0.001,0.001,0.001,398.0
5717,14.779,28.717,213.86,468.3319,0.001,0.001,0.001,50.0,61.0,0.001,0.001,130.0,0.001,182.0,179.0,0.001
5718,2.897,24.817,185.65,410.9846,97.0,0.001,103.0,0.001,136.0,109.0,0.001,0.001,0.001,0.001,156.0,0.001
5719,14.886,33.505,248.82,508.3399,0.001,73.0,0.001,60.0,0.001,0.001,107.0,140.0,119.0,0.001,0.001,102.0
5720,14.004,36.107,265.92,733.3348,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,211.0,178.0,212.0
5721,14.342,30.414,225.59,541.2953,0.001,0.001,0.001,0.001,0.001,0.001,148.0,162.0,113.0,68.0,55.0,55.0
5722,15.246,17.444,133.57,244.0269,0.001,0.001,0.001,148.0,216.0,0.001,0.001,0.001,237.0,0.001,0.001,0.001
5723,10.372,28.196,209.67,495.2926,0.001,0.001,0.001,0.001,0.001,0.001,163.0,0.001,0.001,187.0,120.0,131.0
5724,14.096,28.594,212.91,471.27,0.001,0.001,0.001,0.001,0.001,0.001,211.0,196.0,194.0,0.001,0.001,0.001
5725,12.145,19.147,145.4,287.0373,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,601.0,0.001
5726,14.085,29.329,218.03,498.275,0.001,0.001,0.001,0.001,0.001,0.001,204.0,203.0,194.0,0.001,0.001,0.001
5727,11.726,20.246,153.27,306.045,0.001,0.001,0.001,0.001,0.001,600.0,0.001,0.001,0.001,0.001,0.001,0.001
5728,4.48,16.927,133.68,151.0757,0.001,0.001,0.001,0.001,0.001,0.001,180.0,84.0,82.0,140.0,0.001,114.0
5729,8.441,18.277,160.91,59.0148,146.0,0.001,0.001,126.0,0.001,137.0,68.0,0.001,51.0,0.001,72.0,0.001
5730,12.014,24.229,182.91,320.229,0.001,0.001,0.001,0.001,0.001,0.001,0.001,142.0,63.0,0.001,311.0,84.0
5731,5.395,22.525,178.58,141.0165,0.001,0.001,0.001,0.001,0.001,250.0,0.001,0.001,0.001,0.001,350.0,0.001
5732,15.455,31.534,233.45,583.3304,0.001,0.001,0.001,0.001,0.001,0.001,139.0,175.0,148.0,138.0,0.001,0.001
5733,4.018,27.385,203.92,473.1446,0.001,0.001,0.001,0.001,0.001,0.001,133.0,0.001,85.0,136.0,143.0,103.0
5734,15.309,36.377,268.05,712.4352,111.0,170.0,318.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5735,13.189,22.893,171.26,416.0577,69.0,91.0,0.001,71.0,80.0,0.001,68.0,0.001,109.0,0.001,111.0,0.001
5736,0.237,20.825,157.27,323.0033,0.001,0.001,0.001,199.0,175.0,171.0,0.001,0.001,0.001,54.0,0.001,0.001
5737,7.879,23.8,178.9,359.1487,0.001,0.001,0.001,0.001,0.001,0.001,101.0,0.001,128.0,144.0,119.0,107.0
5738,9.281,18.267,140.73,217.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,599.0
5739,12.337,16.756,128.99,222.0215,129.0,0.001,0.001,0.001,0.001,0.001,0.001,158.0,140.0,0.001,0.001,171.0
5740,2.092,22.68,171.0,333.1337,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,206.0,177.0,215.0
5741,15.163,26.488,198.89,365.2661,0.001,0.001,0.001,0.001,0.001,0.001,161.0,176.0,135.0,126.0,0.001,0.001
5742,9.851,26.257,196.7,391.2092,0.001,0.001,0.001,0.001,0.001,0.001,73.0,0.001,0.001,162.0,206.0,157.0
5743,11.364,22.122,165.73,400.0496,0.001,98.0,137.0,0.001,128.0,0.001,113.0,0.001,0.001,122.0,0.001,0.001
5744,3.456,30.062,222.98,541.2658,0.001,0.001,0.001,0.001,0.001,0.001,141.0,95.0,140.0,119.0,0.001,102.0
5745,15.936,20.045,153.2,249.0308,93.0,94.0,0.001,121.0,68.0,95.0,0.001,0.001,126.0,0.001,0.001,0.001
5746,14.496,35.591,267.22,355.328,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,597.0
5747,14.482,39.893,292.93,858.6469,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,199.0,188.0,210.0
5748,9.561,28.718,213.47,501.1566,0.001,0.001,0.001,103.0,110.0,0.001,140.0,0.001,116.0,0.001,128.0,0.001
5749,4.355,31.913,235.85,628.2507,0.001,0.001,0.001,0.001,0.001,0.001,140.0,135.0,133.0,103.0,0.001,86.0
5750,4.424,30.178,223.42,586.155,0.001,0.001,0.001,0.001,0.001,0.001,109.0,102.0,128.0,147.0,0.001,110.0
5751,14.482,28.265,211.31,412.3863,0.001,0.001,0.001,0.001,303.0,293.0,0.001,0.001,0.001,0.001,0.001,0.001
5752,10.243,27.288,202.45,545.0129,0.001,189.0,0.001,153.0,0.001,144.0,0.001,110.0,0.001,0.001,0.001,0.001
5753,14.024,28.863,215.09,457.3309,0.001,0.001,0.001,128.0,0.001,0.001,0.001,0.001,0.001,0.001,216.0,252.0
5754,15.082,35.325,260.23,726.2919,147.0,148.0,0.001,69.0,127.0,105.0,0.001,0.001,0.001,0.001,0.001,0.001
5755,13.279,27.267,204.74,364.2461,0.001,0.001,0.001,0.001,0.001,0.001,126.0,149.0,0.001,0.001,170.0,151.0
5756,4.231,27.276,203.05,478.192,0.001,0.001,0.001,0.001,0.001,104.0,0.001,0.001,0.001,0.001,492.0,0.001
5757,16.298,18.333,140.33,244.0259,169.0,0.001,150.0,0.001,0.001,0.001,0.001,277.0,0.001,0.001,0.001,0.001
5758,6.198,28.144,209.19,504.1488,0.001,0.001,0.001,0.001,0.001,0.001,79.0,170.0,88.0,258.0,0.001,0.001
5759,15.608,32.1,237.76,569.3695,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,204.0,203.0,188.0
5760,14.274,36.463,268.65,716.5573,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,344.0,250.0
5761,9.702,18.139,140.38,201.0241,215.0,0.001,229.0,0.001,0.001,0.001,150.0,0.001,0.001,0.001,0.001,0.001
5762,13.819,18.333,140.31,245.0232,0.001,0.001,183.0,0.001,0.001,177.0,0.001,0.001,234.0,0.001,0.001,0.001
5763,14.755,29.758,220.82,533.3016,0.001,0.001,0.001,0.001,0.001,0.001,114.0,0.001,139.0,129.0,111.0,101.0
5764,0.411,19.846,151.75,247.0453,72.0,0.001,0.001,0.001,0.001,0.001,96.0,90.0,126.0,0.001,131.0,79.0
5765,11.577,24.859,187.06,347.1493,60.0,0.001,0.001,0.001,0.001,0.001,0.001,124.0,202.0,0.001,208.0,0.001
5766,12.885,26.894,201.24,403.2666,0.001,0.001,0.001,0.001,0.001,0.001,83.0,0.001,0.001,194.0,168.0,149.0
5767,12.444,17.989,137.99,235.0376,134.0,160.0,0.001,0.001,154.0,0.001,0.001,145.0,0.001,0.001,0.001,0.001
5768,13.765,13.376,108.3,115.92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,295.0,298.0,0.001,0.001,0.001
5769,1.853,19.538,148.84,267.0297,0.001,0.001,0.001,0.001,0.001,0.001,105.0,111.0,162.0,130.0,0.001,85.0
5770,1.567,20.188,152.91,301.9509,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,148.0,142.0,138.0,165.0
5771,2.287,24.822,186.55,359.1228,0.001,0.001,0.001,0.001,0.001,0.001,216.0,0.001,0.001,119.0,102.0,156.0
5772,12.624,28.77,212.93,599.0783,0.001,0.001,0.001,0.001,0.001,0.001,183.0,0.001,0.001,263.0,147.0,0.001
5773,11.936,20.45,159.64,174.0233,191.0,234.0,0.001,0.001,168.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5774,13.925,28.465,211.28,531.1175,0.001,0.001,0.001,0.001,150.0,101.0,148.0,90.0,0.001,0.001,0.001,103.0
5775,10.188,31.883,235.64,628.2655,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,210.0,167.0,215.0
5776,14.679,28.198,210.26,449.2704,0.001,0.001,0.001,0.001,0.001,0.001,171.0,158.0,0.001,82.0,104.0,77.0
5777,13.512,28.663,213.66,453.318,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,229.0,190.0,173.0
5778,15.891,29.267,218.17,451.4507,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,220.0,168.0,0.001,203.0
5779,3.174,28.547,211.94,526.2327,0.001,0.001,0.001,0.001,0.001,81.0,0.001,0.001,59.0,0.001,198.0,253.0
5780,16.018,35.782,263.98,671.537,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,334.0,257.0
5781,15.636,21.814,166.13,265.1454,117.0,115.0,82.0,94.0,116.0,0.001,67.0,0.001,0.001,0.001,0.001,0.001
5782,0.968,25.441,190.42,403.1825,0.001,0.001,0.001,0.001,0.001,0.001,127.0,181.0,283.0,0.001,0.001,0.001
5783,11.522,29.142,216.05,555.2906,0.001,0.001,0.001,0.001,0.001,0.001,153.0,0.001,0.001,167.0,106.0,165.0
5784,15.647,27.244,203.57,421.2757,0.001,0.001,0.001,0.001,0.001,65.0,0.001,0.001,182.0,89.0,146.0,109.0
5785,10.828,29.095,215.11,627.0164,0.001,0.001,0.001,121.0,143.0,109.0,0.001,75.0,0.001,0.001,60.0,83.0
5786,15.486,27.408,204.8,420.3032,152.0,151.0,0.001,0.001,0.001,0.001,0.001,157.0,0.001,131.0,0.001,0.001
5787,10.213,20.105,152.31,301.0521,160.0,137.0,0.001,0.001,0.001,163.0,0.001,0.001,0.001,0.001,131.0,0.001
5788,15.818,25.468,191.83,337.4257,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,426.0,113.0,51.0,0.001
5789,15.279,36.329,267.68,714.541,0.001,0.001,0.001,93.0,75.0,116.0,0.001,0.001,0.001,180.0,0.001,126.0
5790,14.05,20.108,152.31,302.049,0.001,0.001,0.001,181.0,185.0,0.001,0.001,0.001,224.0,0.001,0.001,0.001
5791,13.989,19.81,150.64,277.0502,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,307.0,283.0
5792,13.565,32.423,239.63,626.2667,0.001,0.001,0.001,0.001,0.001,0.001,181.0,138.0,145.0,0.001,126.0,0.001
5793,13.363,34.018,251.46,616.4692,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,81.0,181.0,328.0,0.001
5794,16.444,40.205,295.16,869.5535,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,187.0,111.0,162.0,130.0
5795,14.827,28.487,212.76,425.3626,197.0,0.001,0.001,0.001,0.001,0.001,116.0,0.001,95.0,182.0,0.001,0.001
5796,1.774,21.216,174.9,94.9251,0.001,0.001,0.001,0.001,0.001,0.001,147.0,96.0,71.0,76.0,81.0,119.0
5797,0.301,13.455,105.93,160.8417,0.001,0.001,237.0,0.001,200.0,0.001,0.001,152.0,0.001,0.001,0.001,0.001
5798,15.394,13.757,109.82,134.8938,120.0,118.0,125.0,114.0,112.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5799,14.35,31.437,232.95,560.2953,0.001,0.001,95.0,96.0,74.0,0.001,125.0,114.0,0.001,0.001,84.0,0.001
5800,5.212,18.132,140.32,201.0249,0.001,0.001,0.001,152.0,188.0,123.0,0.001,0.001,0.001,125.0,0.001,0.001
5801,16.465,39.005,286.7,810.5289,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,206.0,381.0
5802,0.314,29.24,216.19,624.9619,108.0,102.0,96.0,101.0,111.0,0.001,0.001,0.001,0.001,0.001,0.001,69.0
5803,11.133,20.131,152.75,290.0292,0.001,0.001,0.001,87.0,0.001,115.0,93.0,57.0,83.0,84.0,0.001,68.0
5804,13.632,18.362,139.96,266.0083,81.0,112.0,80.0,0.001,0.001,0.001,0.001,109.0,130.0,0.001,0.001,75.0
5805,9.132,21.215,160.05,331.0429,106.0,0.001,0.001,0.001,0.001,149.0,0.001,0.001,0.001,0.001,0.001,331.0
5806,14.465,29.561,220.98,411.3268,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,254.0,173.0,159.0
5807,14.956,28.339,214.91,283.2652,0.001,0.001,0.001,262.0,0.001,0.001,324.0,0.001,0.001,0.001,0.001,0.001
5808,14.094,25.068,189.05,327.2318,0.001,0.001,0.001,177.0,0.001,162.0,112.0,61.0,74.0,0.001,0.001,0.001
5809,9.404,18.83,150.38,131.0128,0.001,0.001,0.001,188.0,0.001,157.0,0.001,0.001,0.001,0.001,0.001,241.0
5810,10.996,19.488,149.84,223.0276,0.001,0.001,0.001,0.001,0.001,0.001,195.0,0.001,80.0,0.001,113.0,198.0
5811,13.885,24.796,187.05,325.1879,0.001,0.001,0.001,0.001,0.001,0.001,144.0,151.0,177.0,114.0,0.001,0.001
5812,13.873,30.421,230.79,279.2256,0.001,0.001,0.001,0.001,0.001,586.0,0.001,0.001,0.001,0.001,0.001,0.001
5813,16.225,38.503,283.15,788.5408,0.001,0.001,0.001,138.0,86.0,0.001,0.001,0.001,120.0,0.001,0.001,242.0
5814,13.792,17.49,134.7,219.1193,0.001,0.001,0.001,53.0,0.001,0.001,175.0,0.001,58.0,0.001,82.0,217.0
5815,13.503,22.107,166.46,346.0578,0.001,79.0,60.0,0.001,75.0,75.0,95.0,0.001,115.0,86.0,0.001,0.001
5816,12.171,18.068,138.66,233.0434,154.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,431.0,0.001
5817,2.85,21.373,169.5,141.0165,0.001,0.001,0.001,0.001,0.001,0.001,213.0,0.001,0.001,0.001,372.0,0.001
5818,15.319,28.702,213.68,473.3052,69.0,0.001,74.0,0.001,0.001,0.001,149.0,171.0,122.0,0.001,0.001,0.001
5819,9.027,29.081,215.01,627.0151,0.001,0.001,130.0,131.0,94.0,0.001,92.0,81.0,0.001,0.001,0.001,57.0
5820,15.22,22.175,169.18,255.2326,0.001,170.0,0.001,0.001,0.001,0.001,415.0,0.001,0.001,0.001,0.001,0.001
5821,3.554,28.809,228.16,141.0174,204.0,0.001,0.001,0.001,0.001,139.0,0.001,0.001,0.001,241.0,0.001,0.001
5822,2.936,27.109,209.0,207.0115,0.001,0.001,0.001,0.001,0.001,0.001,203.0,0.001,255.0,126.0,0.001,0.001
5823,1.062,21.228,160.95,293.0584,0.001,0.001,0.001,0.001,0.001,0.001,216.0,129.0,131.0,0.001,0.001,108.0
5824,14.672,30.105,223.44,528.3083,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,170.0,217.0,0.001,197.0
5825,11.804,18.946,144.97,245.0221,0.001,215.0,0.001,0.001,0.001,0.001,0.001,183.0,186.0,0.001,0.001,0.001
5826,13.826,25.346,192.39,280.2379,0.001,0.001,173.0,0.001,0.001,0.001,0.001,0.001,0.001,100.0,237.0,74.0
5827,14.86,29.4,218.61,493.3118,0.001,0.001,0.001,0.001,0.001,0.001,0.001,148.0,0.001,221.0,0.001,215.0
5828,10.044,20.475,155.37,289.0305,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,292.0,292.0,0.001
5829,13.537,18.391,140.17,266.0088,88.0,0.001,83.0,80.0,63.0,0.001,91.0,95.0,84.0,0.001,0.001,0.001
5830,16.401,34.378,254.09,618.477,0.001,0.001,0.001,0.001,0.001,0.001,134.0,0.001,0.001,450.0,0.001,0.001
5831,3.377,15.108,120.29,138.0185,0.001,0.001,0.001,0.001,0.001,0.001,0.001,146.0,128.0,0.001,167.0,142.0
5832,14.214,25.971,194.8,377.2369,0.001,0.001,0.001,0.001,0.001,0.001,154.0,0.001,429.0,0.001,0.001,0.001
5833,5.149,26.198,195.61,434.1853,0.001,0.001,0.001,0.001,0.001,63.0,0.001,0.001,0.001,200.0,152.0,168.0
5834,7.053,32.944,243.23,655.3152,0.001,0.001,0.001,0.001,0.001,64.0,0.001,0.001,0.001,173.0,159.0,187.0
5835,9.205,27.2,215.46,141.0163,0.001,0.001,85.0,0.001,0.001,0.001,95.0,0.001,182.0,145.0,0.001,76.0
5836,13.776,37.484,275.82,765.4914,0.001,0.001,0.001,0.001,0.001,0.001,121.0,0.001,107.0,123.0,116.0,116.0
5837,14.412,39.649,300.43,281.2437,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,583.0
5838,13.403,39.041,287.27,761.5814,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,50.0,0.001,135.0,398.0
5839,15.661,31.981,236.85,572.3432,249.0,0.001,0.001,0.001,173.0,161.0,0.001,0.001,0.001,0.001,0.001,0.001
5840,15.897,30.575,226.92,527.3379,303.0,0.001,280.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5841,16.082,14.042,111.55,142.9239,0.001,0.001,153.0,0.001,218.0,212.0,0.001,0.001,0.001,0.001,0.001,0.001
5842,16.401,34.93,258.95,541.3718,0.001,0.001,0.001,0.001,0.001,0.001,0.001,213.0,163.0,103.0,103.0,0.001
5843,15.159,29.292,218.34,452.359,0.001,0.001,0.001,0.001,194.0,192.0,0.001,0.001,0.001,196.0,0.001,0.001
5844,14.437,24.298,183.78,305.3559,135.0,109.0,0.001,102.0,86.0,80.0,0.001,0.001,0.001,70.0,0.001,0.001
5845,13.949,25.806,194.37,337.1493,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,137.0,217.0,228.0
5846,13.254,30.101,223.27,541.2086,0.001,0.001,0.001,0.001,0.001,0.001,105.0,139.0,129.0,103.0,106.0,0.001
5847,13.978,19.48,147.79,292.0121,0.001,0.001,0.001,0.001,107.0,0.001,106.0,69.0,113.0,0.001,83.0,104.0
5848,15.612,28.124,210.09,423.3839,0.001,0.001,0.001,0.001,0.001,0.001,0.001,61.0,65.0,263.0,193.0,0.001
5849,13.684,24.416,184.2,325.1836,0.001,0.001,0.001,0.001,0.001,0.001,141.0,61.0,106.0,72.0,60.0,142.0
5850,12.363,24.914,187.98,323.2942,0.001,0.001,0.001,0.001,0.001,0.001,160.0,0.001,0.001,156.0,137.0,129.0
5851,10.176,25.624,193.78,305.0223,0.001,0.001,117.0,0.001,142.0,98.0,92.0,0.001,0.001,61.0,71.0,0.001
5852,11.83,25.955,196.49,297.1532,92.0,0.001,0.001,0.001,0.001,0.001,246.0,0.001,243.0,0.001,0.001,0.001
5853,13.619,27.325,204.64,392.2829,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,215.0,194.0,172.0
5854,15.607,30.745,228.22,523.2742,0.001,0.001,0.001,0.001,109.0,0.001,0.001,0.001,0.001,179.0,152.0,141.0
5855,14.758,31.461,232.94,580.3411,0.001,0.001,0.001,0.001,0.001,0.001,122.0,128.0,108.0,127.0,0.001,96.0
5856,13.523,26.444,198.46,370.3017,0.001,0.001,0.001,0.001,0.001,77.0,0.001,0.001,0.001,504.0,0.001,0.001
5857,16.377,38.64,284.98,674.3899,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,393.0,0.001,0.001,187.0
5858,15.564,29.095,217.47,413.3058,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,201.0,160.0,219.0
5859,15.854,31.46,233.26,546.3145,0.001,0.001,0.001,0.001,0.001,0.001,109.0,71.0,84.0,154.0,74.0,88.0
5860,9.323,22.819,173.11,287.2209,0.001,0.001,0.001,0.001,0.001,0.001,127.0,0.001,136.0,0.001,154.0,163.0
5861,13.786,30.637,227.28,536.2958,0.001,0.001,0.001,0.001,0.001,0.001,72.0,73.0,70.0,105.0,142.0,117.0
5862,16.006,23.183,176.08,279.2314,130.0,0.001,154.0,155.0,0.001,140.0,0.001,0.001,0.001,0.001,0.001,0.001
5863,16.318,30.983,229.98,523.402,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,188.0,177.0,214.0
5864,10.581,24.601,185.37,335.2212,0.001,0.001,95.0,0.001,0.001,0.001,93.0,0.001,0.001,146.0,130.0,115.0
5865,11.115,29.094,216.52,479.2583,0.001,0.001,0.001,0.001,0.001,0.001,142.0,88.0,93.0,143.0,112.0,0.001
5866,11.475,25.811,193.54,381.0075,0.001,138.0,144.0,0.001,104.0,0.001,0.001,110.0,0.001,0.001,82.0,0.001
5867,12.106,22.0,165.66,346.0572,62.0,0.001,0.001,92.0,0.001,73.0,85.0,96.0,0.001,78.0,0.001,92.0
5868,15.516,24.3,183.7,309.2796,0.001,0.001,0.001,0.001,0.001,0.001,209.0,0.001,217.0,0.001,0.001,152.0
5869,12.176,30.009,222.77,524.3057,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,192.0,205.0,180.0
5870,2.009,19.625,150.78,226.0175,0.001,0.001,0.001,0.001,0.001,0.001,161.0,0.001,0.001,129.0,145.0,142.0
5871,15.241,35.78,264.4,620.5969,0.001,0.001,0.001,0.001,0.001,0.001,244.0,164.0,169.0,0.001,0.001,0.001
5872,15.626,28.236,211.09,412.387,0.001,0.001,0.001,0.001,151.0,117.0,0.001,0.001,0.001,0.001,158.0,151.0
5873,10.859,24.141,182.87,295.1371,0.001,0.001,0.001,0.001,0.001,0.001,161.0,125.0,181.0,0.001,0.001,110.0
5874,13.607,30.225,224.51,511.2413,0.001,0.001,0.001,78.0,63.0,0.001,0.001,0.001,0.001,267.0,169.0,0.001
5875,7.316,24.099,181.42,344.1541,0.001,0.001,0.001,0.001,0.001,0.001,124.0,0.001,76.0,139.0,118.0,120.0
5876,11.196,26.638,198.95,429.244,0.001,0.001,0.001,0.001,0.001,0.001,146.0,97.0,0.001,139.0,100.0,94.0
5877,12.717,18.399,140.24,266.0084,0.001,0.001,64.0,0.001,0.001,0.001,102.0,94.0,82.0,117.0,117.0,0.001
5878,11.449,26.816,200.58,408.2417,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,227.0,183.0,166.0
5879,15.019,25.477,191.05,381.1613,132.0,136.0,99.0,133.0,76.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5880,12.811,22.041,165.93,348.0573,0.001,0.001,137.0,87.0,0.001,0.001,0.001,0.001,124.0,129.0,0.001,99.0
5881,14.177,27.231,203.3,433.2361,0.001,0.001,0.001,0.001,0.001,0.001,0.001,80.0,87.0,177.0,154.0,78.0
5882,16.271,26.643,199.97,369.3355,0.001,0.001,0.001,175.0,204.0,197.0,0.001,0.001,0.001,0.001,0.001,0.001
5883,13.575,18.313,140.62,230.0537,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,364.0,212.0,0.001
5884,14.11,30.895,229.15,540.3445,0.001,0.001,0.001,0.001,0.001,0.001,0.001,210.0,365.0,0.001,0.001,0.001
5885,16.251,37.365,275.04,750.543,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,203.0,259.0,113.0
5886,2.672,24.114,191.12,141.0167,0.001,0.001,0.001,0.001,0.001,142.0,229.0,0.001,204.0,0.001,0.001,0.001
5887,12.924,21.558,162.17,356.0428,143.0,140.0,136.0,0.001,0.001,155.0,0.001,0.001,0.001,0.001,0.001,0.001
5888,13.748,23.415,175.64,382.0534,0.001,0.001,0.001,0.001,0.001,0.001,113.0,0.001,128.0,114.0,117.0,102.0
5889,1.899,13.543,106.38,165.8367,0.001,0.001,0.001,0.001,0.001,0.001,207.0,0.001,0.001,0.001,171.0,196.0
5890,8.026,24.046,180.83,354.1881,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,404.0,0.001,170.0
5891,12.944,24.201,183.08,304.2632,0.001,0.001,0.001,0.001,0.001,0.001,113.0,0.001,0.001,160.0,180.0,121.0
5892,7.284,19.567,149.88,239.0664,0.001,0.001,191.0,0.001,0.001,182.0,0.001,0.001,0.001,201.0,0.001,0.001
5893,12.649,22.648,172.09,277.1831,0.001,135.0,188.0,0.001,0.001,0.001,0.001,93.0,0.001,0.001,158.0,0.001
5894,3.585,22.286,179.4,118.9688,137.0,150.0,117.0,0.001,0.001,169.0,0.001,0.001,0.001,0.001,0.001,0.001
5895,0.123,24.428,214.73,59.0144,0.001,98.0,0.001,75.0,0.001,0.001,103.0,0.001,108.0,0.001,79.0,110.0
5896,15.544,23.648,177.49,374.9906,226.0,234.0,0.001,113.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
