Score,SeriesType_Identifier,Name_or_Class,Formula,SMILES,m/z,Retention Time,Adduct,Unique,Score_Description,Needs_Validation,row.ID,DT,CCS,Z,Ions,Freq.,Q.Score,Sat.,Mark,X43.B1.7974.d.DeMP,ID_Ranked,nominal mass,mass defect,[CF2]n_Kendrick_mass,[CF2]n_nominal_Kendrick_mass,[CF2]n_Kendrick_mass_defect,[CF2]n_KMD_Group,[CF2]n_homologous_series,[CF2]n_Homologous_series_count,[CF2]n_MD_Filter,[CF2]n_RT_series,[CF2]n_DT_series,Confident_ID,2+_homologous_series,3+_homologous_series,Exact_mass_match,Score.1,Score_Description.1,Checked_Viz,TRUE_Viz,Class_Viz,Cnumb_Viz,Comment_Viz,Classification
D,[CF2]n_212,"1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Pentadecafluorocyclooctan-1-ol/1H,1H-Perfluoro-3,6,9-trioxadecan-1-ol",,,396.9715,3.426,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,2829,19.771,147.85,-1,2,30,100,,FALSE,1558.999,5_NoID,397,-0.0285,396.9968567,397,-0.003143334,48,212,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,TRUE
D,[CF2]n_213,"1h,1h-perfluoro-3,6-dioxadecan-1-ol",,,430.9727,1.865,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,31037,21.277,158.73,-1,1,7,79.7,,FALSE,134.4446,5_NoID,431,-0.0273,431.0002285,431,0.000228502,48,213,5,TRUE,RT ordered,DT not ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,TRUE
D,[CF2]n_221,6:2 Fluorotelomer phosphate monoester,,,442.974,1.707,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,31313,22.127,164.96,-1,1,9,87.9,,FALSE,68.999,5_NoID,443,-0.026,443.0022951,443,0.002295088,48,221,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,TRUE
D-,[CF2]n_215,8:2 fluorotelomer unsaturated carboxylic acid/8:2 fluorotelomer unsaturated carboxylic acid,C10H2F16O2,OC(=O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,456.9747,0.414,,Yes,"Lvl 5 Schymanski: No ID, possible PFAS: Mass defect falling within -0.11 and 0.12 OR exact mass match",Yes,2346,22.573,168.14,-1,1,39,98.5,,FALSE,436.0662,4_8:2 FTUCA|(M-H)-|DTXSID60825615|CAS=70887-84-2;C10H2F16O2;OC(=O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,457,-0.0253,457.0038894,457,0.003889387,48,215,0,TRUE,RT not ordered,DT ordered,FALSE,FALSE,FALSE,TRUE,D-,"Lvl 5 Schymanski: No ID, possible PFAS: Mass defect falling within -0.11 and 0.12 OR exact mass match",,,,,,TRUE
D-,[CF2]n_195,Perfluoro-1-(perfluoroethyl)cyclohexanesulfonic acid/Perfluoro-1-(perfluoroethyl)cyclohexanesulfonic acid/Perfluoro-1-(perfluoroethyl)cyclohexanesulfonic acid,C8HF15O3S,"""OS(=O)(=O)C1C(F)C(F)C(F)C(F)(F)C1(F)F.F*.F*.F*.FC(F)(F)C(F)(F)* |lp:0:2,2:2,3:2,6:3,8:3,10:3,12:3,13:3,15:3,16:3,17:3,19:3,21:3,23:3,25:3,26:3,28:3,29:3,m:18:9.7,20:7.5,22:5.4,30:9.7.5.4|""",460.9334,2.016,,No,"Lvl 5 Schymanski: No ID, possible PFAS: Mass defect falling within -0.11 and 0.12 OR exact mass match",Yes,1783,21.296,158.56,-1,4,25,100,,FALSE,2183.999,"4_PFECHS|(M-H)-|DTXSID50892472|CAS=133201-07-7;C8HF15O3S;""OS(=O)(=O)C1C(F)C(F)C(F)C(F)(F)C1(F)F.F*.F*.F*.FC(F)(F)C(F)(F)* |lp:0:2,2:2,3:2,6:3,8:3,10:3,12:3,13:3,15:3,16:3,17:3,19:3,21:3,23:3,25:3,26:3,28:3,29:3,m:18:9.7,20:7.5,22:5.4,30:9.7.5.4|"" | 4_PFECHS|(M-H)-|DTXSID50892472|CAS=133201-07-7;C8F15HO3S;""OS(=O)(=O)C1C(F)C(F)C(F)C(F)(F)C1(F)F.F*.F*.F*.FC(F)(F)C(F)(F)* |lp:0:2,2:2,3:2,6:3,8:3,10:3,12:3,13:3,15:3,16:3,17:3,19:3,21:3,23:3,25:3,26:3,28:3,29:3,m:18:9.7,20:7.5,22:5.4,30:9.7.5.4|""",461,-0.0666,460.9628422,461,-0.03715775,45,195,1,TRUE,RT not ordered,DT ordered,FALSE,FALSE,FALSE,TRUE,D-,"Lvl 5 Schymanski: No ID, possible PFAS: Mass defect falling within -0.11 and 0.12 OR exact mass match",,,,,,TRUE
D,[CF2]n_213,"Perfluoro(2-(2-propoxypropoxy)-1H,1H-propan-1-ol)/2,2'-(2,3,5,6-Tetrafluoro-1,4-phenylene)bis(hexafluoropropan-2-ol)",,,480.9699,4.22,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,33738,20.466,152.18,-1,1,6,99,,FALSE,88.999,5_NoID,481,-0.0301,481.0006221,481,0.000622087,48,213,5,TRUE,RT not ordered,DT not ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,TRUE
C+,[CF2]n_191,"1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid",C8HF17O3S,,498.9293,2.242,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,21905,25.101,186.58,-1,1,9,97.1,,FALSE,149.999,4_PFOS-L|(M-H)-|NA|CAS=NA;C8HF17O3S;NA | 4_13C8- PFOS|(M-H)-|NA|CAS=NA;C8HF17O3S;NA | 4_PFOS|(M-H)-|DTXSID3031864|CAS=1763-23-1;C8HF17O3S;OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,499,-0.0707,498.9611692,499,-0.038830751,44,191,5,TRUE,RT ordered,DT not ordered,FALSE,TRUE,TRUE,TRUE,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,TRUE
C+,[CF2]n_193,"1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid",C8HF17O3S,,498.9308,2.214,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,52,22.352,166.09,-1,6,27,100,x,FALSE,313502,4_PFOS-L|(M-H)-|NA|CAS=NA;C8HF17O3S;NA | 4_13C8- PFOS|(M-H)-|NA|CAS=NA;C8HF17O3S;NA | 4_PFOS|(M-H)-|DTXSID3031864|CAS=1763-23-1;C8HF17O3S;OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,499,-0.0692,498.9626693,499,-0.037330656,45,193,2,TRUE,RT ordered,DT ordered,FALSE,TRUE,FALSE,TRUE,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,TRUE
C+,[CF2]n_193,"1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid",C8HF17O3S,,498.9325,2.245,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,7812,23.789,176.8,-1,1,23,86.2,,FALSE,205.999,4_PFOS-L|(M-H)-|NA|CAS=NA;C8HF17O3S;NA | 4_13C8- PFOS|(M-H)-|NA|CAS=NA;C8HF17O3S;NA | 4_PFOS|(M-H)-|DTXSID3031864|CAS=1763-23-1;C8HF17O3S;OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,499,-0.0675,498.9643695,499,-0.035630547,45,193,2,TRUE,RT ordered,DT ordered,FALSE,TRUE,FALSE,TRUE,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,TRUE
D-,[CF2]n_0,Heptadecafluoro-N-methylisooctanesulphonamide/Heptadecafluoro-N-methylisooctanesulphonamide,C10H4F17NO4S,OC(=O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,511.9625,2.175,,Yes,"Lvl 5 Schymanski: No ID, possible PFAS: Mass defect falling within -0.11 and 0.12 OR exact mass match",Yes,17027,23.23,172.52,-1,2,7,100,,FALSE,289.999,4_FOSAA|(M-H-CO2)-|DTXSID40440941|CAS=2806-24-8;C10H4F17NO4S;OC(=O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,512,-0.0375,511.9952017,512,-0.004798252,48,0,0,TRUE,,,FALSE,FALSE,FALSE,TRUE,D-,"Lvl 5 Schymanski: No ID, possible PFAS: Mass defect falling within -0.11 and 0.12 OR exact mass match",,,,,,TRUE
D-,[CF2]n_0,"8-Chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluoro-1-octanesulfonic acid/8-Chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluoro-1-octanesulfonic acid",C8HClF16O3S,,514.9018,2.268,,Yes,"Lvl 5 Schymanski: No ID, possible PFAS: Mass defect falling within -0.11 and 0.12 OR exact mass match",Yes,26008,22.903,170.05,-1,1,7,96.5,,FALSE,323.999,4_8Cl-PFOS|(M-H)-|NA|CAS=NA;C8HClF16O3S;NA | 4_8Cl-PFOS|(M-H)-|NA|CAS=1651215-26-7;C8HClF16O3S;NA,515,-0.0982,514.9346895,515,-0.065310503,42,0,0,TRUE,,,FALSE,FALSE,FALSE,TRUE,D-,"Lvl 5 Schymanski: No ID, possible PFAS: Mass defect falling within -0.11 and 0.12 OR exact mass match",,,,,,TRUE
D,[CF2]n_221,8:2 Fluorotelomer phosphate monoester,,,542.9676,2.26,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,3626,23.798,176.49,-1,2,30,100,,FALSE,238.4446,5_NoID,543,-0.0324,543.0022822,543,0.002282207,48,221,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,TRUE
C+,[CF2]n_191,"Perfluorononanesulfonic acid/2,2'-(2-Iodo-5-methyl-1,3-phenylene)bis(hexafluoropropan-2-ol)",C9HF19SO3,,548.9269,2.37,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,12515,23.246,172.34,-1,2,13,96.7,,FALSE,465.999,4_PFNS-L|(M-H)-|NA|CAS=NA;C9HF19SO3;NA | 4_PFNS|(M-H)-|DTXSID60873010|CAS=474511-07-4;C9HF19SO3;OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,549,-0.0731,548.9619629,549,-0.038037141,44,191,5,TRUE,RT ordered,DT not ordered,FALSE,TRUE,TRUE,TRUE,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,TRUE
D,[CF2]n_213,"4-Bromo-2-[4,4,5,5,6,6,7,7,8,9,9,9-dodecafluoro-8-(trifluoromethyl)nonyl]phenol",,,580.963,4.137,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,25140,23.823,176.39,-1,1,7,54.1,,FALSE,302.999,5_NoID,581,-0.037,581.0001092,581,0.000109174,48,213,5,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,TRUE
D,[CF2]n_213,"4-Bromo-2-[4,4,5,5,6,6,7,7,8,9,9,9-dodecafluoro-8-(trifluoromethyl)nonyl]phenol",,,580.9651,2.7,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,26725,23.006,170.33,-1,1,11,97.7,,FALSE,142.999,5_NoID,581,-0.0349,581.0022093,581,0.002209308,48,213,5,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,TRUE
D,[CF2]n_221,16:2 Fluorotelomer dihydrogen phosphate,,,942.9427,3.683,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,29698,28.855,211.86,-1,1,9,96.4,,FALSE,275.6668,5_NoID,943,-0.0573,943.0029307,943,0.002930729,48,221,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,TRUE
D,[CF2]n_221,16:2 Fluorotelomer dihydrogen phosphate,,,942.9446,3.619,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,28552,28.196,207.01,-1,1,10,72.1,,FALSE,35.77789,5_NoID,943,-0.0554,943.0048309,943,0.00483085,48,221,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,TRUE
D,[CF2]n_211,nan,,,72.9911,0.323,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,31499,9.88,83.68,-1,1,7,99.1,,FALSE,81.00011,5_NoID,73,-0.0089,72.99576233,73,-0.004237673,48,211,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_245,nan,,,91.0175,0.396,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,10524,15.087,124.56,-1,1,16,99.4,,FALSE,539.999,5_NoID,91,0.0175,91.02331377,91,0.023313768,50,245,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_162,nan,,,92.9288,0.64,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,19996,2.459,19.77,-1,1,8,92.4,,FALSE,768.999,5_NoID,93,-0.0712,92.93473585,93,-0.065264147,42,162,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_201,nan,,,118.9688,1.456,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,30264,10.367,83.02,-1,1,9,78.4,,FALSE,123.999,5_NoID,119,-0.0312,118.9763992,119,-0.023600835,46,201,3,TRUE,RT not ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_253,nan,,,129.0182,0.248,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,9377,16.357,130.32,-1,1,26,98.3,,FALSE,342.2223,5_NoID,129,0.0182,129.0264411,129,0.026441074,51,253,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_245,nan,,,141.0163,1.823,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,26979,4.708,36.82,-1,1,9,99.8,,FALSE,215.999,5_NoID,141,0.0163,141.0253075,141,0.025307456,50,245,3,TRUE,RT not ordered,DT not ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_128,nan,,,152.8822,0.277,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,10701,17.682,138.95,-1,1,30,99.9,,FALSE,120.1112,5_NoID,153,-0.1178,152.8919654,153,-0.108034607,38,128,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_231,nan,,,165.0046,0.398,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,4619,15.482,120.9,-1,2,17,100,,FALSE,580.999,5_NoID,165,0.0046,165.0151397,165,0.015139715,49,231,4,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_269,nan,,,165.039,0.264,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,2391,16.154,126.17,-1,2,37,99,,FALSE,2861.999,5_NoID,165,0.039,165.0495419,165,0.049541912,53,269,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_251,nan,,,166.0178,0.252,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,26084,16.609,129.69,-1,1,9,82.6,,FALSE,151.999,5_NoID,166,0.0178,166.0284044,166,0.028404433,51,251,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_211,nan,,,172.9898,0.381,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,158,16.647,129.6,-1,4,34,100,x,FALSE,41315.33,5_NoID,173,-0.0102,173.0008498,173,0.000849772,48,211,3,TRUE,RT ordered,DT not ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_245,nan,,,191.0061,0.412,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,15643,17.699,136.92,-1,2,8,100,,FALSE,604.999,5_NoID,191,0.0061,191.0183006,191,0.018300568,50,245,3,TRUE,RT ordered,DT not ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_252,nan,,,191.0184,0.248,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,1194,16.506,127.65,-1,3,51,99.4,,FALSE,1240.262,5_NoID,191,0.0184,191.0306014,191,0.030601354,51,252,3,TRUE,RT ordered,DT not ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_231,nan,,,215.0006,0.447,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,818,18.138,139.32,-1,2,41,100,,FALSE,102.999,5_NoID,215,0.0006,215.0143332,215,0.014333223,49,231,4,TRUE,RT ordered,DT not ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_269,nan,,,215.0376,0.683,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,20005,19.412,149.14,-1,2,7,82.1,,FALSE,193.999,5_NoID,215,0.0376,215.0513356,215,0.051335587,53,269,3,TRUE,RT not ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_148,nan,,,216.9072,0.244,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,12103,16.951,130.1,-1,1,21,92.5,,FALSE,102.5557,5_NoID,217,-0.0928,216.921055,217,-0.078944992,40,148,4,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_201,nan,,,218.9624,0.532,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,25370,17.203,131.98,-1,1,8,97.8,,FALSE,261.999,5_NoID,219,-0.0376,218.9763863,219,-0.023613715,46,201,3,TRUE,RT ordered,DT not ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
C+,[CF2]n_217,PFPeA|(M-H-CO2)-|DTXSID00892487|CAS=45167-47-3,C5HF9O2,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,218.9846,1.739,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,1292,18.581,142.59,-1,3,39,100,,FALSE,2518.999,4_PFPeA|(M-H-CO2)-|DTXSID00892487|CAS=45167-47-3;C5HF9O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_PFPeA|(M-H-CO2)-|DTXSID00892487|CAS=45167-47-3;C5HF9O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,219,-0.0154,218.9985877,219,-0.001412297,48,217,8,TRUE,RT not ordered,DT ordered,FALSE,TRUE,TRUE,TRUE,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
D,[CF2]n_282,nan,,,225.0502,0.648,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,12557,18.853,144.46,-1,1,18,99.3,,FALSE,115.999,5_NoID,225,0.0502,225.0645751,225,0.064575144,54,282,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_224,nan,,,231.991,0.463,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,2960,18.589,142.2,-1,3,35,100,,FALSE,1085.999,5_NoID,232,-0.009,232.0058185,232,0.00581849,49,224,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_136,nan,,,250.8918,0.69,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,4402,17.342,132.08,-1,3,32,100,,FALSE,1264.999,5_NoID,251,-0.1082,250.9078258,251,-0.092174216,39,136,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_269,nan,,,265.0351,0.458,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,23689,19.614,149.06,-1,2,6,99.2,,FALSE,419.999,5_NoID,265,0.0351,265.0520292,265,0.052029191,53,269,3,TRUE,RT ordered,DT not ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_64,nan,,,265.6437,1.281,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,14434,21,159.61,-1,1,16,98.1,,FALSE,470.999,5_NoID,266,-0.3563,265.6606681,266,-0.339331934,16,64,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_83,nan,,,266.8027,0.272,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,10988,19.433,147.63,-1,1,25,99.1,,FALSE,376.999,5_NoID,267,-0.1973,266.8197421,267,-0.180257903,31,83,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
