Match,Match Source,Classification Type,ID,RT,DT,CCS,m/z,Mass Error (ppm),CCS Error (%),RT Error (abs),35 2286 - Serum.d.DeMP, 36 2286 - Mitra.d.DeMP, 37 2286 - DBS.d.DeMP, 38 2182 - Serum.d.DeMP, 39 2182 - Mitra.d.DeMP, 40 2182 - DBS.d.DeMP, 41 2187 - Serum.d.DeMP, 42 2187 - Mitra.d.DeMP, 43 2187 - DBS.d.DeMP, 44 2854 - Serum.d.DeMP, 45 2854 - Mitra.d.DeMP, 46 2854 - DBS.d.DeMP, 47 2911 - Serum.d.DeMP, 48 2911 - Mitra.d.DeMP, 49 2911 - DBS.d.DeMP, 125 1777 - Serum.d.DeMP, 126 1777 - Mitra.d.DeMP, 127 1777 - DBS.d.DeMP, 128 1821 - Serum.d.DeMP, 129 1821 - Mitra.d.DeMP, 130 1821 - DBS.d.DeMP, 131 1673 - Serum.d.DeMP, 132 1673 - Mitra.d.DeMP, 133 1673 - DBS.d.DeMP, 134 1894 - Serum.d.DeMP, 135 1894 - Mitra.d.DeMP, 136 1894 - DBS.d.DeMP, 137 3330 - Serum.d.DeMP, 138 3330 - Mitra.d.DeMP, 139 3330 - DBS.d.DeMP, 80 2003 - Serum.d.DeMP, 81 2003 - Mitra.d.DeMP, 82 2003 - DBS.d.DeMP, 83 2095 - Serum.d.DeMP, 84 2095 - Mitra.d.DeMP, 85 2095 - DBS.d.DeMP, 86 2046 - Serum.d.DeMP, 87 2046 - Mitra.d.DeMP, 88 2046 - DBS.d.DeMP, 89 2889 - Serum.d.DeMP, 90 2889 - Mitra.d.DeMP, 91 2889 - DBS.d.DeMP, 92 3021 - Serum.d.DeMP, 93 3021 - Mitra.d.DeMP, 94 3021 - DBS.d.DeMP,Detection Frequency (%),Average Abundance
No Match,None,unmatched,10829.0,1.3,18.55,143.2,211.0824,,,,709.999,268.999,0.0,498.999,0.0,0.0,121.999,0.0,0.0,1235.999,410.999,0.0,578.999,146.999,0.0,275.999,0.0,0.0,2690.999,1085.999,184.999,160.999,0.0,0.0,298.999,0.0,0.0,0.0,0.0,0.0,1047.999,276.999,0.0,1087.999,0.0,0.0,0.0,0.0,0.0,233.999,0.0,0.0,2025.999,775.999,323.999,46.7,315.0
No Match,None,unmatched,3722.0,1.6,18.63,143.8,212.0011,,,,18376.999,3713.999,1848.999,9979.999,620.999,332.999,3895.999,420.999,329.999,7373.999,1016.999,0.0,3648.999,552.999,300.999,6287.999,372.999,282.999,10747.999,1509.999,657.999,3828.999,677.999,428.999,13814.999,2021.999,597.999,1466.999,301.999,200.999,9304.999,1232.999,697.999,12127.999,971.999,821.999,5950.999,771.999,572.999,2468.999,346.999,245.999,15165.999,1939.999,1248.999,97.8,3252.0
No Match,None,unmatched,4456.0,2.5,17.98,138.8,212.001,,,,387.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.999,0.0,0.0,0.0,0.0,0.0,244.999,0.0,0.0,107.999,0.0,0.0,109.999,0.0,0.0,0.0,0.0,0.0,216.999,0.0,0.0,442.999,0.0,0.0,213.999,0.0,0.0,153.999,0.0,0.0,265.999,0.0,0.0,0.0,0.0,0.0,22.2,51.0
No Match,None,unmatched,4755.0,13.4,17.48,134.8,216.0377,,,,0.0,0.0,0.0,406.999,0.0,304.999,0.0,0.0,0.0,488.999,373.999,0.0,0.0,0.0,0.0,523.999,0.0,0.0,0.0,0.0,0.0,516.999,0.0,350.999,0.0,0.0,0.0,0.0,359.999,347.999,0.0,0.0,0.0,433.999,0.0,0.0,401.999,0.0,0.0,0.0,0.0,0.0,457.999,0.0,294.999,28.9,115.0
No Match,None,unmatched,4202.0,3.7,17.19,132.5,216.9636,,,,125.999,0.0,0.0,251.999,0.0,0.0,163.999,0.0,0.0,0.0,0.0,0.0,368.999,0.0,0.0,0.0,0.0,0.0,265.999,0.0,0.0,299.999,0.0,0.0,202.999,0.0,0.0,464.999,0.0,0.0,0.0,0.0,0.0,343.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,55.0
No Match,None,unmatched,11135.0,11.1,17.5,134.8,218.0303,,,,1494.999,129.77788888888904,416.999,4399.999,3232.999,976.2223333333334,3775.999,952.999,2814.999,4605.999,2838.999,0.0,797.999,1004.999,2130.999,5650.999,907.999,3259.999,2415.999,3231.999,1008.777888888889,5030.999,3281.999,3274.999,1109.999,3396.999,1147.999,1393.999,1642.999,0.0,1333.999,600.999,910.777888888889,4677.999,542.6667777777777,1614.3334444444445,4990.999,3047.999,1150.2223333333334,1249.999,3084.999,1032.999,4914.999,2963.999,2722.999,95.6,2201.0
No Match,None,unmatched,1958.0,13.4,18.36,141.9,206.996,,,,0.0,284.999,0.0,0.0,629.999,0.0,0.0,474.999,228.999,0.0,685.999,0.0,0.0,259.999,0.0,0.0,214.999,0.0,0.0,722.999,100.999,0.0,736.999,0.0,0.0,488.999,0.0,0.0,424.999,186.999,0.0,303.999,104.999,0.0,468.999,153.999,0.0,594.999,0.0,0.0,596.999,116.999,0.0,428.999,0.0,46.7,180.0
No Match,None,unmatched,11614.0,1.7,17.74,136.8,218.9958,,,,797.999,295.999,120.999,337.999,0.0,0.0,0.0,0.0,0.0,605.999,160.999,0.0,494.999,0.0,0.0,630.999,0.0,0.0,429.999,0.0,0.0,0.0,0.0,0.0,314.999,0.0,0.0,474.999,130.999,0.0,693.999,0.0,0.0,962.999,179.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,145.0
No Match,None,unmatched,535.0,0.6,16.3,127.4,173.9859,,,,421.999,0.0,0.0,848.999,193.999,0.0,0.0,0.0,0.0,5121.999,1416.999,0.0,4150.999,1303.999,450.999,339.999,151.999,0.0,5075.999,1477.999,429.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5940.999,1510.999,540.999,6294.999,1196.999,510.999,0.0,0.0,0.0,696.999,0.0,0.0,0.0,0.0,0.0,44.4,829.0
No Match,None,unmatched,1651.0,1.1,18.29,142.8,178.0504,,,,1091.999,359.999,0.0,470.999,0.0,0.0,0.0,0.0,0.0,367.999,147.999,0.0,1479.999,563.999,0.0,533.999,0.0,0.0,220.999,0.0,0.0,0.0,0.0,0.0,1731.999,529.999,0.0,0.0,0.0,0.0,1933.999,485.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.999,0.0,0.0,31.1,222.0
No Match,None,unmatched,0.0,2.2,16.98,132.5,179.0558,,,,1484.999,364.999,133.999,6605.999,1437.999,581.999,2506.999,376.999,185.999,13295.999,2813.999,0.0,2942.999,671.999,251.999,4643.999,718.999,461.999,30132.999,7826.999,2344.999,2947.999,628.999,476.999,4678.999,750.999,283.999,0.0,0.0,0.0,9984.999,1168.999,603.999,10091.999,1382.999,886.999,646.999,0.0,0.0,3639.999,623.999,318.999,11496.999,2675.999,1111.999,86.7,2919.0
No Match,None,unmatched,4240.0,0.6,16.64,129.8,180.0273,,,,205.999,0.0,0.0,281.999,0.0,0.0,0.0,0.0,0.0,268.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.999,0.0,0.0,185.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.999,0.0,0.0,15.6,51.0
No Match,None,unmatched,10667.0,0.9,17.11,133.0,188.0004,,,,3502.999,658.999,400.999,933.999,206.999,0.0,0.0,0.0,0.0,394.999,0.0,0.0,1095.999,187.999,0.0,0.0,0.0,0.0,1469.999,222.999,0.0,0.0,0.0,0.0,927.999,243.999,0.0,0.0,0.0,0.0,1454.999,241.999,0.0,1483.999,268.999,154.999,0.0,0.0,0.0,207.999,0.0,0.0,0.0,0.0,0.0,40.0,307.0
No Match,None,unmatched,3814.0,0.7,18.4,143.0,190.0534,,,,0.0,235.999,0.0,0.0,228.999,0.0,0.0,247.999,0.0,0.0,291.999,0.0,0.0,374.999,0.0,0.0,0.0,313.999,0.0,200.999,0.0,0.0,256.999,0.0,0.0,0.0,0.0,0.0,153.999,0.0,0.0,260.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.999,0.0,0.0,210.999,0.0,26.7,67.0
No Match,None,unmatched,6372.0,4.1,18.19,141.2,191.0676,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.999,0.0,0.0,115.999,0.0,0.0,192.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.999,0.0,0.0,154.999,0.0,0.0,227.999,0.0,0.0,158.999,0.0,0.0,0.0,0.0,0.0,15.6,25.0
No Match,None,unmatched,21260.0,1.7,13.46,105.9,162.8375,,,,623.999,153.999,103.999,947.999,0.0,104.999,564.999,0.0,0.0,405.999,0.0,0.0,424.999,0.0,0.0,145.999,0.0,0.0,373.999,0.0,0.0,126.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.999,0.0,0.0,487.999,0.0,0.0,372.999,0.0,0.0,161.999,0.0,0.0,269.999,0.0,0.0,35.6,130.0
No Match,None,unmatched,3154.0,2.2,16.0,125.6,164.0331,,,,0.0,0.0,0.0,248.999,0.0,0.0,0.0,0.0,0.0,523.999,0.0,0.0,0.0,0.0,0.0,185.999,0.0,0.0,1282.999,382.999,0.0,140.999,0.0,0.0,187.999,0.0,0.0,0.0,0.0,0.0,358.999,0.0,0.0,386.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.999,0.0,0.0,22.2,91.0
No Match,None,unmatched,3591.0,4.0,17.28,135.6,164.0833,,,,271.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.999,0.0,0.0,247.999,0.0,0.0,1338.999,228.999,0.0,0.0,0.0,0.0,170.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.999,0.0,0.0,517.999,0.0,0.0,17.8,72.0
No Match,None,unmatched,3138.0,4.9,16.3,127.8,165.9783,,,,0.0,0.0,0.0,0.0,0.0,0.0,179.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.999,0.0,0.0,580.999,0.0,0.0,421.999,0.0,0.0,218.999,0.0,0.0,460.999,0.0,0.0,441.999,0.0,0.0,558.999,0.0,0.0,576.999,0.0,0.0,588.999,0.0,0.0,0.0,0.0,0.0,22.2,91.0
No Match,None,unmatched,6419.0,5.6,17.43,136.5,169.0658,,,,0.0,0.0,0.0,0.0,0.0,0.0,63818.999,19585.999,5992.999,303.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47680.999,7695.999,1431.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.999,0.0,0.0,131.999,0.0,0.0,20.0,3191.0
No Match,None,unmatched,4779.0,9.9,15.08,118.8,156.9417,,,,0.0,0.0,0.0,0.0,154.999,127.999,0.0,151.999,260.999,0.0,0.0,0.0,0.0,0.0,202.999,0.0,106.999,0.0,0.0,0.0,0.0,0.0,0.0,154.999,0.0,153.999,196.999,0.0,0.0,0.0,0.0,131.999,156.999,0.0,0.0,255.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,45.0
No Match,None,unmatched,9842.0,1.7,13.45,105.8,160.8406,,,,2353.999,126.999,127.999,1008.999,0.0,0.0,420.999,0.0,0.0,463.999,0.0,0.0,232.999,0.0,0.0,404.999,0.0,0.0,392.999,0.0,0.0,174.999,0.0,0.0,362.999,0.0,0.0,183.999,0.0,0.0,724.999,0.0,0.0,506.999,0.0,0.0,337.999,0.0,0.0,279.999,0.0,0.0,285.999,0.0,0.0,37.8,183.0
No Match,None,unmatched,3921.0,0.6,15.83,124.5,161.9862,,,,833.999,330.999,169.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.999,112.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.999,0.0,0.0,0.0,0.0,0.0,126.999,0.0,0.0,524.999,167.999,0.0,0.0,0.0,0.0,20.0,64.0
No Match,None,unmatched,6210.0,3.6,17.09,131.3,231.0491,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.999,0.0,0.0,212.999,0.0,0.0,0.0,0.0,0.0,0.0,122.999,0.0,0.0,0.0,0.0,202.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.999,0.0,0.0,144.999,0.0,0.0,0.0,0.0,0.0,235.999,0.0,0.0,15.6,26.0
No Match,None,unmatched,7867.0,4.4,19.27,148.0,231.032,,,,0.0,0.0,0.0,322.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.999,0.0,0.0,0.0,0.0,0.0,134.999,0.0,0.0,405.999,0.0,0.0,502.999,0.0,0.0,156.999,0.0,0.0,0.0,0.0,0.0,15.6,42.0
No Match,None,unmatched,5924.0,0.9,19.39,149.0,230.0122,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2471.999,413.999,283.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22708.999,4877.999,3572.999,15.6,750.0
No Match,None,unmatched,1025.0,2.3,18.89,145.1,230.0107,,,,190.999,0.0,0.0,630.999,0.0,0.0,2506.999,366.999,0.0,428.999,0.0,0.0,0.0,0.0,0.0,2470.999,0.0,0.0,1824.999,428.999,0.0,0.0,0.0,0.0,6069.999,1288.999,282.999,0.0,0.0,0.0,255.999,0.0,0.0,119.999,0.0,0.0,1565.999,0.0,0.0,393.999,0.0,0.0,0.0,0.0,0.0,33.3,410.0
No Match,None,unmatched,2017.0,0.8,19.42,149.2,229.0884,,,,0.0,233.999,0.0,0.0,453.999,0.0,0.0,1376.999,401.999,0.0,221.999,0.0,0.0,582.999,0.0,130.999,186.999,0.0,337.999,256.999,0.0,126.999,405.999,272.999,147.999,0.0,0.0,436.999,409.999,176.999,0.0,0.0,0.0,324.999,349.999,0.0,0.0,354.999,0.0,0.0,261.999,100.999,0.0,384.999,0.0,51.1,174.0
No Match,None,unmatched,6569.0,5.9,19.74,151.7,229.0531,,,,0.0,0.0,0.0,622.999,0.0,0.0,177.999,0.0,0.0,6837.999,1175.999,0.0,1733.999,236.999,0.0,523.999,0.0,0.0,933.999,147.999,0.0,22412.999,4213.999,3243.999,737.999,0.0,0.0,260.999,0.0,0.0,0.0,0.0,0.0,112.999,0.0,0.0,1091.999,0.0,0.0,529.999,0.0,0.0,2679.999,276.999,163.999,44.4,1047.0
No Match,None,unmatched,4421.0,0.7,19.13,147.1,227.9952,,,,465.999,0.0,0.0,279.999,0.0,0.0,646.999,0.0,0.0,176.999,0.0,0.0,0.0,0.0,0.0,226.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.999,0.0,0.0,0.0,0.0,0.0,247.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,52.0
No Match,None,unmatched,2708.0,5.5,19.47,149.7,227.0379,,,,295.999,0.0,0.0,0.0,0.0,0.0,255.999,0.0,0.0,245.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.999,0.0,0.0,333.999,0.0,0.0,699.999,0.0,0.0,210.999,0.0,0.0,1864.999,157.999,0.0,0.0,0.0,0.0,230.999,0.0,0.0,0.0,0.0,0.0,732.999,0.0,0.0,24.4,115.0
No Match,None,unmatched,4299.0,5.3,18.84,144.4,238.0762,,,,0.0,0.0,0.0,165.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.999,0.0,0.0,0.0,0.0,0.0,0.0,136.999,0.0,356.999,113.999,0.0,325.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.999,0.0,0.0,155.999,0.0,0.0,334.999,0.0,0.0,129.999,0.0,0.0,22.2,54.0
No Match,None,unmatched,6511.0,7.2,19.54,149.8,239.066,,,,0.0,0.0,0.0,125.999,0.0,0.0,0.0,0.0,0.0,126.999,0.0,0.0,0.0,0.0,0.0,227.999,0.0,116.999,0.0,0.0,0.0,150.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.999,0.0,0.0,0.0,0.0,0.0,15.6,22.0
No Match,None,unmatched,7142.0,6.5,17.56,134.6,239.0843,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.999,0.0,0.0,0.0,103.999,0.0,0.0,0.0,0.0,0.0,148.999,0.0,0.0,0.0,0.0,0.0,408.999,0.0,180.999,0.0,0.0,0.0,0.0,0.0,268.999,388.999,0.0,218.999,0.0,0.0,389.999,0.0,0.0,198.999,0.0,0.0,22.2,57.0
No Match,None,unmatched,15025.0,5.6,17.54,134.4,239.0849,,,,0.0,0.0,0.0,0.0,282.999,0.0,0.0,257.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.999,0.0,0.0,0.0,0.0,0.0,262.999,230.999,201.999,0.0,123.999,0.0,0.0,0.0,0.0,370.999,0.0,0.0,0.0,0.0,0.0,0.0,247.999,0.0,20.0,51.0
No Match,None,unmatched,2342.0,3.1,19.65,150.9,232.9939,,,,1204.999,0.0,111.999,0.0,0.0,0.0,613.999,0.0,0.0,1233.999,224.999,0.0,1176.999,314.999,0.0,0.0,0.0,0.0,250.999,0.0,0.0,214.999,0.0,0.0,474.999,0.0,0.0,0.0,0.0,0.0,339.999,0.0,0.0,107.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.999,0.0,0.0,28.9,141.0
No Match,None,unmatched,6019.0,12.2,17.8,136.7,232.9561,,,,0.0,0.0,0.0,0.0,103.999,0.0,0.0,111.999,0.0,0.0,121.999,0.0,0.0,0.0,103.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.999,0.0,0.0,178.999,0.0,0.0,118.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.999,0.0,0.0,0.0,0.0,0.0,0.0,17.8,25.0
No Match,None,unmatched,5020.0,4.1,16.72,128.4,232.9259,,,,113.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.999,0.0,0.0,101.999,0.0,0.0,0.0,0.0,0.0,325.999,0.0,0.0,102.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.999,0.0,0.0,246.999,0.0,0.0,142.999,0.0,0.0,151.999,0.0,0.0,0.0,0.0,0.0,20.0,40.0
No Match,None,unmatched,5298.0,5.3,17.24,132.4,232.076,,,,0.0,0.0,0.0,0.0,0.0,0.0,200.999,0.0,0.0,253.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.999,0.0,0.0,170.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.999,0.0,0.0,395.999,0.0,0.0,15.6,38.0
No Match,None,unmatched,48.0,6.4,17.86,136.7,244.9074,,,,21952.999,4816.999,2025.999,19938.999,2448.999,750.999,18223.999,2391.999,959.999,126896.999,22459.999,0.0,27117.999,4957.999,1754.999,90976.999,9062.999,6051.999,50342.999,11903.999,3605.999,40889.999,7678.999,4810.999,30079.999,4981.999,1299.999,29715.999,5609.999,2643.999,26686.999,2788.999,758.999,54918.999,5711.999,2511.999,46415.999,7547.999,2033.999,34505.999,5161.999,1904.999,10822.999,1499.999,769.999,97.8,16533.0
No Match,None,unmatched,15357.0,13.1,17.43,133.5,245.0224,,,,192.999,314.999,310.999,244.999,298.999,338.999,0.0,294.999,281.999,344.999,254.999,0.0,246.999,303.999,276.999,0.0,369.999,351.999,0.0,316.999,0.0,0.0,327.999,292.999,0.0,359.999,374.999,0.0,310.999,280.999,0.0,278.999,305.999,0.0,314.999,300.999,0.0,338.999,341.999,0.0,335.999,0.0,282.999,219.999,322.999,71.1,213.0
No Match,None,unmatched,2176.0,2.6,20.34,155.7,245.048,,,,984.999,149.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.999,0.0,0.0,1266.999,160.999,0.0,0.0,0.0,0.0,454.999,0.0,0.0,1362.999,202.999,0.0,121.999,0.0,0.0,438.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.999,0.0,0.0,0.0,0.0,0.0,476.999,0.0,0.0,26.7,157.0
No Match,None,unmatched,2412.0,4.0,20.45,156.5,245.0478,,,,17073.999,3797.999,1407.999,4409.999,520.999,0.0,2908.999,285.999,0.0,1256.999,0.0,0.0,1471.999,232.999,0.0,239.999,0.0,0.0,15455.999,3082.999,683.999,17164.999,2564.999,1209.999,75380.999,11737.999,2552.999,6705.999,990.999,392.999,11048.999,1272.999,310.999,4487.999,330.999,179.999,4872.999,561.999,179.999,16418.999,2038.999,677.999,29601.999,4563.999,2224.999,84.4,5443.0
No Match,None,unmatched,3906.0,5.4,17.58,134.7,245.066,,,,0.0,285.999,106.999,0.0,148.999,0.0,0.0,140.999,0.0,0.0,235.999,0.0,0.0,0.0,129.999,0.0,0.0,0.0,0.0,302.999,0.0,0.0,0.0,0.0,0.0,274.999,120.999,0.0,421.999,165.999,0.0,0.0,0.0,0.0,216.999,0.0,0.0,0.0,0.0,0.0,289.999,0.0,0.0,0.0,0.0,28.9,62.0
No Match,None,unmatched,4329.0,4.3,17.53,134.3,246.0743,,,,255.999,0.0,0.0,0.0,0.0,576.999,0.0,0.0,212.999,0.0,0.0,0.0,213.999,0.0,0.0,0.0,0.0,109.999,155.999,0.0,0.0,0.0,0.0,0.0,171.999,0.0,0.0,0.0,0.0,0.0,0.0,490.999,161.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,52.0
No Match,None,unmatched,1641.0,8.0,19.05,145.8,247.0419,,,,0.0,0.0,0.0,0.0,104.88900000000001,0.0,0.0,0.0,300.889,0.0,182.889,0.0,0.0,0.0,131.889,0.0,0.0,137.889,0.0,0.0,0.0,0.0,156.889,239.889,0.0,118.88900000000001,0.0,0.0,0.0,218.889,0.0,0.0,0.0,0.0,0.0,221.889,0.0,261.889,132.889,0.0,119.88900000000001,137.889,0.0,0.0,128.889,33.3,57.0
No Match,None,unmatched,4668.0,13.0,19.08,146.0,247.0423,,,,0.0,0.0,0.0,0.0,128.999,0.0,0.0,104.999,103.999,0.0,148.999,0.0,0.0,0.0,110.999,0.0,0.0,0.0,0.0,115.999,0.0,0.0,103.999,0.0,0.0,145.999,0.0,0.0,112.999,0.0,0.0,0.0,0.0,0.0,0.0,103.999,0.0,178.999,171.999,0.0,0.0,0.0,0.0,126.999,0.0,28.9,37.0
No Match,None,unmatched,1032.0,7.0,20.26,154.9,253.0819,,,,1320.999,0.0,0.0,4416.999,457.999,156.999,1832.999,243.999,110.999,621.999,0.0,0.0,208.999,0.0,0.0,1455.999,0.0,0.0,1192.999,198.999,0.0,477.999,0.0,0.0,696.999,0.0,0.0,1195.999,231.999,0.0,510.999,0.0,0.0,426.999,0.0,0.0,265.999,0.0,0.0,2036.999,227.999,131.999,145.999,0.0,0.0,51.1,405.0
No Match,None,unmatched,6280.0,2.6,19.26,147.2,255.0279,,,,0.0,0.0,0.0,120.999,0.0,0.0,131.999,0.0,0.0,198.999,0.0,0.0,0.0,0.0,0.0,301.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.999,0.0,0.0,175.999,0.0,0.0,0.0,0.0,0.0,141.999,0.0,0.0,0.0,0.0,0.0,15.6,28.0
No Match,None,unmatched,19235.0,4.5,20.08,153.4,257.0111,,,,0.0,0.0,0.0,170.999,0.0,0.0,147.999,0.0,0.0,435.999,0.0,0.0,458.999,0.0,0.0,224.999,0.0,0.0,119.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.999,0.0,0.0,437.999,0.0,0.0,0.0,0.0,0.0,261.999,0.0,0.0,0.0,0.0,0.0,20.0,60.0
No Match,None,unmatched,2966.0,8.7,18.1,138.1,262.8381,,,,759.999,154.999,0.0,310.999,0.0,0.0,0.0,0.0,0.0,4327.999,336.999,0.0,127.999,0.0,0.0,5555.999,187.999,140.999,412.999,102.999,0.0,158.999,0.0,0.0,131.999,0.0,0.0,145.999,0.0,0.0,1797.999,155.999,0.0,201.999,0.0,0.0,125.999,0.0,0.0,32699.999,4358.999,940.999,172.999,0.0,0.0,48.9,1160.0
No Match,None,unmatched,4128.0,2.1,18.98,145.5,240.9789,,,,1078.999,207.999,0.0,153.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.999,0.0,0.0,177.999,0.0,0.0,172.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.999,0.0,0.0,0.0,0.0,0.0,15.6,58.0
No Match,None,unmatched,8768.0,4.3,20.1,154.0,243.0321,,,,119.999,0.0,0.0,0.0,0.0,0.0,261.999,0.0,0.0,0.0,0.0,0.0,259.999,0.0,0.0,0.0,0.0,0.0,6885.999,1683.999,423.999,0.0,0.0,0.0,196.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.999,0.0,0.0,0.0,0.0,0.0,589.999,0.0,0.0,20.0,232.0
No Match,None,unmatched,12350.0,13.2,17.43,133.5,244.0262,,,,214.999,452.999,0.0,0.0,442.999,297.999,329.999,457.999,395.999,0.0,453.999,0.0,0.0,434.999,366.999,0.0,402.999,526.999,0.0,521.999,301.999,0.0,495.999,476.999,0.0,543.999,0.0,0.0,494.999,487.999,0.0,0.0,0.0,0.0,526.999,472.999,371.999,484.999,385.999,0.0,0.0,311.999,555.999,572.999,485.999,62.2,268.0
No Match,None,unmatched,6728.0,1.0,19.05,146.2,233.0104,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.999,0.0,0.0,2473.999,430.999,0.0,0.0,0.0,0.0,130.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.999,0.0,0.0,681.999,0.0,0.0,0.0,0.0,0.0,155.999,0.0,0.0,0.0,0.0,0.0,15.6,97.0
No Match,None,unmatched,471.0,6.4,17.5,133.4,264.8897,,,,2032.999,285.999,0.0,1970.999,175.999,0.0,1981.999,236.999,0.0,5537.999,661.999,0.0,1810.999,307.999,0.0,2347.999,204.999,110.999,1498.999,331.999,0.0,2949.999,323.999,235.999,3012.999,377.999,0.0,3824.999,431.999,214.999,2528.999,202.999,0.0,3940.999,215.999,0.0,2130.999,247.999,0.0,2307.999,196.999,133.999,345.999,0.0,0.0,73.3,939.0
No Match,None,unmatched,9581.0,12.9,18.59,141.7,264.0325,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.999,200.999,0.0,0.0,195.999,0.0,0.0,0.0,0.0,204.999,257.999,0.0,0.0,236.999,0.0,0.0,0.0,0.0,283.999,0.0,237.999,240.999,211.999,182.999,0.0,0.0,161.999,226.999,0.0,28.9,62.0
