1094.9339,32.3,14.78
1044.94,31.44,14.4
994.9382,30.54,14.14
944.942,29.58,13.9
894.9467,28.64,13.62
844.9499,27.72,13.27
794.9524,26.7,12.92
744.9567,25.92,12.54
694.9613,24.8,12.1
644.962,23.84,11.6
594.9655,23.24,11.01
