ID,RT,DT,CCS,m/z,SD,Abundance,37 2286 - DBS.d.DeMP,40 2182 - DBS.d.DeMP,43 2187 - DBS.d.DeMP,46 2854 - DBS.d.DeMP,49 2911 - DBS.d.DeMP,127 1777 - DBS.d.DeMP,130 1821 - DBS.d.DeMP,133 1673 - DBS.d.DeMP,136 1894 - DBS.d.DeMP,139 3330 - DBS.d.DeMP,82 2003 - DBS.d.DeMP,85 2095 - DBS.d.DeMP,88 2046 - DBS.d.DeMP,91 2889 - DBS.d.DeMP,94 3021 - DBS.d.DeMP,DBS 2184.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
525,9.945,24.573,183.66,442.0594,0.0007,538,440,404,833,0.001,565,311,393,520,423,662,481,901,739,714,546,674,82,0.001,0.001
526,12.219,23.623,179.07,299.2582,0.0006,538,626,665,561,0.001,604,830,566,788,516,826,0.001,843,562,165,531,519,57,0.001,0.001
527,14.669,29.985,223.17,510.3829,0.0009,538,545,432,949,0.001,679,304,386,435,503,594,711,602,1215,317,661,268,85,0.001,0.001
528,13.528,28.13,210.12,452.2777,0.0007,537,376,1541,783,0.001,729,0.001,944,0.001,332,0.001,1739,107,1500,0.001,0.001,535,0.001,0.001,0.001
529,8.901,22.665,171.8,299.1615,0.0005,536,497,744,644,0.001,676,354,197,700,220,284,867,1288,843,559,592,118,94,146,111
530,13.455,26.783,200.52,409.2351,0.0004,536,0.001,0.001,545,0.001,0.001,1100,0.001,2050,0.001,0.001,0.001,0.001,568,0.001,1921,2395,0.001,0.001,0.001
531,15.008,36.569,269.99,740.5244,0.0027,536,0.001,56,0.001,0.001,797,3928,1039,0.001,0.001,1162,0.001,0.001,0.001,895,692,0.001,0.001,0.001,0.001
532,15.241,28.728,214.7,441.3753,0.0009,531,295,374,324,0.001,404,397,358,463,396,435,341,437,479,339,552,2903,0.001,0.001,0.001
533,7.233,24.134,182.28,329.2324,0.0004,531,661,1030,726,0.001,1499,380,439,893,246,391,518,674,777,261,0.001,0.001,0.001,0.001,0.001
534,13.468,23.978,181.2,321.21,0.0004,531,307,1046,605,0.001,522,445,242,377,356,376,410,659,571,561,639,1373,117,174,370
535,15.126,32.191,240.2,459.3261,0.0008,531,0.001,569,761,0.001,0.001,870,0.001,0.001,0.001,814,647,1229,1673,0.001,1522,403,0.001,0.001,0.001
536,13.428,23.631,177.8,363.1452,0.0007,528,288,588,539,0.001,439,614,732,551,484,818,732,723,675,642,615,0.001,213,160,0.001
537,12.693,27.223,203.65,427.2522,0.0007,525,468,347,699,0.001,592,776,403,545,452,690,368,549,533,451,674,858,0.001,87,0.001
538,0.371,23.047,173.31,366.1074,0.0006,525,610,1267,0.001,0.001,451,737,776,1157,652,419,370,362,403,297,592,303,0.001,0.001,0.001
539,12.859,28.729,214.15,483.3118,0.0008,525,588,412,311,0.001,472,419,589,688,788,753,482,832,344,633,718,364,0.001,0.001,0.001
540,13.552,32.192,238.34,629.3175,0.0028,523,0.001,823,906,0.001,0.001,0.001,0.001,723,0.001,0.001,1107,1205,1218,1080,1098,212,0.001,0.001,117
541,14.036,29.094,217.43,442.3395,0.0008,520,289,235,321,0.001,284,294,0.001,274,411,321,337,296,350,284,0.001,4624,0.001,0.001,0.001
542,13.127,26.491,199.1,371.3153,0.0006,519,409,424,381,0.001,475,558,580,585,681,642,518,583,609,624,712,520,0.001,0.001,0.001
543,13.327,17.51,134.72,219.0275,0.0006,519,0.001,0.001,0.001,0.001,0.001,985,0.001,1656,0.001,1174,0.001,1373,0.001,1421,433,1255,0.001,0.001,0.001
544,4.024,28.982,215.52,527.2881,0.001,519,398,439,714,0.001,359,807,347,1034,285,381,580,802,858,668,366,258,248,228,204
545,15.497,26.117,196.63,353.342,0.0006,517,314,220,1004,0.001,333,183,249,846,273,1830,414,391,785,412,576,445,310,100,243
546,14.944,27.781,208.04,413.3443,0.0006,516,260,339,303,0.001,440,433,267,410,533,393,500,268,446,302,443,2911,0.001,0.001,0.001
547,0.245,22.223,167.4,351.0109,0.0005,511,557,626,613,0.001,481,440,625,443,734,569,515,508,550,528,539,448,0.001,0.001,0.001
548,13.478,24.641,185.06,380.1774,0.0004,511,306,509,491,0.001,408,494,590,442,361,679,675,704,606,594,610,706,0.001,0.001,0.001
549,13.714,18.949,144.65,262.036,0.0004,510,816,1153,1109,0.001,1087,713,532,1108,734,0.001,0.001,914,0.001,0.001,0.001,0.001,0.001,0.001,0.001
550,5.82,30.08,223.39,566.2461,0.0006,505,487,505,574,0.001,596,707,0.001,1225,0.001,0.001,665,972,697,937,718,0.001,152,0.001,0.001
551,1.673,21.807,166.15,263.1028,0.001,504,140,0.001,0.001,0.001,0.001,170,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,7751,0.001,0.001,0.001
552,3.087,27.184,202.67,483.2238,0.0008,503,234,332,497,0.001,320,739,422,1483,390,522,537,680,785,662,451,0.001,284,173,142
553,13.551,31.501,233.53,600.3095,0.0011,503,397,590,547,0.001,565,521,676,562,427,516,678,598,636,607,565,158,0.001,0.001,0.001
554,0.613,13.078,100.13,248.9709,0.0003,501,0.001,2272,1755,0.001,1530,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2466,0.001,0.001,0.001
555,15.767,33.336,248.3,499.3795,0.0008,501,523,514,721,0.001,400,709,355,827,744,795,181,324,1329,236,361,0.001,0.001,0.001,0.001
556,14.032,30.12,223.99,526.3585,0.001,501,461,471,561,0.001,502,450,537,477,657,574,579,496,695,459,630,461,291,0.001,0.001
557,14.694,28.364,211.78,455.3168,0.0006,500,364,486,585,0.001,714,461,226,516,521,560,617,843,626,455,620,402,0.001,0.001,0.001
558,13.348,17.514,134.85,217.0343,0.0001,498,0.001,0.001,0.001,0.001,1429,1358,1368,1354,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2461,0.001,0.001,0.001
559,12.05,24.469,184.83,319.2266,0.0009,495,0.001,0.001,0.001,0.001,294,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,241,7378,0.001,0.001,0.001
560,15.311,31.27,232.39,540.375,0.0009,494,275,348,358,0.001,542,396,353,648,458,558,697,536,517,367,595,1263,0.001,0.001,0.001
561,15.682,32.48,241.24,553.4831,0.0008,493,266,411,719,0.001,340,516,400,410,404,633,423,795,999,348,495,735,0.001,0.001,0.001
562,14.434,17.524,134.9,218.0307,0.0004,492,0.001,0.001,0.001,0.001,966,0.001,0.001,2247,0.001,0.001,0.001,1267,0.001,0.001,921,2464,0.001,0.001,0.001
563,12.043,23.566,178.57,297.2429,0.0006,490,0.001,0.001,324,0.001,0.001,0.001,229,0.001,0.001,194,0.001,2343,0.001,276,0.001,4473,0.001,0.001,0.001
564,9.356,26.058,195.87,369.173,0.0008,490,0.001,159,190,0.001,988,0.001,489,1185,684,1010,0.001,664,374,1029,977,84,0.001,0.001,0.001
565,5.311,28.925,215.21,522.2582,0.0008,489,261,345,468,0.001,358,851,0.001,1807,436,513,544,832,0.001,778,624,0.001,168,138,110
566,15.97,39.019,287.84,753.5847,0.0009,485,0.001,0.001,2127,0.001,0.001,0.001,416,353,1446,659,0.001,396,1098,792,478,0.001,0.001,0.001,0.001
567,2.784,25.708,192.22,438.2003,0.0005,485,258,325,490,0.001,292,755,410,1385,420,464,458,601,659,762,475,0.001,189,0.001,124
568,16.306,24.277,183.36,329.2321,0.0004,484,556,293,639,0.001,402,539,616,704,631,553,0.001,891,900,363,659,0.001,0.001,0.001,0.001
569,4.047,13.113,100.27,248.9704,0.0013,484,0.001,0.001,0.001,0.001,804,0.001,0.001,742,0.001,0.001,1218,0.001,0.001,0.001,0.001,4975,0.001,0.001,0.001
570,14.183,22.692,170.7,367.0267,0.0005,484,320,498,1026,0.001,376,410,411,374,287,542,390,670,1258,363,811,0.001,0.001,0.001,0.001
571,16.287,32.165,239.48,508.4731,0.0008,483,332,322,83,0.001,627,1093,507,842,607,0.001,1164,1013,115,278,739,0.001,0.001,0.001,0.001
572,13.748,17.511,134.89,217.0342,0.0003,479,0.001,0.001,1296,0.001,860,1216,402,1151,0.001,0.001,0.001,0.001,0.001,0.001,572,2169,0.001,0.001,0.001
573,7.631,17.609,132.98,330.978,0.0003,479,548,593,554,0.001,560,536,440,471,453,479,604,589,571,492,511,260,409,418,364
574,14.758,19.564,150.47,223.0276,0.0004,474,475,484,855,0.001,0.001,332,550,567,0.001,900,456,779,921,721,0.001,544,0.001,0.001,0.001
575,12.787,32.296,239.26,619.2883,0.0013,473,537,303,409,0.001,487,743,433,1026,433,650,186,304,412,429,723,496,0.001,0.001,0.001
576,15.046,28.299,211.46,443.2464,0.0005,472,288,383,461,0.001,315,454,355,336,410,558,451,667,629,363,477,1401,0.001,0.001,0.001
577,16.032,35.093,259.65,659.5145,0.0013,472,257,0.001,114,0.001,436,1004,387,1076,532,347,1208,1081,147,369,588,0.001,0.001,0.001,0.001
578,15.335,34.797,257.61,644.5033,0.001,471,319,574,363,0.001,560,827,556,600,1003,758,412,384,0.001,736,438,0.001,622,0.001,0.001
579,12.116,25.396,190.89,370.2259,0.0007,470,389,336,451,0.001,449,839,407,557,361,696,347,588,419,557,561,563,134,0.001,0.001
580,13.369,19.132,145.4,288.0324,0.0004,468,0.001,970,1192,0.001,1210,0.001,0.001,0.001,0.001,0.001,986,1288,953,894,0.001,0.001,0.001,0.001,0.001
581,11.307,23.854,180.81,297.1522,0.0003,468,714,0.001,0.001,0.001,633,1696,863,0.001,802,0.001,0.001,973,0.001,1232,0.001,577,0.001,1023,0.001
582,15.207,29.962,223.21,492.3457,0.001,468,282,813,558,0.001,780,220,271,654,749,352,682,897,125,305,728,68,0.001,0.001,0.001
583,15.71,21.279,160.74,329.0459,0.0004,468,370,429,779,0.001,247,249,419,342,303,899,385,984,1035,377,665,0.001,0.001,0.001,0.001
584,14.359,25.622,192.99,352.2899,0.0005,468,424,437,507,0.001,563,561,379,523,546,578,570,579,782,401,630,0.001,0.001,0.001,0.001
585,12.979,21.977,167.92,253.2165,0.0005,464,3428,0.001,687,0.001,0.001,0.001,0.001,0.001,729,315,558,487,0.001,1226,0.001,0.001,0.001,0.001,128
586,5.512,17.424,136.53,169.0658,0.0002,464,0.001,0.001,5993,0.001,0.001,0.001,0.001,0.001,1432,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
587,14.708,32.211,237.92,713.1294,0.0011,463,226,333,723,0.001,0.001,299,349,298,271,477,0.001,592,1046,299,524,1972,0.001,0.001,0.001
588,14.294,18.951,144.49,263.0325,0.0004,462,456,0.001,398,0.001,0.001,0.001,0.001,843,0.001,0.001,931,930,792,851,0.001,2190,0.001,593,0.001
589,14.214,26.33,196.11,499.0831,0.001,462,293,403,986,0.001,386,374,365,345,264,478,391,564,1153,310,670,406,0.001,0.001,0.001
590,14.931,37.847,279.85,669.4585,0.0009,460,275,323,657,0.001,0.001,353,297,338,392,570,441,448,1242,0.001,517,1506,0.001,0.001,0.001
591,14.246,30.705,229.16,461.3263,0.0007,459,393,274,781,0.001,362,585,404,318,420,525,465,475,1045,313,457,524,0.001,0.001,0.001
592,14.494,31.474,231.09,1044.9332,0.0024,459,487,514,536,0.001,462,460,468,529,458,515,533,539,508,510,526,291,590,370,362
593,13.233,27.458,205.2,443.2969,0.0007,458,587,549,446,0.001,558,473,567,510,0.001,0.001,521,659,426,581,713,734,0.001,0.001,0.001
594,5.256,17.029,254.55,225.068,0.0004,458,0.001,0.001,0.001,0.001,513,0.001,1082,0.001,547,1546,0.001,0.001,0.001,1922,1712,0.001,0.001,0.001,0.001
595,14.39,28.405,212.09,455.3166,0.0007,456,349,425,583,0.001,557,410,310,480,416,399,646,735,684,353,492,457,0.001,0.001,0.001
596,13.678,18.934,144.37,263.0328,0.0006,455,0.001,915,1241,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,979,1198,0.001,0.001,2944,906,0.001,343
597,2.044,17.681,136.75,203.001,0.0005,453,598,0.001,199,0.001,680,118,523,107,204,0.001,1141,219,1816,0.001,290,1347,0.001,0.001,0.001
598,14.184,25.443,189.88,469.0367,0.0005,452,293,518,990,0.001,355,343,366,330,261,552,373,633,1213,331,679,0.001,0.001,0.001,0.001
599,14.409,19.599,150.5,223.0277,0.0002,451,0.001,0.001,0.001,0.001,0.001,508,0.001,0.001,0.001,0.001,0.001,0.001,5445,0.001,0.001,1270,0.001,0.001,0.001
600,0.454,14.771,117.78,135.0307,0.0004,451,328,931,996,0.001,978,677,0.001,406,270,700,0.001,549,341,308,730,0.001,0.001,0.001,0.001
601,16.392,35.609,263,699.4995,0.0019,449,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6379,0.001,0.001,0.001,806,0.001,0.001,73,0.001,0.001
602,14.263,31.408,233.81,495.4052,0.0008,449,0.001,0.001,0.001,0.001,468,0.001,624,1140,576,58,1248,532,0.001,991,0.001,1540,0.001,0.001,0.001
603,13.606,18.953,144.73,262.036,0.0002,447,1102,1191,1116,0.001,842,0.001,0.001,1219,859,829,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
604,11.173,23.148,176.08,277.2165,0.0004,447,682,554,364,0.001,1012,382,704,547,0.001,205,0.001,0.001,657,195,1086,769,0.001,0.001,0.001
605,14.003,30.937,229.56,582.3472,0.0009,447,434,394,603,0.001,470,503,479,412,540,532,496,466,824,399,598,0.001,276,0.001,0.001
606,13.251,30.208,223.62,641.0893,0.0009,444,0.001,301,1469,0.001,337,0.001,231,0.001,0.001,328,340,725,1696,278,215,1190,0.001,0.001,0.001
607,15.133,36.668,270.71,740.5241,0.0013,444,58,0.001,340,0.001,437,2953,503,0.001,409,580,771,103,0.001,548,403,0.001,0.001,0.001,0.001
608,14.305,29.973,223.3,492.3095,0.0008,444,0.001,0.001,236,0.001,300,560,578,798,665,485,357,0.001,2025,293,805,0.001,0.001,0.001,0.001
609,13.746,18.958,144.6,262.0354,0.0004,444,0.001,0.001,1074,0.001,0.001,0.001,845,872,0.001,0.001,718,985,860,702,1041,0.001,0.001,0.001,0.001
610,14.032,29.673,220.83,511.346,0.0008,442,351,368,464,0.001,482,480,495,503,510,527,487,467,617,441,603,278,278,0.001,0.001
611,14.764,26.966,397.96,383.4825,0.0021,441,0.001,0.001,0.001,0.001,969,1229,1256,0.001,1414,0.001,0.001,2193,0.001,0.001,0.001,0.001,0.001,0.001,0.001
612,13.474,28.258,210.31,511.2378,0.0011,441,262,492,474,0.001,377,488,548,399,414,511,522,615,579,543,560,271,178,130,0.001
613,9.609,23.707,179.29,311.2222,0.0004,441,0.001,928,0.001,0.001,0.001,898,0.001,864,0.001,436,0.001,0.001,0.001,0.001,1794,2129,0.001,0.001,0.001
614,14.072,18.981,144.7,262.0362,0.0004,441,0.001,1273,0.001,0.001,0.001,0.001,0.001,1193,0.001,0.001,0.001,0.001,0.001,0.001,1212,3370,1192,0.001,0.001
615,0.258,13.575,106.16,170.833,0.0004,440,0.001,0.001,0.001,0.001,0.001,1017,0.001,960,850,940,916,502,0.001,802,615,436,0.001,0.001,0.001
616,13.457,18.039,139.33,208.9749,0.0005,440,278,526,1129,0.001,487,820,226,632,357,561,242,445,411,517,402,0.001,0.001,0.001,0.001
617,4.87,28.52,213.03,449.129,0.0018,438,53,358,0.001,0.001,198,0.001,1636,368,265,2291,0.001,0.001,0.001,774,923,135,0.001,0.001,0.001
618,13.675,19.128,145.33,287.036,0.0003,437,0.001,697,590,0.001,702,697,603,640,0.001,0.001,711,556,586,652,562,0.001,0.001,0.001,385
619,13.362,28.137,210.59,421.2501,0.0009,437,655,335,1102,0.001,803,930,203,900,0.001,289,195,718,239,270,114,239,0.001,0.001,0.001
620,12.975,26.716,197,794.9474,0.0014,437,500,509,514,0.001,501,309,286,331,273,372,458,481,449,468,545,996,259,0.001,220
621,10.049,28.957,215.49,512.2573,0.0008,437,283,399,395,0.001,315,375,316,712,249,473,463,722,553,583,478,673,0.001,110,85
622,12.44,32.17,239.14,540.1611,0.0007,436,538,499,423,0.001,458,272,464,532,483,553,424,801,529,435,562,0.001,0.001,0.001,0.001
623,14.64,25.915,194.6,381.2279,0.0006,435,429,387,493,0.001,383,609,454,373,463,485,393,577,741,421,603,156,167,0.001,0.001
624,13.825,27.499,205.61,435.2512,0.0007,435,436,328,334,0.001,353,325,411,506,407,697,419,582,558,0.001,462,1147,0.001,0.001,0.001
625,13.969,18.962,144.65,262.0358,0.0004,433,0.001,711,0.001,0.001,825,461,549,0.001,599,0.001,822,623,686,820,832,0.001,0.001,563,0.001
626,14.923,29.236,218.94,411.3841,0.0006,433,0.001,194,428,0.001,299,0.001,230,801,110,1404,723,377,550,194,0.001,1616,0.001,0.001,0.001
627,4.971,25.161,188.82,391.1759,0.0004,432,272,240,295,0.001,287,734,387,1095,464,570,446,609,412,550,558,0.001,112,70,0.001
628,13.454,26.964,201.18,467.2115,0.0009,430,231,461,461,0.001,387,444,516,388,353,566,545,576,528,593,526,307,0.001,141,0.001
629,12.825,26.42,198.52,369.4285,0.0026,429,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2431,0.001,3043,1384,0.001,0.001,0.001,0.001,0.001,0.001
630,11.448,23.372,177.29,295.2271,0.0007,429,461,580,441,0.001,443,407,679,564,0.001,471,0.001,459,0.001,0.001,1256,1096,0.001,0.001,0.001
631,11.725,24.186,182.7,319.2266,0.001,428,0.001,0.001,0.001,0.001,447,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,312,6090,0.001,0.001,0.001
632,1.441,13.098,100.19,248.9708,0.0009,427,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5706,0.001,1133,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
633,12.993,27.981,209.23,435.2102,0.0007,427,626,584,523,0.001,510,458,418,452,413,434,463,497,490,452,504,0.001,303,254,238
634,12.516,34.965,258.35,696.1657,0.0019,426,81,0.001,60,0.001,471,493,490,519,534,470,452,443,486,509,500,1306,0.001,0.001,0.001
635,12.462,35.189,260.09,690.196,0.0016,425,534,487,416,0.001,421,0.001,532,480,377,490,396,781,581,393,667,247,0.001,0.001,0.001
636,13.619,28.986,216.27,464.2779,0.0009,425,253,481,343,0.001,0.001,0.001,401,504,245,427,166,655,2105,199,678,336,0.001,0.001,0.001
637,13.215,27.355,203.36,543.0556,0.0006,424,389,296,1497,0.001,352,167,0.001,291,371,357,290,737,1485,313,245,0.001,0.001,0.001,0.001
638,14.125,30.816,229.76,477.3215,0.0006,423,309,326,614,0.001,474,494,286,393,375,480,359,494,1051,265,509,336,0.001,0.001,0.001
639,13.716,37.58,276.7,755.3535,0.0058,422,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,381,0.001,0.001,0.001,0.001,0.001,6376,0.001,0.001,0.001
640,12.457,25.889,195.28,337.1833,0.0005,421,323,392,355,0.001,379,852,410,537,468,436,496,561,385,476,354,315,0.001,0.001,0.001
641,13.228,28.34,211.43,468.3348,0.0005,420,410,399,273,0.001,346,440,485,452,551,620,419,582,386,529,566,266,0.001,0.001,0.001
642,13.599,18.974,144.8,261.0395,0.0003,419,785,0.001,886,0.001,802,0.001,0.001,822,0.001,0.001,0.001,0.001,856,0.001,0.001,2553,0.001,0.001,0.001
643,16.197,35.782,264.47,699.497,0.0013,419,432,334,384,0.001,336,0.001,719,570,872,607,564,355,620,490,414,0.001,894,0.001,0.001
644,11.811,24.896,188.04,325.1828,0.0005,418,275,0.001,0.001,0.001,258,469,555,537,599,793,691,618,628,619,640,0.001,364,687,0.001
645,12.993,17.515,134.77,217.0342,0.0001,417,0.001,0.001,0.001,0.001,0.001,1540,1502,1397,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2235,0.001,0.001,0.001
646,10.316,19.657,147.2,418.9714,0.0008,417,428,516,533,0.001,449,470,360,683,454,568,0.001,663,600,386,258,304,254,246,288
647,9.22,23.683,179.22,311.2218,0.0003,417,517,570,0.001,0.001,473,0.001,530,934,0.001,0.001,0.001,926,589,429,1223,478,0.001,0.001,0.001
648,13.832,28.83,214.92,478.293,0.0011,416,202,250,0.001,0.001,316,1557,293,607,304,777,298,572,247,363,638,224,0.001,0.001,0.001
649,9.946,27.558,205.6,468.2312,0.0006,415,244,413,367,0.001,279,371,361,586,272,548,473,660,550,520,411,581,164,0.001,0.001
650,13.234,30.668,227.74,555.3126,0.001,415,385,0.001,313,0.001,395,598,513,506,652,630,518,604,0.001,544,652,323,0.001,0.001,0.001
651,12.695,26.388,197.87,398.2567,0.0005,413,426,381,573,0.001,442,568,403,506,0.001,586,299,499,474,409,560,484,0.001,0.001,0.001
652,14.003,31.73,235.45,581.3502,0.0007,413,366,341,515,0.001,441,380,484,403,563,416,523,419,778,391,586,0.001,210,0.001,0.001
653,16.227,29.634,221.18,465.4143,0.001,412,317,312,514,0.001,469,304,297,377,573,472,560,499,1135,262,500,0.001,0.001,0.001,0.001
654,16.464,32.873,244.36,534.4896,0.0007,412,369,0.001,0.001,0.001,593,1503,361,561,606,330,584,733,0.001,156,789,0.001,0.001,0.001,0.001
655,13.412,18.938,144.51,263.0321,0.0005,411,354,739,817,0.001,850,0.001,0.001,0.001,603,592,0.001,802,907,521,393,0.001,0.001,318,0.001
656,6.012,26.547,199.34,383.1518,0.0005,410,1539,226,271,0.001,795,0.001,767,363,228,83,0.001,0.001,0.001,1438,282,564,0.001,0.001,0.001
657,13.244,27.287,204.15,425.2578,0.0007,410,312,840,316,0.001,335,444,286,411,356,516,295,771,296,479,534,365,203,270,585
658,14.462,18.966,144.64,262.0358,0.0006,409,543,0.001,0.001,0.001,518,0.001,0.001,0.001,0.001,0.001,1316,0.001,0.001,514,696,2952,0.001,0.001,577
659,15.147,30.268,225.29,509.3297,0.001,408,209,560,389,0.001,213,431,257,576,453,550,280,226,205,196,245,1745,0.001,0.001,0.001
660,8.019,19.057,145.79,247.042,0.0005,407,271,314,552,0.001,383,389,255,491,248,470,256,473,384,389,380,1259,226,0.001,0.001
661,13.299,19.126,145.33,287.0363,0.0006,407,505,0.001,767,0.001,741,859,0.001,0.001,534,804,756,0.001,0.001,635,912,0.001,0.001,396,0.001
662,13.068,18.925,144.42,263.0328,0.0005,406,484,1093,0.001,0.001,1118,0.001,0.001,1085,0.001,0.001,0.001,1216,0.001,474,1026,0.001,555,0.001,0.001
663,13.298,27.947,209.42,405.2977,0.0006,406,382,430,254,0.001,488,252,482,330,627,401,495,562,506,443,567,274,0.001,0.001,0.001
664,9.178,18.438,138.67,368.9747,0.0005,406,545,381,444,0.001,348,616,350,380,556,891,538,304,294,356,382,104,319,272,247
665,4.183,13.138,100.29,248.9712,0.0014,404,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,601,0.001,0.001,0.001,0.001,5865,0.001,0.001,0.001
666,15.514,28.955,215.92,475.3341,0.0007,403,283,361,637,0.001,300,369,335,367,258,442,379,703,824,352,474,367,0.001,0.001,0.001
667,12.425,40.536,298.27,906.3707,0.0014,401,408,432,460,0.001,477,392,549,581,522,526,526,487,570,0.001,492,0.001,0.001,0.001,0.001
668,6.167,30.299,224.98,567.2624,0.0007,401,285,323,319,0.001,312,561,297,950,286,310,437,796,561,591,389,0.001,0.001,0.001,0.001
669,13.343,17.483,134.74,217.0344,0.0003,400,0.001,0.001,1022,0.001,1146,1250,0.001,1219,0.001,0.001,0.001,0.001,0.001,831,934,0.001,424,455,0.001
