"Score","SeriesType_Identifier","Name_or_Class","Formula","SMILES","m/z","Retention Time","Adduct","Unique","Score_Description","Needs_Validation","row.ID","DT","CCS","Z","Ions","Freq.","Q.Score","Sat.","Mark","X217.B3.6902.d.DeMP","ID_Ranked","nominal mass","mass defect","[CF2]n_Kendrick_mass","[CF2]n_nominal_Kendrick_mass","[CF2]n_Kendrick_mass_defect","[CF2]n_KMD_Group","[CF2]n_homologous_series","[CF2]n_Homologous_series_count","[CF2]n_MD_Filter","[CF2]n_RT_series","[CF2]n_DT_series","Confident_ID","2+_homologous_series","3+_homologous_series","Exact_mass_match","Score","Score_Description","Checked_Viz","TRUE_Viz","Class_Viz","Cnumb_Viz","Comment_Viz"
"C+","[CF2]n_259",NA,NA,NA," 218.9951","0.389",NA,NA,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","Yes","  804","17.769","136.33","-1"," 2","15","100.0",NA,"False","2.639400e+04","5_NoID","219","-0.00489999999999213","219.009088373285","219","0.00908837328532286","49","259","9","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","C+","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","","","","",""
"C+","[CF2]n_259","PFNA|(M-H-CO2)-|DTXSID8031863|CAS=375-95-1","C9HF17O2","OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"," 418.9728","2.017",NA,"Yes","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","Yes","  668","22.251","166.18","-1"," 3","16","100.0",NA,"False","2.701600e+04","4_PFNA|(M-H-CO2)-|DTXSID8031863|CAS=375-95-1;C9HF17O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_13C9- PFNA|(M-H-CO2)-|NA|CAS=NA;C9HF17O2;NA | 4_PFNA|(M-H-CO2)-|DTXSID8031863|CAS=375-95-1;C9HF17O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","419","-0.0271999999999935","418.999562004825","419","-0.000437995175275319","49","259","9","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","TRUE","C+","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","","","","",""
"A","[CF2]n_259","PFNA|(M-H-CO2)-|DTXSID8031863|CAS=375-95-1","C9HF17O2","OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"," 418.9734","2.270",NA,"Yes","Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series","No"," 1171","19.702","147.08","-1"," 2","19","100.0",NA,"False","2.580353e+03","1_PFNA|(M-H-CO2)-|DTXSID8031863|CAS=375-95-1;C9HF17O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 1_13C9- PFNA|(M-H-CO2)-|NA|CAS=NA;C9HF17O2;NA | 1_PFNA|(M-H-CO2)-|DTXSID8031863|CAS=375-95-1;C9HF17O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","419","-0.0265999999999735","419.00016204315","419","0.000162043149941837","49","259","9","TRUE","RT not ordered","DT ordered","TRUE","TRUE","TRUE","FALSE","A","Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series","","","","",""
"C+","[CF2]n_259","PFNA|(M-H-CO2)-|DTXSID8031863|CAS=375-95-1","C9HF17O2","OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"," 418.9736","2.228",NA,"Yes","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","Yes","  935","26.124","195.19","-1"," 2","24","100.0",NA,"False","1.194752e+02","4_PFNA|(M-H-CO2)-|DTXSID8031863|CAS=375-95-1;C9HF17O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_13C9- PFNA|(M-H-CO2)-|NA|CAS=NA;C9HF17O2;NA | 4_PFNA|(M-H-CO2)-|DTXSID8031863|CAS=375-95-1;C9HF17O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","419","-0.0264000000000237","419.000362055925","419","0.000362055924938431","49","259","9","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","TRUE","C+","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","","","","",""
"A","[CF2]n_259","PFDA|(M-H-CO2)-|DTXSID3031860|CAS=335-76-2","C10HF19O2","OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"," 468.9696","2.191",NA,"Yes","Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series","No","  340","20.919","155.67","-1"," 4","15","100.0",NA,"False","6.334024e+04","1_PFDA|(M-H-CO2)-|DTXSID3031860|CAS=335-76-2;C10HF19O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 1_13C6- PFDA|(M-H-CO2)-|NA|CAS=NA;C10HF19O2;NA | 1_PFDA|(M-H-CO2)-|DTXSID3031860|CAS=335-76-2;C10HF19O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","469","-0.030399999999986","468.999555564413","469","-0.000444435586587133","49","259","9","TRUE","RT ordered","DT not ordered","TRUE","TRUE","TRUE","FALSE","A","Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series","","","","",""
"C+","[CF2]n_259","PFDA|(M-H-CO2)-|DTXSID3031860|CAS=335-76-2","C10HF19O2","OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"," 468.9698","2.192",NA,"Yes","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","Yes"," 1194","23.483","174.82","-1"," 3","13","100.0",NA,"False","1.090700e+04","4_PFDA|(M-H-CO2)-|DTXSID3031860|CAS=335-76-2;C10HF19O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_13C6- PFDA|(M-H-CO2)-|NA|CAS=NA;C10HF19O2;NA | 4_PFDA|(M-H-CO2)-|DTXSID3031860|CAS=335-76-2;C10HF19O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","469","-0.0301999999999794","468.999755577188","469","-0.000244422811533695","49","259","9","TRUE","RT ordered","DT not ordered","FALSE","TRUE","TRUE","TRUE","C+","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","","","","",""
"C+","[CF2]n_259","PFUdA|(M-H-CO2)-|DTXSID8047553|CAS=2058-94-8","C11HF21O2","OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"," 518.9664","2.393",NA,"Yes","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","Yes"," 1358","24.733","183.66","-1"," 3","13","100.0",NA,"False","8.094999e+03","4_PFUdA|(M-H-CO2)-|DTXSID8047553|CAS=2058-94-8;C11HF21O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_13C7- PFUdA|(M-H-CO2)-|NA|CAS=NA;C11HF21O2;NA | 4_PFUdA|(M-H-CO2)-|DTXSID8047553|CAS=2058-94-8;C11HF21O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","519","-0.0335999999999785","518.999549124002","519","-0.000450875998012634","49","259","9","TRUE","RT ordered","DT not ordered","FALSE","TRUE","TRUE","TRUE","C+","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","","","","",""
"A","[CF2]n_259","PFUdA|(M-H-CO2)-|DTXSID8047553|CAS=2058-94-8","C11HF21O2","OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"," 518.9673","2.393",NA,"Yes","Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series","No","  636","22.108","164.10","-1"," 3","13","100.0",NA,"False","3.120500e+04","1_PFUdA|(M-H-CO2)-|DTXSID8047553|CAS=2058-94-8;C11HF21O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 1_13C7- PFUdA|(M-H-CO2)-|NA|CAS=NA;C11HF21O2;NA | 1_PFUdA|(M-H-CO2)-|DTXSID8047553|CAS=2058-94-8;C11HF21O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","519","-0.0326999999999771","519.00044918149","519","0.000449181489784678","49","259","9","TRUE","RT ordered","DT ordered","TRUE","TRUE","TRUE","FALSE","A","Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series","","","","",""
"C+","[CF2]n_259","PFDoA|(M-H-CO2)-|DTXSID8031861|CAS=307-55-1","C12HF23O2","OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"," 568.9640","2.557",NA,"Yes","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","Yes"," 4001","26.013","192.75","-1"," 1","14"," 97.3",NA,"False","1.375889e+03","4_PFDoA|(M-H-CO2)-|DTXSID8031861|CAS=307-55-1;C12HF23O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_13C2- PFDoA|(M-H-CO2)-|NA|CAS=NA;C12HF23O2;NA | 4_PFDoA|(M-H-CO2)-|DTXSID8031861|CAS=307-55-1;C12HF23O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","569","-0.0359999999999445","569.000342734691","569","0.000342734690889301","49","259","9","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","TRUE","C+","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","","","","",""
"A","[CF2]n_259","PFDoA|(M-H-CO2)-|DTXSID8031861|CAS=307-55-1","C12HF23O2","OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"," 568.9647","2.582",NA,"Yes","Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series","No"," 2687","23.230","172.07","-1"," 1","18"," 97.5",NA,"False","2.422902e+03","1_PFDoA|(M-H-CO2)-|DTXSID8031861|CAS=307-55-1;C12HF23O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 1_13C2- PFDoA|(M-H-CO2)-|NA|CAS=NA;C12HF23O2;NA | 1_PFDoA|(M-H-CO2)-|DTXSID8031861|CAS=307-55-1;C12HF23O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","569","-0.0353000000000065","569.001042779404","569","0.00104277940363318","49","259","9","TRUE","RT ordered","DT not ordered","TRUE","TRUE","TRUE","FALSE","A","Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series","","","","",""
