ID,RT,DT,CCS,m/z,Z,Ions,Freq.,Q Score,Sat.,Mark, 247 B3 7211.d.DeMP
45,4.118,40.327,296.6,883.5404,-1,5,16,100.0,x,False,374706.5680538513
46,2.962,28.953,215.55,478.294,-1,4,13,100.0,x,False,119998.999
47,4.09,39.632,291.62,857.5256,-1,7,12,100.0,x,False,375086.999
49,2.327,32.351,239.39,619.2918,-1,6,15,100.0,x,False,352257.999
50,3.525,24.133,182.41,303.2333,-1,5,14,100.0,x,False,417373.24680029997
51,4.309,34.131,252.84,593.4808,-1,5,12,100.0,x,False,305708.55566666665
52,2.586,23.22,171.99,569.9689,-1,4,24,100.0,x,False,197182.3805285109
54,0.635,21.078,160.4,259.0267,-1,5,15,100.0,x,False,216897.999
55,1.796,20.196,151.02,398.9362,-1,3,14,100.0,x,False,143219.999
56,3.213,28.726,214.06,462.2994,-1,4,19,100.0,x,False,383073.9848793322
58,2.486,27.892,207.9,457.2363,-1,5,12,100.0,x,False,395199.999
59,3.414,33.714,249.85,582.3797,-1,5,13,100.0,x,False,331658.999
60,3.65,25.212,189.97,329.2476,-1,5,15,100.0,x,False,1619.7778888888888
61,2.519,20.089,155.08,199.1684,-1,4,14,100.0,x,False,264356.1112222222
63,1.213,26.169,196.36,369.1737,-1,6,13,100.0,x,False,135569.999
64,3.432,23.45,174.13,514.9818,-1,5,15,100.0,x,False,345512.999
65,2.774,32.911,243.91,578.3487,-1,4,14,100.0,x,False,304682.999
66,2.995,33.264,246.52,580.3653,-1,4,15,100.0,x,False,308359.999
70,3.052,28.778,214.23,478.2952,-1,3,7,100.0,x,False,418907.889
71,3.972,33.824,250.56,591.4662,-1,8,14,100.0,x,False,239564.28516973855
73,2.478,24.103,181.8,319.2273,-1,3,13,100.0,x,False,360681.999
75,2.801,29.767,221.31,504.3111,-1,5,14,100.0,x,False,278732.999
76,3.025,24.841,187.2,327.29,-1,5,15,100.0,x,False,279721.55566666665
77,3.769,22.648,172.13,267.2313,-1,4,16,100.0,x,False,272280.27556509804
79,2.756,32.509,240.74,599.3222,-1,6,12,100.0,x,False,271063.999
80,4.56,24.327,183.73,309.2789,-1,4,21,100.0,x,False,175764.86401807342
81,3.424,24.105,182.25,301.2169,-1,4,15,100.0,x,False,287143.4734631158
82,1.281,27.7,207.36,397.2055,-1,5,14,100.0,x,False,214042.999
83,1.497,26.877,200.43,448.3067,-1,5,13,100.0,x,False,295734.999
84,1.741,18.646,139.75,368.9756,-1,3,12,100.0,x,False,91161.999
85,4.197,39.155,288.23,835.5402,-1,5,15,100.0,x,False,131451.999
86,3.664,28.344,249.04,59.0124,-1,3,16,100.0,x,False,255250.40238274095
87,4.23,40.266,296.11,885.5579,-1,7,8,100.0,x,False,414750.77329545456
89,2.904,29.921,222.22,526.2946,-1,4,13,100.0,x,False,244960.999
90,2.453,27.135,202.56,433.2369,-1,5,19,100.0,x,False,282292.91035241605
91,3.584,24.13,179.06,531.0103,-1,5,14,100.0,x,False,229826.999
93,3.189,22.318,170.2,249.148,-1,5,17,100.0,x,False,36076.219964573684
94,3.202,23.015,174.63,277.2175,-1,4,12,100.0,x,False,413855.69492973824
96,3.529,31.423,234.46,445.3335,-1,5,14,93.7,x,False,58002.613416035034
97,2.309,31.711,234.85,595.2909,-1,5,12,100.0,x,False,235803.999
99,4.176,24.291,183.51,307.263,-1,4,17,100.0,x,False,193952.9649476846
100,3.495,32.004,237.89,511.4018,-1,5,15,100.0,x,False,169882.22233333334
101,1.66,23.259,175.56,313.1181,-1,4,10,100.0,x,False,87931.999
102,3.172,21.212,161.7,250.1437,-1,4,21,100.0,x,False,137970.47728512896
104,2.896,23.77,179.77,299.2579,-1,4,10,100.0,x,False,229578.999
105,1.865,23.056,172.97,366.8995,-1,10,13,100.0,x,False,66960.999
107,1.337,26.105,195.88,369.1743,-1,6,12,100.0,x,False,387990.2429903591
108,2.394,24.725,183.54,524.9876,-1,3,19,100.0,x,False,78993.60125214496
109,4.187,22.851,173.62,269.246,-1,4,15,100.0,x,False,178995.89296417698
110,2.546,25.98,192.5,569.9692,-1,4,18,100.0,x,False,150441.18419169352
111,4.034,28.605,213.68,425.3638,-1,4,17,100.0,x,False,41942.651970251834
115,1.626,23.282,175.73,313.1179,-1,5,10,100.0,x,False,204125.999
116,3.612,30.703,228.77,467.3742,-1,4,12,100.0,x,False,149374.999
117,3.176,30.009,223.09,506.327,-1,3,16,100.0,x,False,29037.000111111112
120,2.514,32.045,237.31,597.3063,-1,5,13,100.0,x,False,165604.999
122,2.761,20.838,159.72,225.1847,-1,4,20,100.0,x,False,76542.39799503962
123,2.865,29.748,220.94,524.284,-1,4,6,97.4,x,False,258906.55566666665
124,3.81,33.784,250.45,573.4541,-1,4,11,100.0,x,False,61802.999
126,2.304,24.093,178.78,531.0107,-1,5,23,100.0,x,False,116439.75140985729
127,2.94,30.008,222.87,526.2947,-1,4,12,100.0,x,False,226803.66677777778
130,4.331,31.315,232.95,495.4069,-1,5,18,100.0,x,False,28280.994663276702
131,4.236,36.521,269.48,722.5178,-1,4,7,100.0,x,False,204986.999
132,2.386,28.904,216.84,374.2444,-1,5,18,100.0,x,False,78844.85838309361
133,3.073,30.259,224.96,506.326,-1,3,5,100.0,x,False,274146.999
134,4.041,36.543,269.7,714.512,-1,5,12,100.0,x,False,175714.999
136,3.861,30.338,225.51,509.332,-1,2,14,100.0,x,False,76242.999
137,3.343,23.25,175.78,301.1646,-1,6,20,100.0,x,False,176023.0638079429
138,3.529,28.516,210.81,639.0833,-1,5,12,100.0,x,False,161538.999
139,2.677,29.828,221.71,509.2896,-1,5,12,100.0,x,False,193041.999
141,2.904,29.271,217.64,502.2944,-1,4,10,100.0,x,False,166725.999
142,2.356,27.529,205.57,429.3016,-1,4,15,100.0,x,False,116021.999
143,2.35,23.526,177.97,297.2423,-1,4,11,100.0,x,False,217214.999
144,3.745,29.942,223.36,447.3476,-1,4,12,100.0,x,False,77951.0001111111
145,3.405,30.709,228.86,463.3434,-1,3,12,100.0,x,False,128639.999
146,4.28,36.809,271.5,738.5132,-1,8,15,100.0,x,False,5353.335139662493
148,2.016,19.729,147.28,418.9726,-1,3,14,100.0,x,False,58365.8016559924
149,3.047,23.806,180.04,299.258,-1,4,16,100.0,,False,139128.82231110125
150,3.707,19.717,151.19,223.027,-1,5,11,100.0,x,False,323535.9351870332
159,2.758,23.64,178.78,299.2584,-1,4,22,100.0,,False,101391.28764020641
160,2.39,26.501,196.21,589.0178,-1,6,8,100.0,x,False,118318.05565775506
161,3.717,31.406,234.31,447.3487,-1,5,11,94.7,x,False,42545.66677777778
162,1.552,26.132,196.08,369.1736,-1,4,13,100.0,x,False,83201.999
163,2.671,23.597,178.51,297.2431,-1,4,8,100.0,x,False,177577.999
164,1.205,17.998,135.8,308.8384,-1,7,13,100.0,x,False,6854.999
165,3.639,33.842,250.8,581.4575,-1,4,17,100.0,x,False,86494.75650727334
166,1.568,27.531,206.13,395.1894,-1,4,13,100.0,x,False,62565.999
167,4.206,33.721,249.76,593.4825,-1,5,12,100.0,x,False,59006.17770873294
168,3.286,29.991,223.47,465.3599,-1,3,18,98.3,x,False,46992.80857055918
170,3.818,33.832,250.63,591.4652,-1,6,10,100.0,,False,48427.44455555556
172,0.484,20.558,156.86,245.0469,-1,5,12,100.0,x,False,59337.999
173,2.892,29.373,218.4,502.2946,-1,4,15,100.0,,False,17383.385437620604
174,0.402,15.068,122.18,107.0482,-1,3,14,100.0,x,False,204328.999
175,0.923,17.141,131.43,220.9387,-1,7,13,100.0,x,False,16447.999
176,3.032,30.107,224.35,465.3589,-1,3,11,95.1,x,False,16303.333444444444
177,4.215,33.359,247.28,573.4556,-1,4,9,100.0,x,False,94641.55566666667
178,3.063,30.147,223.88,528.31,-1,4,11,100.0,x,False,77394.999
179,4.247,19.731,151.3,223.0263,-1,4,9,100.0,x,False,284178.22233333334
180,1.6,29.041,216.17,481.2811,-1,4,13,100.0,x,False,135800.999
182,2.616,27.557,205.53,447.2521,-1,3,15,100.0,x,False,20957.889
183,3.024,20.855,159.56,233.153,-1,4,16,100.0,x,False,131773.44455555556
186,0.382,16.771,129.79,188.9839,-1,4,13,100.0,x,False,22199.999
187,3.948,38.444,283.14,807.5108,-1,5,15,100.0,x,False,74428.55566666667
189,2.785,33.497,248.04,602.3493,-1,4,15,100.0,,False,116702.999
190,2.95,25.455,187.94,669.9637,-1,3,10,100.0,,False,46738.999
191,0.635,18.378,142.79,179.0696,-1,3,15,100.0,,False,57816.999
192,1.839,28.587,213.2,449.255,-1,4,14,100.0,x,False,129155.999
193,2.717,28.142,209.82,452.2802,-1,5,7,100.0,x,False,410290.0001111111
196,3.866,30.067,223.66,495.3155,-1,3,14,100.0,x,False,78583.889
197,3.462,33.123,245.37,591.3915,-1,5,10,100.0,,False,153229.999
201,3.211,32.341,240.11,537.4179,-1,4,7,100.0,x,False,162866.999
203,2.21,23.442,174.07,514.9817,-1,4,24,100.0,,False,61295.60667023161
204,2.046,21.426,159.66,448.9334,-1,5,15,100.0,,False,44699.999
205,0.379,16.638,129.53,172.9897,-1,4,16,100.0,,False,49398.33344444444
206,3.57,31.487,233.97,517.3912,-1,2,13,96.6,,False,25470.999
207,4.436,33.124,245.54,573.455,-1,4,11,100.0,x,False,40707.29035353348
208,3.914,32.039,238.66,473.3643,-1,4,14,97.4,,False,57982.916064664285
209,2.246,22.79,169.29,505.9539,-1,1,17,96.5,,False,1966.97158863605
210,4.187,41.013,301.53,909.5571,-1,4,13,100.0,x,False,42236.999
214,2.92,32.542,242.31,480.3109,-1,4,8,100.0,,False,116752.999
216,4.354,40.116,295.15,863.5709,-1,5,15,100.0,x,False,37794.00011111111
217,3.06,21.946,167.28,251.201,-1,4,21,100.0,,False,62084.719061919306
218,1.895,27.091,202.89,391.2849,-1,4,12,100.0,x,False,39437.999
219,3.44,31.991,237.8,511.4013,-1,5,15,100.0,,False,80676.32013837624
220,4.036,40.162,295.4,881.5252,-1,2,13,100.0,,False,49084.999
222,0.552,19.214,147.7,213.0203,-1,4,13,100.0,x,False,20570.999
223,2.303,23.393,177.01,295.2271,-1,4,14,100.0,x,False,46988.33344444445
224,2.093,24.185,179.66,508.9631,-1,4,19,100.0,,False,21992.867454860243
225,0.404,17.685,136.29,203.0001,-1,5,15,100.0,,False,159638.999
227,2.911,30.717,228.62,485.3855,-1,4,15,100.0,,False,31643.999
230,4.009,23.259,176.32,283.2547,-1,3,8,100.0,,False,125003.999
231,3.835,25.14,189.37,331.264,-1,4,14,100.0,,False,144352.2461904228
232,4.001,29.764,221.99,449.365,-1,4,10,100.0,,False,31041.785274541966
233,3.693,28.143,210.58,403.3577,-1,5,13,100.0,x,False,27478.999
237,1.246,20.365,155.14,253.0811,-1,4,12,100.0,,False,55867.999
238,4.208,39.816,293.21,816.582,-1,6,13,86.6,,False,66431.999
239,3.589,21.662,165.45,241.2154,-1,4,13,100.0,,False,76022.9429267993
240,3.093,28.746,214.16,466.2942,-1,5,11,93.7,x,False,135404.999
242,0.648,17.296,131.06,278.9136,-1,4,13,100.0,x,False,26845.999
243,2.473,29.492,219.23,507.274,-1,4,13,100.0,,False,88050.999
244,4.285,37.128,273.79,748.5338,-1,3,4,100.0,x,False,123759.999
245,2.471,26.145,195.87,386.2365,-1,5,13,100.0,x,False,110468.999
247,2.699,26.409,197.82,388.252,-1,5,13,100.0,x,False,94589.999
249,1.392,27.769,207.85,399.2203,-1,6,11,100.0,x,False,258731.999
252,3.298,29.327,218.88,439.3428,-1,4,13,100.0,,False,63989.889
255,3.768,32.952,245.2,493.3363,-1,5,11,100.0,,False,66125.999
256,3.186,28.11,210.21,411.2902,-1,4,14,100.0,x,False,19171.79811186095
259,2.784,27.201,203.2,423.2519,-1,4,16,100.0,x,False,16790.666777777777
260,2.595,24.448,184.37,321.2422,-1,4,8,100.0,x,False,40548.999
262,2.446,32.426,239.93,621.3061,-1,5,13,100.0,,False,103135.999
263,1.625,21.949,164.04,408.9681,-1,4,19,100.0,,False,17908.19907647353
264,0.594,16.886,130.03,204.9439,-1,6,13,100.0,x,False,17370.999
266,3.627,23.082,175.07,279.3283,-1,2,4,59.7,x,False,177683.999
267,3.061,32.979,245.08,517.3915,-1,4,12,100.0,,False,9339.999
268,2.79,32.874,244.47,504.311,-1,4,13,100.0,,False,76559.999
269,2.435,25.445,191.44,342.2649,-1,3,12,100.0,x,False,62079.8075527231
270,1.549,27.65,206.95,399.2213,-1,5,13,100.0,x,False,273372.999
272,3.385,33.567,249.58,508.3426,-1,4,15,100.0,,False,74401.999
274,3.294,30.612,227.79,489.3599,-1,2,11,97.5,,False,46308.999
275,3.276,25.65,192.64,359.2203,-1,4,14,100.0,,False,42267.999
276,4.332,37.205,274.37,747.5211,-1,3,8,96.5,,False,93707.999
277,2.66,32.303,239.66,552.333,-1,3,15,100.0,,False,102222.999
278,3.063,33.211,246.96,506.327,-1,4,15,100.0,,False,68004.999
279,3.637,25.291,190.52,331.2631,-1,4,13,100.0,,False,732.7778888888889
280,4.534,28.403,212.64,397.3682,-1,4,15,100.0,,False,16170.999
284,0.748,19.82,151.75,229.0519,-1,4,12,100.0,x,False,7639.999
285,0.477,23.269,175.5,319.1203,-1,5,3,100.0,x,False,424546.999
286,3.837,31.462,234.1,491.3761,-1,2,12,100.0,,False,26469.999
288,0.256,16.12,125.79,167.0195,-1,3,13,100.0,x,False,21757.999
289,2.469,24.393,184.0,319.2265,-1,3,11,100.0,x,False,3032.5369467698442
290,2.788,27.468,205.02,435.2526,-1,3,20,100.0,,False,81977.96520805858
291,4.214,31.372,233.37,495.4065,-1,4,9,100.0,,False,42045.22233333333
293,3.529,25.057,188.78,329.2502,-1,4,5,100.0,x,False,348692.81904580526
295,2.879,27.857,207.74,449.2684,-1,3,16,100.0,x,False,6741.444555555556
298,2.972,32.703,243.52,480.311,-1,4,7,100.0,,False,442.999
302,3.986,39.877,293.67,816.5807,-1,5,8,100.0,x,False,95372.999
303,3.369,25.383,192.47,283.2415,-1,3,12,100.0,,False,43997.999
305,3.418,30.18,224.88,465.3597,-1,2,13,96.8,,False,21962.75855294727
307,3.913,37.269,274.84,748.5329,-1,4,9,100.0,,False,71253.00011111112
308,2.576,26.833,200.66,409.2358,-1,3,15,100.0,,False,108427.03208055935
309,3.199,29.605,220.9,443.3175,-1,3,14,100.0,,False,8783.999
310,3.192,31.458,233.85,509.3867,-1,2,12,97.1,,False,23735.999
312,1.834,29.611,221.13,431.3167,-1,4,13,100.0,,False,43505.999
313,1.561,27.834,206.97,498.2901,-1,5,12,100.0,x,False,65972.999
315,3.032,29.009,216.03,473.3493,-1,4,13,100.0,x,False,4044.999
320,2.482,26.684,200.31,365.2686,-1,4,15,98.4,,False,12346.77788888889
321,3.194,32.252,239.47,535.402,-1,4,13,100.0,,False,56981.999
323,3.123,29.898,222.4,494.3267,-1,3,13,100.0,,False,60530.999
324,1.326,29.739,221.07,507.2245,-1,5,13,100.0,x,False,17316.999
326,2.523,22.637,171.93,271.2258,-1,4,11,100.0,x,False,8834.999
327,1.622,27.5,205.86,397.2049,-1,5,11,99.8,x,False,142806.999
328,2.578,29.269,217.85,483.2732,-1,4,7,100.0,,False,68575.999
329,3.508,24.902,187.66,327.2357,-1,4,3,100.0,x,False,540.999
331,2.585,23.532,178.01,297.2427,-1,4,11,100.0,,False,58182.88328949333
333,2.747,30.776,229.09,483.3707,-1,4,9,99.9,,False,37314.999
334,3.556,39.88,293.7,816.5803,-1,5,7,99.5,,False,116956.999
336,2.473,25.324,190.51,343.2268,-1,3,7,100.0,x,False,803.999
337,2.953,28.361,212.01,415.3258,-1,4,5,100.0,x,False,201837.999
338,3.418,30.09,224.88,421.332,-1,4,12,90.0,,False,35282.999
340,2.191,20.919,155.67,468.9696,-1,4,15,100.0,,False,18290.24274704857
343,3.021,28.398,212.71,391.2839,-1,2,9,100.0,,False,6317.555666666667
344,2.432,20.861,159.99,223.1685,-1,3,15,100.0,,False,30574.999
345,2.465,21.154,162.16,225.2208,-1,3,13,100.0,,False,60297.999
349,2.479,24.407,184.45,305.2147,-1,4,18,100.0,,False,17368.41449800798
352,3.254,32.827,244.06,509.3855,-1,2,11,77.3,,False,12470.999
353,3.14,29.541,220.0,473.2842,-1,4,22,100.0,,False,91138.50474252844
355,4.297,23.787,180.0,295.2624,-1,4,17,100.0,,False,44571.17720172383
356,2.358,31.476,233.33,571.2898,-1,5,13,100.0,,False,77682.999
357,3.419,27.508,241.67,59.0136,-1,3,10,100.0,,False,132040.53315328062
358,4.132,37.123,273.82,740.5263,-1,3,9,100.0,,False,95138.999
359,1.579,21.68,320.85,294.6181,-2,5,11,100.0,,False,25734.999
360,2.229,26.161,194.66,482.9361,-1,4,24,100.0,,False,32251.581540761224
362,3.424,32.432,240.87,529.4258,-1,4,17,100.0,,False,18360.1880895503
364,3.957,39.784,292.75,857.526,-1,7,7,93.7,x,False,10645.999
365,3.165,29.144,217.54,437.3275,-1,2,16,100.0,,False,28433.889
367,3.054,29.991,222.7,528.3127,-1,4,10,100.0,x,False,192469.43874246284
369,3.85,33.331,247.16,565.4496,-1,7,13,100.0,,False,30990.999
370,3.651,30.928,230.1,493.3918,-1,4,17,100.0,,False,25376.90375822314
372,4.76,33.302,246.86,575.4697,-1,3,8,92.3,,False,44980.999
373,3.62,33.288,246.48,605.4074,-1,6,7,99.7,,False,42669.999
376,2.138,19.674,149.73,256.9799,-1,5,11,100.0,x,False,106462.999
377,4.443,31.694,235.69,503.4112,-1,4,12,100.0,,False,10686.085462188807
380,4.456,40.094,295.02,861.5547,-1,7,5,97.6,x,False,70306.999
381,3.89,31.395,233.58,493.3904,-1,4,9,87.2,,False,29571.999
385,2.637,32.047,238.5,489.359,-1,4,12,100.0,,False,10211.999
386,4.338,39.662,291.86,857.5247,-1,6,6,100.0,x,False,46542.999
388,2.896,26.757,200.09,409.2362,-1,4,15,100.0,,False,23285.77788888889
391,2.149,22.513,170.99,271.2264,-1,3,15,100.0,,False,44547.000125764884
393,2.564,27.363,204.58,412.2863,-1,4,11,100.0,x,False,198379.999
394,3.206,24.215,182.89,309.2044,-1,4,20,100.0,,False,28330.64288597479
397,2.627,33.59,248.91,583.2586,-1,4,11,100.0,,False,13244.999
398,1.693,24.522,184.62,335.2214,-1,2,9,100.0,x,False,2860.999
399,3.542,24.169,184.0,259.2419,-1,3,15,100.0,,False,49816.999
400,2.291,25.56,192.29,343.2277,-1,4,5,99.9,x,False,1903.999
401,1.998,17.825,134.18,326.7645,-1,8,14,100.0,,False,38759.999
402,4.095,33.549,248.52,591.4661,-1,3,17,96.1,,False,28944.597792132066
406,2.12,23.276,176.42,284.2223,-1,3,15,100.0,,False,80182.999
407,3.266,28.564,213.02,450.2991,-1,3,8,98.0,,False,65338.999
408,2.583,26.015,192.43,614.9623,-1,3,19,100.0,,False,33803.098339687
411,3.138,31.542,234.48,509.3863,-1,5,12,98.4,,False,44877.999
412,4.159,33.783,250.22,594.4851,-1,4,11,99.2,,False,25442.590368190147
413,4.489,33.899,251.27,577.4845,-1,4,12,100.0,,False,356.22233333333327
415,4.018,31.252,232.51,493.3913,-1,5,8,97.8,,False,38327.999
416,4.617,24.497,184.98,311.2945,-1,3,16,100.0,,False,51540.41039673869
417,1.525,29.803,221.19,540.2648,-1,5,13,100.0,,False,18523.999
418,4.144,40.013,294.35,871.5418,-1,3,11,100.0,,False,48295.999
419,3.969,35.358,261.4,653.4097,-1,4,16,100.0,,False,105064.11122222223
421,4.338,40.325,296.61,883.5397,-1,6,7,100.0,,False,85527.999
422,2.567,25.633,192.45,362.2364,-1,4,13,100.0,,False,41270.999
423,3.402,39.754,292.75,816.5827,-1,6,11,99.0,,False,22779.999
424,2.693,23.236,176.09,285.242,-1,3,11,100.0,,False,57522.999
425,4.142,36.817,271.72,716.5265,-1,3,9,100.0,,False,55351.999
427,2.558,26.349,197.73,368.28,-1,4,13,100.0,x,False,40307.999
428,4.036,33.104,245.46,567.4653,-1,4,13,100.0,,False,14814.970635075095
429,1.377,24.272,182.77,333.206,-1,3,9,100.0,x,False,15264.999
430,3.92,25.954,193.09,485.0701,-1,5,14,100.0,,False,129472.49116418512
431,2.844,32.162,238.77,537.4171,-1,3,11,100.0,,False,66489.999
432,1.494,18.202,138.34,262.8375,-1,11,12,100.0,,False,22618.999
433,2.303,26.596,197.9,482.9353,-1,4,19,100.0,,False,35964.44068670644
434,3.38,31.578,234.75,509.3859,-1,2,9,83.4,x,False,39484.999
437,2.488,31.735,235.72,526.3161,-1,4,11,100.0,,False,58413.999
438,2.572,23.461,177.58,293.2112,-1,2,7,100.0,x,False,19403.999
441,2.695,28.981,215.92,466.294,-1,4,11,100.0,,False,46669.999
442,0.402,17.612,142.91,107.0485,-1,3,15,100.0,,False,75376.999
443,2.989,30.963,230.47,485.3844,-1,3,9,100.0,,False,23187.999
447,3.666,30.272,225.56,465.3598,-1,2,9,97.6,,False,29826.999
448,4.112,31.13,231.6,493.3909,-1,5,17,100.0,,False,9344.08540893146
449,0.634,21.014,163.36,179.0691,-1,3,15,100.0,,False,20985.999
450,4.24,37.898,279.32,773.5376,-1,3,10,93.7,,False,10124.999
452,2.475,28.515,212.63,452.2782,-1,4,5,100.0,,False,8572.999
453,0.514,17.351,133.39,211.0229,-1,4,15,100.0,,False,132867.999
455,3.542,34.761,257.17,629.4583,-1,4,15,100.0,,False,55601.999
456,0.299,13.156,107.75,96.9584,-1,3,19,100.0,,False,55694.72341772576
457,3.531,28.872,215.75,421.3318,-1,4,12,96.7,,False,12770.00011111111
458,4.543,31.653,235.37,503.412,-1,4,13,100.0,,False,8025.222333333333
459,1.779,29.272,217.97,475.3276,-1,4,9,100.0,x,False,4411.999
460,3.887,37.171,274.1,749.5374,-1,3,4,99.4,x,False,123325.999
461,1.613,23.679,178.78,311.2239,-1,2,4,100.0,x,False,99208.999
462,4.142,37.825,278.79,771.5238,-1,3,12,100.0,,False,74115.66677777778
463,3.552,26.466,198.3,385.2352,-1,4,13,100.0,,False,33762.999
467,2.902,23.583,178.4,297.242,-1,2,11,100.0,,False,29601.555666666667
469,3.968,29.977,223.01,492.3472,-1,2,15,100.0,,False,44192.102031481954
471,3.209,31.003,230.39,515.3748,-1,4,12,100.0,,False,20028.999
472,3.046,30.012,223.64,465.3582,-1,2,7,87.2,,False,93678.66677777778
473,3.204,33.267,246.66,568.3648,-1,3,12,100.0,,False,65114.999
475,3.095,29.916,222.94,463.3428,-1,2,8,100.0,,False,46925.51636778893
476,2.252,28.085,209.7,431.3168,-1,3,14,100.0,,False,24059.999
477,2.662,26.989,201.86,407.1455,-1,6,7,100.0,,False,48471.999
478,3.291,28.776,215.06,419.3166,-1,3,12,97.7,,False,16309.999
480,3.121,21.447,163.88,239.2008,-1,3,24,100.0,,False,8674.480140780437
481,3.644,32.563,241.75,537.4174,-1,3,17,100.0,,False,36327.70396414015
482,1.685,25.402,190.77,359.2223,-1,2,11,100.0,x,False,655.999
483,3.153,29.152,217.57,439.3439,-1,4,15,99.3,,False,12593.186958450946
484,4.044,38.227,281.79,766.5434,-1,4,11,100.0,,False,59053.993001275434
486,3.614,33.143,246.47,505.3365,-1,4,11,100.0,,False,27513.999
488,3.867,31.351,233.9,447.349,-1,4,16,92.9,,False,3715.19196448981
489,2.714,29.166,217.64,441.3588,-1,4,14,100.0,,False,11331.999
490,1.621,27.07,202.73,391.2852,-1,4,12,100.0,,False,58098.999
491,3.744,39.747,292.68,816.5848,-1,6,7,98.0,,False,84098.999
492,1.842,26.753,199.72,432.3111,-1,4,13,100.0,x,False,678.999
493,4.162,37.289,274.9,762.5115,-1,4,7,93.7,,False,83869.999
495,3.304,23.44,177.69,283.2631,-1,3,13,100.0,,False,20941.999
498,0.402,24.319,181.98,397.0033,-1,5,13,100.0,,False,89055.999
499,4.463,36.659,270.39,738.5135,-1,7,6,93.7,,False,30594.999
500,0.712,28.064,209.82,413.2,-1,5,13,100.0,,False,15569.999
501,3.997,31.581,234.96,493.3915,-1,4,13,82.4,,False,2212.666777777778
502,3.617,36.637,270.35,722.5155,-1,7,8,96.6,,False,124844.0001111111
504,3.198,30.873,230.58,431.3166,-1,4,13,100.0,,False,12131.999
506,4.108,30.258,223.71,641.0915,-1,6,9,100.0,,False,1905.999
507,2.039,23.971,180.9,315.2533,-1,4,13,100.0,,False,13506.999
511,4.172,40.513,298.2,842.5965,-1,6,9,100.0,,False,40079.999
513,3.079,30.13,224.17,492.3113,-1,2,5,98.9,x,False,3027.999
517,3.088,31.655,235.33,509.3853,-1,4,6,93.9,,False,18780.999
518,2.63,29.844,222.01,494.2902,-1,4,9,100.0,x,False,5922.999
519,3.616,29.705,221.01,490.3322,-1,3,12,100.0,x,False,20938.999
522,3.657,32.509,242.08,479.3209,-1,5,15,100.0,,False,24970.999
524,0.596,15.779,123.45,160.9547,-1,6,15,100.0,,False,7367.999
526,2.865,30.769,229.04,483.3693,-1,4,10,100.0,,False,46035.999
527,1.427,26.203,196.66,367.1575,-1,3,14,100.0,,False,25877.111222222222
