ID,RT,DT,CCS,m/z,Z,Ions,Freq.,Q Score,Sat.,Mark, 2276-18.d.DeMP
2220,14.645,17.56,134.74,215.0421,-1,1,29,56.0,,False,15.25579474393237
2229,13.793,19.905,150.74,277.0496,-1,3,19,55.0,,False,425.999
2276,0.524,31.152,238.94,215.0335,-1,1,31,79.3,,False,270.9499678635509
2294,14.191,19.238,145.44,286.0397,-1,2,33,56.2,,False,206.59613879107133
2324,16.352,39.361,288.92,798.5685,-1,3,42,96.9,,False,143.65647184043445
2325,0.399,27.321,202.65,491.0923,-1,2,22,96.5,,False,119.67440987233073
2333,15.627,17.173,131.57,220.026,-1,2,15,42.6,,False,348.83783938322995
2350,14.121,18.412,140.67,232.0469,-1,1,14,48.5,,False,823.1018916521975
2366,0.775,18.191,140.15,201.0259,-1,1,11,60.8,,False,783.999
2376,8.708,20.901,155.33,462.9278,-1,1,36,99.3,,False,3.1538524504718453
2378,14.171,19.908,150.82,275.057,-1,1,12,65.4,,False,456.999
2383,15.738,23.017,173.76,293.1781,-1,2,27,58.0,,False,57.65069153297452
2395,0.372,26.412,194.94,600.7859,-1,1,31,64.1,,False,54.634614564005005
2413,13.391,17.553,133.74,244.0276,-1,1,29,47.1,,False,7.53399180593658
2424,14.74,21.506,161.76,321.0579,-1,1,36,50.4,,False,13.077560672300478
2428,0.358,23.523,198.24,76.9588,-1,1,27,89.3,,False,340.999
2444,12.947,20.967,159.09,263.1332,-1,1,26,99.2,,False,552.999
2455,13.882,20.625,155.96,286.0413,-1,1,17,54.5,,False,192.999
2478,0.547,26.135,215.21,92.9307,-1,1,23,81.6,,False,473.999
2493,13.227,25.927,227.24,59.019,-1,1,27,99.6,,False,33.6096238164119
2522,0.968,13.614,106.01,170.8333,-1,1,35,86.5,,False,37.86217036312701
2528,14.722,29.608,219.48,501.3085,-1,1,31,93.3,,False,52.21665920330261
2553,1.373,20.523,159.55,172.9921,-1,1,11,97.1,,False,331.57444688195824
2568,11.498,17.557,134.71,215.0427,-1,1,24,49.4,,False,5.496175800699007
2596,13.486,17.577,134.84,215.0425,-1,1,24,44.5,,False,299.999
2600,14.148,23.803,179.69,293.1767,-1,2,21,55.9,,False,134.07822043999658
2603,13.053,20.521,159.58,173.0299,-1,3,28,52.5,,False,250.999
2607,13.552,20.602,155.7,289.0304,-1,3,12,55.2,,False,365.16667770811637
2610,11.226,21.889,168.48,203.1822,-1,2,25,99.4,,False,307.999
2616,16.374,42.264,309.61,908.6034,-1,3,46,71.1,,False,81.07228402835659
2627,8.991,21.359,160.52,330.0486,-1,1,32,57.6,,False,92.93780237360235
2641,15.172,23.027,173.87,293.177,-1,2,20,77.1,,False,335.999
2644,11.833,25.044,190.64,249.1862,-1,2,14,99.9,,False,150.999
2648,15.394,21.859,165.81,265.1487,-1,2,16,82.4,,False,389.999
2666,15.144,27.954,208.39,417.321,-1,2,36,100.0,,False,52.77134863859652
2676,14.568,23.794,179.63,293.1758,-1,2,17,50.4,,False,434.999
2699,8.188,23.745,181.84,221.1547,-1,1,52,99.8,,False,85.69676154913975
2711,5.35,20.764,158.23,243.1604,-1,2,40,99.7,,False,17.67177080154667
2714,14.129,46.065,336.86,1038.8181,-1,3,21,100.0,,False,38.36196603122826
2715,11.799,21.019,161.09,218.029,-1,2,34,89.4,,False,20.204232395054078
2717,0.391,28.307,222.61,148.9815,-1,1,18,83.6,,False,104.85000487317848
2749,15.914,27.675,206.61,395.3901,-1,2,41,96.6,,False,13.318621376967087
2770,15.167,12.258,97.06,136.8644,-1,1,19,59.4,,False,91.53465157363257
2781,0.394,26.407,218.45,89.0271,-1,1,19,99.8,,False,162.52050678059595
2794,10.915,23.514,173.96,548.9228,-1,1,30,95.3,,False,266.999
2811,16.327,23.147,175.13,279.2344,-1,1,37,93.9,,False,35.330107219015645
2814,16.43,42.143,308.74,900.5984,-1,3,22,79.7,,False,192.15956497944137
2818,14.2,22.244,170.5,218.0316,-1,1,23,52.1,,False,300.999
2836,15.902,41.33,303.34,806.5732,-1,2,37,93.4,,False,37.4820310076623
2839,14.576,20.626,155.96,286.0419,-1,2,15,44.2,,False,184.999
2850,7.491,17.375,133.78,202.0392,-1,1,25,52.1,,False,15.78653835265169
2861,16.412,23.721,181.62,221.1563,-1,1,27,98.9,,False,29.097330789761088
2878,15.116,23.804,179.76,294.1801,-1,2,21,91.0,,False,96.45638049237317
2891,15.024,27.449,204.87,397.3339,-1,2,17,98.1,,False,308.999
2913,10.76,17.551,134.63,215.0435,-1,1,19,46.8,,False,242.999
2917,11.294,21.664,162.33,356.0441,-1,1,33,50.9,,False,10.69888219182954
2942,2.839,12.233,97.08,132.8697,-1,1,22,65.6,,False,66.50834129064748
2943,0.981,19.53,156.84,116.976,-1,1,38,75.5,,False,39.8115291002448
2958,15.634,27.819,207.36,415.3242,-1,2,11,83.7,,False,10.612262887196039
2974,11.056,22.921,170.88,416.9449,-1,2,13,100.0,,False,166.999
2988,0.4,25.459,189.51,431.0741,-1,2,17,99.5,,False,91.47052528540976
2990,13.513,23.795,179.65,293.1763,-1,2,22,54.6,,False,5.128861702878737
2993,13.446,19.238,145.42,286.0401,-1,1,27,58.6,,False,214.13254678919427
2996,15.421,26.873,200.84,381.338,-1,1,41,97.9,,False,12.854078052897307
3003,16.414,35.187,259.13,673.4831,-1,3,17,92.8,,False,296.0006091264331
3033,1.66,36.224,279.77,192.066,-1,1,33,96.7,,False,11.74806257971801
3088,15.33,36.431,268.11,695.5447,-1,2,53,87.2,,False,4.509765523856345
3112,13.088,22.868,171.33,357.0403,-1,2,41,91.5,,False,15.039084899366827
3120,10.505,28.793,213.29,515.3058,-1,2,15,100.0,,False,96.999
3152,13.218,17.556,134.67,215.043,-1,1,19,45.2,,False,300.999
3180,14.601,19.233,145.42,286.0414,-1,1,26,51.3,,False,8.435909796923227
3191,2.445,35.937,277.99,187.0092,-1,2,18,98.0,,False,258.0775606723005
3215,14.3,23.805,179.74,293.1759,-1,2,15,52.2,,False,365.999
3233,16.273,19.02,144.88,244.0264,-1,1,19,48.0,,False,13.635274331700998
3255,9.316,23.469,177.55,283.2651,-1,1,17,44.0,,False,315.999
3283,13.652,33.202,247.17,433.2354,-1,1,31,89.9,,False,58.26664069848884
3313,10.985,23.332,172.27,592.9494,-1,2,13,99.0,,False,488.999
3328,15.938,21.876,165.91,265.1472,-1,2,14,77.3,,False,335.89998636836464
3330,12.872,17.553,134.68,215.0431,-1,1,19,50.0,,False,48.584633068818846
3342,14.458,18.926,150.42,131.0169,-1,1,12,46.4,,False,49.099804076876126
3371,14.171,22.057,164.9,380.0304,-1,1,17,99.2,,False,288.999
3393,15.616,29.839,221.35,493.3212,-1,1,51,96.7,,False,10.033070386286113
3430,0.388,27.675,222.25,116.9765,-1,1,25,99.8,,False,38.4185644871355
3468,3.601,12.227,97.05,132.8696,-1,1,21,51.3,,False,59.00126889412911
3491,15.478,37.419,274.96,750.5468,-1,3,37,83.3,,False,27.836519847837906
3501,7.989,19.918,150.85,275.0572,-1,1,21,56.0,,False,6.597458326463425
3516,15.729,24.444,183.87,325.1824,-1,1,35,95.6,,False,138.999
3535,15.038,42.113,308.41,914.5797,-1,2,29,98.2,,False,183.90076468930556
3545,14.617,25.861,193.81,355.2858,-1,1,29,99.6,,False,11.874995620771585
3563,14.846,23.723,181.71,221.1548,-1,1,40,93.3,,False,42.47299206193175
3583,0.359,22.364,187.81,78.9559,-1,1,28,97.2,,False,34.26632629253572
3588,13.888,19.238,145.41,286.0399,-1,4,19,55.1,,False,385.999
3619,15.99,23.022,173.76,293.178,-1,2,17,48.0,,False,25.660265079294078
3637,12.483,24.823,186.68,325.1841,-1,1,33,97.8,,False,57.835860080141885
3639,13.692,39.814,292.1,817.5827,-1,2,19,77.1,,False,659.0390848993668
3651,11.052,29.915,221.31,538.3208,-1,3,16,100.0,,False,61.999
3659,15.209,21.713,165.47,242.2207,-1,1,43,98.0,,False,24.807508678800374
3662,4.181,17.385,133.77,203.036,-1,1,16,43.1,,False,116.31860149676308
3665,15.341,22.066,167.8,254.221,-1,1,36,99.3,,False,111.999
3688,3.407,19.688,148.64,294.9026,-1,1,57,98.3,,False,4.054593390716917
3740,12.204,24.675,185.45,331.188,-1,2,17,100.0,,False,112.999
3741,15.905,23.159,175.23,279.2346,-1,1,24,96.5,,False,96.999
3778,4.434,12.228,97.05,132.8695,-1,1,16,45.9,,False,264.999
3781,15.859,21.872,165.89,265.1496,-1,2,13,88.2,,False,116.14168696052326
3787,2.613,18.481,140.54,252.9983,-1,1,24,43.8,,False,170.999
3794,15.427,23.156,175.21,279.2343,-1,1,24,90.6,,False,16.444215002424613
3801,7.047,19.353,147.3,246.9818,-1,1,25,45.3,,False,44.50768152295143
3816,0.388,31.141,228.8,760.8847,-1,1,32,97.1,,False,12.342932476660195
3818,0.4,19.364,147.93,231.0496,-1,1,27,98.7,,False,144.999
3821,3.555,19.367,153.07,141.018,-1,1,19,57.3,,False,190.999
3831,11.965,18.489,140.6,252.0011,-1,1,30,49.8,,False,29.380748481897854
3852,0.43,20.777,171.87,89.0278,-1,1,13,94.0,,False,275.1781834303689
3900,16.011,29.098,216.02,487.3044,-1,1,28,83.0,,False,59.999
3929,0.578,33.314,255.52,215.0343,-1,1,22,71.6,,False,87.43204951247608
3930,0.481,27.327,224.88,92.936,-1,1,16,98.4,,False,68.999
3943,13.366,22.23,166.76,346.0573,-1,1,32,81.0,,False,0.7224120644288661
3944,13.269,12.229,97.04,132.8699,-1,1,14,51.4,,False,79.35707726969673
3955,0.371,26.615,196.13,642.6832,-1,1,40,97.0,,False,19.165358172724382
3970,15.142,18.832,142.91,265.0339,-1,1,12,45.1,,False,136.3435922443562
4006,16.357,27.681,206.58,395.3895,-1,1,26,99.5,,False,68.38074848189785
4010,16.11,12.269,97.14,136.8644,-1,1,12,44.4,,False,120.83783938323
4032,0.399,29.033,214.49,573.0942,-1,1,24,93.4,,False,291.999
4061,14.01,23.803,179.75,293.1759,-1,2,13,70.1,,False,308.999
4072,15.048,39.737,291.57,812.58,-1,2,18,88.9,,False,50.103656572712
4085,13.867,45.359,331.86,1012.8006,-1,3,19,99.9,,False,46.26664069848883
4102,16.446,42.368,310.27,916.5945,-1,3,20,84.6,,False,151.8999863683647
4117,15.839,32.04,236.75,573.3432,-1,2,20,77.4,,False,13.191668455709532
4118,15.937,24.576,185.12,311.2963,-1,3,21,91.3,,False,23.026919409418326
4151,2.078,19.599,161.34,92.9318,-1,1,33,90.7,,False,3.722412064428866
4156,15.399,44.954,329.03,964.7251,-1,3,27,70.9,,False,3.348006876581252
4172,15.119,35.754,263.44,653.5363,-1,3,16,91.0,,False,266.999
4175,13.155,12.229,97.07,132.8697,-1,1,13,48.6,,False,298.999
4186,9.36,20.492,161.92,141.0183,-1,1,20,51.3,,False,220.999
4190,14.134,19.223,145.34,286.0418,-1,2,12,70.5,,False,298.999
4210,11.396,19.012,144.81,244.0263,-1,2,19,57.4,,False,90.69742131683577
4217,7.237,17.554,134.67,215.0432,-1,1,19,44.7,,False,208.999
4231,11.205,17.558,134.74,215.0429,-1,1,13,44.7,,False,298.999
4242,10.868,37.0,283.49,218.044,-1,1,27,82.3,,False,2.7898087739877724
4248,0.401,28.014,207.15,558.9961,-1,2,12,98.6,,False,213.999
4325,16.336,27.242,203.54,381.3744,-1,2,22,96.1,,False,4.5076815229514295
4359,16.385,42.905,314.48,886.5606,-1,2,24,79.2,,False,73.999
4381,11.742,21.058,159.58,270.1227,-1,1,17,99.2,,False,284.999
4394,14.724,30.436,230.19,283.2631,-1,2,16,74.8,,False,124.999
4395,15.657,20.44,155.4,253.1466,-1,1,35,97.6,,False,77.999
4407,14.594,35.094,258.42,671.467,-1,2,15,96.8,,False,266.999
4421,6.888,17.555,134.68,215.0435,-1,1,19,44.0,,False,99.2794659561334
4431,15.936,29.847,221.43,493.3179,-1,1,35,93.1,,False,100.999
4469,11.812,27.785,206.29,482.2942,-1,2,13,100.0,,False,37.50768152295143
4475,10.297,18.411,140.66,231.05,-1,1,18,62.0,,False,63.16414166812859
4489,8.087,18.996,145.58,219.0273,-1,1,20,44.0,,False,192.999
4502,13.549,24.95,187.53,329.1914,-1,2,16,100.0,,False,26.97561837884001
4512,11.211,24.847,189.17,247.1712,-1,1,15,99.5,,False,186.62112953866443
4522,14.129,28.886,221.45,217.0356,-1,1,23,94.0,,False,35.78521881725966
4530,14.253,28.034,208.26,467.2814,-1,2,20,98.7,,False,109.999
4535,15.417,42.649,312.68,864.5773,-1,2,17,74.3,,False,57.17818343036893
4547,16.138,19.063,144.76,259.0484,-1,1,13,42.3,,False,290.999
4556,11.819,37.017,283.76,217.0364,-1,1,28,86.5,,False,25.585888102670594
4562,13.966,20.298,153.38,291.0249,-1,1,33,93.1,,False,83.999
4576,14.819,26.929,201.25,383.3164,-1,2,22,98.7,,False,124.999
4603,8.719,19.879,150.45,280.623,-1,1,13,98.5,,False,188.748722347414
4626,15.973,26.72,234.07,59.0192,-1,1,28,97.5,,False,22.26664069848883
4666,15.185,29.118,216.14,487.3038,-1,1,28,77.2,,False,1.7852188172596613
4684,14.261,32.499,240.25,558.3162,-1,2,20,97.4,,False,14.178183430368932
4692,0.371,20.632,156.56,264.8971,-1,1,17,99.7,,False,5.989103404180582
4698,14.573,32.701,241.57,579.3937,-1,2,26,97.8,,False,50.60830428101987
4699,16.424,42.961,314.66,889.7063,-1,3,18,75.7,,False,31.381408249593903
4703,16.23,26.354,230.86,59.0197,-1,1,33,99.3,,False,20.137868059093876
4716,15.42,30.125,223.58,481.4265,-1,2,19,100.0,,False,159.999
4721,14.588,40.015,293.53,824.5852,-1,3,19,78.1,,False,247.999
4725,1.729,15.804,123.62,160.0162,-1,1,24,94.8,,False,177.999
4727,15.473,40.956,300.21,874.5849,-1,3,19,85.9,,False,34.74740281202199
4728,16.074,23.377,176.1,309.1732,-1,1,27,97.8,,False,124.999
4742,14.305,19.221,145.29,286.0415,-1,1,15,52.9,,False,59.10287695565492
4749,6.687,17.545,134.61,215.0433,-1,1,17,42.8,,False,191.999
4751,9.486,21.471,159.59,460.9311,-1,1,19,98.3,,False,58.999
4774,2.038,20.457,155.65,248.097,-1,1,15,99.6,,False,254.999
4777,16.288,28.292,210.62,429.3418,-1,1,28,96.0,,False,53.50702175525541
4780,12.534,20.23,152.6,302.05,-1,1,27,94.0,,False,32.74740281202199
4799,14.169,22.065,164.95,381.0292,-1,2,12,97.5,,False,274.999
4807,11.246,22.936,171.85,358.0345,-1,1,34,93.8,,False,21.904062999895018
4834,8.954,19.008,144.83,244.0264,-1,1,14,88.1,,False,187.999
4835,16.403,30.483,225.79,516.3582,-1,1,16,77.8,,False,172.999
4840,0.401,25.393,190.35,349.0696,-1,1,17,97.2,,False,17.176435811885398
4847,15.227,29.561,219.46,474.2939,-1,1,27,97.3,,False,1.773053327311132
4849,10.813,27.915,206.95,498.2889,-1,2,19,100.0,,False,1.3411807188684008
4923,13.616,28.726,213.23,481.2323,-1,2,26,99.6,,False,14.443555234728606
4929,11.799,20.4,154.87,262.0386,-1,1,26,69.0,,False,51.79804407490421
4930,15.251,19.168,149.23,171.1397,-1,1,26,95.7,,False,89.999
4950,10.608,17.557,134.73,215.0422,-1,1,12,53.9,,False,267.999
5031,15.628,27.134,202.39,407.2888,-1,1,29,90.3,,False,37.02068897189413
5082,4.779,20.473,156.12,239.1298,-1,2,11,100.0,,False,260.4820310076623
5090,14.736,39.991,293.45,825.5837,-1,2,24,90.3,,False,43.91215185831322
5091,0.484,18.491,142.5,199.0582,-1,1,17,76.0,,False,127.999
5095,14.169,22.066,165.01,379.0327,-1,1,15,99.6,,False,148.999
5122,14.399,40.34,295.89,833.578,-1,2,16,94.0,,False,129.2159994356066
5129,16.235,28.316,210.88,429.3377,-1,1,24,96.5,,False,94.999
5135,10.999,23.263,173.02,448.9655,-1,1,13,95.2,,False,272.999
5167,0.394,31.573,245.65,171.0311,-1,1,15,93.6,,False,141.999
5186,15.333,24.776,185.78,353.1994,-1,1,28,97.6,,False,2.139477190706998
5192,14.397,35.03,258.0,671.4674,-1,2,22,96.3,,False,44.95113156821175
5199,15.787,46.079,336.86,1021.7518,-1,4,16,63.0,,False,100.93780237360235
5220,5.618,17.377,133.75,203.0355,-1,1,13,49.9,,False,75.0269194094183
5230,11.617,33.199,244.17,720.3348,-1,2,22,96.7,,False,91.999
5237,15.145,29.97,222.36,485.2767,-1,3,14,100.0,,False,0.6089640487158761
5246,0.758,27.495,226.28,92.9333,-1,1,30,89.3,,False,5.814953916915357
5252,14.164,40.331,295.67,842.5842,-1,2,16,98.1,,False,189.83586008014188
5263,9.517,17.55,133.66,245.0241,-1,1,17,48.0,,False,2.4698655177137425
5274,7.403,19.785,152.75,193.1707,-1,1,26,94.2,,False,6.887161110720143
5311,0.371,31.605,231.53,894.5698,-1,1,32,93.0,,False,5.051250389315371
5317,16.131,46.077,336.94,1024.7506,-1,2,32,93.3,,False,21.78521881725966
5324,6.504,22.812,173.16,263.1646,-1,1,15,98.0,,False,116.999
5338,16.142,17.336,133.49,201.0425,-1,1,16,92.4,,False,186.999
5366,0.404,29.264,215.8,624.9681,-1,1,19,77.6,,False,101.999
5403,6.023,21.191,159.37,322.0038,-1,1,35,97.5,,False,82.999
5408,16.373,37.793,277.6,763.4946,-1,2,17,93.1,,False,90.58331353342675
5423,16.275,41.04,300.82,869.6157,-1,2,18,71.1,,False,110.41461628633547
5462,14.492,17.549,133.6,245.0243,-1,1,17,45.6,,False,15.608964048715904
5476,16.048,42.926,314.95,829.6826,-1,3,21,96.5,,False,94.999
5524,11.685,20.6,158.12,213.188,-1,1,11,96.3,,False,424.999
5527,10.329,21.014,161.07,218.0286,-1,1,17,95.4,,False,153.999
5544,15.881,27.872,207.77,417.3222,-1,1,30,90.0,,False,17.646120286257528
