ID,RT,DT,CCS,m/z,Z,Ions,Freq.,Q Score,Sat.,Mark, 2276-18.d.DeMP
4,10.463,22.768,168.82,498.9307,-1,6,107,100.0,x,False,86090.48647381345
37,10.18,22.31,165.43,498.9302,-1,4,91,100.0,,False,3499.2776688956037
52,11.779,21.968,167.16,249.1877,-1,4,82,100.0,,False,544.9477585078203
54,12.462,22.999,174.16,275.2028,-1,4,62,100.0,,False,1787.659293746833
62,10.23,22.447,166.44,498.9298,-1,4,49,100.0,,False,12060.631455509025
96,11.987,22.035,167.69,249.1876,-1,4,47,100.0,,False,78.34243908737335
104,16.458,40.019,293.64,818.5978,-1,5,68,56.1,,False,3217.2804663391607
110,11.222,23.487,174.45,468.9692,-1,2,106,100.0,,False,3149.8605055545504
120,15.727,29.22,217.07,465.3091,-1,4,106,93.7,,False,13.65261197161135
121,11.222,20.985,155.86,468.9681,-1,2,105,100.0,,False,3038.4518869947387
186,11.055,23.911,177.8,450.9256,-1,7,79,100.0,,False,1553.877714152002
198,16.384,40.131,294.45,826.6016,-1,4,59,100.0,,False,305.8027150078383
241,13.043,22.527,170.91,265.2191,-1,3,29,100.0,,False,737.90778525125
372,11.883,24.745,183.28,518.9641,-1,2,74,100.0,,False,108.18476144607484
385,11.217,21.936,167.0,247.1715,-1,3,65,100.0,,False,1753.3675667995042
430,16.002,23.801,179.69,293.1767,-1,2,31,83.0,,False,699.4264816994877
443,15.945,32.725,241.71,579.3964,-1,4,47,71.8,,False,206.62517329547632
504,8.778,20.872,155.11,462.9294,-1,3,64,100.0,,False,520.7000603876199
526,11.222,23.529,174.34,512.9581,-1,2,83,100.0,,False,717.3585206654794
531,12.457,22.533,170.98,263.2031,-1,3,35,100.0,,False,213.0270010116445
532,16.212,40.624,297.87,850.6019,-1,4,36,99.8,,False,550.9694979113785
608,11.223,26.885,199.2,512.9579,-1,2,82,100.0,,False,434.3064942107442
627,0.941,17.183,134.55,158.0834,-1,2,27,100.0,,False,1637.202008165305
644,15.029,40.023,293.6,824.5866,-1,4,32,99.2,,False,561.6110677530035
648,15.987,29.158,255.57,59.0191,-1,1,45,54.0,,False,120.87813130490872
651,16.042,34.997,306.69,59.0192,-1,1,37,97.5,,False,280.8782944592516
676,14.405,22.864,173.39,269.2482,-1,3,21,100.0,,False,580.999
689,3.829,23.112,173.9,321.1338,-1,3,31,100.0,,False,137.999
700,16.065,27.465,204.65,419.3029,-1,3,29,82.4,,False,646.9417609797783
711,11.184,26.209,218.04,84.995,-1,1,61,99.8,,False,183.55212259192422
731,16.215,37.2,273.29,748.5335,-1,4,55,100.0,,False,254.83322435502043
745,9.904,22.03,163.35,498.9279,-1,2,76,100.0,,False,34.41817375395914
761,15.205,30.586,226.68,509.3252,-1,4,21,100.0,,False,262.80398198416833
763,15.306,20.576,155.13,306.0449,-1,3,20,52.6,,False,1133.999
803,16.197,29.186,255.82,59.0192,-1,1,42,62.0,,False,795.999
837,11.953,29.694,220.17,501.2891,-1,3,51,100.0,,False,84.47286632678191
851,14.053,20.613,155.48,304.0522,-1,1,27,65.7,,False,169.95458623742297
870,14.902,18.416,140.59,233.0444,-1,2,19,51.7,,False,981.999
877,11.187,22.598,174.95,184.9849,-1,1,55,99.6,,False,589.9756183788401
882,11.055,22.909,170.81,414.9478,-1,3,36,100.0,,False,375.74740281202196
900,13.67,23.456,177.42,283.2652,-1,2,44,91.6,,False,580.999
901,10.395,22.368,169.55,269.2135,-1,3,23,100.0,,False,1102.999
929,10.131,22.981,173.37,301.1113,-1,3,26,100.0,,False,40.52182631598805
963,6.418,17.936,136.63,244.9082,-1,7,32,100.0,,False,544.999
971,15.516,20.588,155.27,306.0442,-1,1,20,44.1,,False,631.999
1002,15.295,39.611,290.72,804.5792,-1,4,58,99.3,,False,46.99809409616853
1020,0.723,14.285,112.41,147.9708,-1,1,50,99.5,,False,1168.9249771159577
1021,14.088,18.399,140.5,233.0442,-1,2,26,93.6,,False,229.8802737623397
1037,12.36,30.954,229.22,522.3263,-1,3,62,100.0,,False,94.29374219162924
1041,16.114,39.146,287.52,775.6177,-1,4,36,57.8,,False,62.29493028456204
1092,14.259,19.9,150.72,276.0544,-1,3,25,78.2,,False,693.999
1098,14.043,18.419,140.69,232.0479,-1,2,17,90.5,,False,242.1584708243439
1114,11.801,24.045,183.01,249.1873,-1,2,17,99.9,,False,194.999
1124,12.439,25.044,189.69,275.2028,-1,2,24,97.8,,False,185.999
1131,8.94,24.003,178.47,451.9092,-1,5,42,100.0,,False,1246.999
1160,14.258,18.402,140.51,233.0444,-1,3,20,81.6,,False,45.7040189937959
1186,14.861,29.597,219.7,479.3236,-1,2,34,57.3,,False,258.15451221816784
1202,13.695,18.38,140.37,233.0445,-1,3,24,72.5,,False,505.999
1208,15.817,28.293,210.79,425.3643,-1,2,37,99.7,,False,148.2377516202164
1236,14.184,18.41,140.63,232.0478,-1,1,19,79.2,,False,370.5642606950979
1257,10.563,25.143,185.78,575.9216,-1,3,53,100.0,,False,473.0443842990385
1292,13.726,19.899,150.7,276.0544,-1,3,25,91.3,,False,180.44619430551268
1339,0.38,23.442,177.34,283.2649,-1,2,26,48.6,,False,1162.999
1371,14.898,19.932,150.92,276.0539,-1,2,23,51.4,,False,35.08217904617254
1373,13.775,18.379,140.41,232.0491,-1,2,16,87.5,,False,705.999
1386,11.222,26.846,199.4,468.9674,-1,1,55,99.5,,False,253.22099935297635
1387,14.855,20.573,155.17,304.0513,-1,1,21,52.4,,False,206.2827647946135
1406,16.286,20.198,154.71,220.1483,-1,1,30,69.9,,False,72.28144525922141
1413,11.165,14.978,115.97,184.9852,-1,1,37,99.8,,False,338.999
1414,14.465,19.919,150.83,276.0539,-1,1,17,49.7,,False,28.49947463917897
1428,10.94,23.57,174.35,548.9252,-1,2,35,98.5,,False,182.999
1441,0.388,21.688,167.91,185.0655,-1,1,48,99.5,,False,158.05566688619422
1449,13.952,19.904,150.72,277.0508,-1,3,22,74.1,,False,185.83783938323
1463,14.79,18.425,140.77,232.0473,-1,2,14,69.8,,False,1140.999
1475,14.956,20.616,155.91,287.0369,-1,3,23,52.5,,False,310.41664593366
1479,10.852,23.871,176.04,628.9144,-1,3,22,100.0,,False,1672.999
1493,13.957,17.175,131.59,220.0278,-1,1,15,89.8,,False,327.9822160558001
1511,2.438,22.587,174.75,187.0078,-1,2,29,92.4,,False,135.12698354109352
1513,14.782,20.588,155.23,306.0467,-1,3,11,52.5,,False,1071.999
1525,13.868,25.241,191.86,255.2376,-1,2,25,98.8,,False,2.2821050269174634
1534,16.008,23.742,181.83,221.1557,-1,1,44,97.9,,False,4.432049512476112
1546,11.795,21.875,166.0,265.1481,-1,1,43,61.2,,False,16.172598998677415
1550,14.046,23.835,179.86,299.2601,-1,2,28,99.6,,False,10.914131161401258
1576,2.443,32.934,254.84,187.0083,-1,1,30,99.4,,False,9.26778078540417
1594,15.236,35.779,263.62,653.5382,-1,3,15,100.0,,False,34.814168171028825
1600,10.903,23.849,175.89,628.9149,-1,3,26,98.2,,False,1087.999
1609,16.031,27.809,207.36,414.327,-1,1,36,92.9,,False,339.999
1610,15.265,21.703,165.41,241.2182,-1,2,34,82.4,,False,38.630957110843894
1626,14.42,20.619,155.91,287.0379,-1,3,12,52.5,,False,734.999
1638,11.054,23.882,178.03,414.949,-1,3,25,100.0,,False,213.999
1639,16.327,24.778,186.27,327.3081,-1,2,36,88.4,,False,3.357972837758325
1704,15.479,22.83,173.08,269.2486,-1,2,31,82.4,,False,66.951947166639
1724,11.881,24.073,183.19,249.1875,-1,2,42,99.8,,False,5.047632459405804
1738,14.605,23.789,179.6,293.1769,-1,2,27,52.9,,False,93.921944553878
1757,14.018,18.423,140.74,232.0469,-1,2,16,70.7,,False,142.29822912304212
1782,14.24,19.934,150.95,277.0504,-1,2,17,70.7,,False,540.999
1833,9.709,19.643,289.99,301.1488,-2,3,17,100.0,,False,627.999
1841,15.692,21.849,165.73,265.1478,-1,2,29,70.4,,False,114.41296542808021
1854,6.415,17.935,136.56,246.9059,-1,1,25,99.6,,False,426.999
1861,14.008,19.923,150.94,276.0528,-1,1,18,61.6,,False,603.999
1865,15.17,28.717,213.34,470.3142,-1,1,48,98.7,,False,7.710246574480323
1866,14.132,19.906,150.77,274.0611,-1,4,38,54.0,,False,44.622449074056476
1873,14.033,20.609,155.76,289.0313,-1,3,15,71.9,,False,17.423182861007604
1907,13.816,25.878,210.13,105.0208,-1,1,27,99.2,,False,1275.999
1915,14.94,18.408,140.56,233.0438,-1,1,16,47.2,,False,90.53550831251437
1922,12.443,25.467,190.82,357.2077,-1,2,17,100.0,,False,148.999
1924,14.048,18.915,150.59,129.023,-1,1,31,52.6,,False,0.7243913675169438
1971,16.252,19.635,150.96,207.1404,-1,1,36,97.8,,False,191.999
1985,8.268,19.99,149.23,398.9343,-1,1,41,99.0,,False,200.31860149676308
1988,16.263,20.579,155.17,306.0442,-1,1,11,44.0,,False,555.999
1993,16.469,40.499,297.1,834.5905,-1,3,21,79.7,,False,110.50729231347555
2017,0.553,24.634,202.26,94.9284,-1,1,33,82.1,,False,43.91941379346281
2040,13.982,21.702,165.45,241.218,-1,2,29,63.9,,False,371.999
2042,16.146,26.233,196.63,353.3422,-1,2,38,100.0,,False,484.8365198478379
2047,13.96,23.797,179.7,293.176,-1,2,24,64.2,,False,16.838499150925998
2071,11.944,27.424,228.17,84.9948,-1,1,26,99.6,,False,204.999
2098,10.023,22.466,170.42,265.1814,-1,2,28,100.0,,False,201.97111826558228
2106,14.384,19.928,150.94,275.0577,-1,1,15,58.5,,False,63.833606857892164
2118,13.725,19.938,151.04,275.0565,-1,1,21,67.5,,False,310.999
2123,14.929,18.928,150.67,129.0231,-1,1,30,58.1,,False,25.225690412033657
2168,16.362,27.811,207.25,415.3251,-1,3,15,97.9,,False,89.57444688195812
2189,10.88,23.862,175.9,628.9172,-1,2,14,100.0,,False,1516.999
