ID,RT,DT,CCS,m/z,Z,Ions,Freq.,Q Score,Sat.,Mark, 2286-17.d.DeMP
3247,2.166,13.622,105.96,172.8303,-1,1,40,92.9,,False,5.887161110720143
3249,15.195,21.132,161.56,228.2051,-1,1,44,99.1,,False,26.9249771159578
3250,14.201,28.733,213.17,491.281,-1,3,18,100.0,,False,86.54483776049308
3268,1.091,21.271,174.69,94.9283,-1,1,34,97.0,,False,22.978135300022643
3271,16.479,33.51,247.66,572.4815,-1,3,22,85.8,,False,31.874335853075564
3280,9.704,19.659,148.29,301.1478,-1,1,27,97.9,,False,203.21868207431473
3313,10.985,23.332,172.27,592.9494,-1,2,13,99.0,,False,708.999
3315,15.683,26.314,230.66,59.0187,-1,1,31,99.9,,False,59.92257366501792
3332,13.598,33.413,247.45,528.3099,-1,2,21,100.0,,False,56.10255141989359
3340,15.766,24.373,183.58,313.2922,-1,1,34,99.7,,False,250.3443393741361
3341,16.366,38.334,281.37,801.4706,-1,2,32,88.1,,False,0.34359224435618785
3348,14.151,28.56,212.18,469.2975,-1,2,29,100.0,,False,81.999
3360,14.802,31.134,229.21,683.1013,-1,3,23,100.0,,False,181.39621281032646
3378,15.12,29.643,220.23,467.4091,-1,1,50,96.8,,False,8.024154532037144
3392,1.363,13.609,105.99,170.8334,-1,1,22,91.0,,False,103.03974466706282
3395,13.66,28.738,213.29,481.2352,-1,2,22,99.0,,False,66.3685829919493
3403,14.805,30.283,223.26,641.0897,-1,3,23,99.9,,False,178.96609195967557
3408,13.131,24.161,181.71,324.1555,-1,1,43,96.0,,False,43.709586806784316
3422,16.244,17.33,133.45,202.0384,-1,2,11,52.3,,False,608.999
3426,0.549,20.115,152.76,262.0687,-1,1,17,99.4,,False,180.999
3457,13.32,21.913,166.92,245.192,-1,1,27,98.9,,False,275.49749533609094
3476,12.167,23.581,177.99,297.2429,-1,2,20,97.8,,False,68.43204951247614
3482,15.189,13.118,99.81,248.9698,-1,1,23,68.3,,False,44.61457600964491
3484,13.971,28.56,211.96,484.2749,-1,1,19,98.4,,False,50.980751115438466
3506,14.746,18.996,145.57,219.0273,-1,1,16,49.3,,False,106.47052528540979
3516,15.729,24.444,183.87,325.1824,-1,1,35,95.6,,False,171.999
3518,16.173,25.906,190.44,744.9485,-1,1,45,98.3,,False,13.708526335315412
3524,4.653,16.896,131.86,165.043,-1,1,33,99.8,,False,0.03412101894838315
3530,13.397,22.205,170.22,218.0311,-1,1,18,57.0,,False,36.82501412558531
3532,15.612,39.909,292.59,861.5517,-1,1,25,92.7,,False,235.999
3544,14.516,28.988,254.13,59.0187,-1,1,25,95.4,,False,179.999
3570,4.658,16.501,129.77,149.0122,-1,1,29,97.2,,False,2.6959665495461422
3580,16.362,44.056,322.67,903.7003,-1,3,36,91.3,,False,45.90207967210401
3593,15.106,32.749,241.06,683.1268,-1,5,16,98.3,,False,286.999
3615,15.717,42.999,315.09,889.7049,-1,3,18,56.4,,False,283.3586364066616
3628,16.272,40.96,300.14,876.5831,-1,3,21,99.7,,False,155.44629556059192
3645,14.124,18.994,145.61,219.027,-1,1,11,52.8,,False,128.54681706358116
3659,15.209,21.713,165.47,242.2207,-1,1,43,98.0,,False,29.807508678800374
3664,15.987,23.585,177.76,309.1726,-1,1,31,90.0,,False,168.999
3665,15.341,22.066,167.8,254.221,-1,1,36,99.3,,False,96.999
3677,0.363,21.197,166.55,150.888,-1,1,21,82.5,,False,34.33076698671164
3694,16.228,30.149,223.24,535.312,-1,2,27,95.5,,False,46.59283114037345
3696,6.77,20.704,163.59,141.0179,-1,1,23,50.1,,False,199.999
3699,8.449,19.061,148.37,171.1407,-1,1,29,99.8,,False,98.8678446507677
3702,16.03,42.976,314.92,889.7055,-1,4,14,62.8,,False,325.999
3711,15.913,27.299,204.14,383.3517,-1,1,19,90.3,,False,285.999
3739,15.211,32.187,238.12,548.3774,-1,2,27,88.0,,False,123.999
3744,15.716,40.334,295.79,850.5646,-1,3,12,94.5,,False,779.0390848993668
3753,16.351,30.403,225.65,481.3324,-1,1,39,96.0,,False,34.549897591366786
3756,14.775,27.337,203.65,426.3275,-1,1,16,99.4,,False,55.064735414655956
3790,14.12,22.915,171.69,357.0375,-1,2,44,98.0,,False,3.345473510720467
3799,14.637,29.037,254.5,59.0189,-1,1,19,98.4,,False,217.999
3823,13.953,29.718,220.07,529.2803,-1,2,19,92.7,,False,75.38686691022752
3833,13.291,21.494,161.74,319.0655,-1,3,16,52.5,,False,23.74938211511011
3839,14.774,32.593,240.42,626.3169,-1,3,21,97.7,,False,114.70366161170767
3848,10.219,22.501,168.74,350.987,-1,3,15,100.0,,False,332.999
3871,16.133,23.984,180.69,311.1675,-1,1,41,96.7,,False,70.73457755437744
3881,2.18,20.051,161.14,116.9747,-1,1,23,48.8,,False,190.999
3888,0.568,18.322,150.48,94.9284,-1,1,20,95.9,,False,123.42057177501226
3890,0.436,23.902,184.39,198.0744,-1,2,11,98.9,,False,470.999
3891,15.015,30.647,227.02,528.3343,-1,1,13,81.6,,False,395.999
3899,15.385,36.313,266.99,736.4929,-1,2,24,97.3,,False,71.999
3900,16.011,29.098,216.02,487.3044,-1,1,28,83.0,,False,183.999
3907,16.423,39.739,291.62,806.5593,-1,3,18,67.0,,False,91.81086933254878
3911,12.23,21.054,161.37,218.0264,-1,1,20,97.1,,False,324.999
3923,3.035,16.971,131.22,188.9387,-1,1,27,62.2,,False,60.74806257971798
3935,15.958,22.7,172.25,267.2327,-1,1,27,97.6,,False,141.999
3943,13.366,22.23,166.76,346.0573,-1,1,32,81.0,,False,18.722412064428866
3948,0.642,28.002,230.46,92.9325,-1,1,31,84.8,,False,10.839745639966736
3959,14.65,35.295,260.08,669.456,-1,3,20,100.0,,False,216.999
4005,2.014,22.131,177.81,116.9754,-1,1,39,97.3,,False,33.441571609377974
4012,12.995,24.168,181.78,324.1539,-1,1,35,97.4,,False,123.999
4026,16.32,22.291,169.41,257.2389,-1,1,31,94.7,,False,39.861510595431
4069,13.237,33.476,248.9,455.2204,-1,2,19,98.2,,False,90.14036742513127
4099,14.323,21.373,160.64,330.0483,-1,1,12,49.8,,False,335.999
4101,12.939,25.916,227.2,59.0187,-1,1,21,98.7,,False,72.03908489936683
4106,0.355,27.994,205.51,789.4664,-1,1,37,97.6,,False,136.999
4112,16.403,26.793,200.66,367.3559,-1,1,22,99.2,,False,98.07690090460447
4117,15.839,32.04,236.75,573.3432,-1,2,20,77.4,,False,9.191668455709532
4124,14.092,29.061,216.07,457.2322,-1,1,25,98.4,,False,102.1403674251313
4134,6.274,19.745,156.01,141.0191,-1,1,19,50.5,,False,234.999
4140,1.052,28.376,222.69,153.0239,-1,1,18,99.3,,False,145.25381544084428
4143,15.022,29.525,220.03,419.3031,-1,2,24,73.5,,False,52.82312212952078
4148,2.439,17.712,137.06,187.0921,-1,1,21,95.8,,False,38.35433103330854
4158,8.882,20.446,155.54,253.1429,-1,1,12,99.5,,False,211.84868533778646
4165,10.862,17.545,133.71,244.0269,-1,2,16,46.7,,False,301.999
4169,12.469,19.627,150.27,223.0295,-1,2,19,99.4,,False,330.999
4182,1.924,20.323,154.44,257.0685,-1,2,17,100.0,,False,181.999
4186,9.36,20.492,161.92,141.0183,-1,1,20,51.3,,False,159.999
4204,10.424,12.247,97.23,132.8697,-1,1,18,52.6,,False,87.06473541465596
4209,13.964,29.733,220.18,528.2834,-1,3,17,98.6,,False,55.878555426776245
4220,16.002,42.633,312.49,876.5407,-1,2,29,62.6,,False,94.82369459019334
4239,0.376,22.349,169.75,258.9315,-1,1,20,94.9,,False,31.840090994824664
4244,15.331,38.432,336.8,59.0188,-1,1,23,96.6,,False,74.4185644871355
4254,0.679,23.415,177.14,283.2653,-1,2,13,49.8,,False,202.999
4256,14.276,21.858,164.98,299.0251,-1,3,11,96.5,,False,928.999
4265,10.656,18.942,145.15,219.0276,-1,1,15,53.5,,False,272.999
4268,16.059,23.778,182.13,221.1545,-1,1,18,95.1,,False,141.62112953866443
4272,15.919,39.01,341.89,59.0191,-1,1,32,89.7,,False,28.785878584955668
4273,15.759,30.625,226.8,527.3401,-1,1,19,72.8,,False,211.999
4295,13.956,18.803,143.19,247.0421,-1,1,12,90.0,,False,649.999
4296,2.846,20.05,158.47,141.0189,-1,1,18,68.6,,False,24.128201935182744
4315,2.109,13.635,106.16,170.8328,-1,1,26,87.9,,False,26.836519847837906
4317,14.703,26.753,217.71,103.0276,-1,1,26,97.7,,False,83.20317417796204
4321,14.151,21.791,164.43,299.0272,-1,1,20,99.6,,False,56.89280221517703
4329,13.859,30.816,227.65,583.1798,-1,2,38,96.9,,False,10.17167608492187
4350,12.823,26.115,196.35,326.1881,-1,1,13,89.6,,False,249.999
4351,0.426,25.92,192.77,450.0464,-1,1,29,94.3,,False,32.64612028625753
4359,16.385,42.905,314.48,886.5606,-1,2,24,79.2,,False,256.999
4364,11.086,21.003,160.99,218.027,-1,2,21,80.4,,False,299.999
4368,10.463,36.422,266.3,1056.925,-1,3,14,91.5,,False,219.999
4372,16.367,32.035,236.76,573.3431,-1,2,18,72.3,,False,201.999
4376,16.044,24.007,180.89,311.1672,-1,1,29,91.2,,False,129.999
4398,16.252,39.605,290.49,844.5141,-1,2,17,86.0,,False,168.999
4407,14.594,35.094,258.42,671.467,-1,2,15,96.8,,False,102.999
4411,16.192,41.874,307.19,830.6831,-1,2,28,81.0,,False,58.09857038267579
4431,15.936,29.847,221.43,493.3179,-1,1,35,93.1,,False,159.999
4444,16.255,19.974,152.93,225.16,-1,1,23,97.5,,False,116.999
4452,14.776,26.12,195.29,381.2821,-1,2,16,100.0,,False,34.0752395092953
4456,0.376,25.962,193.78,398.8897,-1,1,30,97.1,,False,3.988232859069228
4460,11.633,19.002,144.78,243.03,-1,1,18,59.7,,False,98.55766301813763
4470,15.204,34.876,257.82,563.3014,-1,2,22,79.8,,False,114.999
4473,15.326,20.579,157.89,213.1877,-1,1,37,99.0,,False,1.224619065309696
4482,15.534,36.731,269.99,740.5255,-1,2,17,99.8,,False,44.647439821649584
4487,13.587,22.069,167.8,254.2208,-1,1,34,82.6,,False,137.999
4498,0.58,23.702,181.86,215.0332,-1,1,18,99.4,,False,16.406398997186955
4506,4.007,16.521,129.27,159.0572,-1,1,16,96.7,,False,172.77305332731112
4514,7.575,19.021,144.93,244.0259,-1,1,15,44.1,,False,228.999
4538,13.625,21.363,160.61,329.0499,-1,2,17,71.2,,False,413.999
4540,14.64,19.252,145.59,286.04,-1,1,17,47.3,,False,220.999
4542,1.084,29.191,223.62,222.0292,-1,1,18,79.3,,False,178.999
4551,12.54,32.033,245.49,219.0268,-1,1,37,89.5,,False,4.773053327311132
4552,14.593,25.46,191.19,337.2345,-1,1,29,98.9,,False,123.999
4561,12.72,24.325,182.77,335.1895,-1,1,27,98.6,,False,87.74740281202199
4574,16.21,38.959,341.45,59.019,-1,1,21,87.3,,False,62.999
4581,14.694,28.337,248.41,59.0189,-1,1,13,88.0,,False,2.509001058343472
4592,1.698,12.227,97.07,132.8696,-1,1,14,49.2,,False,215.999
4594,16.44,29.488,219.35,451.4523,-1,2,28,97.6,,False,159.999
4629,15.185,19.78,150.86,239.0611,-1,2,21,99.1,,False,181.3044567037265
4662,12.208,18.804,143.25,246.0436,-1,1,15,49.1,,False,194.999
4672,12.644,30.055,222.57,526.2573,-1,2,13,98.2,,False,146.999
4680,9.221,12.228,97.09,132.8696,-1,1,16,55.3,,False,188.999
4697,15.75,16.447,128.6,161.0636,-1,1,31,94.7,,False,118.999
4703,16.23,26.354,230.86,59.0197,-1,1,33,99.3,,False,22.137868059093876
4768,8.417,17.37,133.77,202.038,-1,1,15,43.2,,False,36.03974466706282
4775,14.036,32.133,237.81,540.3309,-1,1,25,90.3,,False,32.089726162249036
4784,15.496,19.988,153.05,225.1602,-1,1,23,97.9,,False,90.999
4791,13.542,32.397,239.5,564.33,-1,2,20,98.2,,False,154.59547902337528
4816,3.748,16.957,131.13,188.9387,-1,1,20,48.5,,False,44.07690090460447
4818,15.287,21.869,165.09,297.046,-1,1,24,99.7,,False,1.693880756826161
4834,8.954,19.008,144.83,244.0264,-1,1,14,88.1,,False,181.999
4835,16.403,30.483,225.79,516.3582,-1,1,16,77.8,,False,177.999
4839,16.17,44.164,323.28,965.6662,-1,2,43,99.0,,False,5.443555234728606
4849,10.813,27.915,206.95,498.2889,-1,2,19,100.0,,False,97.3411807188684
4852,15.243,22.714,172.29,267.2308,-1,1,30,93.0,,False,4.557663018137632
4873,7.149,19.862,156.96,141.0185,-1,1,18,49.3,,False,31.166017940420375
4882,16.392,28.181,210.07,419.3526,-1,1,19,98.2,,False,16.76088783736256
4884,12.65,18.967,145.46,217.0348,-1,1,15,44.0,,False,71.6089640487159
4895,14.919,22.316,169.56,257.2396,-1,1,24,80.9,,False,21.633954796308984
4913,0.367,23.267,190.69,96.9248,-1,1,14,93.6,,False,258.999
4920,1.062,20.073,161.27,116.9753,-1,1,18,77.0,,False,40.52050678059595
4937,14.776,31.243,230.79,583.3079,-1,2,17,90.3,,False,1.4558546759757007
4938,16.041,48.222,352.74,1025.9001,-1,2,35,99.6,,False,75.999
4941,16.349,19.623,150.93,207.1392,-1,1,18,91.2,,False,90.93780237360235
4947,15.529,40.979,300.23,909.5535,-1,3,20,88.6,,False,50.367923224253275
4948,16.164,29.21,217.22,453.3942,-1,2,20,100.0,,False,162.999
4963,12.067,29.915,221.42,538.3189,-1,2,17,100.0,,False,104.51984701289997
4982,16.476,38.795,284.98,766.5194,-1,4,13,90.9,,False,122.999
5002,10.878,22.752,168.77,498.9254,-1,1,19,82.3,,False,195.999
5009,16.227,24.784,186.28,328.3116,-1,1,30,97.6,,False,8.429900593030055
5014,5.802,16.948,131.05,188.9405,-1,1,20,50.4,,False,22.937802373602352
5018,15.114,29.012,214.55,556.8421,-1,1,33,91.5,,False,12.456380492373185
5024,16.436,28.432,211.85,423.4191,-1,1,29,96.4,,False,23.82369459019334
5031,15.628,27.134,202.39,407.2888,-1,1,29,90.3,,False,30.02068897189413
5036,13.316,27.029,201.31,429.2014,-1,1,19,98.3,,False,35.633954796308984
5037,11.62,22.25,170.55,218.0316,-1,1,14,47.2,,False,8.951287398942895
5046,0.363,23.827,177.71,410.7577,-1,1,28,98.3,,False,101.999
5057,0.377,23.092,173.84,314.8913,-1,1,13,77.1,,False,94.26730046618482
5062,16.029,40.07,294.4,764.5246,-1,2,20,85.5,,False,39.633954796308984
5068,16.23,32.684,242.16,519.3703,-1,2,24,97.1,,False,1.2288246932511555
5069,14.465,36.886,282.73,218.0316,-1,1,20,69.2,,False,105.999
5071,15.593,29.134,216.31,487.3035,-1,1,21,87.4,,False,153.999
5080,16.115,20.426,156.28,226.1825,-1,1,23,99.1,,False,90.999
5085,9.946,19.337,152.81,141.0177,-1,1,18,48.5,,False,197.999
5086,13.209,33.623,248.88,540.3098,-1,2,15,79.8,,False,14.292291213777958
5089,15.471,21.178,161.92,228.2045,-1,1,28,94.2,,False,23.178183430368932
5091,0.484,18.491,142.5,199.0582,-1,1,17,76.0,,False,145.999
5094,5.69,19.337,147.27,246.9823,-1,1,17,45.5,,False,172.999
5125,10.663,21.864,167.44,223.0298,-1,1,18,99.2,,False,87.06473541465596
5128,11.728,21.507,161.92,320.0601,-1,2,11,46.3,,False,17.179502965761003
5135,10.999,23.263,173.02,448.9655,-1,1,13,95.2,,False,261.999
5143,16.209,28.656,213.42,430.3373,-1,1,25,96.2,,False,150.999
5150,10.519,21.779,164.35,299.0265,-1,1,18,98.0,,False,129.3314267544077
5152,13.617,27.27,202.38,487.1125,-1,3,17,95.7,,False,513.9013059037568
5154,15.043,33.836,254.34,329.0467,-1,1,18,98.9,,False,301.999
5165,14.106,33.63,248.95,530.3251,-1,1,22,98.9,,False,40.24164995089575
5168,13.636,30.0,222.33,513.3104,-1,2,23,99.1,,False,104.999
5169,11.217,23.133,176.08,247.1719,-1,1,13,72.1,,False,168.999
5175,3.098,17.369,133.77,202.0378,-1,1,13,47.6,,False,200.999
5178,15.77,26.816,196.94,794.9432,-1,1,34,87.5,,False,29.86126667487504
5190,12.768,17.556,133.76,244.0276,-1,1,13,47.1,,False,28.850004873178477
5202,15.779,35.216,308.44,59.0198,-1,1,17,93.5,,False,153.999
5220,5.618,17.377,133.75,203.0355,-1,1,13,49.9,,False,39.0269194094183
5225,12.819,19.908,150.83,274.0605,-1,1,14,45.2,,False,184.999
5227,15.418,19.991,153.05,225.1614,-1,1,24,95.3,,False,132.999
5230,11.617,33.199,244.17,720.3348,-1,2,22,96.7,,False,102.999
5240,8.417,20.623,155.93,286.0414,-1,1,15,46.0,,False,63.28157164597684
5245,15.282,33.214,245.27,591.5733,-1,1,29,96.6,,False,5.152532915079803
5262,8.771,19.55,154.51,141.0177,-1,1,15,43.6,,False,176.999
5269,9.846,19.75,152.93,185.1554,-1,1,17,99.8,,False,146.999
5291,16.149,49.027,358.36,1087.9236,-1,1,33,96.9,,False,39.58265376573076
5295,14.739,21.846,164.88,297.047,-1,2,15,99.5,,False,230.999
5297,6.474,19.31,152.64,141.0176,-1,1,17,46.8,,False,147.999
5335,16.116,23.72,180.97,237.1094,-1,1,28,86.0,,False,129.999
5344,16.025,19.973,152.93,225.1606,-1,1,17,91.8,,False,139.999
5345,13.756,32.5,249.03,219.0283,-1,1,30,98.0,,False,64.17211064228061
5346,0.582,29.571,226.85,215.0331,-1,1,15,78.3,,False,78.999
5348,12.632,25.873,226.79,59.0191,-1,1,15,97.0,,False,95.46986551771374
5359,13.864,38.073,279.76,763.5057,-1,2,18,98.9,,False,40.49419649761086
5367,0.358,24.003,175.64,977.2802,-1,6,24,97.0,,False,126.999
5371,15.921,19.995,153.1,225.1604,-1,1,20,97.9,,False,104.999
5379,16.393,30.304,224.3,537.3793,-1,2,15,88.5,,False,54.98844363648459
5381,15.257,35.824,264.8,573.3956,-1,1,17,84.8,,False,62.999
5384,1.208,22.095,172.98,158.084,-1,1,18,96.7,,False,58.355757734304746
5393,16.431,38.46,282.71,743.5365,-1,2,15,67.9,,False,205.999
5396,15.22,20.102,154.9,199.1724,-1,1,25,92.5,,False,3.556199523043688
5405,15.887,35.37,310.13,59.0187,-1,1,14,97.3,,False,117.77305332731113
5413,16.154,35.895,264.31,681.5271,-1,1,30,97.8,,False,17.054593390716917
5422,14.442,33.106,245.58,494.3245,-1,1,22,97.7,,False,19.848685337786463
5427,1.927,22.124,171.99,174.0319,-1,1,14,99.7,,False,115.40639899718695
5431,5.787,19.43,153.55,141.0183,-1,1,15,46.4,,False,8.672430569242664
5436,7.563,18.966,145.39,218.0305,-1,1,14,41.4,,False,137.999
5437,16.149,33.624,294.82,59.0185,-1,1,19,98.8,,False,163.999
5448,15.867,18.967,146.51,192.1162,-1,1,29,96.9,,False,80.999
5459,9.485,17.345,133.6,202.0384,-1,1,13,42.1,,False,242.999
5463,16.376,19.98,152.98,225.1612,-1,1,19,92.6,,False,143.999
5471,14.583,27.67,205.88,441.2857,-1,1,26,97.6,,False,27.87401318808412
5506,16.155,20.081,153.74,223.0863,-1,1,29,94.4,,False,16.21599943560659
5513,15.768,25.899,194.14,357.2998,-1,1,15,99.4,,False,208.73523732207343
5515,13.621,22.205,166.58,346.0585,-1,1,23,98.6,,False,14.178183430368932
5516,7.388,17.392,133.89,203.0345,-1,1,11,56.6,,False,264.999
5523,13.07,20.599,155.77,285.0458,-1,1,17,67.0,,False,11.608964048715904
5528,1.03,23.954,188.0,153.0234,-1,1,14,86.6,,False,29.469205750017736
5538,14.276,27.616,241.98,59.0195,-1,1,20,99.3,,False,75.999
5540,13.87,18.534,147.14,133.0113,-1,1,36,98.9,,False,37.443555234728606
5551,15.2,23.938,176.9,580.956,-1,1,27,97.5,,False,7.0946498709396195
5567,9.699,19.006,144.89,243.0307,-1,1,12,45.4,,False,15.407058764882976
5568,10.674,18.971,144.49,244.0264,-1,1,13,64.8,,False,45.52050678059598
5583,12.225,17.546,133.73,244.0266,-1,1,12,44.0,,False,17.50834129064748
5593,15.699,39.831,292.24,826.5593,-1,3,19,88.1,,False,306.22965105094676
5613,15.882,44.091,323.12,905.7022,-1,1,29,93.0,,False,22.633295028612963
5615,9.083,18.993,144.74,243.029,-1,1,11,44.9,,False,190.999
5636,12.845,18.529,147.13,133.0097,-1,1,28,98.7,,False,97.999
5638,16.061,19.174,149.24,171.1407,-1,1,32,97.9,,False,42.53201250284852
5641,14.293,28.044,208.36,465.2878,-1,1,15,98.6,,False,25.197625231025796
5650,0.392,25.766,206.66,118.972,-1,1,18,95.1,,False,8.792389624768106
5656,15.251,35.297,261.06,558.3757,-1,1,12,64.0,,False,61.999
5661,15.001,34.751,254.94,839.1223,-1,3,11,98.6,,False,30.013434384077684
5669,14.331,22.116,165.93,347.0579,-1,1,29,97.2,,False,9.355097966608724
5672,14.854,22.692,172.12,267.2335,-1,1,18,91.7,,False,108.999
5684,12.338,25.976,194.13,387.0329,-1,1,14,98.7,,False,290.2409901831997
5695,16.07,29.461,218.55,491.2393,-1,1,22,95.8,,False,20.67177080154667
5702,13.721,46.021,336.18,1121.6829,-1,3,17,88.5,,False,48.355097966608724
5710,15.238,22.271,169.28,257.2397,-1,1,15,98.2,,False,123.999
5720,11.649,23.551,177.74,297.2432,-1,1,17,85.6,,False,118.999
5738,15.397,29.128,216.28,487.3044,-1,1,17,65.0,,False,130.999
5740,16.427,36.9,271.15,750.5109,-1,2,12,68.6,,False,178.999
5750,15.477,39.007,286.38,789.5499,-1,2,16,90.8,,False,138.0384251316708
5765,14.945,42.072,308.16,914.5731,-1,3,20,92.1,,False,81.999
5772,15.475,21.131,161.54,228.2049,-1,1,29,96.5,,False,4.400275113010451
5773,15.919,35.122,307.83,59.0193,-1,1,12,67.4,,False,178.999
5774,13.868,26.474,198.93,330.2518,-1,1,14,83.2,,False,115.84868533778645
5779,6.159,21.006,160.71,225.1502,-1,1,24,97.8,,False,15.519847012899959
5788,16.128,20.092,154.88,199.1701,-1,1,19,96.8,,False,126.999
5794,13.124,25.369,206.22,104.0243,-1,1,19,97.6,,False,38.54444502568845
5807,16.247,28.679,213.47,432.3416,-1,1,22,85.0,,False,97.999
5818,5.397,20.306,154.77,244.0266,-1,1,21,93.8,,False,52.380748481897854
5833,13.458,23.683,178.87,291.2324,-1,1,20,98.8,,False,169.999
5836,16.336,48.292,353.24,1025.8992,-1,2,31,86.5,,False,9.152532915079803
5837,6.579,20.253,153.25,280.9566,-1,1,29,85.6,,False,31.342272708964167
5843,16.084,28.614,213.12,430.3382,-1,1,22,95.1,,False,7.688638732083177
5846,16.347,43.267,316.58,978.5754,-1,2,25,68.3,,False,36.02625964172225
5850,15.383,36.605,269.16,725.4454,-1,1,20,77.1,,False,75.999
5853,11.117,18.963,145.28,219.028,-1,1,11,62.0,,False,305.999
5865,15.064,25.312,189.92,341.2718,-1,1,31,92.3,,False,36.29163144608194
5886,10.748,22.205,165.73,402.0427,-1,1,23,97.1,,False,15.608304281019869
5899,14.121,31.025,229.32,565.2544,-1,2,16,100.0,,False,89.999
5900,11.435,24.474,180.7,598.9199,-1,1,20,77.7,,False,20.59547902337529
5902,15.975,19.962,152.83,225.1621,-1,1,18,78.7,,False,136.999
5914,3.52,34.411,263.72,218.9928,-1,1,26,98.8,,False,30.582653765730754
5918,14.009,34.07,252.0,554.3244,-1,2,16,97.6,,False,170.999
5920,8.128,18.39,140.55,231.0494,-1,1,11,59.3,,False,156.999
5966,16.279,48.19,352.41,1025.9068,-1,2,28,67.9,,False,83.999
5968,12.466,21.534,162.1,318.0665,-1,1,28,89.4,,False,89.999
5974,15.846,42.651,312.16,952.5637,-1,2,18,79.4,,False,124.999
5977,14.873,40.051,293.62,871.5361,-1,3,12,87.6,,False,127.999
5995,15.499,35.136,259.12,636.4258,-1,2,18,92.2,,False,184.999
5998,8.959,20.247,153.22,280.9544,-1,1,32,92.2,,False,70.999
6007,13.795,29.574,219.26,503.2408,-1,1,15,92.9,,False,129.3935737395424
6009,14.727,26.623,199.65,349.2522,-1,1,23,98.9,,False,6.827590511104518
6018,9.729,21.667,160.83,480.9364,-1,1,16,85.6,,False,135.999
6024,1.092,27.856,208.86,351.1322,-1,1,15,89.8,,False,146.999
6030,15.676,34.155,253.03,522.4894,-1,2,14,100.0,,False,76.999
6034,13.723,44.303,324.06,1019.615,-1,2,16,81.2,,False,18.50702175525541
6056,15.304,24.515,183.41,373.0452,-1,1,14,99.4,,False,89.861510595431
6067,10.17,22.239,165.11,480.9376,-1,1,15,97.3,,False,139.999
6069,15.214,17.354,133.61,201.0413,-1,1,17,89.5,,False,109.999
6074,0.386,31.235,245.65,148.983,-1,1,13,93.0,,False,13.684596059191207
6089,1.926,22.129,171.98,174.0325,-1,1,13,99.9,,False,88.29229121377796
6097,14.863,24.463,184.0,325.182,-1,1,23,74.1,,False,19.63329502861297
6102,16.279,29.074,215.82,487.3057,-1,1,17,79.1,,False,142.999
6105,14.382,18.178,139.99,202.0284,-1,1,24,96.2,,False,20.69676154913975
6106,13.136,26.705,204.69,218.0307,-1,1,21,98.0,,False,88.999
6110,15.063,29.978,222.39,489.3068,-1,2,22,87.6,,False,33.24714599471028
6121,0.378,25.925,193.58,396.8927,-1,1,17,97.0,,False,99.83061995960597
6133,3.003,22.221,167.04,331.0224,-1,1,14,98.7,,False,146.999
6135,15.642,25.886,190.31,744.9459,-1,1,21,93.3,,False,68.35509796660872
6139,9.212,20.699,163.57,141.0177,-1,1,13,45.3,,False,124.999
6149,15.138,19.98,152.98,225.1604,-1,1,19,73.4,,False,101.999
6159,12.82,24.146,181.55,324.1567,-1,1,29,76.4,,False,12.000609126433147
6172,14.366,40.602,297.77,845.6131,-1,2,20,96.9,,False,3.962793121195432
6177,16.22,26.804,196.85,794.9432,-1,1,21,99.2,,False,7.722412064428866
6180,14.862,28.078,208.18,508.8621,-1,1,24,84.4,,False,14.70958680678433
6188,15.967,46.343,338.98,1037.685,-1,2,32,97.0,,False,13.63329502861297
6190,15.985,36.437,268.16,695.5404,-1,2,21,82.0,,False,115.999
6192,14.571,27.519,205.15,419.3001,-1,1,14,93.3,,False,156.999
6198,16.124,37.434,275.03,764.5157,-1,2,14,68.8,,False,224.999
6218,9.749,19.322,152.6,141.0208,-1,1,14,46.1,,False,166.999
6229,16.307,43.175,316.02,978.5695,-1,2,21,75.5,,False,87.60830428101985
6231,12.798,21.483,161.66,318.0686,-1,1,29,99.5,,False,23.342272708964167
6240,15.869,31.946,236.06,574.3439,-1,1,25,99.4,,False,84.999
6247,16.255,40.974,300.37,869.6091,-1,2,21,90.9,,False,5.2288246932511555
6290,15.914,29.84,221.38,493.3191,-1,1,25,84.8,,False,35.88650134302413
6299,8.079,19.673,155.41,141.0199,-1,1,12,51.8,,False,138.999
6303,0.393,29.719,218.72,690.8884,-1,1,18,88.4,,False,17.57048827578221
6307,16.364,35.926,268.14,401.0852,-1,1,17,97.8,,False,74.9256368836538
6327,13.839,26.02,228.14,59.0188,-1,1,14,98.6,,False,481.999
6330,14.206,30.612,226.62,541.2492,-1,1,17,86.3,,False,134.999
6335,15.283,27.949,208.36,423.3441,-1,1,17,99.1,,False,79.999
6338,16.035,26.031,193.2,485.0683,-1,1,20,98.6,,False,76.22948446094719
6342,13.729,44.813,327.65,1043.6175,-1,2,12,77.3,,False,143.45638049237317
6352,11.7,18.526,147.1,133.0119,-1,1,25,87.4,,False,55.999
6359,13.725,46.491,339.46,1145.6858,-1,3,12,82.3,,False,78.89932660066867
6368,15.732,38.149,280.03,810.5117,-1,2,12,88.9,,False,129.999
6374,2.859,20.976,165.78,141.0174,-1,1,12,44.0,,False,158.999
6380,3.425,20.829,158.78,241.0724,-1,1,17,99.7,,False,7.747402812021988
