SampleName,Compound,Heavy_Halogen_Presence,r_CF2,m_over_Cm,md_over_Cm,Predicted_F_per_C,RT,DT,CCS,Peak_mz,m/z,Peak_intensity
NIST SRM-1957 7.d.DeMP,41.0,No,0.00021684612737230634,0.0050829307861975795,0.0002168395080908974,1.84,10.231,22.3491916656494,165.968021813702,500.92397,498.92794,489.0
NIST SRM-1957 7.d.DeMP,97.0,No,0.004453117023552062,0.004462142083903428,0.004453116775152864,2.24,9.55,18.633581161499,139.785901628743,368.97439,368.97439,3915.0
NIST SRM-1957 7.d.DeMP,97.0,No,0.004453117023552062,0.004462142083903428,0.004453116775152864,2.24,9.55,18.633581161499,139.785901628743,369.97828,368.97439,254.0
NIST SRM-1957 7.d.DeMP,361.0,No,0.0033760614917176593,0.0014652795325824784,-0.0033760614563864816,1.69,9.609,21.4680919647217,159.924596329036,448.93046,448.93046,1098.0
NIST SRM-1957 7.d.DeMP,361.0,No,0.0033760614917176593,0.0014652795325824784,-0.0033760614563864816,1.69,9.609,21.4680919647217,159.924596329036,449.93694,448.93046,101.0
NIST SRM-1957 8.d.DeMP,12.0,No,0.001786855954377944,0.003089057480865428,-0.0017868556576967854,1.95,10.406,22.7355995178223,168.408414348362,498.9251,498.9251,17607.0
NIST SRM-1957 8.d.DeMP,12.0,No,0.001786855954377944,0.003089057480865428,-0.0017868556576967854,1.95,10.406,22.7355995178223,168.408414348362,499.92704,498.9251,1652.0
NIST SRM-1957 8.d.DeMP,12.0,No,0.001786855954377944,0.003089057480865428,-0.0017868556576967854,1.95,10.406,22.7355995178223,168.408414348362,500.92,498.9251,808.0
NIST SRM-1957 8.d.DeMP,40.0,No,0.0007844558540209972,0.005817318820141446,-0.000784453457366766,2.03,8.469,20.1995391845703,150.693878842855,398.93283,398.93283,7661.0
NIST SRM-1957 8.d.DeMP,40.0,No,0.0007844558540209972,0.005817318820141446,-0.000784453457366766,2.03,8.469,20.1995391845703,150.693878842855,399.9345,398.93283,505.0
NIST SRM-1957 8.d.DeMP,40.0,No,0.0007844558540209972,0.005817318820141446,-0.000784453457366766,2.03,8.469,20.1995391845703,150.693878842855,400.93394,398.93283,561.0
NIST SRM-1957 8.d.DeMP,42.0,No,0.00037821202169266465,0.0057239221459447,0.0003782072090638706,2.23,10.153,22.3464241027832,165.537487684632,498.92516,498.92516,7441.0
NIST SRM-1957 8.d.DeMP,42.0,No,0.00037821202169266465,0.0057239221459447,0.0003782072090638706,2.23,10.153,22.3464241027832,165.537487684632,499.92638,498.92516,616.0
NIST SRM-1957 8.d.DeMP,42.0,No,0.00037821202169266465,0.0057239221459447,0.0003782072090638706,2.23,10.153,22.3464241027832,165.537487684632,500.92073,498.92516,368.0
NIST SRM-1957 8.d.DeMP,75.0,Cl0_Br1,0.01660498891768711,-0.005039734709096326,-0.01660498883270955,1.02,6.325,17.9363307952881,136.621376547724,244.90591,244.90591,4089.0
