m/C,MD/C
65.0651188856311,-0.003401424172875652
64.80054066359503,-0.003266705514558121
64.78018301163875,-0.0032564506127866315
64.53596244155896,-0.003135126607354496
64.45161988332089,-0.0030940843546443837
64.2713842195229,-0.003007288494129326
64.11144146212843,-0.002931718096502136
64.00680599748685,-0.0028826154652837437
63.761070530787386,-0.0027693518383598917
63.74222777545078,-0.0027606940677079653
63.47764955341472,-0.0026381470892521044
63.40979216444692,-0.002606985580217644
63.21307133137866,-0.0025166358086556066
63.05373289712594,-0.0024446193220753996
62.94849310934259,-0.0023968592015628904
62.69154242306415,-0.002282253063933152
62.68391488730653,-0.0022788233950364815
62.41933666527048,-0.002158465434384583
62.33318169968855,-0.0021198868057909076
62.154758443234414,-0.0020390404238400618
61.97141633326197,-0.00195752054764866
61.89018022119835,-0.0019208203692758752
61.625601999162285,-0.0018028475338242441
61.60847618414736,-0.001795154289506412
61.36102377712622,-0.0016818289043625775
61.252316523010926,-0.0016327880313641678
61.096445555090156,-0.0015608327306987125
60.89821365566448,-0.00147042177322192
60.83186733305409,-0.001439351431133551
60.567289111018034,-0.0013158097344966248
60.55093510844185,-0.0013080555150796758
60.30271088898198,-0.0011870619708132424
60.217907402325075,-0.001145689256937428
60.03813266694591,-0.0010553372915410439
59.89564573647789,-0.0009833229987951837
59.773554444909855,-0.000919671441871989
59.5860952675483,-0.000820956740652936
59.508976222873784,-0.0007790490182238148
59.29034004714619,-0.0006585904825106882
59.24439800083772,-0.0006324864480496001
59.008535422737815,-0.0004962242243684439
58.97981977880166,-0.0004791458279106796
58.73998586015357,-0.0003338579662261962
58.715241556765605,-0.0003184719778402845
58.483322866979,-0.0001714917080839519
58.45066333472954,-0.0001503329072788747
58.23672344823349,-9.125449941704139e-06
58.186085112693476,2.486811389362766e-05
57.998117823349546,0.00015324080820054362
57.92150689065741,0.00020614589597068867
57.76535529796848,0.0003156070663427879
57.656928668621354,0.00039198079060723744
57.53631801845458,0.00047797332448503566
57.39235044658529,0.0005804655376294285
57.308987325827786,0.0006403395826272799
57.12777222454923,0.0007695255802231734
57.08147514598521,0.0008027058407695277
56.86319400251317,0.0009571622669596404
56.85203485657128,0.000965072098911772
56.62096062131362,0.0011274383570540197
56.598615780477104,0.0011428449338557428
56.38527083190634,0.0012898046151962677
56.33403755844104,0.0013241884583320585
56.14257070183555,0.0014521708733385118
56.06945933640499,0.0014997278319665384
55.89177579199338,0.0016145371314807593
55.80488111436891,0.0016691795065301657
55.63205216621172,0.0017769033896230038
55.54030289233286,0.001832623721611263
55.36284834531995,0.0019392696477652516
55.275724670296796,0.0019903914006268193
55.08392413866026,0.002101635905907496
55.01114644826073,0.0021429628333383566
54.795364433053535,0.0022640021640497436
54.74656822622467,0.0022908869302553816
54.49756575494528,0.0024263684221919914
54.4819900041886,0.0024347218913956994
54.217411782152546,0.0025757264663830923
54.192725026173406,0.0025887346803342356
53.95283356011649,0.002714246134735237
53.88131510230119,0.0027511009384764834
53.688255338080424,0.002850216586609139
53.56312978285261,0.0029134671966187277
53.42367711604436,0.002983927550519357
53.23880298237013,0.0030758334547609754
53.159098894008295,0.003115563214036195
52.90871670055982,0.003238199712903223
52.89452067197223,0.00324519258810694
52.62994244993617,0.003374149559931015
52.57451929344179,0.0034005659710454675
52.365364227900116,0.0035013494914773397
52.23392304942146,0.0035629322291877152
52.10078600586405,0.0036261587432287624
51.8851499085837,0.0037252984873299595
51.83620778382799,0.0037481661255490697
51.57162956179192,0.0038677825339898907
51.52582512354381,0.0038876647454722073
51.30705133975586,0.003984661466992837
51.151628727975066,0.0040500310036144516
51.0424731177198,0.004097062795040937
50.777894895683744,0.0042045012506739775
50.75712428784522,0.004212397261756699
50.51331667364768,0.004307925840844723
50.32823873432785,0.004374763519898947
50.248738451611615,0.004404468172780716
49.98416022957555,0.004494648747812717
49.845092701168554,0.004537129778041191
49.71958200753949,0.004577113308864422
49.455003785503436,0.004651080746699242
49.252497262979105,0.004699496036183439
49.190425563467365,0.004715118249820447
48.92584734143131,0.0047690718769310345
48.66126911939524,0.0048104295342351385
48.39669089735918,0.004837987892781088
48.132112675323114,0.00485026637830271
47.86753445328705,0.004845717441978829
47.60295623125099,0.004823062377129216
47.338378009214935,0.004781735913093697
47.07379978717887,0.004722342337905918
46.99181705711537,0.004699496036183439
46.809221565142806,0.004650735349981701
46.54464334310674,0.004570454486466096
46.44221299493484,0.004537129778041191
46.28006512107068,0.004488761683143464
46.01548689903462,0.0044079590989317945
45.90762849844077,0.004374763519898947
45.75090867699856,0.004330868617614744
45.4863304549625,0.004255780374790647
45.33791671906531,0.004212397261756699
45.221752232926434,0.004180579353407755
44.95717401089037,0.004103092973731678
44.79283041516048,0.0040500310036144516
44.69259578885431,0.00401826181769658
44.42801756681825,0.003923015266593362
44.34202681140434,0.0038876647454722073
44.16343934478219,0.0038121108746169315
43.987026222363,0.0037252984873299595
43.898861122746126,0.0036794101092171077
43.70319155980381,0.0035629322291877152
43.63428290071006,0.003518490679809122
43.47043880101845,0.0034005659710454675
43.369704678674,0.00332032446129198
43.27480689476724,0.003238199712903223
43.10813397780285,0.0030758334547609754
43.10512645663794,0.0030726333700784843
42.96228368400397,0.0029134671966187277
42.840548234601876,0.002758234569927908
42.835056270783426,0.0027511009384764834
42.718023943338785,0.0025887346803342356
42.61176848558647,0.0024263684221919914
42.57597001256582,0.0023689261368777855
42.508644178182934,0.0022640021640497436
42.40708691631124,0.002101635905907496
42.311391790529754,0.0019468402110421079
42.30645649915335,0.0019392696477652516
42.19839398626968,0.0017769033896230038
42.09059282935887,0.0016145371314807595
42.04681356849369,0.0015483339893474519
41.9806848546442,0.0014521708733385118
41.8745265797406,0.0012898046151962675
41.782235346457625,0.0011330338845969214
41.77890792188445,0.00112743835705402
41.69326868952352,0.000965072098911772
41.624499027353835,0.0008027058407695277
41.57246204341721,0.0006403395826272799
41.53589315682371,0.00047797332448503566
41.51765712442157,0.0003507374008309617
41.51249689096797,0.0003156070663427879
41.499732174291374,0.0001532408082005436
41.496438102950194,-9.125449941704139e-06
41.50053415047767,-0.0001714917080839519
41.5102249113251,-0.0003338579662261962
41.51765712442157,-0.00042132403723260425
41.52346467944388,-0.0004962242243684439
41.538724142569706,-0.0006585904825106882
41.556181224407865,-0.000820956740652936
41.57590466453604,-0.0009833229987951837
41.5985422794784,-0.001145689256937428
41.62531370192312,-0.0013080555150796758
41.6579408075818,-0.00147042177322192
41.69851565442735,-0.0016327880313641678
41.74933525793878,-0.001795154289506412
41.782235346457625,-0.0018801952000473453
41.80982722419934,-0.00195752054764866
41.880712844345524,-0.0021198868057909076
41.96716644538705,-0.002282253063933152
42.04681356849369,-0.0024073852195731615
42.068916517211626,-0.0024446193220753996
42.180892511268986,-0.002606985580217644
42.311391790529754,-0.002768243635510671
42.3122360559831,-0.0027693518383598917
42.450834265690844,-0.002931718096502136
42.57597001256582,-0.0030600942937660277
42.607449182195396,-0.0030940843546443837
42.77333279426778,-0.0032564506127866315
42.84054823460188,-0.0033163069401752118
42.9508832734186,-0.0034188168709288758
43.10512645663794,-0.0035494784859505103
43.14116242286216,-0.0035811831290711235
43.33920508623886,-0.003743549387213368
43.369704678674005,-0.0037671877334323504
43.54330488845298,-0.0039059156453556156
43.63428290071006,-0.003974434441615065
43.75553570933033,-0.004068281903497862
43.898861122746126,-0.004173810857035718
43.9741927087987,-0.004230648161640108
44.16343934478219,-0.004367657954835214
44.1977033520896,-0.004393014419782354
44.42422749256043,-0.0045553806779246
44.428017566818255,-0.004558068822137827
44.649105207144,-0.004717746936066847
44.69259578885431,-0.004748580882731661
44.87505282690671,-0.004880113194209093
44.95717401089037,-0.0049385563573918125
45.100967083963326,-0.005042479452351339
45.221752232926434,-0.005129072474951944
45.325941716940136,-0.0052048457104935855
45.4863304549625,-0.005321009946227535
45.54927652791717,-0.0053672119686358315
45.75090867699856,-0.005515049731329259
45.77047945203882,-0.0055295782267780775
45.98602419013917,-0.005691944484920325
46.01548689903462,-0.005714450487464899
46.19642722600083,-0.005854310743062571
46.280065121070685,-0.005919226285456925
46.40424446889564,-0.006016677001204817
46.54464334310674,-0.0061272451612674654
46.60975026807053,-0.006179043259347063
46.809221565142806,-0.006338092678246003
46.81334295928689,-0.006341409517489309
47.0081925721132,-0.006503775775631555
47.07379978717887,-0.0065584589004433315
47.20179739554443,-0.006666142033773803
47.338378009214935,-0.006780434455931959
47.39534240910568,-0.006828508291916049
47.587747967027546,-0.006990874550058295
47.60295623125099,-0.007003998672865817
47.77437188551202,-0.007153240808200541
47.86753445328706,-0.007232981195154099
47.96326923872755,-0.007315607066342787
48.132112675323114,-0.007458478477006763
48.15496834409042,-0.007477973324485033
48.34390276703685,-0.00764033958262728
48.39669089735918,-0.007685105954843773
48.534071479919945,-0.007802705840769527
48.66126911939524,-0.007908506996036516
48.728614829348956,-0.007965072098911773
48.92584734143131,-0.008126018429910198
48.92756941462212,-0.008127438357054019
49.12319308751835,-0.008289804615196265
49.190425563467365,-0.00834388329965863
49.323285944691875,-0.008452170873338511
49.45500378550343,-0.00855627927768438
49.52765430638851,-0.008614537131480757
49.71958200753949,-0.008764089433389086
49.735770551026384,-0.008776903389623005
49.94230052104272,-0.00893926964776525
49.98416022957555,-0.008971538690842508
50.14969954433528,-0.009101635905907497
50.248738451611615,-0.009177519714096903
50.35933564109386,-0.009264002164049743
50.51331667364768,-0.009381709702207775
50.57052048758556,-0.009426368422191989
50.777894895683744,-0.00958504448722431
50.7826158757197,-0.009588734680334235
50.989444822333645,-0.00975110093847648
51.04247311771981,-0.00979205947939832
51.19595021181948,-0.009913467196618729
51.30705133975586,-0.009999919797089682
51.40236885972388,-0.010075833454760975
51.57162956179192,-0.010208642007797208
51.608474626433804,-0.01023819971290322
51.81183031410357,-0.010400565971045467
51.836207783827994,-0.010420016668637407
52.01121414925732,-0.010562932229187713
52.10078600586405,-0.010634932708333182
52.21083027511694,-0.010725298487329959
52.365364227900116,-0.010850137852145359
52.41093180902978,-0.010887664745472207
52.610254738650795,-0.011050031003614453
52.62994244993617,-0.011065986901424303
52.80725925769549,-0.011212397261756699
52.89452067197223,-0.011282788276059802
53.00673668625454,-0.011374763519898945
53.159098894008295,-0.011496516314709299
53.209262491414194,-0.01153712977804119
53.414860128710664,-0.011699496036183437
53.42367711604436,-0.011706350251565151
53.62166641923801,-0.011861862294325683
53.688255338080424,-0.01191249034539029
53.834226681144195,-0.01202422855246793
53.95283356011649,-0.012112035330908563
54.05324238527131,-0.012186594810610176
54.217411782152546,-0.012304461376221602
54.27945400648758,-0.012348961068752422
54.4819900041886,-0.012489474852746183
54.513655323691964,-0.012511327326894668
54.74656822622467,-0.01266697664907866
54.75671993141309,-0.012673693585036915
55.00956756138379,-0.012836059843179162
55.01114644826073,-0.012837047911413872
55.2735016315013,-0.012998426101321407
55.275724670296796,-0.012999759372378496
55.54030289233286,-0.013155221357029139
55.550032637919564,-0.013160792359463654
55.80488111436892,-0.013303697684872561
55.84074592552759,-0.0133231586176059
56.069459336404975,-0.013445217281473954
56.14805532802983,-0.013485524875748146
56.33403755844104,-0.013579774575914938
56.47496071143121,-0.013647891133890394
56.598615780477104,-0.01370725329696407
56.82537999206702,-0.013810257392032638
56.86319400251317,-0.013827409048607863
57.12777222454923,-0.013941858746041948
57.20340339991297,-0.013972623650174886
57.39235044658529,-0.01404995219166932
57.61736177973006,-0.014134989908317132
57.656928668621354,-0.01415012679483009
57.92150689065741,-0.014245363706188507
58.079574957768116,-0.014297356166459378
58.18608511269348,-0.014333133370539338
58.45066333472954,-0.014414755207436902
58.611956637072595,-0.014459722424601622
58.715241556765605,-0.014489406269009148
58.979819778801655,-0.014558164115092444
59.24439800083773,-0.014618578689008581
59.26172224898644,-0.01462208868274387
59.508976222873784,-0.014674373263312904
59.77355444490985,-0.0147221984511169
60.03813266694591,-0.014762270940831476
60.21821334228768,-0.014784454940886118
60.302710888981984,-0.014795443973660435
