SampleName,Compound,Heavy_Halogen_Presence,r_CF2,m_over_Cm,md_over_Cm,Predicted_F_per_C,RT,DT,CCS,Peak_mz,m/z,Peak_intensity
131 1673 - Serum.d.DeMP,19.0,Cl0_Br1,0.016275926900521338,-0.0049407010167738736,-0.016275926817199488,1.02,6.382,17.8609657287598,136.77685546875,249.90419,244.90812,842.0
131 1673 - Serum.d.DeMP,19.0,Cl0_Br1,0.016275926900521338,-0.0049407010167738736,-0.016275926817199488,1.02,6.382,17.8609657287598,136.77685546875,250.89842,244.90812,965.0
131 1673 - Serum.d.DeMP,51.0,No,0.0011063575304926137,0.005647950547759475,0.0011063559286712413,2.44,10.029,22.1778259277344,165.274383544922,498.93105,498.93105,20056.0
131 1673 - Serum.d.DeMP,51.0,No,0.0011063575304926137,0.005647950547759475,0.0011063559286712413,2.44,10.029,22.1778259277344,165.274383544922,499.93262,498.93105,1666.0
131 1673 - Serum.d.DeMP,51.0,No,0.0011063575304926137,0.005647950547759475,0.0011063559286712413,2.44,10.029,22.1778259277344,165.274383544922,500.92655,498.93105,771.0
131 1673 - Serum.d.DeMP,266.0,No,0.002833630720292567,0.008688709775231021,0.002833629240179346,2.2,9.464,21.3678436279297,159.737197875977,448.93282,448.93282,2554.0
131 1673 - Serum.d.DeMP,266.0,No,0.002833630720292567,0.008688709775231021,0.002833629240179346,2.2,9.464,21.3678436279297,159.737197875977,449.93318,448.93282,168.0
131 1673 - Serum.d.DeMP,266.0,No,0.002833630720292567,0.008688709775231021,0.002833629240179346,2.2,9.464,21.3678436279297,159.737197875977,450.93036,448.93282,86.0
131 1673 - Serum.d.DeMP,398.0,Cl2_Br0,0.013188403533426506,-0.005957282912191898,-0.013188403383929766,0.99,5.914,17.052677154541,131.322280883789,220.93935,220.93935,1970.0
131 1673 - Serum.d.DeMP,398.0,Cl2_Br0,0.013188403533426506,-0.005957282912191898,-0.013188403383929766,0.99,5.914,17.052677154541,131.322280883789,221.94207,220.93935,151.0
131 1673 - Serum.d.DeMP,398.0,Cl2_Br0,0.013188403533426506,-0.005957282912191898,-0.013188403383929766,0.99,5.914,17.052677154541,131.322280883789,222.93642,220.93935,1220.0
131 1673 - Serum.d.DeMP,545.0,No,0.011826103156152207,0.0012183429331867304,-0.011826103149179121,1.68,4.866,17.2190208435059,131.04150390625,278.9139,278.9139,1329.0
131 1673 - Serum.d.DeMP,545.0,No,0.011826103156152207,0.0012183429331867304,-0.011826103149179121,1.68,4.866,17.2190208435059,131.04150390625,279.91736,278.9139,77.0
134 1894 - Serum.d.DeMP,19.0,Cl0_Br1,0.01616512573839546,-0.00408270717678481,-0.016165125681109935,1.03,6.382,17.8609657287598,136.77685546875,244.90804,244.90804,30080.0
134 1894 - Serum.d.DeMP,19.0,Cl0_Br1,0.01616512573839546,-0.00408270717678481,-0.016165125681109935,1.03,6.382,17.8609657287598,136.77685546875,245.91031,244.90804,2175.0
134 1894 - Serum.d.DeMP,19.0,Cl0_Br1,0.01616512573839546,-0.00408270717678481,-0.016165125681109935,1.03,6.382,17.8609657287598,136.77685546875,246.90523,244.90804,29068.0
134 1894 - Serum.d.DeMP,19.0,Cl0_Br1,0.01616512573839546,-0.00408270717678481,-0.016165125681109935,1.03,6.382,17.8609657287598,136.77685546875,247.90732,244.90804,2205.0
134 1894 - Serum.d.DeMP,19.0,Cl0_Br1,0.01616512573839546,-0.00408270717678481,-0.016165125681109935,1.03,6.382,17.8609657287598,136.77685546875,248.90197,244.90804,8511.0
134 1894 - Serum.d.DeMP,19.0,Cl0_Br1,0.01616512573839546,-0.00408270717678481,-0.016165125681109935,1.03,6.382,17.8609657287598,136.77685546875,249.90386,244.90804,572.0
134 1894 - Serum.d.DeMP,19.0,Cl0_Br1,0.01616512573839546,-0.00408270717678481,-0.016165125681109935,1.03,6.382,17.8609657287598,136.77685546875,250.89813,244.90804,663.0
134 1894 - Serum.d.DeMP,50.0,No,0.0047081448866771215,0.009897111177294964,0.004708143730845354,2.64,10.029,22.1778259277344,165.274383544922,498.93087,498.93087,11737.0
134 1894 - Serum.d.DeMP,50.0,No,0.0047081448866771215,0.009897111177294964,0.004708143730845354,2.64,10.029,22.1778259277344,165.274383544922,499.93213,498.93087,819.0
