,Name,Classification Type,CCS,RT,m/z,ID,Average Abundance,Detection Frequency (%)
181,"3,3,4,4,5,5,6,6,6-Nonafluoro-2-hydroxy-N,N~2~-dimethylnorleucinamide or 4,4'-(1,2,2,3,3,3-Hexafluoropropane-1,1-diyl)diphenol or 4-[1,1,2,2,3,3-hexafluoro-3-(4-hydroxyphenyl)propyl]phenol or Bisphenol AF",tentative,160.83363636363637,1.2372727272727273,335.04802727272727,15925.0,100.0,100.0
182,"4,4'-(1,2,2,3,3,3-Hexafluoropropane-1,1-diyl)diphenol or 4-[1,1,2,2,3,3-hexafluoro-3-(4-hydroxyphenyl)propyl]phenol or Bisphenol AF",tentative,172.04,6.664,335.05330000000004,16869.0,100.0,100.0
183,"4,4'-(1,2,2,3,3,3-Hexafluoropropane-1,1-diyl)diphenol or 4-[1,1,2,2,3,3-hexafluoro-3-(4-hydroxyphenyl)propyl]phenol or Bisphenol AF",tentative,165.595,9.739,335.0521,8709.0,100.0,100.0
184,"4-(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)aniline",tentative,174.24,12.161,338.063,53156.0,100.0,100.0
185,"4-Methyl-5,7-dinitro-2-(pentafluoroethyl)-1H-benzimidazole",tentative,172.47,3.997,339.0179,16967.0,100.0,100.0
186,"2,2-Difluoro-3-(nonafluorobutoxy)propanoic acid",tentative,136.17000000000002,8.220500000000001,342.98105,65216.0,100.0,100.0
187,7H-Perfluoroheptanamide,tentative,159.39,15.676,343.9931,78888.0,100.0,100.0
188,7H-Perfluoroheptanamide,tentative,159.24906249999998,1.6452187500000002,343.9957094,26079.0,100.0,100.0
189,7H-Perfluoroheptanamide,tentative,159.25666666666666,2.958,343.9956666666667,64608.0,100.0,100.0
190,7H-Perfluoroheptanamide,tentative,162.0666666666667,1.727666666666667,343.9955,84849.0,100.0,100.0
191,"2-Propanone, hexafluoro-, 2-(2,4-dinitrophenyl)hydrazone or 4-Chloro-3-(heptafluoropropyl)-5-phenylpyrazole",tentative,159.29,0.532,345.0037,87348.0,100.0,100.0
192,"3,3,4,4,5,5,6,6,7,7,8,8-DODECAFLUORO-2-OCTANOL or 3,3,4,4,5,5,6,6,7,7,8,8-Dodecafluorooctan-1-ol",tentative,167.00333333333333,1.6986666666666668,345.0153666666667,36040.0,100.0,100.0
193,"Ethyl 2-amino-8-(pentafluoroethyl)-3H-1-benzazepine-4-carboxylate or N-[3-(Dimethylamino)propyl]-2,2,3,3,4,4,5,5,5-nonafluoropentanamide",tentative,173.79,0.691,347.0804,61541.0,100.0,100.0
194,"2,2'-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)azanediyl]di(ethan-1-ol)",tentative,170.33,8.867,350.0814,93815.0,100.0,100.0
195,"2-Bromo-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-methylaniline",tentative,150.62,8.04,351.9599,6397.0,100.0,100.0
196,2-(heptafluoropropyl)-6-(trifluoromethyl)-1H-benzimidazole,tentative,150.57,8.03,353.0161,71568.0,100.0,100.0
197,"4,5,6,7-Tetrafluoro-3-(heptafluoropropyl)-1H-indazole",tentative,150.54,8.038,356.9876,64906.0,100.0,100.0
198,"4,5-Pentanedione, 2-hydroxy-5-(p-nitrophenyl)-1,1,1-trifluoro-2-(trifluoromethyl)-",tentative,177.4,12.177,358.0165,74750.0,100.0,100.0
199,"5-Chloro-7-(dihydroxymethylidene)-3-(pentafluoroethyl)-3H-2-benzopyran-6,8(4H,7H)-dione",tentative,154.39,1.6760000000000002,358.9751,66384.0,100.0,100.0
200,"2-[2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)propoxy]ethan-1-ol",tentative,176.94,12.995,359.0112,92386.0,100.0,100.0
201,"2-[2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)propoxy]ethan-1-ol",tentative,177.63,0.563,359.0151,54282.0,100.0,100.0
202,"2,3,3,4,4,5,5,6,6,7,7,7-Dodecafluoro-2-hydroxyheptanoic acid or 2,3,5,6-Tetrafluoro-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzoic acid",tentative,154.15,1.525,360.973,94690.0,100.0,100.0
203,"5-Chloro-6,8-dihydroxy-3-(pentafluoroethyl)-3,4-dihydro-1H-2-benzopyran-7-carboxylic acid",tentative,175.04,9.942,360.9911,85782.0,100.0,100.0
204,"2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoroheptanimidamide",tentative,175.44,3.994,361.0009,66326.0,100.0,100.0
205,N-[3-Borono-4-(heptafluoropropyl)phenyl]glycinamide or N-[5-Borono-2-(heptafluoropropyl)phenyl]glycinamide,tentative,175.125,1.6345,361.0624,17717.0,100.0,100.0
206,"2,2,4,4,5,5,5-Heptafluoro-3,3-bis(trifluoromethyl)pentanoic acid or Perfluoro-5-(trifluoromethyl)hexanoic acid or Perfluoroheptanoic acid",tentative,167.83,6.915,362.9716,47215.0,100.0,100.0
207,"2,2,4,4,5,5,5-Heptafluoro-3,3-bis(trifluoromethyl)pentanoic acid or Perfluoro-5-(trifluoromethyl)hexanoic acid or Perfluoroheptanoic acid",tentative,167.54,5.45,362.9729,61620.0,100.0,100.0
208,"2-{2-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)sulfanyl]ethoxy}ethan-1-ol",tentative,179.38,3.976333333333333,367.0392,61817.0,100.0,100.0
209,"4,4'-(1,1,1,3,3,3-Hexafluoropropane-2,2-diyl)bis(2-fluorophenol)",tentative,171.93,1.747,371.029,24452.0,100.0,100.0
210,"N'-[(2Z)-5,5,6,6,7,7,7-Heptafluoro-4-oxohept-2-en-2-yl]benzohydrazide",tentative,178.22,12.737333333333334,371.0645333333334,49357.0,100.0,100.0
211,"N'-[(2Z)-5,5,6,6,7,7,7-Heptafluoro-4-oxohept-2-en-2-yl]benzohydrazide",tentative,177.9358823529412,14.998117647058825,371.0670823529412,32463.0,100.0,100.0
212,"3-Benzamido-N-(2,2,3,3,3-pentafluoropropyl)benzamide",tentative,180.03,5.46,371.0812,94851.0,100.0,100.0
213,"(3Z)-1,1,1,7,7,7-Hexafluoro-2,6-bis(trifluoromethyl)hept-3-ene-2,6-diol",tentative,179.3,8.547,373.0075,82045.0,100.0,100.0
214,"(3Z)-1,1,1,7,7,7-Hexafluoro-2,6-bis(trifluoromethyl)hept-3-ene-2,6-diol",tentative,178.62400000000002,10.7054,373.0091,66041.0,100.0,100.0
215,"(3Z)-1,1,1,7,7,7-Hexafluoro-2,6-bis(trifluoromethyl)hept-3-ene-2,6-diol",tentative,178.995,12.3785,373.009,73796.0,100.0,100.0
216,"(3Z)-1,1,1,7,7,7-Hexafluoro-2,6-bis(trifluoromethyl)hept-3-ene-2,6-diol",tentative,178.66750000000002,9.70625,373.009675,36186.0,100.0,100.0
217,"(3Z)-1,1,1,7,7,7-Hexafluoro-2,6-bis(trifluoromethyl)hept-3-ene-2,6-diol",tentative,178.21499999999995,10.951,373.0108,72385.0,100.0,100.0
218,"(2E)-4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-2-nonen-1-ol or (2Z)-4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoronon-2-en-1-ol or 4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-2-nonen-1-ol",tentative,177.76,3.992,375.006,37143.0,100.0,100.0
219,N-Methylperfluoroheptanamide,tentative,156.85,9.483,375.9996,5792.0,100.0,100.0
220,4-[3-(Perfluorobutyl)-1-propyloxy]benzyl alcohol,tentative,174.27,0.526,383.0673,45704.0,100.0,100.0
221,"2,2'-(1,1,2,2,3,3-Hexafluoropropane-1,3-diyl)bis(1H-benzimidazole) or 4-[3-(Perfluorobutyl)-1-propyloxy]benzyl alcohol",tentative,180.13,4.017,383.0707,55906.0,100.0,100.0
222,"4-[(4,4,5,5,6,6,6-heptafluoro-2-nitrohexan-3-yl)amino]benzoic acid or Dimethyl 2-(perfluoropropyl)-p-benzenedicarbamate",tentative,179.06,1.937,391.05,55744.0,100.0,100.0
223,"2,2,3,3-Tetrafluoro-3-({1,1,1,2,3,3-hexafluoro-3-[(trifluoroethenyl)oxy]propan-2-yl}oxy)propan-1-ol or [(Tridecafluorohexyl)oxy]acetic acid",tentative,142.37750000000003,9.40475,392.9774000000001,14799.0,100.0,100.0
224,"2-[(2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoroheptyl)oxy]ethan-1-ol or 4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononane-1,2-diol",tentative,159.26,10.835,393.0171,39964.0,100.0,100.0
225,"1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Pentadecafluorocyclooctan-1-ol or 1H,1H-Perfluoro-3,6,9-trioxadecan-1-ol",tentative,148.23,10.421,396.9718,2622.0,100.0,100.0
226,"1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Pentadecafluorocyclooctan-1-ol or 1H,1H-Perfluoro-3,6,9-trioxadecan-1-ol",tentative,148.125,13.0595,396.9722,7306.0,100.0,100.0
227,"Phenol, 4,4'-(2,2,3,3,4,4,5,5-octafluoropentylidene)bis-",tentative,151.1,8.493,399.0628,48297.0,100.0,100.0
228,Perfluoromethoxy perfluoropentane sulfonic acid,tentative,148.29,5.231,414.9278,53647.0,100.0,100.0
229,"(4-Bromophenyl){5-[difluoro(trifluoromethoxy)methyl]-5-hydroxy-3-methyl-4,5-dihydro-1H-pyrazol-1-yl}methanone",tentative,148.74,10.318,414.9691,80353.0,100.0,100.0
230,"(4-Bromophenyl){5-[difluoro(trifluoromethoxy)methyl]-5-hydroxy-3-methyl-4,5-dihydro-1H-pyrazol-1-yl}methanone",tentative,173.3,0.509,414.9745,70709.0,100.0,100.0
231,"N-(9,10-Dioxo-9,10-dihydroanthracen-1-yl)-2,2,3,3,4,4,4-heptafluorobutanamide or N-Benzyl-2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanamide",tentative,181.9,0.531,418.0341,69206.0,100.0,100.0
232,"3-Benzamido-N-(2,2,3,3,4,4,4-heptafluorobutyl)benzamide or N-[4'-(2,2,3,3,4,4,4-Heptafluorobutanamido)[1,1'-biphenyl]-4-yl]ethanimidic acid",tentative,147.51,10.413,421.0775,74243.0,100.0,100.0
233,"3-Benzamido-N-(2,2,3,3,4,4,4-heptafluorobutyl)benzamide or N-[4'-(2,2,3,3,4,4,4-Heptafluorobutanamido)[1,1'-biphenyl]-4-yl]ethanimidic acid",tentative,185.82,0.556,421.0795,45236.0,100.0,100.0
234,"(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)silanetriol",tentative,152.56,7.534,424.9885,65976.0,100.0,100.0
235,"Octanamide, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluoro-N-methyl-",tentative,147.11,10.4325,425.99745,72233.0,100.0,100.0
236,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluoro-N-hydroxyoctanimidamide",tentative,176.83,2.375,426.9901,93933.0,100.0,100.0
237,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluorononane-1-thiol",tentative,53.97,9.43,428.9774,70376.0,100.0,100.0
238,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluorononane-1-thiol",tentative,54.06,9.406,428.9828,95196.0,100.0,100.0
239,"1h,1h-perfluoro-3,6-dioxadecan-1-ol",tentative,154.76,9.7935,430.9738,3014.0,100.0,100.0
240,"1h,1h-perfluoro-3,6-dioxadecan-1-ol",tentative,146.814,9.9362,430.97462,947.0,100.0,100.0
241,"1h,1h-perfluoro-3,6-dioxadecan-1-ol",tentative,146.305,11.8765,430.97495,3622.0,100.0,100.0
242,"1h,1h-perfluoro-3,6-dioxadecan-1-ol",tentative,159.58,9.718,430.9742,4354.0,100.0,100.0
243,"1h,1h-perfluoro-3,6-dioxadecan-1-ol",tentative,159.405,11.8795,430.9743,8167.0,100.0,100.0
244,"1h,1h-perfluoro-3,6-dioxadecan-1-ol",tentative,145.745,6.207000000000001,430.975,14864.0,100.0,100.0
245,"7-(Heptafluoropropyl)-7-hydroxy-4,9-dimethoxy-6,7-dihydro-5H-furo[3,2-g][1]benzopyran-5-one",tentative,188.0,15.5615,431.03445,39733.0,100.0,100.0
246,"7-(Heptafluoropropyl)-7-hydroxy-4,9-dimethoxy-6,7-dihydro-5H-furo[3,2-g][1]benzopyran-5-one",tentative,182.97,3.48,431.0373,21232.0,100.0,100.0
247,"Diethyl N-(1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonyl)phosphoramidate or Glycine, N-ethyl-N-[(undecafluoropentyl)sulfonyl]-",tentative,183.47,12.252,433.9908,84041.0,100.0,100.0
248,"2-(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctane-1-sulfinyl)ethan-1-ol or Benzoic acid, 4-(tridecafluorohexyl)-",tentative,158.93,8.068,439.0018,81675.0,100.0,100.0
249,6:2 Fluorotelomer phosphate monoester,tentative,147.89,10.176000000000002,442.9735666666667,16171.0,100.0,100.0
250,6:2 Fluorotelomer phosphate monoester,tentative,152.37,10.233,442.9764,44822.0,100.0,100.0
251,"1-Decanol, 7,7,8,8,9,9,10,10,10-nonafluoro-5-iodo- or 9-H-Perfluorononanoic acid",tentative,152.38,8.782,444.9741,80016.0,100.0,100.0
252,"1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-ol",tentative,156.38,11.207,446.968,3386.0,100.0,100.0
253,"5-[1,1,2-Trifluoro-2-(heptafluoropropoxy)ethoxy]benzene-1,3-dicarboxylic acid",tentative,183.666,1.7079999999999995,446.99374,2635.0,100.0,100.0
254,"1-Butanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,4-nonafluoro-N-[2-(phosphonooxy)ethyl]-",tentative,144.03,12.509,449.984,92627.0,100.0,100.0
255,"N-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl)prop-2-enamide",tentative,188.89,2.535,452.0127,82281.0,100.0,100.0
256,ST50996634,tentative,191.38,0.8845000000000001,452.109775,80082.0,100.0,100.0
257,"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-iodo-6-(trifluoromethyl)aniline",tentative,188.48,11.272,453.9178,56104.0,100.0,100.0
258,"1,2,2,3,3,4,5,5,6-nonafluoro-4,6-bis(trifluoromethyl)cyclohexane-1-sulfonic acid or Perfluoro-1-(perfluoroethyl)cyclohexanesulfonic acid or Perfluoro-4-(perfluoroethyl)cyclohexylsulfonic acid",tentative,159.88,9.476,460.9344,42974.0,100.0,100.0
259,"Perfluoro-3,5,5-trimethylhexanoic acid or Perfluoro-6-methylheptanecarboxylic acid or Perfluorononanoic acid",tentative,185.59,1.64075,462.9665,78951.0,100.0,100.0
260,"N-((2-Chloro-4-(1,1,2,2-tetrafluoroethylsulfonyl)phenyl)carbamoyl)-2,6-difluorobenzamide or N-((3-Chloro-4-(1,1,2,2-tetrafluoroethylsulfonyl)phenyl)carbamoyl)-2,6-difluorobenzamide",tentative,156.135,11.212,472.98325,73762.0,100.0,100.0
261,"4-(1,1,2,2,3,3,4,4,5,5,6,6,6-Tridecafluorohexane-1-sulfonyl)aniline",tentative,174.52,11.207,473.9877,4592.0,100.0,100.0
262,"(4S,5R)-4-(Propan-2-yl)-5-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-1,3-oxazolidin-2-one",tentative,155.82,11.205,474.0706,69521.0,100.0,100.0
263,"2,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodec-2-enoic acid",tentative,164.61,11.87,474.9638,36116.0,100.0,100.0
264,"2-[(5-chloro-1,1,2,2,3,3,4,4,5,5-decafluoropentyl)oxy]-1,1,2,2-tetrafluoroethane-1-sulfonic acid",tentative,165.28,10.136,480.8998,45622.0,100.0,100.0
265,"2,2'-(2,3,5,6-Tetrafluoro-1,4-phenylene)bis(hexafluoropropan-2-ol) or Perfluoro(2-(2-propoxypropoxy)-1H,1H-propan-1-ol)",tentative,165.35,10.5405,480.97045,54595.0,100.0,100.0
266,"2,2'-(2,3,5,6-Tetrafluoro-1,4-phenylene)bis(hexafluoropropan-2-ol) or Perfluoro(2-(2-propoxypropoxy)-1H,1H-propan-1-ol)",tentative,161.49,12.451,480.9704,68689.0,100.0,100.0
267,"2,2'-(2,3,5,6-Tetrafluoro-1,4-phenylene)bis(hexafluoropropan-2-ol) or Perfluoro(2-(2-propoxypropoxy)-1H,1H-propan-1-ol)",tentative,154.765,10.5275,480.97085,3405.0,100.0,100.0
268,"2,2'-(2,3,5,6-Tetrafluoro-1,4-phenylene)bis(hexafluoropropan-2-ol) or Perfluoro(2-(2-propoxypropoxy)-1H,1H-propan-1-ol)",tentative,154.86,12.444,480.9715,38158.0,100.0,100.0
269,"2,2'-(2,3,5,6-Tetrafluoro-1,4-phenylene)bis(hexafluoropropan-2-ol) or Perfluoro(2-(2-propoxypropoxy)-1H,1H-propan-1-ol)",tentative,154.125,9.011,480.9722,59392.0,100.0,100.0
270,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfinic Acid",tentative,196.25333333333333,11.766666666666666,482.93576666666667,75127.0,100.0,100.0
271,"{4-[(4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluorononyl)oxy]phenyl}methanol",tentative,194.21666666666667,1.7416666666666665,483.0660333333333,16271.0,100.0,100.0
272,"1,2,2,3,3,4,4,4a,5,5,6,6,7,7,8,8,8a-Heptadecafluorodecahydronaphthalene-1-carboxylic acid",tentative,199.13,10.791,486.9677,95819.0,100.0,100.0
273,"1,1'-Peroxybis(2,2,3,3,4,4,5,5-octafluorocyclopentan-1-ol) or Perfluorosebacic acid",tentative,157.39,4.78,488.9589,68437.0,100.0,100.0
274,"1,1'-Peroxybis(2,2,3,3,4,4,5,5-octafluorocyclopentan-1-ol) or Perfluorosebacic acid",tentative,157.3,4.767,488.9644,56576.0,100.0,100.0
275,"Butanamide, N-(4'-(acetylamino)-3,3'-dichloro(1,1'-biphenyl)-4-yl)-2,2,3,3,4,4,4-heptafluoro-",tentative,167.01,9.148,488.9997,23901.0,100.0,100.0
276,"10-H-Perfluorodecanoic acid or N-{4-[(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)amino]benzene-1-sulfonyl}acetamide",tentative,159.315,9.741,494.97065,77760.0,100.0,100.0
277,"10-H-Perfluorodecanoic acid or N-{4-[(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)amino]benzene-1-sulfonyl}acetamide",tentative,179.39,9.481,494.9719,69101.0,100.0,100.0
278,"1,1,2,2,3,3,4,4,5,6,6,7,7,7-tetradecafluoro-5-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,2,3,3,4,5,5,6,6,7,7,7-tetradecafluoro-4-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid or 1,1,2,2,3,4,4,5,5,6,6,7,7,7-tetradecafluoro-3-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,3,3,4,4,5,5,6,6,7,7,7-tetradecafluoro-2-(trifluoromethyl)heptane-1-sulfonic acid or Heptadecafluorooctane-2-sulfonic acid or IsoPFOS or Perfluorooctanesulfonic acid",tentative,157.84090909090912,10.395,498.93033636363634,55619.0,100.0,100.0
279,"1,1,2,2,3,3,4,4,5,6,6,7,7,7-tetradecafluoro-5-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,2,3,3,4,5,5,6,6,7,7,7-tetradecafluoro-4-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid or 1,1,2,2,3,4,4,5,5,6,6,7,7,7-tetradecafluoro-3-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,3,3,4,4,5,5,6,6,7,7,7-tetradecafluoro-2-(trifluoromethyl)heptane-1-sulfonic acid or Heptadecafluorooctane-2-sulfonic acid or IsoPFOS or Perfluorooctanesulfonic acid",tentative,76.87,10.454,498.9282,92507.0,100.0,100.0
280,"1,1,2,2,3,3,4,4,5,6,6,7,7,7-tetradecafluoro-5-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,2,3,3,4,5,5,6,6,7,7,7-tetradecafluoro-4-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid or 1,1,2,2,3,4,4,5,5,6,6,7,7,7-tetradecafluoro-3-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,3,3,4,4,5,5,6,6,7,7,7-tetradecafluoro-2-(trifluoromethyl)heptane-1-sulfonic acid or Heptadecafluorooctane-2-sulfonic acid or IsoPFOS or Perfluorooctanesulfonic acid",tentative,39.53,10.448,498.9286,80826.0,100.0,100.0
281,"1,1,2,2,3,3,4,4,5,6,6,7,7,7-tetradecafluoro-5-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,2,3,3,4,5,5,6,6,7,7,7-tetradecafluoro-4-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid or 1,1,2,2,3,4,4,5,5,6,6,7,7,7-tetradecafluoro-3-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,3,3,4,4,5,5,6,6,7,7,7-tetradecafluoro-2-(trifluoromethyl)heptane-1-sulfonic acid or Heptadecafluorooctane-2-sulfonic acid or IsoPFOS or Perfluorooctanesulfonic acid",tentative,184.99,10.4545,498.93165,16839.0,100.0,100.0
282,"1,1,2,2,3,3,4,4,5,6,6,7,7,7-tetradecafluoro-5-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,2,3,3,4,5,5,6,6,7,7,7-tetradecafluoro-4-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid or 1,1,2,2,3,4,4,5,5,6,6,7,7,7-tetradecafluoro-3-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,3,3,4,4,5,5,6,6,7,7,7-tetradecafluoro-2-(trifluoromethyl)heptane-1-sulfonic acid or Heptadecafluorooctane-2-sulfonic acid or IsoPFOS or Perfluorooctanesulfonic acid",tentative,191.05,10.451,498.9307,12235.0,100.0,100.0
283,"1,1,2,2,3,3,4,4,5,6,6,7,7,7-tetradecafluoro-5-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,2,3,3,4,5,5,6,6,7,7,7-tetradecafluoro-4-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid or 1,1,2,2,3,4,4,5,5,6,6,7,7,7-tetradecafluoro-3-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,3,3,4,4,5,5,6,6,7,7,7-tetradecafluoro-2-(trifluoromethyl)heptane-1-sulfonic acid or Heptadecafluorooctane-2-sulfonic acid or IsoPFOS or Perfluorooctanesulfonic acid",tentative,134.935,10.4585,498.9326,44406.0,100.0,100.0
284,PFOPA,tentative,106.1,10.428,498.9354,81698.0,100.0,100.0
285,PFOPA,tentative,136.26,10.428,498.9363,91850.0,100.0,100.0
286,PFOPA,tentative,33.32,10.463,498.9369,87517.0,100.0,100.0
287,PFOPA,tentative,26.36,10.449,498.937,86798.0,100.0,100.0
288,PFOPA,tentative,194.59,10.453,498.9442,87407.0,100.0,100.0
289,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluoro-N-[2-(2-hydroxyethoxy)ethyl]octanamide or Perfluorooctanoic acid diethanolamide",tentative,168.37,10.451,500.0345,72974.0,100.0,100.0
290,"Carbamic acid, (1-(diphenylphosphinyl)-2,2,2-trifluoro-1-(trifluoromethyl)ethyl)-, phenylmethyl ester",tentative,169.03,10.446,500.0813,26124.0,100.0,100.0
291,2-Hydroxyethyl heptadecafluorononanoate,tentative,167.24,12.648,506.9868,77269.0,100.0,100.0
292,"2,2,3,3,4,4,5,5,6,6,7,7,8,9,9,9-hexadecafluoro-8-(trifluoromethyl)nonanoic acid or Perfluoro-3,7-dimethyloctanoic acid or Perfluorodecanoic acid",tentative,206.24,11.207,512.9599,77669.0,100.0,100.0
293,"1,1,2,2-Tetrafluoro-2-[(tridecafluorohexyl)oxy]ethanesulfonic acid",tentative,172.72500000000002,10.6205,514.92265,84424.0,100.0,100.0
294,"Perfluoro(3,3'-(piperazine-1,4-diyl)dipropanoic acid)",tentative,169.70333333333335,13.15,516.9718333333334,12632.0,100.0,100.0
295,"Perfluoro(3,3'-(piperazine-1,4-diyl)dipropanoic acid)",tentative,191.99,10.421,516.9724,8786.0,100.0,100.0
296,"7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-heptadecafluorotetradecan-1-ol",tentative,165.33,11.696,519.0593,79706.0,100.0,100.0
297,"(7-carboxy-1,1,2,2,3,3,4,4,5,5,6,6,7,7-tetradecafluoroheptyl)pentafluorosulfur",tentative,179.49,10.411,520.9272,72307.0,100.0,100.0
298,"((Perfluorooctyl)ethyl)silanetriol or 6-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexylsulfonyl)naphthalen-2-ol",tentative,166.01,9.667,524.9809,8046.0,100.0,100.0
299,"((Perfluorooctyl)ethyl)silanetriol or 6-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexylsulfonyl)naphthalen-2-ol",tentative,183.44,11.876,524.9866,4884.0,100.0,100.0
300,10-Chloro-perfluorodecanoic acid,tentative,178.95,11.343,528.9301,85540.0,100.0,100.0
301,"2,2,3,3,4,4,5,5,6,6,7,7-Dodecafluoro-7-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]heptanoic acid",tentative,194.94,10.498,528.9563,62851.0,100.0,100.0
302,"6,6,7,7,8,8,9,9,10,10,11,11,11-Tridecafluoro-4-iodoundecan-1-ol",tentative,180.34,10.423,530.9518,35820.0,100.0,100.0
303,"2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-N-[(4-sulfamoylphenyl)methyl]heptanamide",tentative,197.26,11.88,531.01,80392.0,100.0,100.0
304,8:2:1 Fluorotelomer thioether acetic acid,tentative,173.05,13.145,536.978,25428.0,100.0,100.0
305,"1-Octanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-2-propenyl-",tentative,200.39,1.867,537.9802,94907.0,100.0,100.0
306,octadecafluoroundecanedioic acid,tentative,163.94,6.217,538.961,12299.0,100.0,100.0
307,4-(Heptadecafluorooctyl)benzoic acid,tentative,170.74,10.047,538.9964,66158.0,100.0,100.0
308,8:2 Fluorotelomer phosphate monoester,tentative,167.41,11.656,542.9663,49533.0,100.0,100.0
309,8:2 Fluorotelomer phosphate monoester,tentative,162.25,11.505,542.9703,92284.0,100.0,100.0
310,"1-Dodecanol, 7,7,8,8,9,9,10,10,11,11,12,12,12-tridecafluoro-5-iodo- or 11-H-Perfluoroundecanoic acid",tentative,182.53,11.572,544.964,89653.0,100.0,100.0
311,"1-Dodecanol, 7,7,8,8,9,9,10,10,11,11,12,12,12-tridecafluoro-5-iodo- or 11-H-Perfluoroundecanoic acid",tentative,187.74,10.422,544.9669,3487.0,100.0,100.0
312,"1-Dodecanol, 7,7,8,8,9,9,10,10,11,11,12,12,12-tridecafluoro-5-iodo- or 11-H-Perfluoroundecanoic acid",tentative,165.62,10.514,544.9687,59613.0,100.0,100.0
