ID,RT,DT,CCS,m/z,Abundance,RSD, 9-M-E1-A-1.d.DeMP,10-M-E1-A-2.d.DeMP, 11-M-E1-A-3.d.DeMP, 16-DBS-E1-A-1.d.DeMP, 17-DBS-E1-A-2.d.DeMP, 18-DBS-E1-A-3.d.DeMP, 41-M-E4-A-1.d.DeMP, 42-M-E4-A-2.d.DeMP, 43-M-E4-A-3.d.DeMP, 47-DBS-E4-A-1.d.DeMP, 48-DBS-E4-A-2.d.DeMP, 49-DBS--E4-A-3.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
179,14.055,18.966,144.67,261.0403,5079,0.34,4434,4518,5013,5960,5657,5709,5570,5832,6308,5830,0.001,6119,0,0,0
180,14.893,27.908,208.23,440.3055,5076,1.48,0.001,0.001,0.001,3026,3171,2703,0.001,0.001,0.001,18795,17180,16032,0,0,0
181,15.557,27.926,209,399.3493,5067,1.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,23357,18396,19048,0,0,0
182,1.788,16.02,126.57,151.04,5026,0.65,2404,2495,2422,1707,1288,1307,9071,7662,8465,8548,7053,7889,0,0,0
183,15.241,27.629,206.69,405.2645,4912,0.99,559,457,415,0.001,528,357,9441,7664,7303,11408,11036,9775,0,0,0
184,14.949,30.393,225.79,508.3403,4904,0.83,1149,0.001,1107,1198,9342,8591,6379,0.001,3716,8776,9651,8938,0,0,0
185,14.745,17.408,134.08,219.028,4899,0.25,4253,4189,4677,5370,5097,4892,6681,6678,4142,5206,5587,2017,0,0,0
186,14.946,31.458,233.24,546.3182,4860,0.47,7667,7851,7124,6576,6571,5736,3808,4214,2411,2006,2218,2143,0,0,0
187,14.336,17.497,134.83,217.035,4846,0.94,1873,0.001,0.001,4080,6206,6184,11401,11028,11123,0.001,0.001,6252,0,0,0
188,15.719,29.452,219.13,482.3526,4752,1.52,0.001,0.001,0.001,2500,2313,2736,0.001,0.001,0.001,18910,15608,14962,0,0,0
189,14.44,28.891,215.02,478.2938,4746,0.44,3595,3271,3629,3232,2802,2505,5734,4289,4335,8798,8011,6746,0,0,0
190,11.493,23.475,177.84,295.2284,4685,1.5,0.001,0.001,0.001,0.001,2374,0.001,6254,0.001,0.001,18412,15096,14087,0,0,0
191,14.399,28.529,212.29,482.2765,4660,0.88,1922,1748,1468,1172,0.001,790,11049,11008,9632,6275,6463,4388,0,0,0
192,13.986,28.545,212.48,476.2784,4642,1.24,0.001,0.001,0.001,0.001,0.001,0.001,6514,5285,5411,10033,11326,17129,0,0,0
193,14.113,23.742,179.75,299.2595,4616,1.66,0.001,0.001,0.001,1864,0.001,1697,0.001,0.001,0.001,17537,15883,18410,0,0,0
194,13.178,17.407,134.07,219.0284,4608,1.17,0.001,0.001,0.001,0.001,0.001,0.001,11400,11828,11659,11400,4395,4616,0,0,0
195,13.487,17.43,134.24,219.0284,4606,1.06,3712,0.001,0.001,0.001,0.001,0.001,10951,10641,10843,10803,3589,4733,0,0,0
196,15.176,25.497,191.96,341.3064,4573,1.5,0.001,0.001,0.001,3075,2244,2443,0.001,0.001,0.001,17611,14644,14856,0,0,0
197,14.777,30.841,228.97,520.3025,4571,0.27,5626,5699,5512,4700,4362,3906,5891,6367,3445,2837,3269,3240,0,0,0
198,14.537,17.519,134.96,218.0315,4538,1.88,0.001,3384,0.001,1583,1794,0.001,22604,0.001,22618,0.001,0.001,2477,0,0,0
199,14.194,17.527,135.02,218.0316,4536,0.84,3637,5707,5607,8174,8079,8420,10214,0.001,0.001,0.001,0.001,4598,0,0,0
200,16.384,30.486,226.46,510.383,4504,1.82,0.001,0.001,0.001,154,0.001,116,0.001,0.001,0.001,21126,16140,16515,0,0,0
201,13.818,28.238,210.16,480.261,4492,0.88,1038,916,827,737,409,386,8691,7995,7725,8712,8521,7941,0,0,0
202,0.294,17.129,133.22,187.0412,4469,0.92,4491,5533,6221,9101,10404,11785,747,970,787,753,1432,1403,0,0,0
203,15.425,24.467,184.96,309.3163,4464,1.58,0.001,0.001,0.001,1823,1867,1822,0.001,0.001,0.001,17762,15720,14570,0,0,0
204,13.147,27.266,203.61,429.2463,4448,1.36,295,240,275,1468,1209,1184,1640,1895,2047,15997,13282,13848,0,0,0
205,14.393,28.527,212.27,483.2741,4353,0.91,1813,1573,1386,1247,0.001,0.001,10353,10280,9028,6312,6334,3914,0,0,0
206,13.379,24.355,183.48,337.205,4339,1.13,862,641,648,906,115,2895,4442,5729,11701,5832,15771,2521,0,0,0
207,14.545,30.421,225.67,538.3403,4331,1.19,0.001,0.001,0.001,4853,5572,5795,0.001,0.001,0.001,11231,12852,11668,0,0,0
208,14.545,30.418,225.63,539.3381,4275,1.18,0.001,0.001,0.001,5037,5540,5546,0.001,0.001,0.001,11368,12591,11219,0,0,0
209,16.037,29.09,217.03,439.4162,4271,2.32,0.001,0.001,0.001,0.001,0.001,737,0.001,0.001,115,0.001,28673,21723,0,0,0
210,11.9,25.094,188.94,341.2694,4266,1.06,0.001,0.001,0.001,0.001,328,306,9572,5830,7134,10963,8968,8091,0,0,0
211,15.468,23.371,177.38,283.2641,4259,0.89,1356,1255,1501,0.001,0.001,0.001,8823,8524,7734,7972,7089,6856,0,0,0
212,13.614,25.524,188.55,669.9596,4241,0.98,580,448,457,501,314,315,7446,6555,6309,11260,7987,8725,0,0,0
213,12.371,23.982,181.26,311.1682,4234,0.7,750,737,817,7011,240,4754,6111,5922,8718,7327,4002,4424,0,0,0
214,13.675,17.498,134.8,218.0319,4217,1.39,0.001,0.001,0.001,2321,0.001,0.001,14501,13343,0.001,13128,4141,3173,0,0,0
215,13.977,18.931,144.34,263.0335,4195,0.63,5399,5772,5826,5123,4840,5474,0.001,6695,6941,0.001,0.001,4268,0,0,0
216,13.818,28.236,210.13,481.2586,4179,0.88,897,864,845,722,422,352,8026,7210,7312,8279,7759,7460,0,0,0
217,14.548,29.105,216.56,482.3527,4146,1.05,0.001,0.001,0.001,6978,7860,8127,0.001,0.001,0.001,8738,9527,8524,0,0,0
218,14.246,26.647,199.67,387.2509,4109,0.73,1756,1639,1699,1525,1309,1164,8730,8221,7596,6462,5434,3778,0,0,0
219,16.243,29.953,222.66,497.3654,4085,1.94,0.001,0.001,0.001,11060,354,10127,0.001,0.001,0.001,25677,0.001,1801,0,0,0
220,14.994,24.234,183.25,307.2637,3971,1.04,9168,8960,8635,7676,6349,6253,139,134,119,0.001,114,101,0,0,0
221,14.339,27.439,204.98,424.2835,3928,1.04,554,482,0.001,0.001,0.001,0.001,7705,6276,5971,10390,8663,7100,0,0,0
222,13.148,27.269,203.65,428.2492,3924,1.36,303,282,269,1214,952,1033,1508,1665,1782,13520,12068,12497,0,0,0
223,13.692,17.488,134.76,217.0354,3866,1.29,0.001,0.001,0.001,0.001,0.001,0.001,10531,10348,10748,10508,2059,2199,0,0,0
224,14.553,26.627,199.63,381.3185,3866,1.11,0.001,0.001,0.001,9151,9572,10184,0.001,0.001,0.001,5456,6208,5816,0,0,0
225,13.683,26.526,199.08,370.3007,3847,1.65,0.001,0.001,0.001,1076,1068,1176,0.001,0.001,0.001,15991,12148,14709,0,0,0
226,14.421,18.944,144.44,263.0336,3840,0.63,6173,0.001,0.001,4667,4220,4503,4911,5161,6505,0.001,5580,4364,0,0,0
227,14.345,23.637,179.12,293.2484,3801,0.71,1345,1231,1408,1427,989,1029,7105,6498,6273,6398,6319,5590,0,0,0
228,16.451,36.009,265.43,700.5307,3799,1.97,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,7397,20555,17637,0,0,0
229,2.563,14.807,119.3,121.0294,3786,0.89,1141,1322,1353,2123,2060,1409,3782,2330,2490,10669,8163,8594,0,0,0
230,14.48,28.273,210.64,462.2982,3780,1.01,591,595,547,483,514,410,5037,4369,4976,10297,8685,8854,0,0,0
231,12.466,24.682,185.61,353.1995,3751,1.2,1266,688,827,1725,135,3634,3217,4241,8314,3594,16200,1167,0,0,0
232,12.132,23.534,178.24,297.2431,3743,0.8,1139,1036,1134,901,1056,937,6191,4588,5108,8512,7227,7089,0,0,0
233,13.684,27.365,204.65,409.294,3689,1.41,0.001,0.001,0.001,2628,2823,2790,0.001,0.001,0.001,13568,11270,11193,0,0,0
234,0.249,19.762,150.38,273.043,3674,0.41,3738,4162,4580,5472,6657,4923,2372,2709,2539,1856,2333,2749,0,0,0
235,9.499,26.831,200.74,405.2636,3650,0.74,1310,1051,1252,1504,1117,1076,6913,3886,5316,7985,6560,5830,0,0,0
236,9.859,21.779,166.11,257.1755,3649,0.8,1069,1099,1076,1039,768,682,7377,4738,6146,8011,6137,5645,0,0,0
237,13.809,33.882,250.79,581.4552,3645,0.55,1498,1659,1816,1980,1731,1696,5057,5428,5748,5612,6171,5340,0,0,0
238,10.634,22.691,168.78,508.9519,3620,0.81,931,862,838,1061,852,690,6664,5643,5287,7903,6273,6439,0,0,0
239,13.368,28.115,209.56,455.2788,3599,0.93,697,630,541,626,469,565,5250,4615,5468,8273,7809,8250,0,0,0
240,16.444,36.34,267.76,714.5456,3578,1.81,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,14002,15314,13624,0,0,0
241,14.698,28.761,214.21,466.295,3565,1.1,0.001,0.001,0.001,0.001,0.001,0.001,6203,4496,6527,9657,8227,7667,0,0,0
242,14.398,22.757,173.15,269.2476,3557,1.11,0.001,9914,0.001,9393,7460,8041,2045,2410,2028,0.001,0.001,1391,0,0,0
243,14.078,22.205,169.41,255.3449,3550,1.49,0.001,0.001,0.001,0.001,0.001,0.001,11155,11582,11430,8431,0.001,0.001,0,0,0
244,15.069,24.439,184.7,311.2943,3523,1.25,0.001,0.001,1452,3374,2624,2357,0.001,329,345,11225,10497,10072,0,0,0
245,15.146,29.632,220.69,465.357,3514,1.06,0.001,0.001,0.001,6095,6891,6052,0.001,0.001,0.001,8334,7744,7056,0,0,0
246,11.093,23.334,176.84,293.2127,3484,1.64,0.001,0.001,0.001,0.001,0.001,0.001,3278,0.001,91,14278,12526,11632,0,0,0
247,13.527,31.461,233.02,571.2887,3471,0.92,630,571,570,530,508,563,5270,4799,5006,8384,7520,7302,0,0,0
248,0.443,15.098,120.44,135.0306,3463,0.3,2596,2620,2807,2362,2305,2140,4575,4298,4501,4691,4294,4363,0,0,0
249,8.896,24.37,183.77,329.2326,3463,0.78,1087,1078,926,1001,829,836,6371,4734,5288,7462,5956,5983,0,0,0
250,15.025,24.621,185.83,321.279,3437,0.67,1413,1447,1364,1450,968,969,6129,5816,4799,5995,5468,5420,0,0,0
251,14.414,34.317,253.95,585.486,3437,0.39,2383,2451,2203,2245,2398,2371,5357,5770,5224,3322,3896,3618,0,0,0
252,13.605,17.422,134.19,219.0288,3429,1.41,2322,1485,0.001,0.001,0.001,0.001,10960,10912,11791,0.001,0.001,3679,0,0,0
253,9.411,28.889,216.66,374.2445,3424,0.79,980,910,1119,1120,1533,711,5041,5025,4149,8884,5986,5635,0,0,0
254,16.407,26.33,197.71,365.342,3423,1.02,0.001,307,417,0.001,577,485,9840,6636,5564,7396,4979,4876,0,0,0
255,13.139,26.114,195.71,386.2375,3415,1.5,1956,1911,1796,0.001,0.001,0.001,12589,11508,11225,0.001,0.001,0.001,0,0,0
256,14.507,27.859,207.91,437.2674,3414,1,471,367,357,0.001,282,0.001,6362,5094,5289,7862,7347,7537,0,0,0
257,0.843,16.704,129.85,188.9856,3368,0.69,1373,1284,1297,1082,1019,960,6325,5055,5553,6220,5149,5100,0,0,0
258,13.685,28.013,208.81,455.318,3363,1.64,0.001,0.001,0.001,1042,893,1026,0.001,0.001,0.001,13152,11659,12588,0,0,0
259,14.564,26.633,199.3,403.2616,3358,1.06,0.001,0.001,0.001,0.001,0.001,0.001,6461,5559,5986,8328,6992,6968,0,0,0
260,14.544,29.454,218.98,496.3682,3350,1.15,0.001,0.001,0.001,4148,4851,4770,0.001,0.001,0.001,8742,9222,8467,0,0,0
261,10.886,23.17,175.54,295.2271,3320,1.27,224,429,375,1471,1509,1404,2154,693,957,11498,9784,9339,0,0,0
262,14.899,25.672,193.02,353.2881,3313,1.51,0.001,0.001,0.001,2005,1747,1668,0.001,0.001,0.001,12536,11800,9994,0,0,0
263,14.027,25.994,195.27,361.2358,3306,0.84,1512,1498,1518,1090,1124,1048,7311,6832,6609,5978,5148,0.001,0,0,0
264,14.185,27.394,204.84,411.2516,3302,0.95,3224,3245,2898,2281,1782,1840,8745,8043,7562,0.001,0.001,0.001,0,0,0
265,12.535,23.519,178.13,297.2433,3300,0.79,1516,1332,1313,1416,1034,0.001,4723,3616,3638,7801,6684,6528,0,0,0
266,14.23,27.722,206.91,436.284,3280,1.23,0.001,0.001,0.001,0.001,0.001,0.001,904,5579,5981,9390,8688,8817,0,0,0
267,9.914,27.928,207.48,514.2838,3233,0.83,878,777,915,868,704,669,5636,3664,4768,7601,6391,5928,0,0,0
268,11.888,23.459,177.67,297.2429,3227,0.92,0.001,0.001,735,964,848,734,5202,4280,4737,8126,6950,6145,0,0,0
269,16.064,28.516,212.94,427.3603,3204,1.45,0.001,0.001,0.001,2046,1991,2075,0.001,0.001,0.001,11665,10379,10288,0,0,0
270,13.936,25.597,192.54,349.2359,3182,0.67,1363,1207,1275,1217,997,966,5604,5375,5224,5386,5180,4389,0,0,0
271,14.262,25.756,193.65,353.3061,3167,1.68,0.001,0.001,0.001,900,894,746,0.001,0.001,0.001,14247,10802,10416,0,0,0
272,1.082,19.658,150.78,233.1026,3134,0.79,1222,1175,1132,653,636,459,7332,5304,5503,5616,4004,4570,0,0,0
273,1.102,16.596,129.78,172.9909,3131,0.6,1374,1552,1462,1415,1212,1236,5911,4063,4719,5454,4599,4580,0,0,0
274,1.081,20.796,158.09,277.1086,3124,0.78,1179,1079,1157,764,573,462,6858,5558,5693,5288,4141,4733,0,0,0
275,2.915,19.559,150.27,226.0179,3119,0.71,1161,1204,1118,1288,977,763,5709,3851,4187,6352,5708,5105,0,0,0
276,15.479,28.656,213.37,471.3136,3117,0.63,1260,1211,1808,1588,1392,1545,6115,6435,5353,4160,3383,3152,0,0,0
277,11.757,23.827,180.45,297.1524,3102,2.27,2925,2456,0.001,1482,0.001,0.001,1671,1527,1911,25248,0.001,0.001,0,0,0
278,13.858,29.992,222.44,544.2652,3089,0.76,1088,1135,1097,700,751,819,6708,5161,5427,5452,4853,3880,0,0,0
279,14.204,17.398,134,219.0282,3057,1.25,0.001,0.001,6257,8438,0.001,0.001,0.001,8591,0.001,0.001,6524,6872,0,0,0
280,14.316,19.149,145.38,288.0332,3043,0.3,3475,3521,3786,4062,1379,3888,3689,2395,2260,3690,2443,1930,0,0,0
281,16.065,25.612,192.91,337.3478,3038,1.6,0.001,0.001,0.001,1141,1101,1163,0.001,0.001,0.001,12382,10199,10473,0,0,0
282,14.156,26.826,200.58,413.2701,3037,1.71,0.001,0.001,0.001,918,0.001,821,0.001,310,0.001,13954,11172,9271,0,0,0
283,11.808,23.36,176.98,295.2281,3005,1.4,0.001,0.001,0.001,1047,0.001,0.001,4887,0.001,1494,10461,8929,9239,0,0,0
284,11.232,23.363,177.06,293.212,3004,1.09,0.001,0.001,0.001,1879,1945,1516,2936,1498,1652,8838,8168,7619,0,0,0
285,14.57,18.973,144.71,261.0403,2987,0.65,5026,5522,3326,3588,3419,3235,4087,0.001,0.001,4138,0.001,3508,0,0,0
286,14.706,29.907,222.36,494.3261,2979,1.06,0.001,0.001,0.001,0.001,0.001,0.001,6839,6130,4691,6811,6252,5023,0,0,0
287,12.299,23.394,177.73,277.1838,2961,0.91,0.001,332,343,578,663,688,5155,4785,4762,5800,6061,6363,0,0,0
288,12.688,23.584,178.56,299.259,2941,1.35,1719,0.001,0.001,0.001,0.001,0.001,9163,7297,7346,365,315,9084,0,0,0
289,2.185,16.29,128.12,160.04,2920,0.72,1176,1056,1252,825,819,674,5529,4291,4592,5801,4681,4344,0,0,0
290,14.3,29.558,219.79,492.3105,2905,1.3,0.001,0.001,0.001,0.001,0.001,0.001,3127,2590,2805,10004,8412,7923,0,0,0
291,11.03,26.706,200.08,389.2685,2901,0.83,866,882,711,902,702,831,5174,2685,4130,7234,5517,5180,0,0,0
292,13.368,24.487,185.04,312.2537,2874,0.88,652,686,545,673,473,585,4395,3672,4009,6774,5777,6247,0,0,0
293,13.375,18.927,144.31,263.0339,2872,1.24,0.001,0.001,0.001,0.001,0.001,0.001,6880,6892,6808,6970,6908,0.001,0,0,0
294,0.243,21.747,164.04,331.0479,2863,0.86,2831,2870,2934,420,349,0.001,7469,5923,6354,2083,1525,1599,0,0,0
295,13.755,31.986,236.65,597.3047,2857,1.02,502,0.001,0.001,422,0.001,497,4445,3825,4352,7245,6289,6712,0,0,0
296,15.447,28.085,209.34,455.3174,2819,0.66,1206,1114,1875,1542,1145,1196,5724,6245,4912,3163,2935,2773,0,0,0
297,15.722,27.269,204.18,395.3346,2818,1.47,0.001,0.001,0.001,1721,1828,1752,0.001,0.001,0.001,11178,8802,8530,0,0,0
298,12.574,23.622,178.85,299.2585,2804,0.58,877,1396,1321,1693,1414,1136,4606,3543,3731,5279,4335,4319,0,0,0
299,13.145,23.447,177.58,297.2247,2804,1.34,230,199,201,1023,765,769,1065,1156,1356,9756,8340,8784,0,0,0
300,14.469,30.363,225.16,546.2807,2786,0.97,1593,1583,1461,0.001,0.001,0.001,7649,7622,5089,3373,2977,2086,0,0,0
301,13.849,34.36,254.08,605.4545,2784,0.53,1523,1565,1403,1450,1154,1249,4058,4494,4199,3927,4248,4142,0,0,0
302,16.449,35.987,266.26,586.3783,2775,2.35,0.001,0.001,0.001,0.001,0.001,0.001,0.001,18244,15054,0.001,0.001,0.001,0,0,0
303,15.424,27.426,205.27,399.33,2775,1.45,0.001,0.001,0.001,1813,1732,1753,0.001,0.001,0.001,9885,9238,8877,0,0,0
304,15.17,24.733,186.58,325.31,2763,0.7,975,1038,1466,1201,1254,980,5268,6481,4989,3042,3294,3172,0,0,0
305,14.483,18.967,144.67,261.0401,2746,0.47,2430,2917,5448,2026,2255,2251,2497,2656,3720,0.001,2720,4034,0,0,0
306,13.856,34.806,257.15,629.4557,2740,0.73,979,955,883,852,676,611,4951,4771,4655,4923,4567,4053,0,0,0
307,15.026,25.942,195,355.3222,2730,1.64,0.001,0.001,0.001,0.001,2662,0.001,0.001,0.001,0.001,10880,9055,10164,0,0,0
308,3.642,18.884,145.12,226.0166,2725,0.76,1103,873,799,892,659,574,5280,3506,4138,5593,4791,4487,0,0,0
309,14.802,28.514,212.96,425.3632,2692,1.34,55,0.001,245,728,710,627,1579,1278,1527,10138,7442,7976,0,0,0
310,13.86,22.597,172.25,259.2424,2690,0.38,1930,1836,1886,1692,1516,1478,3660,3415,3505,3801,3810,3749,0,0,0
311,12.397,23.741,179.45,311.1683,2675,0.99,615,474,451,314,0.001,0.001,4866,5134,7341,5385,3474,4041,0,0,0
312,0.243,22.421,168.61,358.0462,2656,0.41,3034,2401,2813,2515,0.001,1655,4354,3300,3583,3352,2245,2624,0,0,0
313,6.557,25.31,190.43,347.2434,2647,0.8,772,766,802,694,566,500,5481,3822,4433,5574,4013,4342,0,0,0
314,14.561,29.463,219.13,489.2774,2643,0.81,518,0.001,0.001,1448,1031,1071,5316,5304,4731,3681,4094,4522,0,0,0
315,10.634,22.688,168.78,505.9514,2620,0.83,714,597,630,623,574,522,4742,4023,3717,6061,4513,4728,0,0,0
316,14.165,19.152,145.41,288.0333,2618,0.53,2982,3593,3492,2469,2262,2440,4570,3579,3380,0.001,2653,0.001,0,0,0
317,14.92,29.233,217.53,480.3096,2618,0.69,438,0.001,423,0.001,4214,4031,3828,3242,4223,3669,3628,3717,0,0,0
318,9.672,18.565,139.6,368.975,2606,0.71,853,970,809,947,1004,738,5511,3924,3895,4725,3712,4184,0,0,0
319,14.07,17.503,134.88,217.0348,2589,0.7,2408,2483,2632,4621,3966,4612,4894,0.001,0.001,0.001,3401,2050,0,0,0
320,6.249,21.277,162.09,264.1573,2580,1.1,745,816,428,1448,1086,806,1897,6042,2926,10184,1625,2952,0,0,0
321,16.468,37.812,278.26,760.5186,2578,1.86,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,780,5588,12725,11844,0,0,0
322,14.391,35.855,264.47,677.5166,2571,0.94,517,448,463,377,0.001,0.001,5290,4649,4730,5317,5506,3549,0,0,0
323,15.377,31.811,235.83,548.3331,2568,0.43,3478,3345,1818,1552,1971,1248,3718,4358,3897,1963,1884,1578,0,0,0
324,14.743,18.962,144.58,263.0335,2555,0.51,3056,3367,3528,0.001,3792,3780,3346,2669,0.001,2388,2460,2275,0,0,0
325,11.615,23.394,177.23,295.2276,2550,0.68,0.001,1033,877,2862,0.001,2188,2491,3877,4252,4915,4155,3951,0,0,0
326,14.778,17.505,134.89,217.0348,2526,0.52,2222,2563,2580,3360,3018,3195,3931,4044,2403,2991,0.001,0.001,0,0,0
327,13.44,28.478,210.48,639.0793,2521,0.94,401,349,335,257,343,0.001,5100,4813,4448,5717,4105,4383,0,0,0
328,16.313,39.28,288.57,835.5367,2510,1.32,0.001,0.001,0.001,0.001,0.001,0.001,0.001,8482,6968,3372,6381,4912,0,0,0
329,13.355,18.952,144.56,261.0405,2503,0.89,0.001,361,1198,4187,3834,1816,5554,0.001,0.001,3927,3051,6113,0,0,0
330,13.399,25.011,188.44,335.2199,2485,0.8,724,633,681,631,489,506,4172,3955,4070,5179,4641,4138,0,0,0
331,1.955,17.697,136.9,203.0017,2469,0.72,1093,861,878,724,734,538,5053,3814,4317,4386,3762,3470,0,0,0
332,14.547,29.784,221.23,513.3415,2458,1.07,0.001,0.001,0.001,3934,4226,4327,0.001,0.001,0.001,5394,6058,5553,0,0,0
333,16.078,36.135,266.34,702.5442,2414,2.13,0.001,0.001,0.001,0.001,0.001,601,5667,5192,167,17336,0.001,0.001,0,0,0
334,14.53,30.245,224.71,506.3252,2407,1.13,0.001,0.001,0.001,1060,0.001,0.001,2863,2974,2510,6969,6503,6000,0,0,0
335,13.431,19.155,145.43,288.0339,2402,0.88,0.001,0.001,1329,1256,0.001,0.001,4343,4643,4597,4092,4356,4207,0,0,0
336,14.415,18.974,144.7,262.0367,2402,1.64,4475,0.001,10017,0.001,10058,4272,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
337,13.818,20.514,155.29,306.0441,2397,0.23,2228,2539,2440,1912,1997,2718,2703,3244,2882,1804,1334,2962,0,0,0
338,16.067,31.314,232.24,541.3728,2396,1.41,0.001,0.001,0.001,1793,1832,1731,0.001,0.001,0.001,8839,7435,7119,0,0,0
339,13.369,23.438,177.97,280.2642,2391,0.87,577,555,464,545,472,438,3467,3423,3240,5431,4902,5172,0,0,0
340,15.53,25.678,193.14,349.3108,2380,0.89,424,480,340,366,331,253,4959,4303,4055,4686,4438,3925,0,0,0
341,13.613,28.433,209.95,669.9582,2368,0.96,347,317,315,263,203,176,4536,3871,3297,5969,4563,4564,0,0,0
342,14.288,26.79,200.38,409.2351,2368,0.39,1611,1718,1575,1768,1555,1581,3856,3969,3536,2380,2671,2193,0,0,0
343,13.876,20.517,155.3,306.0441,2367,0.37,2266,2352,2734,2251,2618,2156,3204,2894,3510,2683,1735,0.001,0,0,0
344,14.871,18.976,144.71,262.0366,2363,0.59,1258,3005,0.001,4009,4206,1271,4725,2692,1621,1801,1758,2009,0,0,0
345,13.444,28.17,247.47,59.0147,2357,0.9,521,471,385,333,430,95,4673,4498,3796,5257,3839,3989,0,0,0
346,13.94,24.039,181.46,321.2102,2354,1.01,849,673,567,472,285,1664,3572,3377,8319,3043,4552,880,0,0,0
347,14.56,29.16,217.49,443.3371,2341,1.16,0.001,0.001,0.001,5880,6334,6556,0.001,0.001,0.001,3089,3178,3053,0,0,0
348,15.489,29.536,219.63,492.3453,2323,1.01,359,270,337,292,230,0.001,6972,4143,4017,4436,3597,3224,0,0,0
349,14.84,30.402,225.83,510.3205,2321,1.03,0.001,228,238,0.001,0.001,0.001,4497,3402,4883,5454,4578,4567,0,0,0
350,13.84,32.167,237.99,597.3038,2301,1.01,0.001,377,529,0.001,436,0.001,3580,3096,3331,6192,4910,5159,0,0,0
351,13.684,28.006,208.77,454.3203,2297,1.64,0.001,0.001,0.001,703,596,747,0.001,0.001,0.001,9043,7762,8715,0,0,0
352,13.261,25.741,193.58,351.2904,2296,1.7,0.001,0.001,0.001,619,534,482,0.001,0.001,0.001,10611,7339,7968,0,0,0
353,16.469,35.099,258.85,686.4785,2288,1.47,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2548,3076,4760,9817,7260,0,0,0
354,14.077,29.378,218.61,480.3093,2284,0.71,766,707,812,768,630,783,3859,3822,3521,3971,4329,3434,0,0,0
355,16.161,36.815,271.15,728.5606,2275,1.06,0.001,0.001,0.001,2255,2181,1227,0.001,6705,2830,6741,3735,1631,0,0,0
356,16.435,37.568,276.57,744.5572,2264,1.74,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1451,7807,6862,11051,0,0,0
357,15.574,29.308,218.09,480.3464,2257,0.99,305,289,266,372,334,333,6787,4314,4090,3980,3088,2922,0,0,0
358,16.467,38.602,283.88,788.5455,2250,2.42,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,721,1466,6196,18618,0,0,0
359,15.427,30.297,225.02,513.3407,2250,1.27,0.001,0.001,0.001,2403,2439,2198,0.001,0.001,0.001,7303,6259,6398,0,0,0
360,14.694,19.522,150.11,223.028,2246,0.42,1477,1410,1714,1021,2428,2025,2147,1595,2215,3193,3738,3988,0,0,0
361,16.278,36.014,265.65,676.5296,2245,1.29,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5783,5053,3467,7103,5530,0,0,0
362,2.233,18.906,145.15,230.0112,2237,0.69,954,817,938,829,656,533,4454,2997,3655,3810,3778,3418,0,0,0
363,14.337,18.339,140.75,232.0463,2228,0.31,1674,1792,1903,1874,1894,1330,3267,3317,3271,2020,2415,1974,0,0,0
364,14.131,32.926,244.23,533.4554,2222,0.79,600,613,614,736,427,475,4138,4252,4556,3068,3714,3470,0,0,0
365,9.575,24.85,186.75,359.1464,2219,0.13,2113,1972,1925,2101,1845,1897,2561,2631,2535,2276,2487,2282,0,0,0
366,16.46,36.22,266.97,702.5456,2207,2.45,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6798,1461,18228,0.001,0.001,0,0,0
367,13.683,25.487,191.64,353.2874,2204,1.68,0.001,0.001,0.001,538,522,520,0.001,0.001,0.001,9260,7139,8468,0,0,0
368,13.895,19.141,145.35,287.0367,2202,0.36,2398,0.001,2447,2242,2095,2267,2589,2801,2857,2576,2666,1487,0,0,0
369,14.024,26.089,194.92,425.2037,2202,1.22,0.001,0.001,0.001,1736,3692,3948,0.001,0.001,0.001,3414,6278,7355,0,0,0
370,10.454,29.344,217.4,571.2856,2195,0.65,866,798,840,977,770,755,3772,3317,3498,3733,3237,3773,0,0,0
371,14.47,25.828,194.19,353.3063,2191,1.39,0.001,0.001,0.001,1703,1854,1691,0.001,0.001,0.001,8399,6051,6599,0,0,0
372,14.991,17.407,134.07,219.0274,2191,0.96,802,749,1032,0.001,0.001,1741,5124,6909,2595,2757,3309,1269,0,0,0
373,1.888,15.398,121.57,153.0188,2186,0.73,854,777,879,655,511,489,4528,3098,3492,4133,3362,3448,0,0,0
374,12.641,25.976,193.34,485.068,2179,1.24,119,106,142,94,228,190,5191,1317,1263,7139,4104,6260,0,0,0
375,13.575,26.505,198.9,371.3156,2169,1.71,0.001,0.001,0.001,427,452,473,0.001,0.001,0.001,9912,6982,7783,0,0,0
376,15.847,17.461,134.49,219.0277,2164,1.24,0.001,0.001,0.001,1447,1064,0.001,0.001,4248,6012,8080,2889,2227,0,0,0
