ID,RT,DT,CCS,m/z,83 Paired 12835.d.DeMP, 84 Paired 7211.d.DeMP, 85 Paired 2654.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
981,10.794,17.417,164.72,217.0338,2441,3501,0.001,0.001,0.001,0.001
982,14.976,33.06,274.42,605.407,3080,1050,1804,0.001,0.001,0.001
983,16.105,37.934,309.02,774.547,0.001,2391,3518,0.001,0.001,0.001
984,3.721,32.356,268.72,659.262,2347,1795,1752,0.001,0.001,0.001
985,14.452,32.839,273.84,515.411,4549,807,535,0.001,0.001,0.001
986,6.402,20.088,185.66,209.1541,1401,1990,2498,0.001,0.001,0.001
987,8.225,17.445,164.93,217.034,3194,2690,0.001,0.001,0.001,0.001
988,2.297,22.275,200.4,254.06,0.001,5881,0.001,0.001,0.001,0.001
989,6.527,17.433,164.75,219.0267,2639,3230,0.001,0.001,0.001,0.001
990,13.748,27.465,234.99,435.2521,1141,2503,2224,0.001,0.001,0.001
991,6.262,24.48,213.24,401.1269,1164,3050,1649,0.001,0.001,0.001
992,16.444,37.714,307.69,734.5364,2952,2523,385,0.001,0.001,0.001
993,8.161,18.906,174.4,263.0343,2630,3217,0.001,0.001,0.001,0.001
994,2.964,23.938,209.38,389.0905,3068,1579,1195,0.001,0.001,0.001
995,1.17,17.738,171.68,147.0443,2242,1872,1725,0.001,0.001,0.001
996,10.612,17.444,164.88,218.0302,5813,0.001,0.001,0.001,0.001,0.001
997,3.94,20.302,185.54,249.0216,5560,0.001,245,0.001,0.001,0.001
998,12.807,27.761,236.85,457.2362,1698,2992,1100,0.001,0.001,0.001
999,13.976,40.107,324.83,802.6004,1418,3344,1015,0.001,0.001,0.001
1000,13.988,32.552,271.31,545.4216,4753,1020,0.001,0.001,0.001,0.001
1001,13.317,17.391,164.47,218.03,5756,0.001,0.001,0.001,0.001,0.001
1002,15.234,40.229,325.59,824.5847,0.001,2252,3497,0.001,0.001,0.001
1003,1.933,19.339,178.8,233.0111,534,5215,0.001,0.001,0.001,0.001
1004,2.713,31.019,258.65,683.166,0.001,5747,0.001,0.001,0.001,0.001
1005,7.943,17.433,164.84,217.0341,2685,1963,1097,0.001,0.001,0.001
1006,8.296,37.446,305.29,793.465,775,2106,2858,0.001,0.001,0.001
1007,10.252,23.931,211.03,313.2378,2646,1519,1572,0.001,0.001,0.001
1008,13.545,29.593,250.71,445.3327,2978,1321,1433,0.001,0.001,0.001
1009,14.832,29.62,250.35,481.2992,4887,838,0.001,0.001,0.001,0.001
1010,9.63,27.843,236.7,514.2836,3604,1847,255,0.001,0.001,0.001
1011,7.867,33.773,278.96,687.3827,1376,2134,2186,0.001,0.001,0.001
1012,13.658,28.227,241.25,403.358,4299,672,724,0.001,0.001,0.001
1013,11.274,26.393,227.24,419.3168,3140,1369,1172,0.001,0.001,0.001
1014,12.494,24.157,212.17,335.1892,3819,1474,383,0.001,0.001,0.001
1015,2.37,24.335,414.76,628.7282,1331,2112,2229,0.001,0.001,0.001
1016,14.062,27.811,237.08,467.2822,4264,865,533,0.001,0.001,0.001
1017,6.677,19.908,180.29,327.9762,1693,1395,2557,0.001,0.001,0.001
1018,12.279,22.872,204.17,275.201,1680,1758,2205,0.001,0.001,0.001
1019,13.842,32.306,270.49,473.3644,2091,2126,1415,0.001,0.001,0.001
1020,9.607,25.504,221.74,359.2223,5612,0.001,0.001,0.001,0.001,0.001
1021,1.974,18.34,172.86,196.0426,0.001,5609,0.001,0.001,0.001,0.001
1022,15.908,33.761,280.06,564.5382,0.001,2854,2753,0.001,0.001,0.001
1023,11.232,22.96,203.86,307.158,3942,1661,0.001,0.001,0.001,0.001
1024,13.423,31.753,265.81,511.401,3450,1553,593,0.001,0.001,0.001
1025,7.846,17.439,164.8,219.0267,4131,0.001,1464,0.001,0.001,0.001
1026,11.588,28.736,243.85,476.25,1655,1970,1968,0.001,0.001,0.001
1027,13.812,33.416,277.46,567.4642,3827,1763,0.001,0.001,0.001,0.001
1028,7.892,18.896,174.33,263.0341,2520,3064,0.001,0.001,0.001,0.001
1029,11.993,17.437,164.83,218.0303,5580,0.001,0.001,0.001,0.001,0.001
1030,7.076,28.544,241.95,511.2764,1407,1563,2606,0.001,0.001,0.001
1031,9.201,23.204,205.93,299.1857,970,1928,2674,0.001,0.001,0.001
1032,9.011,28.194,237.22,775.6795,1260,1832,2478,0.001,0.001,0.001
1033,8.816,25.718,223.49,353.2326,5168,0.001,401,0.001,0.001,0.001
1034,7.644,18.907,174.44,262.0372,2836,2729,0.001,0.001,0.001,0.001
1035,8.2,19.787,352.88,279.6133,1215,2679,1662,0.001,0.001,0.001
1036,14.047,31.867,266.91,493.3903,2764,2389,391,0.001,0.001,0.001
1037,3.724,22.135,198.78,269.1498,1014,4157,368,0.001,0.001,0.001
1038,10.153,27.066,232.49,407.2799,2260,626,2653,0.001,0.001,0.001
1039,9.487,22.678,202.44,283.1094,3033,1808,676,0.001,0.001,0.001
1040,11.587,27.364,234.27,433.2397,1640,1882,1993,0.001,0.001,0.001
1041,9.482,24.258,212.98,333.2061,1074,2210,2231,0.001,0.001,0.001
1042,14.189,31.032,260.96,475.3796,2375,1144,1993,0.001,0.001,0.001
1043,10.156,19.83,184.33,197.1537,924,1226,3351,0.001,0.001,0.001
1044,0.832,16.906,163.58,166.0506,0.001,5498,0.001,0.001,0.001,0.001
1045,8.362,18.895,174.32,263.0341,2602,2891,0.001,0.001,0.001,0.001
1046,7.927,18.907,174.44,262.037,3379,2104,0.001,0.001,0.001,0.001
1047,3.112,28.024,238.28,495.1511,0.001,5470,0.001,0.001,0.001,0.001
1048,13.935,33.715,279.62,573.4534,2976,1562,914,0.001,0.001,0.001
1049,11.799,25.496,222.01,345.2433,5447,0.001,0.001,0.001,0.001,0.001
1050,13.86,31.295,262.66,493.3905,2896,1279,1266,0.001,0.001,0.001
1051,2.279,21.87,181.03,283.082,453,4144,835,1243,1273,881
1052,0.918,30.624,261.72,310.0494,0.001,5428,0.001,0.001,0.001,0.001
1053,11.922,23.158,206.05,284.2225,1162,3035,1222,0.001,0.001,0.001
1054,13.227,31.019,260.63,491.3747,3723,1690,0.001,0.001,0.001,0.001
1055,9.276,19.197,344.89,255.6294,843,0.001,4567,0.001,0.001,0.001
1056,13.611,45.246,361.42,1012.8005,0.001,2930,2476,0.001,0.001,0.001
1057,15.521,37.667,307.13,762.512,2272,2242,886,0.001,0.001,0.001
1058,12.074,29.933,252.84,471.3492,0.001,5399,0.001,0.001,0.001,0.001
1059,9.139,30.563,256.69,533.3334,329,1099,3965,0.001,0.001,0.001
1060,13.814,32.129,268.5,519.407,5380,0.001,0.001,0.001,0.001,0.001
1061,14.691,28.37,242.21,409.3686,3333,1405,642,0.001,0.001,0.001
1062,13.723,31.958,267.26,517.3906,3229,1295,849,0.001,0.001,0.001
1063,13.317,29.771,250.91,524.2781,1383,1773,2198,0.001,0.001,0.001
1064,8.364,17.443,164.91,217.034,2896,2442,0.001,0.001,0.001,0.001
1065,11.178,24.489,214.47,343.2488,0.001,1940,3373,0.001,0.001,0.001
1066,6.043,23.592,207.52,352.0565,5308,0.001,0.001,0.001,0.001,0.001
1067,10.903,22.393,200.67,271.2275,1682,1739,1882,0.001,0.001,0.001
1068,15.948,27.134,233.26,393.3736,3576,538,1188,0.001,0.001,0.001
1069,13.811,30.456,255.93,530.3257,2731,2014,554,0.001,0.001,0.001
1070,2.128,22.556,200.24,329.027,877,932,3482,0.001,0.001,0.001
1071,16.017,38.135,310.45,782.5367,5290,0.001,0.001,0.001,0.001,0.001
1072,14.069,34.072,282.01,596.4984,5289,0.001,0.001,0.001,0.001,0.001
1073,7.588,17.423,164.76,217.034,2354,1785,1150,0.001,0.001,0.001
1074,14.579,34.629,286.17,593.4806,0.001,5286,0.001,0.001,0.001,0.001
1075,8.062,30.87,258.57,568.2805,0.001,1126,4157,0.001,0.001,0.001
1076,1.192,22.471,200.89,282.1341,1884,1783,1616,0.001,0.001,0.001
1077,13.184,30.315,255.77,465.3586,3018,1146,1114,0.001,0.001,0.001
1078,11.465,18.896,174.36,262.0371,3735,0.001,1535,0.001,0.001,0.001
1079,11.348,17.426,164.74,218.0303,5270,0.001,0.001,0.001,0.001,0.001
1080,13.776,12.96,129.46,248.9713,2393,0.001,2870,0.001,0.001,0.001
1081,2.203,22.112,197.81,294.0548,0.001,5260,0.001,0.001,0.001,0.001
1082,15.039,27.907,238.42,427.2163,2725,1932,600,0.001,0.001,0.001
1083,8.778,27.896,237.3,498.2901,1889,3363,0.001,0.001,0.001,0.001
1084,5.685,21.042,190.96,255.1592,1079,1215,2934,0.001,0.001,0.001
1085,10.034,21.72,196.86,237.1488,1258,2379,1587,0.001,0.001,0.001
1086,14.404,29.615,250.16,492.3455,3781,1006,434,0.001,0.001,0.001
1087,9.804,30.226,254.36,519.3185,0.001,0.001,5218,0.001,0.001,0.001
1088,16.301,38.499,313.38,747.5688,1658,2130,1416,0.001,0.001,0.001
1089,11.352,23.34,203.21,514.9802,2042,2368,781,0.001,0.001,0.001
1090,4.847,23.881,209.72,351.0904,0.001,5190,0.001,0.001,0.001,0.001
1091,2.469,29.577,249.03,564.1659,3770,289,1127,0.001,0.001,0.001
1092,4.903,17.131,160.44,278.9142,1917,2582,681,0.001,0.001,0.001
1093,8.053,25.442,220.74,385.2375,3065,1607,499,0.001,0.001,0.001
1094,12.885,31.229,262.28,485.3839,4415,452,296,0.001,0.001,0.001
1095,13.877,30.2,255.21,447.348,2986,1439,722,0.001,0.001,0.001
1096,0.316,17.023,153.93,217.0143,1696,1769,1674,740,0.001,0.001
1097,2.485,26.696,236.11,216.9916,0.001,5135,0.001,0.001,0.001,0.001
1098,12.663,26.354,227.31,399.255,2188,1707,1234,0.001,0.001,0.001
1099,8.231,23.588,208.84,299.1494,1258,1634,2231,0.001,0.001,0.001
1100,8.165,36.248,296.76,749.4384,1246,0.001,3869,0.001,0.001,0.001
1101,1.419,16.472,169.01,93.0347,1019,1835,2258,0.001,0.001,0.001
1102,9.327,21.814,193.15,408.9672,2063,2042,1003,0.001,0.001,0.001
1103,10.676,38.85,315.01,897.6242,5092,0.001,0.001,0.001,0.001,0.001
1104,13.688,31.505,264.25,491.3742,2803,1123,1153,0.001,0.001,0.001
1105,8.942,18.895,174.35,262.0369,4059,0.001,1018,0.001,0.001,0.001
1106,10.902,18.894,174.31,263.0335,3361,1712,0.001,0.001,0.001,0.001
1107,8.37,29.552,249.52,505.3025,0.001,0.001,5060,0.001,0.001,0.001
1108,16.219,31.756,265.37,548.4094,1190,2593,1274,0.001,0.001,0.001
1109,13.542,23.321,208.34,255.2329,2168,1618,1256,0.001,0.001,0.001
1110,4.941,18.306,172.65,195.0686,0.001,786,4255,0.001,0.001,0.001
1111,5.263,16.971,312.88,225.0686,1978,1687,1354,0.001,0.001,0.001
1112,1.279,12.965,129.5,248.9709,0.001,2251,2768,0.001,0.001,0.001
1113,12.328,29.071,246.88,441.3579,3752,470,789,0.001,0.001,0.001
1114,14.909,32.568,271.61,531.4422,2959,1432,618,0.001,0.001,0.001
1115,14.281,34.849,287.57,615.4618,1588,732,2686,0.001,0.001,0.001
1116,3.349,18.003,169.23,217.0165,0.001,3693,1311,0.001,0.001,0.001
1117,2.451,17.453,180.44,79.9575,1157,1973,1873,0.001,0.001,0.001
1118,13.255,29.945,253.77,421.3324,2618,1720,661,0.001,0.001,0.001
1119,3.119,23.529,206.68,370.095,411,4575,0.001,0.001,0.001,0.001
1120,13.582,31.961,267.25,519.4058,1758,1539,1686,0.001,0.001,0.001
1121,7.162,27.904,237.66,475.2134,2228,2027,715,0.001,0.001,0.001
1122,13.107,26.51,228.18,415.225,1112,1226,2631,0.001,0.001,0.001
1123,13.29,28.594,242.88,469.2828,457,273,4236,0.001,0.001,0.001
1124,11.818,31.889,267.14,489.3586,3280,530,1147,0.001,0.001,0.001
1125,7.521,31.013,259.32,599.3297,1083,1570,2302,0.001,0.001,0.001
1126,7.011,27.773,237.13,445.1868,4271,0.001,682,0.001,0.001,0.001
1127,14.525,23.031,205.18,281.2481,2469,1291,1190,0.001,0.001,0.001
1128,11.761,18.896,174.36,262.0376,3413,0.001,1531,0.001,0.001,0.001
1129,15.847,37.79,307.98,771.5209,1724,2234,976,0.001,0.001,0.001
1130,5.249,27.178,232.48,459.2151,0.001,4932,0.001,0.001,0.001,0.001
1131,3.091,15.934,157.01,152.0344,998,2362,1565,0.001,0.001,0.001
1132,13.09,39.745,322.07,817.5836,0.001,0.001,4924,0.001,0.001,0.001
1133,9.249,29.066,246.14,488.2868,0.001,501,4420,0.001,0.001,0.001
1134,6.884,19.572,177.78,326.9639,1420,1221,2271,0.001,0.001,0.001
1135,13.005,28.94,245.06,498.2624,1191,2835,865,0.001,0.001,0.001
1136,14.601,34.817,287.31,617.4774,2000,1644,1242,0.001,0.001,0.001
1137,2.045,17.723,168.6,187.0059,625,975,3286,0.001,0.001,0.001
1138,7.447,26.492,228.34,399.184,403,1527,2954,0.001,0.001,0.001
1139,7.112,19.206,180.63,179.1435,1543,2080,1260,0.001,0.001,0.001
1140,3.799,18.752,174.07,239.0002,3288,422,1173,0.001,0.001,0.001
1141,14.802,27.508,235.76,409.3683,2369,2245,266,0.001,0.001,0.001
1142,7.201,17.434,164.85,217.0337,2093,2787,0.001,0.001,0.001,0.001
1143,13.957,33.533,278.38,563.432,3558,501,814,0.001,0.001,0.001
1144,8.95,17.42,164.74,217.0337,3212,1659,0.001,0.001,0.001,0.001
1145,6.55,17.495,320.15,239.0841,0.001,1262,3608,0.001,0.001,0.001
1146,11.679,24.621,212.21,569.9796,1129,2486,1255,0.001,0.001,0.001
1147,10.546,24.714,216.27,339.2354,4870,0.001,0.001,0.001,0.001,0.001
1148,15.289,28.367,241.66,439.3801,0.001,2955,1905,0.001,0.001,0.001
1149,8.975,22.857,203.73,285.1256,1578,1592,1679,0.001,0.001,0.001
1150,8.551,39.728,326.77,427.2257,0.001,4846,0.001,0.001,0.001,0.001
1151,11.707,24.627,215.51,343.2276,4836,0.001,0.001,0.001,0.001,0.001
1152,14.709,32.539,270.85,577.3752,2851,1693,282,0.001,0.001,0.001
1153,13.445,27.012,231.63,433.236,1612,1942,1271,0.001,0.001,0.001
1154,12.72,26.708,229.76,410.2369,1866,2239,717,0.001,0.001,0.001
1155,10.484,18.891,174.32,262.0372,4818,0.001,0.001,0.001,0.001,0.001
1156,16.172,35.686,293.11,685.5312,2253,1933,626,0.001,0.001,0.001
1157,11.586,26.139,226.45,362.2384,1644,1641,1526,0.001,0.001,0.001
1158,13.81,26.577,229.15,390.2681,1426,2147,1232,0.001,0.001,0.001
1159,14.531,33.57,279.37,508.342,1576,1835,1391,0.001,0.001,0.001
1160,9.278,28.86,244.29,512.2695,1056,0.001,3740,0.001,0.001,0.001
1161,5.76,20.671,188.06,257.0482,4790,0.001,0.001,0.001,0.001,0.001
1162,13.861,35.881,294.62,676.5212,1701,2042,1042,0.001,0.001,0.001
1163,8.171,25.272,219.35,391.179,2357,1509,902,0.001,0.001,0.001
1164,12.912,31.8,266.17,511.401,2024,1383,1358,0.001,0.001,0.001
1165,14.228,32.263,269.23,540.3681,2885,1112,763,0.001,0.001,0.001
1166,12.233,23.317,206.91,295.2269,1156,1857,1741,0.001,0.001,0.001
1167,0.485,21.683,195.85,255.1315,1565,522,2666,0.001,0.001,0.001
1168,7.318,16.671,156.74,286.9829,1404,1508,1832,0.001,0.001,0.001
1169,11.139,28.147,239.95,443.265,510,3114,1116,0.001,0.001,0.001
1170,14.997,28.614,243.39,446.3315,2110,1405,1216,0.001,0.001,0.001
1171,13.452,32.877,274.28,504.3101,1406,1889,1432,0.001,0.001,0.001
1172,13.735,39.948,323.68,800.5847,2062,2336,321,0.001,0.001,0.001
1173,3.415,31.042,259.39,614.2368,1420,1594,1702,0.001,0.001,0.001
1174,5.154,25.407,219.68,431.1374,1428,1048,2225,0.001,0.001,0.001
1175,10.692,24.302,213.72,317.212,4695,0.001,0.001,0.001,0.001,0.001
1176,8.132,17.426,164.74,218.0302,0.001,2610,2083,0.001,0.001,0.001
1177,13.974,32.301,269.45,545.4216,551,2022,2111,0.001,0.001,0.001
1178,9.053,30.027,252.91,517.3033,0.001,0.001,4684,0.001,0.001,0.001
1179,6.195,26.342,227.53,383.1533,2464,1082,1135,0.001,0.001,0.001
1180,4.626,36.034,294.91,791.3452,1756,1413,1511,0.001,0.001,0.001
1181,14.571,31.555,264.24,519.406,3325,651,703,0.001,0.001,0.001
1182,11.155,27.248,233.58,422.2574,3857,233,585,0.001,0.001,0.001
1183,15.017,28.951,246.26,425.3995,4448,0.001,222,0.001,0.001,0.001
1184,13.64,26.596,230.71,329.248,1343,2175,1151,0.001,0.001,0.001
1185,14.028,33.447,278.33,517.3907,3292,785,590,0.001,0.001,0.001
1186,14.167,29.737,251.05,494.3258,2944,1711,0.001,0.001,0.001,0.001
1187,0.532,20.193,177.23,243.0607,1644,1884,1127,88,0.001,0.001
1188,1.666,27.037,239.06,212.0014,0.001,4655,0.001,0.001,0.001,0.001
1189,2.269,24.919,216.86,383.1915,950,1400,2304,0.001,0.001,0.001
1190,2.26,23.711,208.57,345.1545,3390,258,1001,0.001,0.001,0.001
1191,13.511,31.874,266.69,513.4156,3318,646,677,0.001,0.001,0.001
1192,6.567,26.154,226.5,365.1426,1828,745,2051,0.001,0.001,0.001
1193,12.316,18.853,174,263.0336,3029,0.001,1592,0.001,0.001,0.001
1194,15.678,36.614,300.3,648.6321,2301,2320,0.001,0.001,0.001,0.001
1195,1.878,17.437,165.98,194.0446,0.001,4103,505,0.001,0.001,0.001
1196,12.954,30.375,253.89,683.0891,2048,1709,849,0.001,0.001,0.001
1197,14.771,31.96,267.44,505.4262,2471,1116,1018,0.001,0.001,0.001
1198,8.594,38.112,310.17,797.4094,0.001,4600,0.001,0.001,0.001,0.001
1199,11.153,28.153,239.84,453.2462,3918,162,519,0.001,0.001,0.001
1200,9.398,18.519,168.97,374.9954,1815,1944,840,0.001,0.001,0.001
1201,8.426,18.884,174.27,262.0369,3158,1438,0.001,0.001,0.001,0.001
1202,9.502,24.333,213.44,337.2381,0.001,1520,3072,0.001,0.001,0.001
1203,7.604,18.889,174.34,261.0406,1799,1528,1263,0.001,0.001,0.001
1204,12.043,29.822,252.04,469.3537,3619,0.001,969,0.001,0.001,0.001
1205,12.113,28.984,246.3,437.3276,4581,0.001,0.001,0.001,0.001,0.001
1206,12.453,30.162,253.76,529.3046,309,361,3907,0.001,0.001,0.001
1207,1.226,22.681,202.53,281.0998,268,1640,2662,0.001,0.001,0.001
1208,13.682,28.834,245.42,423.3478,2648,1052,863,0.001,0.001,0.001
1209,15.671,35.043,288.8,635.5263,3154,1159,249,0.001,0.001,0.001
1210,6.292,26.595,229.38,385.1683,2564,1220,778,0.001,0.001,0.001
1211,9.531,28.877,244.95,472.2909,0.001,281,4281,0.001,0.001,0.001
1212,10.834,24.284,213.59,317.212,4560,0.001,0.001,0.001,0.001,0.001
1213,15.347,40.682,328.72,856.5741,4545,0.001,0.001,0.001,0.001,0.001
1214,12.363,24.556,215.43,325.1837,1473,1425,1644,0.001,0.001,0.001
1215,9.886,25.434,221.22,359.2228,4535,0.001,0.001,0.001,0.001,0.001
1216,14.867,32.572,271.69,527.4326,2826,798,909,0.001,0.001,0.001
1217,10.506,26.19,226.11,397.2232,1374,1368,1791,0.001,0.001,0.001
1218,11.905,29.857,252.49,457.3535,4523,0.001,0.001,0.001,0.001,0.001
1219,7.752,17.431,164.82,217.034,2596,1924,0.001,0.001,0.001,0.001
1220,9.295,30.23,255.3,455.2471,403,0.001,4116,0.001,0.001,0.001
1221,7.871,20.337,186.35,235.1327,756,859,2897,0.001,0.001,0.001
1222,7.124,26.634,229.64,387.184,3221,943,348,0.001,0.001,0.001
1223,10.632,24.058,211.93,315.253,4128,0.001,382,0.001,0.001,0.001
1224,10.128,27.827,237.77,430.2966,1094,1547,1865,0.001,0.001,0.001
1225,3.09,18.443,171.97,231.9908,969,2493,1039,0.001,0.001,0.001
1226,3.285,18.293,173.26,183.1018,3605,0.001,896,0.001,0.001,0.001
1227,7.27,28.506,242.9,427.2159,2620,1007,873,0.001,0.001,0.001
1228,15.155,27.601,236.45,409.3681,3814,684,0.001,0.001,0.001,0.001
1229,14.388,22.039,198.56,255.2321,3580,302,614,0.001,0.001,0.001
1230,9.484,23.65,209.02,309.2063,1469,983,2039,0.001,0.001,0.001
1231,0.543,17.788,169.99,173.0923,1369,1887,1230,0.001,0.001,0.001
1232,2.44,29.48,259.88,187.0055,3352,411,719,0.001,0.001,0.001
1233,14.443,35.017,288.79,617.4782,2081,2400,0.001,0.001,0.001,0.001
1234,5.727,22.155,206.68,146.0605,4473,0.001,0.001,0.001,0.001,0.001
1235,11.861,28.014,239.47,413.3267,3965,0.001,505,0.001,0.001,0.001
1236,8.253,23.828,210.37,309.1699,796,960,2713,0.001,0.001,0.001
1237,12.366,31,260.24,509.3848,2244,1531,691,0.001,0.001,0.001
1238,11.834,24.324,213.89,317.2112,3122,466,877,0.001,0.001,0.001
1239,8.821,17.712,163.71,328.7623,1310,1671,1483,0.001,0.001,0.001
1240,13.604,35.944,295.15,669.4951,2084,1688,688,0.001,0.001,0.001
1241,9.615,24.216,212.19,353.1757,764,860,2835,0.001,0.001,0.001
1242,1.715,26.128,225.31,416.131,0.001,2801,1655,0.001,0.001,0.001
1243,8.424,38.582,313.38,837.4907,642,1846,1968,0.001,0.001,0.001
1244,15.606,21.221,190.17,329.0458,2680,1403,369,0.001,0.001,0.001
1245,12.437,21.869,197.42,251.2007,0.001,2874,1569,0.001,0.001,0.001
1246,15.014,32.388,270.3,529.4265,3088,688,663,0.001,0.001,0.001
1247,1.565,20.259,184.35,274.038,2708,1243,487,0.001,0.001,0.001
1248,5.928,25.008,216.77,426.1226,0.001,4434,0.001,0.001,0.001,0.001
1249,14.521,34.731,286.9,595.4945,1022,1190,2213,0.001,0.001,0.001
1250,11.309,28.48,241.98,473.2311,2797,1624,0.001,0.001,0.001,0.001
1251,6.09,17.422,164.67,219.0265,2269,2151,0.001,0.001,0.001,0.001
1252,12.273,28.912,245.73,439.3422,2691,245,1484,0.001,0.001,0.001
1253,11.695,27.025,232.3,401.2312,1945,1329,1145,0.001,0.001,0.001
1254,1.693,25.268,219.24,395.1055,389,2585,1436,0.001,0.001,0.001
1255,13.684,29.932,252.92,465.3588,2601,1176,630,0.001,0.001,0.001
1256,7.579,27.942,238.94,413.1994,2535,586,1278,0.001,0.001,0.001
1257,11.299,26.707,230.65,365.2688,2707,970,719,0.001,0.001,0.001
1258,3.265,19.354,178.52,242.9957,1799,0.001,2594,0.001,0.001,0.001
1259,8.032,18.892,174.36,261.0411,2272,1418,703,0.001,0.001,0.001
1260,14.537,34.126,282.62,577.4845,0.001,2549,1840,0.001,0.001,0.001
1261,5.874,17.436,164.78,219.0265,1719,2665,0.001,0.001,0.001,0.001
1262,11.529,24.958,218.05,341.251,1346,1745,1291,0.001,0.001,0.001
1263,9.146,23.699,208.91,327.1801,477,2566,1336,0.001,0.001,0.001
1264,1.295,18.936,176.64,212.0492,0.001,4379,0.001,0.001,0.001,0.001
1265,12.83,30.863,259.5,489.3588,2231,1101,1045,0.001,0.001,0.001
1266,3.852,22.14,197.6,309.1002,0.001,3992,380,0.001,0.001,0.001
1267,6.039,20.652,189.13,227.1284,0.001,0.001,4362,0.001,0.001,0.001
1268,13.757,24.903,217.94,329.2485,0.001,0.001,4356,0.001,0.001,0.001
1269,7.273,20.131,185.79,213.1296,1767,1239,1348,0.001,0.001,0.001
1270,15.021,32.793,273.03,551.4685,3025,638,685,0.001,0.001,0.001
1271,2.096,16.795,161.02,193.9908,0.001,3308,1040,0.001,0.001,0.001
1272,14.482,29.182,247.95,427.3789,2874,931,530,0.001,0.001,0.001
1273,9.406,24.647,215.48,351.2175,4326,0.001,0.001,0.001,0.001,0.001
1274,7.321,24.791,215.99,378.1008,2648,1427,247,0.001,0.001,0.001
1275,12.737,31.465,263.7,509.3846,2335,916,1067,0.001,0.001,0.001
1276,13.32,27.04,232.01,423.2507,668,0.001,3648,0.001,0.001,0.001
1277,7.87,19.46,180.93,207.1381,708,903,2704,0.001,0.001,0.001
1278,1.735,20.624,188.81,229.1545,3321,742,243,0.001,0.001,0.001
1279,5.162,38.285,310.95,879.4035,1676,1573,1054,0.001,0.001,0.001
1280,4.818,24.846,217,350.15,2470,979,848,0.001,0.001,0.001
1281,13.984,27.099,233.5,369.3371,1836,1974,483,0.001,0.001,0.001
1282,15.281,23.052,205.34,281.2476,860,735,2698,0.001,0.001,0.001
1283,15.377,26.249,227.21,365.3416,2905,1074,309,0.001,0.001,0.001
1284,4.309,24.209,211.51,384.0464,4287,0.001,0.001,0.001,0.001,0.001
1285,13.912,30.637,257.35,524.3001,1674,1546,1066,0.001,0.001,0.001
1286,5.503,16.863,164.76,147.0806,3658,361,266,0.001,0.001,0.001
1287,5.41,35.582,291.87,747.4216,1776,1280,1219,0.001,0.001,0.001
1288,13.647,29.428,248.97,478.294,4275,0.001,0.001,0.001,0.001,0.001
1289,10.422,23.936,211.07,313.2376,2423,0.001,1848,0.001,0.001,0.001
1290,15.678,37.5,305.91,760.5316,0.001,1357,2910,0.001,0.001,0.001
1291,14.729,34.065,281.99,593.4792,2312,741,1212,0.001,0.001,0.001
1292,16.021,32.847,273.02,588.4409,3303,961,0.001,0.001,0.001,0.001
1293,15.295,26.943,231.91,389.3414,3390,588,285,0.001,0.001,0.001
1294,13.191,31.9,266.8,519.4054,2161,1421,680,0.001,0.001,0.001
1295,0.614,18.999,176.84,218.1022,518,961,2776,0.001,0.001,0.001
1296,13.405,31.892,266.77,517.3904,2013,1264,971,0.001,0.001,0.001
1297,11.475,22.797,199.28,504.969,1578,1830,838,0.001,0.001,0.001
1298,11.82,27.868,238.06,431.3165,1777,1651,818,0.001,0.001,0.001
1299,9.732,29.557,249.26,529.2058,2215,694,1333,0.001,0.001,0.001
1300,7.77,18.901,174.43,261.0407,1778,1534,924,0.001,0.001,0.001
1301,5.41,27.287,233.26,461.2304,0.001,4233,0.001,0.001,0.001,0.001
1302,14.151,28.769,244.9,425.3634,2392,1009,828,0.001,0.001,0.001
1303,0.533,23.784,209.58,326.0868,0.001,4229,0.001,0.001,0.001,0.001
1304,14.121,21.728,194.82,297.0465,1631,1823,772,0.001,0.001,0.001
1305,13.162,29.211,247.96,439.3436,2968,0.001,1258,0.001,0.001,0.001
1306,14.154,29.949,253.27,451.3786,2200,1119,903,0.001,0.001,0.001
1307,13.328,18.826,173.86,261.0405,1623,1161,1438,0.001,0.001,0.001
1308,15.514,35.567,292.21,687.4634,4220,0.001,0.001,0.001,0.001,0.001
1309,3.115,25.03,217.46,395.2093,1440,1406,1372,0.001,0.001,0.001
1310,8.518,24.358,213.73,333.2067,4201,0.001,0.001,0.001,0.001,0.001
1311,14.368,30.955,260.09,495.4059,3277,915,0.001,0.001,0.001,0.001
1312,11.832,26.324,229,317.2114,2722,671,797,0.001,0.001,0.001
1313,1.416,23.109,211.52,172.9905,0.001,1169,3013,0.001,0.001,0.001
1314,13.347,24.128,214.33,259.2423,1561,1723,895,0.001,0.001,0.001
1315,9.793,23.131,207.14,249.1122,289,2546,1336,0.001,0.001,0.001
1316,4.518,24.561,213.67,411.0387,2890,793,485,0.001,0.001,0.001
1317,9.871,25.518,221.81,361.2372,4159,0.001,0.001,0.001,0.001,0.001
1318,1.176,16.105,157.38,165.0409,0.001,0.001,4154,0.001,0.001,0.001
1319,6.915,30.289,255.49,471.2419,2120,1717,314,0.001,0.001,0.001
1320,13.248,17.405,164.63,217.0339,2221,1921,0.001,0.001,0.001,0.001
1321,4.606,19.347,178.94,231.0319,3382,755,0.001,0.001,0.001,0.001
