ID,RT,DT,CCS,m/z,83 Paired 12835.d.DeMP, 84 Paired 7211.d.DeMP, 85 Paired 2654.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
30,1.656,18.591,173.98,212.0014,33532,46314,39254,0.001,0.001,0.001
31,1.762,21.738,195.97,263.1032,32275,46255,38539,0.001,0.001,0.001
32,2.179,17.639,167.08,203.0009,29898,44955,42073,0.001,0.001,0.001
33,14.612,24.193,213.12,309.2796,34859,35921,40937,0.001,0.001,0.001
34,13.49,29.166,246.72,500.2788,32190,43849,34991,0.001,0.001,0.001
35,4.065,20.439,186.73,245.0482,50659,36174,23523,0.001,0.001,0.001
36,9.743,23.695,209.3,311.2223,36716,23984,45005,0.001,0.001,0.001
37,13.699,24.048,212.14,305.2482,44871,27105,30835,0.001,0.001,0.001
38,14.151,27.892,238.16,436.284,27835,39043,35596,0.001,0.001,0.001
39,8.712,27.606,236.73,397.2055,36797,29744,33707,0.001,0.001,0.001
40,14.427,34.381,284.31,595.4955,47448,31465,21058,0.001,0.001,0.001
41,5.999,26.529,228.93,383.1532,31657,39271,26867,0.001,0.001,0.001
42,11.475,22.793,199.24,505.9727,35113,40441,22063,0.001,0.001,0.001
43,14.119,34.296,283.7,593.4803,41250,38035,17717,0.001,0.001,0.001
44,16.386,39.934,323.19,861.5538,31270,34292,30952,0.001,0.001,0.001
45,16.092,37.097,303.08,742.542,9087,43212,42188,0.001,0.001,0.001
46,14.948,32.003,268.36,465.3054,38039,37081,18159,0.001,0.001,0.001
47,15.197,36.569,299.33,722.516,0.001,43276,49867,0.001,0.001,0.001
48,14.822,28.913,245.34,464.3152,16134,34814,41675,0.001,0.001,0.001
49,6.839,16.334,154.54,272.9951,28084,27363,35673,0.001,0.001,0.001
50,10.309,22.637,198.16,498.9298,15209,40980,34434,0.001,0.001,0.001
51,13.754,29.328,248.2,480.3102,31213,30453,28534,0.001,0.001,0.001
52,15.846,39.684,321.37,857.5224,36077,41706,12160,0.001,0.001,0.001
53,12.664,22.509,201.55,271.2276,23773,36049,28024,0.001,0.001,0.001
54,13.752,32.67,272.08,554.3476,28461,29839,29111,0.001,0.001,0.001
55,5.335,17.478,319.93,238.0763,35621,14258,37312,0.001,0.001,0.001
56,15.477,37.205,303.83,748.5316,0.001,39607,47423,0.001,0.001,0.001
57,11.353,26.018,222.55,572.9867,31908,37901,17141,0.001,0.001,0.001
58,1.128,16.637,160.06,188.9855,25387,26633,33537,0.001,0.001,0.001
59,10.688,26.799,229.81,448.3069,49688,31938,3242,0.001,0.001,0.001
60,7.852,26.193,226.7,369.174,40221,27534,17095,0.001,0.001,0.001
61,11.685,26.531,226.2,589.0146,28251,34550,20600,0.001,0.001,0.001
62,15.882,39.062,316.94,833.5222,32675,35844,14829,0.001,0.001,0.001
63,1.42,16.539,160.24,172.9905,18288,30526,34198,0.001,0.001,0.001
64,9.401,18.529,169.03,375.9988,40794,42107,0.001,0.001,0.001,0.001
65,12.149,23.784,209.97,311.1684,26485,23488,32347,0.001,0.001,0.001
66,13.503,32.737,272.79,537.4172,34081,21444,26340,0.001,0.001,0.001
67,12.048,25.134,220.18,311.1683,25911,26170,29692,0.001,0.001,0.001
68,8.804,26.899,230.56,448.3066,34710,41983,2728,0.001,0.001,0.001
69,16.036,37.638,306.89,766.5421,9083,22576,45827,0.001,0.001,0.001
70,11.239,21.703,195.63,265.1471,21340,12841,43060,0.001,0.001,0.001
71,13.555,33.462,278.15,539.432,37700,26987,11360,0.001,0.001,0.001
72,14.154,24.059,212.17,307.264,28464,26237,20633,0.001,0.001,0.001
73,12.666,24.32,213.65,325.1842,20753,25396,28970,0.001,0.001,0.001
74,15.028,33.921,281.33,557.459,44939,23729,6180,0.001,0.001,0.001
75,7.83,27.964,239.1,413.2003,43363,11966,18752,0.001,0.001,0.001
76,12.835,24.005,211.93,301.217,31693,24665,15966,0.001,0.001,0.001
77,14.066,22.644,202.65,269.2482,28915,23695,19004,0.001,0.001,0.001
78,13.491,29.801,251.14,524.2791,14056,19941,34005,0.001,0.001,0.001
79,13.433,33.223,276.37,539.4319,44075,15363,7771,0.001,0.001,0.001
80,14.533,30.31,255.12,508.3418,27433,26091,13637,0.001,0.001,0.001
81,9.97,27.533,236.14,399.2213,3493,30829,31031,0.001,0.001,0.001
82,14.532,33.646,279,582.3792,21224,25205,18802,0.001,0.001,0.001
83,13.129,21.52,195.15,241.2167,17661,28943,18347,0.001,0.001,0.001
84,11.153,23.524,208.48,295.2275,52604,3536,8489,0.001,0.001,0.001
85,4.854,16.905,311.93,224.0608,26929,11638,26045,0.001,0.001,0.001
86,1.759,19.547,181.81,203.0818,23919,15064,24382,0.001,0.001,0.001
87,12.589,25.475,222.36,325.1842,22271,20960,19847,0.001,0.001,0.001
88,15.516,35.972,295.11,698.5151,1176,26174,34874,0.001,0.001,0.001
89,16.121,40.697,328.91,844.6117,0.001,30343,31540,0.001,0.001,0.001
90,12.588,25.947,225.92,325.1842,22130,20762,18719,0.001,0.001,0.001
91,15.428,26.003,225.63,353.3426,44583,14704,2087,0.001,0.001,0.001
92,15.691,40.162,325.14,818.5938,274,31276,29206,0.001,0.001,0.001
93,11.091,19.958,185.21,199.1697,12151,22233,25862,0.001,0.001,0.001
94,14.334,28.497,242.26,462.2995,15028,20101,23085,0.001,0.001,0.001
95,14.403,34.256,283.4,593.4803,7626,41581,8284,0.001,0.001,0.001
96,9.731,29.649,250.22,507.2242,28089,9885,19375,0.001,0.001,0.001
97,2.455,24.274,211.77,397.0032,24996,10685,21219,0.001,0.001,0.001
98,14.063,25.004,218.65,331.2641,20722,20376,14864,0.001,0.001,0.001
99,7.112,21.764,197.85,223.1335,16513,23967,15383,0.001,0.001,0.001
100,12.749,32.361,269.11,619.2905,14846,34133,6508,0.001,0.001,0.001
101,8.677,27.695,237.51,391.2852,13133,38145,2727,0.001,0.001,0.001
102,15.952,40.378,326.33,883.5382,16138,32922,4920,0.001,0.001,0.001
103,10.668,28.927,245.2,481.2809,1203,21711,30530,0.001,0.001,0.001
104,13.451,32.941,273.82,578.3478,16146,21794,15445,0.001,0.001,0.001
105,2.717,27.842,236.93,495.1511,0.001,52990,0.001,0.001,0.001,0.001
106,6.051,23.306,206.15,319.1182,0.001,52858,0.001,0.001,0.001,0.001
107,5.738,23.623,207.8,350.0265,52477,0.001,0.001,0.001,0.001,0.001
108,8.553,28.237,240.89,427.2254,0.001,52431,0.001,0.001,0.001,0.001
109,14.12,19.541,180.78,223.0274,20958,22704,8739,0.001,0.001,0.001
110,14.994,37.107,303.12,746.5161,0.001,17007,34528,0.001,0.001,0.001
111,2.651,19.079,176.89,230.9961,5932,2856,42625,0.001,0.001,0.001
112,9.036,27.645,236.98,399.2211,2262,31951,17040,0.001,0.001,0.001
113,12.424,24.035,212.47,291.1995,11086,21444,18718,0.001,0.001,0.001
114,14.241,33.768,279.79,593.4797,40627,1015,9552,0.001,0.001,0.001
115,6.905,26.338,227.79,369.1739,29099,10169,11924,0.001,0.001,0.001
116,12.946,27.755,236.81,457.2363,15867,26262,8962,0.001,0.001,0.001
117,15.251,36.874,301.45,740.5257,7421,18418,24844,0.001,0.001,0.001
118,1.001,19.36,179.08,230.012,0.001,50620,0.001,0.001,0.001,0.001
119,0.928,22.795,202.53,310.0496,0.001,50147,0.001,0.001,0.001,0.001
120,13.865,32.405,269.63,599.322,37462,7385,5095,0.001,0.001,0.001
121,16.198,39.252,318.32,835.5382,24554,18331,6947,0.001,0.001,0.001
122,1.976,20.756,188.07,275.9996,583,49133,0.001,0.001,0.001,0.001
123,15.757,36.674,300.09,724.531,913,27792,20483,0.001,0.001,0.001
124,10.292,19.604,176.37,426.9991,21391,27389,0.001,0.001,0.001,0.001
125,15.119,40.513,327.57,842.5957,0.001,24203,24024,0.001,0.001,0.001
126,12.481,22.814,203.16,293.1792,5830,6142,35558,0.001,0.001,0.001
127,1.953,20.677,188.29,252.0442,0.001,46925,0.001,0.001,0.001,0.001
128,3.152,17.891,169.23,199.0061,13788,7026,25921,0.001,0.001,0.001
129,13.105,24.912,217.76,339.1999,20923,13482,12197,0.001,0.001,0.001
130,4.388,17.52,320.27,246.0742,24275,3105,18546,0.001,0.001,0.001
131,10.888,23.321,207,293.2111,44644,388,772,0.001,0.001,0.001
132,4.948,32.26,274.05,311.1398,23915,10363,11407,0.001,0.001,0.001
133,13.64,25.094,219.38,329.2483,13922,17989,13601,0.001,0.001,0.001
134,7.077,27.176,232.67,445.2361,0.001,45128,0.001,0.001,0.001,0.001
135,11.773,23.13,205.09,309.1739,4647,3709,36546,0.001,0.001,0.001
136,9.164,28.9,244.6,511.2914,4340,15453,24458,0.001,0.001,0.001
137,2.269,16.932,162.92,179.0567,2759,4457,36909,0.001,0.001,0.001
138,11.88,23.336,207.63,277.1838,15177,15091,13734,0.001,0.001,0.001
139,13.283,25.124,219.66,327.2329,9952,8937,24852,0.001,0.001,0.001
140,3.91,20.666,188.71,239.0913,499,1971,40904,0.001,0.001,0.001
141,5.503,19.431,179.76,227.0377,33250,6648,2881,0.001,0.001,0.001
142,13.456,29.698,250.63,504.3102,17490,14999,10222,0.001,0.001,0.001
143,16.215,27.179,233.56,395.3898,33975,4953,3509,0.001,0.001,0.001
144,2.372,24.605,418.79,617.7374,5399,19194,17803,0.001,0.001,0.001
145,13.28,30.726,258.81,467.3747,31225,0.001,10848,0.001,0.001,0.001
146,11.041,20.824,184.92,473.9862,12045,20477,9297,0.001,0.001,0.001
147,1.499,17.592,165.98,218.9957,8778,4640,28368,0.001,0.001,0.001
148,15.503,26.171,226.62,365.3424,13554,21873,5985,0.001,0.001,0.001
149,10.076,22.254,195.3,498.9299,6339,25890,8900,0.001,0.001,0.001
