ID,RT,DT,CCS,m/z,Abundance,Z,Ions,Freq.,Q Score,Sat.,Mark,RT,DT,CCS,m/z,Abundance,RSD,Freq.,RT,DT,CCS,m/z,Abundance,RSD,Freq.,RT,DT,CCS,m/z,Log2(A1/A2),Expression,Diff.Score,148 B2 16632.d.DeMP, 149 B2 16631.d.DeMP, 220 B3 16562.d.DeMP, 221 B3 16563.d.DeMP, 291 B4 16634.d.DeMP, 295 B4 16707.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d,Blank 4.d,Blank 5.d,Blank 6.d,Blank 7.d,Blank 8.d,Blank 9.d
1717,1.261,31.171,231.04,573.3313,4161,-1,3,6,100,,FALSE,1.136,31.134,230.77,573.3321,4161,0.58,5,1.886,31.353,232.4,573.3272,10,3,1,-0.75,-0.219,-1.63,0.0049,8.72,up,99.986,4254,3462,0.001,5339,4720,7192,89,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1718,1.973,19.668,149.23,273.9985,4161,-1,1,15,98.4,,FALSE,1.973,19.714,149.58,273.9974,4161,0.55,6,1.973,19.637,149,273.9992,1715,0.84,9,0,0.077,0.59,-0.0018,1.28,up,97.644,8113,4922,4634,2433,2892,1969,4938,3298,1480,909,465,1093,1128,1105,1021
1719,3.86,34.532,255.63,613.5033,4157,-1,2,7,99.9,,FALSE,3.82,34.545,255.73,613.5031,4157,0.62,6,4.098,34.454,255.05,613.5047,21,3,1,-0.278,0.09,0.67,-0.0016,7.64,up,99.97,5476,8540,2678,4225,1252,2768,187,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1720,3.507,29.861,222.73,449.3989,4156,-1,3,5,58.2,,FALSE,3.507,29.861,222.73,449.3989,4156,0.68,5,,,,,0,,0,,,,,16,up,99.941,8236,5716,3351,2690,4941,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1721,3.314,28.166,210.32,430.332,4152,-1,2,6,100,,FALSE,3.314,28.166,210.32,430.332,4152,0.4,6,,,,,0,,0,,,,,16,up,100,4125,7292,4120,3497,3491,2385,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1722,3.317,22.966,174.04,285.1328,4150,-1,3,8,100,,FALSE,3.319,22.964,174.02,285.1328,4150,0.46,6,3.313,22.973,174.09,285.1327,174,2.02,2,0.006,-0.009,-0.07,0.0001,4.58,up,99.997,2934,3121,7540,5385,2883,3035,916,0.001,648,0.001,0.001,0.001,0.001,0.001,0.001
1723,4.599,28.453,212.25,445.3681,4147,-1,4,4,100,,FALSE,4.559,28.415,211.98,445.3677,4147,1.19,3,4.718,28.565,213.06,445.3694,119,3,1,-0.159,-0.149,-1.08,-0.0017,5.13,up,97.302,7958,11454,0.001,0.001,5471,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1069,0.001,0.001
1724,3.336,31.162,232.08,475.3431,4142,-1,2,5,93.9,,FALSE,3.336,31.162,232.08,475.3431,4142,0.76,5,,,,,0,,0,,,,,16,up,99.854,9017,4649,3872,5657,1659,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1725,3.769,34.672,256.72,607.464,4142,-1,7,3,82.4,,FALSE,3.769,34.672,256.72,607.464,4142,1.43,3,,,,,0,,0,,,,,16,up,94.783,0.001,0.001,0.001,2072,8651,14126,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1726,2.379,21.299,160.4,329.0459,4141,-1,4,11,100,,FALSE,2.387,21.318,160.54,329.0453,4141,0.84,5,2.372,21.284,160.28,329.0465,2670,1.39,6,0.015,0.034,0.26,-0.0013,0.63,up,54.476,7020,3187,9349,3772,1518,0.001,9577,7795,4524,435,0.001,0.001,794,906,0.001
1727,2.973,29.624,220.36,495.2735,4125,-1,1,6,96.5,,FALSE,2.973,29.624,220.36,495.2735,4125,0.33,6,,,,,0,,0,,,,,16,up,100,4524,5001,4749,4512,4599,1364,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1728,3.434,32.882,244.35,519.4079,4123,-1,2,2,44,,FALSE,3.434,32.882,244.35,519.4079,4123,1.65,2,,,,,0,,0,,,,,16,up,91.315,0.001,0.001,0.001,16108,0.001,8632,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1729,2.123,30.981,230.06,531.3687,4117,-1,2,5,99.9,,FALSE,2.123,30.981,230.06,531.3687,4117,1.84,5,,,,,0,,0,,,,,16,up,88.057,924,346,1371,2635,0.001,19428,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1730,2.653,32.109,238.35,540.3308,4117,-1,3,3,99.6,,FALSE,2.653,32.109,238.35,540.3308,4117,1.48,3,,,,,0,,0,,,,,16,up,94.019,2814,6425,0.001,15462,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1731,0.736,27.153,202.29,464.3014,4115,-1,3,5,100,,FALSE,0.736,27.153,202.29,464.3014,4115,1.4,5,,,,,0,,0,,,,,16,up,95.246,448,15409,1783,2678,0.001,4369,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1732,1.657,32.89,243.08,658.3613,4111,-1,4,4,100,,FALSE,1.657,32.89,243.08,658.3613,4111,1.09,4,,,,,0,,0,,,,,16,up,98.484,0.001,9003,285,6417,0.001,8958,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1733,4.258,32.716,243.08,521.4211,4111,-1,2,3,62.6,,FALSE,4.258,32.75,243.34,521.4222,4111,2.26,2,4.257,32.646,242.57,521.4189,10,3,1,0.002,0.104,0.78,0.0033,8.65,up,79.989,0.001,0.001,0.001,1629,0.001,23034,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1734,3.401,31.151,232.41,447.3207,4110,-1,3,3,89,,FALSE,3.401,31.151,232.41,447.3207,4110,1.23,3,,,,,0,,0,,,,,16,up,97.257,12114,0.001,4844,7703,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1735,3.148,33.021,244.97,555.4285,4106,-1,2,3,82.4,,FALSE,3.148,33.021,244.97,555.4285,4106,1.26,3,,,,,0,,0,,,,,16,up,96.922,3915,8684,12038,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1736,2.867,25.502,191.69,351.217,4104,-1,4,8,99.8,,FALSE,2.87,25.608,192.49,351.2166,4104,0.61,6,2.856,25.184,189.29,351.218,205,2.82,2,0.014,0.424,3.2,-0.0014,4.32,up,99.949,6515,7234,4202,3916,810,1949,1745,102,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1737,4.508,33.339,247.37,551.4696,4098,-1,4,4,70.9,,FALSE,4.656,33.265,246.83,551.4687,4098,1.17,3,4.061,33.563,249,551.472,47,3,1,0.595,-0.299,-2.17,-0.0033,6.44,up,97.685,11011,0.001,0.001,5535,0.001,8039,0.001,0.001,0.001,426,0.001,0.001,0.001,0.001,0.001
1738,3.802,26.627,199.48,387.2504,4096,-1,2,6,100,,FALSE,3.802,26.627,199.48,387.2504,4096,0.43,6,,,,,0,,0,,,,,16,up,99.999,3794,3963,3048,4776,1895,7099,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1739,3.967,39.828,293.42,799.5641,4079,-1,3,4,76.7,,FALSE,4.02,39.791,293.14,799.5641,4079,1.26,3,3.811,39.939,294.24,799.5644,191,3,1,0.209,-0.148,-1.1,-0.0003,4.41,up,96.067,10893,10040,0.001,3541,0.001,0.001,0.001,1722,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1740,2.47,30.806,228.51,555.274,4077,-1,2,6,100,,FALSE,2.47,30.806,228.51,555.274,4077,0.6,6,,,,,0,,0,,,,,16,up,99.979,3628,5083,8361,2474,3624,1291,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1741,2.768,43.752,321.3,995.6173,4076,-1,4,6,100,,FALSE,2.768,43.752,321.3,995.6173,4076,0.57,6,,,,,0,,0,,,,,16,up,99.986,3706,8254,4777,1810,3852,2059,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1742,1.516,21.432,317.35,287.6104,4074,-2,3,6,100,,FALSE,1.516,21.432,317.35,287.6104,4074,0.65,6,,,,,0,,0,,,,,16,up,99.96,2485,5997,4693,1790,1407,8072,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1743,2.599,30.3,224.96,533.2891,4067,-1,3,6,100,,FALSE,2.599,30.3,224.96,533.2891,4067,0.78,6,,,,,0,,0,,,,,16,up,99.83,5773,9629,3639,1878,2108,1375,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1744,2.324,30.062,224.11,458.3562,4063,-1,2,3,97,,FALSE,2.324,30.062,224.11,458.3562,4063,2.07,3,,,,,0,,0,,,,,16,up,83.739,540,2776,0.001,0.001,0.001,21062,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1745,3.255,33.281,246.86,559.3989,4056,-1,4,5,84.3,,FALSE,3.255,33.281,246.86,559.3989,4056,0.77,5,,,,,0,,0,,,,,16,up,99.838,7423,0.001,1802,4243,2950,7919,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1746,1.383,37.332,275.08,785.4167,4048,-1,5,6,100,,FALSE,1.383,37.332,275.08,785.4167,4048,0.41,6,,,,,0,,0,,,,,16,up,100,3366,2171,2859,5587,3806,6499,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1747,3.789,32.724,242.99,533.4576,4046,-1,2,3,82.4,,FALSE,3.893,32.832,243.82,533.455,4046,2.45,1,3.738,32.67,242.58,533.4589,77,2.48,2,0.155,0.163,1.23,-0.0039,5.72,up,75.766,24278,0.001,0.001,0.001,0.001,0.001,0.001,575,0.001,0.001,0.001,0.001,0.001,117,0.001
1748,3.137,22.886,173.71,275.2016,4034,-1,2,11,98,,FALSE,3.242,22.96,174.28,275.2007,4034,0.25,6,3.01,22.798,173.03,275.2027,130,1.01,5,0.231,0.163,1.25,-0.002,4.95,up,100,4989,5283,2603,3291,4187,3849,0.001,0.001,0.001,278,133,277,0.001,264,220
1749,4.964,32.367,240.02,564.3451,4029,-1,3,4,100,,FALSE,4.964,32.367,240.02,564.3451,4029,1.5,4,,,,,0,,0,,,,,16,up,93.703,567,1169,0.001,0.001,7495,14943,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1750,2.746,30.656,228.44,465.3601,4028,-1,2,2,52.5,,FALSE,2.746,30.656,228.44,465.3601,4028,1.55,2,,,,,0,,0,,,,,16,up,92.974,0.001,0.001,12604,11561,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1751,1.966,22.765,171.98,306.1361,4027,-1,3,2,52.5,,FALSE,1.966,22.765,171.98,306.1361,4027,2.14,2,,,,,0,,0,,,,,16,up,82.439,2720,0.001,21439,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1752,3.134,34.111,252.36,630.3791,4024,-1,3,5,100,,FALSE,3.134,34.111,252.36,630.3791,4024,0.85,5,,,,,0,,0,,,,,16,up,99.668,8355,7160,5133,609,2889,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1753,3.723,36.84,271.73,740.5265,4022,-1,7,3,53.1,,FALSE,3.723,36.84,271.73,740.5265,4022,1.11,3,,,,,0,,0,,,,,16,up,98.379,6838,0.001,8867,0.001,0.001,8429,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1754,4.126,37.334,275.24,761.4829,4020,-1,2,2,100,,FALSE,4.126,37.334,275.24,761.4829,4020,1.6,2,,,,,0,,0,,,,,16,up,92.244,0.001,0.001,0.001,0.001,9610,14511,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1755,2.96,23.999,180.97,321.21,4018,-1,3,14,100,,FALSE,2.95,24.015,181.09,321.2088,4018,0.82,5,2.966,23.991,180.9,321.2107,3367,0.56,9,-0.016,0.024,0.19,-0.0018,0.26,up,36.782,6092,6133,8366,2382,0.001,1137,5659,2394,4438,3762,3253,6204,995,842,2752
1756,2.197,32.284,239.76,531.3694,4017,-1,2,6,99.2,,FALSE,2.197,32.284,239.76,531.3694,4017,0.99,6,,,,,0,,0,,,,,16,up,99.163,3380,1964,1163,2515,3152,11927,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1757,2.74,25.913,194.47,367.2842,4010,-1,2,9,100,,FALSE,2.566,26.045,195.47,367.2839,4010,0.85,5,2.957,25.748,193.22,367.2847,149,1.55,4,-0.391,0.298,2.25,-0.0008,4.75,up,99.576,7732,1862,7023,6376,0.001,1065,691,240,285,129,0.001,0.001,0.001,0.001,0.001
1758,4.152,23.746,180.44,269.2467,4008,-1,2,6,99.2,,FALSE,4.152,23.746,180.44,269.2467,4008,0.49,6,,,,,0,,0,,,,,16,up,99.997,6343,5289,4056,4810,2577,975,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1759,2.9,25.359,190.37,363.2213,4005,-1,3,15,100,,FALSE,2.9,25.395,190.65,363.2201,4005,0.35,6,2.9,25.335,190.18,363.2221,561,0.46,9,-0.001,0.06,0.46,-0.002,2.83,up,99.999,2917,3656,6720,3661,3949,3124,982,289,694,412,379,466,964,470,395
1760,4.068,39.851,293.57,799.5649,4000,-1,3,5,77.6,,FALSE,4.075,39.826,293.4,799.5641,4000,1.26,3,4.058,39.889,293.83,799.5662,669,2.36,2,0.017,-0.063,-0.43,-0.0021,2.58,up,91.748,9815,10687,0.001,3500,0.001,0.001,1291,0.001,0.001,0.001,0.001,0.001,4728,0.001,0.001
1761,3.579,41.036,301.93,868.6129,3999,-1,4,3,97,,FALSE,3.579,41.036,301.93,868.6129,3999,1.34,3,,,,,0,,0,,,,,16,up,95.949,13567,0.001,0.001,0.001,4174,6253,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1762,0.438,18.067,143.43,135.0428,3996,-1,2,4,100,,FALSE,0.438,18.067,143.43,135.0428,3996,2.19,4,,,,,0,,0,,,,,16,up,81.495,1227,513,0.001,433,21803,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1763,3.571,37.111,273.69,746.5169,3989,-1,3,2,54.7,,FALSE,3.571,37.111,273.69,746.5169,3989,2.28,2,,,,,0,,0,,,,,16,up,79.763,22504,0.001,0.001,0.001,0.001,1427,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1764,1.867,33.093,246.07,507.2789,3988,-1,3,6,100,,FALSE,1.867,33.093,246.07,507.2789,3988,0.77,6,,,,,0,,0,,,,,16,up,99.846,9327,4687,3143,4572,1150,1051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1765,2.61,28.041,209.56,419.2433,3983,-1,2,6,99.9,,FALSE,2.61,28.041,209.56,419.2433,3983,0.36,6,,,,,0,,0,,,,,16,up,100,4634,5393,2130,3274,2898,5570,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1766,1.972,25.659,192.67,361.2366,3983,-1,2,7,99.6,,FALSE,1.832,25.61,192.31,361.2372,3983,0.63,6,2.81,25.952,194.88,361.2329,10,3,1,-0.978,-0.342,-2.57,0.0043,8.62,up,99.966,1487,1038,5542,5051,3220,7559,0.001,0.001,91,0.001,0.001,0.001,0.001,0.001,0.001
1767,2.396,22.117,164.3,502.9859,3979,-1,2,15,100,,FALSE,2.39,22.164,164.66,502.9848,3979,0.59,6,2.4,22.085,164.06,502.9866,951,0.44,9,-0.009,0.079,0.59,-0.0018,2.07,up,99.805,7510,6096,3768,2345,2524,1630,1964,1038,963,966,985,656,586,595,803
1768,3.234,37.888,279.25,774.5481,3978,-1,4,5,59.1,,FALSE,3.215,37.967,279.83,774.5482,3978,0.99,4,3.31,37.575,276.94,774.5476,437,3,1,-0.096,0.392,2.89,0.0007,3.19,up,97.548,1930,0.001,9185,7504,0.001,5251,3933,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1769,3.902,27.802,208.03,403.3576,3974,-1,2,6,82.4,,FALSE,3.955,27.851,208.39,403.3573,3974,0.79,5,3.641,27.557,206.19,403.3587,33,3,1,0.314,0.294,2.2,-0.0013,6.93,up,99.789,8429,3880,2302,2336,6894,0.001,294,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1770,0.605,17.975,142,143.1052,3973,-1,2,4,100,,FALSE,0.605,17.975,142,143.1052,3973,1.06,4,,,,,0,,0,,,,,16,up,98.71,7692,3703,0.001,2129,10316,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1771,2.956,27.239,203.45,425.2585,3971,-1,4,15,100,,FALSE,2.959,27.264,203.65,425.2575,3971,0.53,6,2.955,27.223,203.32,425.2591,3587,0.97,9,0.004,0.041,0.32,-0.0016,0.15,up,18.672,4846,6661,5512,2310,3466,1032,12743,1696,2921,2564,2279,3510,2657,2113,1800
1772,3.991,31.229,232.3,495.4054,3970,-1,2,4,69.1,,FALSE,3.795,31.281,232.71,495.4034,3970,2.45,1,4.057,31.211,232.17,495.406,48,1.57,3,-0.262,0.07,0.55,-0.0026,6.37,up,76.088,23822,0.001,0.001,0.001,0.001,0.001,109,0.001,0.001,196,0.001,0.001,128,0.001,0.001
1773,3.47,30.229,225.34,459.3481,3966,-1,3,5,62.1,,FALSE,3.47,30.229,225.34,459.3481,3966,0.55,5,,,,,0,,0,,,,,16,up,99.991,4580,4296,4447,6644,0.001,3827,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1774,1.05,22.161,167.76,291.0346,3962,-1,3,5,100,,FALSE,1.05,22.161,167.76,291.0346,3962,1.85,5,,,,,0,,0,,,,,16,up,87.725,2377,18826,643,1813,0.001,112,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1775,0.414,17.482,139.92,123.0426,3951,-1,2,4,100,,FALSE,0.414,17.482,139.92,123.0426,3951,1.25,4,,,,,0,,0,,,,,16,up,97.11,2705,0.001,13292,3111,4598,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1776,3.056,28.439,212.51,421.3679,3948,-1,3,6,75.1,,FALSE,3.056,28.439,212.51,421.3679,3948,0.37,6,,,,,0,,0,,,,,16,up,100,3715,1774,4281,4688,6107,3123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1777,3.361,34.739,257.45,583.46,3948,-1,4,2,53,,FALSE,3.361,34.739,257.45,583.46,3948,1.56,2,,,,,0,,0,,,,,16,up,92.792,0.001,0.001,10561,13124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1778,2.885,26.868,200.8,417.2402,3945,-1,3,6,100,,FALSE,2.885,26.868,200.8,417.2402,3945,0.38,6,,,,,0,,0,,,,,16,up,100,2183,2498,4784,6183,4230,3794,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1779,3.384,31.336,233.08,498.388,3944,-1,3,4,100,,FALSE,3.384,31.336,233.08,498.388,3944,2.14,4,,,,,0,,0,,,,,16,up,82.424,1345,571,0.001,21112,633,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1780,2.772,29.049,216.12,490.2941,3942,-1,2,5,96.5,,FALSE,2.772,29.049,216.12,490.2941,3942,1.15,5,,,,,0,,0,,,,,16,up,98.074,9588,324,9758,1792,0.001,2192,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1781,3.828,30.904,230.11,479.3741,3942,-1,2,5,71.5,,FALSE,3.828,30.904,230.11,479.3741,3942,0.75,5,,,,,0,,0,,,,,16,up,99.869,4479,889,4408,7397,6478,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1782,2.484,30.382,225.52,539.2393,3938,-1,3,6,100,,FALSE,2.484,30.382,225.52,539.2393,3938,0.31,6,,,,,0,,0,,,,,16,up,100,3908,3182,4738,5909,2411,3478,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1783,3.382,33.805,250.53,582.3805,3936,-1,3,3,89.3,,FALSE,3.382,33.805,250.53,582.3805,3936,2.31,3,,,,,0,,0,,,,,16,up,79.147,0.001,716,399,0.001,0.001,22502,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1784,2.5,27.833,208.76,375.2892,3929,-1,2,5,100,,FALSE,2.5,27.833,208.76,375.2892,3929,1.28,5,,,,,0,,0,,,,,16,up,96.714,2404,1059,0.001,12795,341,6972,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1785,2.201,35.643,264.92,518.9801,3928,-1,2,8,96.5,,FALSE,2.202,35.649,264.97,518.9798,3928,0.99,6,2.198,35.626,264.77,518.9813,134,2.65,2,0.004,0.023,0.2,-0.0015,4.88,up,98.925,10910,5540,3661,1307,1626,526,1073,0.001,0.001,0.001,0.001,0.001,0.001,0.001,130
1786,4.339,36.576,269.9,721.4907,3917,-1,1,4,96.5,,FALSE,4.381,36.616,270.2,721.4907,3917,1.51,3,4.213,36.454,269,721.491,179,3,1,0.168,0.163,1.2,-0.0003,4.45,up,92.338,0.001,0.001,0.001,688,9698,13113,0.001,0.001,1610,0.001,0.001,0.001,0.001,0.001,0.001
1787,3.962,28.704,214.12,445.3672,3916,-1,2,7,74.1,,FALSE,3.661,28.72,214.26,445.3671,3916,0.97,4,4.363,28.682,213.95,445.3674,141,1.82,3,-0.702,0.038,0.31,-0.0003,4.79,up,99.004,5813,9915,5027,2742,0.001,0.001,0.001,0.001,265,0.001,247,0.001,760,0.001,0.001
1788,2.693,29.605,220.29,489.359,3914,-1,2,3,32,,FALSE,2.693,29.605,220.29,489.359,3914,2.19,3,,,,,0,,0,,,,,16,up,81.418,0.001,0.001,0.001,922,21378,1183,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1789,3.632,32.872,244.66,489.3588,3912,-1,2,6,97.4,,FALSE,3.632,32.872,244.66,489.3588,3912,0.61,6,,,,,0,,0,,,,,16,up,99.976,6771,5850,1154,2500,1738,5456,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1790,4.079,39.801,292.88,857.6861,3911,-1,3,2,59.4,,FALSE,4.079,39.801,292.88,857.6861,3911,1.71,2,,,,,0,,0,,,,,16,up,90.265,0.001,0.001,16248,7220,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1791,1.139,26.761,202.84,286.9819,3910,-1,2,8,100,,FALSE,1.143,26.766,202.88,286.9819,3910,1.16,6,1.129,26.746,202.72,286.9819,481,2.14,2,0.014,0.02,0.15,0,3.02,up,95.514,13103,2548,1273,1514,2138,2885,2930,1399,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1792,0.925,26.958,201.06,446.2912,3908,-1,3,4,100,,FALSE,0.925,26.958,201.06,446.2912,3908,1.59,4,,,,,0,,0,,,,,16,up,92.313,0.001,2354,135,0.001,5000,15956,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1793,2.135,24.582,185.25,327.2536,3907,-1,3,10,100,,FALSE,2.125,24.657,185.81,327.2524,3907,1.51,4,2.141,24.533,184.87,327.2543,277,1.18,6,-0.016,0.124,0.95,-0.0019,3.82,up,91.685,0.001,1631,2792,0.001,3406,15614,1043,227,0.001,0.001,311,363,368,178,0.001
1794,3.189,23.271,176.47,281.2466,3902,-1,2,6,74.3,,FALSE,3.053,23.267,176.44,281.2467,3902,0.89,4,3.46,23.28,176.53,281.2464,433,2.23,2,-0.406,-0.012,-0.09,0.0003,3.17,up,98.74,0.001,4242,3725,7513,0.001,7930,0.001,2836,0.001,0.001,1057,0.001,0.001,0.001,0.001
1795,2.759,31.897,236.94,525.3798,3901,-1,2,6,99.9,,FALSE,2.759,31.897,236.94,525.3798,3901,0.68,6,,,,,0,,0,,,,,16,up,99.943,1948,1443,2316,3511,6129,8061,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1796,3.273,34.178,253.08,605.4439,3894,-1,4,4,93.7,,FALSE,3.273,34.178,253.08,605.4439,3894,0.94,4,,,,,0,,0,,,,,16,up,99.393,9648,0.001,3601,5226,0.001,4888,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1797,4.032,36.586,269.98,720.4996,3894,-1,4,5,78,,FALSE,3.825,36.59,270.01,720.5011,3894,1.49,3,4.343,36.58,269.92,720.4973,64,2.06,2,-0.518,0.009,0.1,0.0038,5.92,up,93.496,0.001,0.001,14717,2612,6033,0.001,0.001,0.001,360,218,0.001,0.001,0.001,0.001,0.001
1798,1.714,22.532,170.95,277.1801,3894,-1,2,9,82.4,,FALSE,1.84,22.618,171.61,277.1791,3894,0.84,4,1.613,22.463,170.42,277.1809,1084,1.78,5,0.228,0.156,1.19,-0.0018,1.84,up,94.502,0.001,4168,0.001,7615,4815,6764,5768,0.001,126,0.001,0.001,0.001,1827,111,1927
1799,3.271,30.112,223.95,499.328,3887,-1,3,7,98.4,,FALSE,3.391,30.154,224.26,499.3279,3887,0.4,6,2.545,29.866,222.11,499.3285,18,3,1,0.846,0.288,2.15,-0.0006,7.75,up,100,4316,5307,3203,4145,1164,5185,162,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1800,1.538,22.71,172.61,267.2307,3886,-1,2,6,98.1,,FALSE,1.538,22.71,172.61,267.2307,3886,0.29,6,,,,,0,,0,,,,,16,up,100,4064,2798,3929,5476,2450,4600,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1801,2.699,30.067,223.47,511.3045,3884,-1,2,3,100,,FALSE,2.699,30.067,223.47,511.3045,3884,1.25,3,,,,,0,,0,,,,,16,up,97.115,7395,11578,0.001,0.001,0.001,4330,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1802,3.759,28.879,215.61,433.3336,3884,-1,2,6,54.1,,FALSE,3.801,28.795,214.99,433.3326,3884,0.82,5,3.546,29.299,218.73,433.3383,13,3,1,0.255,-0.505,-3.74,-0.0057,8.25,up,99.747,6938,4049,1754,2319,0.001,8242,0.001,0.001,0.001,0.001,0.001,0.001,0.001,115,0.001
1803,4.059,45.61,335.03,983.8248,3875,-1,5,2,100,,FALSE,4.059,45.61,335.03,983.8248,3875,1.85,2,,,,,0,,0,,,,,16,up,87.839,0.001,0.001,0.001,17790,5460,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1804,4.435,33.338,247.31,557.459,3874,-1,2,6,91.7,,FALSE,4.407,33.395,247.74,557.4583,3874,0.87,4,4.489,33.225,246.45,557.4603,29,1.99,2,-0.082,0.17,1.29,-0.002,7.05,up,99.601,7673,7361,3969,0.001,4241,0.001,0.001,0.001,141,0.001,0.001,0.001,0.001,0.001,123
1805,3.602,46.3,339.77,1060.8028,3873,-1,4,6,100,,FALSE,3.602,46.3,339.77,1060.8028,3873,1,6,,,,,0,,0,,,,,16,up,99.107,6105,10472,3254,2543,647,218,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1806,4.075,38.048,280.39,781.508,3871,-1,2,3,100,,FALSE,4.075,38.048,280.39,781.508,3871,1.39,3,,,,,0,,0,,,,,16,up,95.363,1895,11991,0.001,0.001,9342,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1807,3.001,31.457,234.66,449.3271,3869,-1,2,6,100,,FALSE,3.001,31.457,234.66,449.3271,3869,0.74,6,,,,,0,,0,,,,,16,up,99.878,9026,2570,4011,4769,1049,1786,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
