ID,RT,DT,CCS,m/z,Abundance,Z,Ions,Freq.,Q Score,Sat.,Mark,RT,DT,CCS,m/z,Abundance,RSD,Freq.,RT,DT,CCS,m/z,Abundance,RSD,Freq.,RT,DT,CCS,m/z,Log2(A1/A2),Expression,Diff.Score,148 B2 16632.d.DeMP, 149 B2 16631.d.DeMP, 220 B3 16562.d.DeMP, 221 B3 16563.d.DeMP, 291 B4 16634.d.DeMP, 295 B4 16707.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d,Blank 4.d,Blank 5.d,Blank 6.d,Blank 7.d,Blank 8.d,Blank 9.d
18279,2.254,28.856,216.15,391.3205,77,-1,1,3,58.6,,FALSE,2.254,28.856,216.15,391.3205,77,1.12,3,,,,,0,,0,,,,,16,up,98.323,140,0.001,0.001,139,184,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18280,2.251,26.314,198.25,331.2632,77,-1,1,2,80.3,,FALSE,2.251,26.314,198.25,331.2632,77,1.69,2,,,,,0,,0,,,,,16,up,90.596,315,0.001,148,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18281,3.21,32.715,242.92,535.5939,77,-1,1,3,67.9,,FALSE,3.21,32.715,242.92,535.5939,77,1.28,3,,,,,0,,0,,,,,16,up,96.789,244,0.001,127,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18282,4.094,30.79,229.14,488.3808,77,-1,1,2,54.3,,FALSE,4.094,30.79,229.14,488.3808,77,1.55,2,,,,,0,,0,,,,,16,up,93.002,236,227,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18283,1.343,21.471,162.49,292.6039,77,-1,1,2,93.3,,FALSE,1.343,21.471,162.49,292.6039,77,1.57,2,,,,,0,,0,,,,,16,up,92.687,0.001,0.001,0.001,201,0.001,262,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18284,2.637,33.765,249.7,641.355,77,-1,1,3,88.4,,FALSE,2.637,33.765,249.7,641.355,77,1.18,3,,,,,0,,0,,,,,16,up,97.734,195,175,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18285,2.589,29.113,217.34,435.4456,77,-1,1,2,87.7,,FALSE,2.589,29.113,217.34,435.4456,77,1.93,2,,,,,0,,0,,,,,16,up,86.227,372,0.001,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18286,2.545,27.744,208.17,371.2944,77,-1,1,3,69.2,,FALSE,2.545,27.744,208.17,371.2944,77,1.12,3,,,,,0,,0,,,,,16,up,98.308,183,0.001,130,149,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18287,1.036,16.553,129.96,154.0597,77,-1,1,3,97.7,,FALSE,1.036,16.553,129.96,154.0597,77,1.15,3,,,,,0,,0,,,,,16,up,97.996,0.001,205,123,134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18288,0.436,31.173,273.95,59.014,77,-1,1,9,98.3,,FALSE,0.376,31.147,273.75,59.0135,77,0.91,4,0.484,31.194,274.12,59.0144,75,1.22,5,-0.108,-0.046,-0.38,-0.0008,0.03,up,2.75,168,142,0.001,75,77,0.001,57,259,0.001,0.001,70,133,160,0.001,0.001
18289,0.4,31.152,241.67,188.0085,77,-1,1,2,96.4,,FALSE,0.4,31.152,241.67,188.0085,77,1.6,2,,,,,0,,0,,,,,16,up,92.14,0.001,281,181,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18290,3.634,25.073,190.98,257.2259,77,-1,1,2,71.1,,FALSE,3.634,25.073,190.98,257.2259,77,1.9,2,,,,,0,,0,,,,,16,up,86.946,0.001,0.001,0.001,0.001,364,98,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18291,0.991,23.414,174.57,444.8796,77,-1,1,4,78.1,,FALSE,0.893,23.438,174.75,444.8764,77,1.55,2,1.089,23.391,174.39,444.8827,55,2.1,2,-0.196,0.048,0.37,-0.0063,0.48,up,27.11,0.001,224,238,0.001,0.001,0.001,0.001,0.001,0.001,325,0.001,171,0.001,0.001,0.001
18292,0.888,20.228,177.55,59.0126,77,-1,1,2,34.1,,FALSE,0.888,20.228,177.55,59.0126,77,1.68,2,,,,,0,,0,,,,,16,up,90.893,309,0.001,0.001,153,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18293,2.728,20.556,157.64,223.2038,77,-1,1,2,79.5,,FALSE,2.728,20.556,157.64,223.2038,77,1.56,2,,,,,0,,0,,,,,16,up,92.774,0.001,0.001,205,0.001,257,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18294,1.64,23.97,180.67,325.2353,77,-1,1,3,52.5,,FALSE,1.404,23.87,179.91,325.2344,77,1.8,2,2.112,24.17,182.18,325.237,16,3,1,-0.708,-0.3,-2.27,-0.0026,2.29,up,76.296,343,0.001,0.001,119,0.001,0.001,142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18295,2.234,20.737,159.28,217.1215,77,-1,1,2,63.4,,FALSE,2.234,20.737,159.28,217.1215,77,1.6,2,,,,,0,,0,,,,,16,up,92.209,0.001,0.001,183,0.001,279,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18296,0.524,22.189,166.11,388.8575,77,-1,1,4,83.9,,FALSE,0.599,22.256,166.61,388.857,77,1.15,3,0.3,21.989,164.6,388.8588,12,3,1,0.298,0.266,2.01,-0.0018,2.72,up,93.46,0.001,143,203,116,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,105,0.001,0.001
18297,1.666,33.311,246.24,653.3906,77,-1,1,3,72.3,,FALSE,1.666,33.311,246.24,653.3906,77,1.19,3,,,,,0,,0,,,,,16,up,97.7,0.001,0.001,174,0.001,91,197,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18298,2.228,23.735,178.95,322.1772,77,-1,1,4,77,,FALSE,2.233,23.804,179.48,322.1766,77,2.45,1,2.227,23.712,178.78,322.1774,60,1.62,3,0.005,0.092,0.7,-0.0008,0.36,up,18.037,0.001,0.001,0.001,462,0.001,0.001,0.001,0.001,181,252,106,0.001,0.001,0.001,0.001
18299,1.8,24.616,185.23,340.2484,77,-1,1,3,71.8,,FALSE,1.832,24.522,184.52,340.2486,77,1.55,2,1.736,24.804,186.65,340.2479,23,3,1,0.097,-0.282,-2.13,0.0007,1.74,up,71.436,231,0.001,231,0.001,0.001,0.001,208,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18300,1.941,31.056,229.86,611.1336,77,-1,1,2,98.7,,FALSE,1.941,31.056,229.86,611.1336,77,1.92,2,,,,,0,,0,,,,,16,up,86.41,370,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18301,2.794,23.658,692.39,297.3518,77,-4,3,2,59.8,,FALSE,2.994,23.652,692.21,297.3518,77,2.45,1,2.593,23.664,692.56,297.3518,15,3,1,0.401,-0.012,-0.35,0,2.37,up,64.79,0.001,0.001,0.001,462,0.001,0.001,134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18302,4.345,33.676,249.64,575.6269,77,-1,3,3,71.9,,FALSE,4.345,33.676,249.64,575.6269,77,1.32,3,,,,,0,,0,,,,,16,up,96.24,0.001,0.001,0.001,70,249,143,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18303,2.956,22.467,170.82,265.141,77,-1,1,2,63.6,,FALSE,2.956,22.467,170.82,265.141,77,1.58,2,,,,,0,,0,,,,,16,up,92.594,196,265,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18304,2.472,21.723,171,150.9872,77,-1,1,7,82,,FALSE,2.453,21.768,171.36,150.9874,77,0.94,4,2.497,21.662,170.52,150.9869,41,1.73,3,-0.044,0.105,0.83,0.0006,0.92,up,64.876,0.001,81,193,96,0.001,91,54,194,0.001,0.001,118,0.001,0.001,0.001,0.001
18305,0.542,16.633,127.71,214.9146,77,-1,1,2,99.5,,FALSE,0.542,16.633,127.71,214.9146,77,2.05,2,,,,,0,,0,,,,,16,up,84.115,0.001,68,393,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18306,2.546,23.077,178.17,200.1717,77,-1,1,2,90.2,,FALSE,2.546,23.077,178.17,200.1717,77,2.15,2,,,,,0,,0,,,,,16,up,82.236,0.001,0.001,50,0.001,411,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18307,2.215,35.728,262.81,867.1718,77,-1,1,2,68.1,,FALSE,2.215,35.728,262.81,867.1718,77,1.56,2,,,,,0,,0,,,,,16,up,92.862,251,0.001,210,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18308,3.683,24.179,179.43,530.0044,77,-1,1,2,46.7,,FALSE,3.683,24.179,179.43,530.0044,77,1.6,2,,,,,0,,0,,,,,16,up,92.119,0.001,0.001,0.001,0.001,180,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18309,1.47,28.014,209.28,424.2804,77,-1,1,3,58.6,,FALSE,1.47,28.014,209.28,424.2804,77,1.23,3,,,,,0,,0,,,,,16,up,97.254,77,0.001,0.001,175,0.001,209,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18310,1.616,23.148,175.39,286.2004,77,-1,1,2,71.2,,FALSE,1.616,23.148,175.39,286.2004,77,1.85,2,,,,,0,,0,,,,,16,up,87.817,108,0.001,0.001,0.001,353,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18311,4.57,30.427,225.73,551.247,77,-1,1,2,66,,FALSE,4.57,30.427,225.73,551.247,77,1.64,2,,,,,0,,0,,,,,16,up,91.465,0.001,0.001,297,164,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18312,0.504,29.093,217.05,444.9863,77,-1,1,2,51.6,,FALSE,0.504,29.093,217.05,444.9863,77,1.64,2,,,,,0,,0,,,,,16,up,91.465,0.001,0.001,164,0.001,0.001,297,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18313,0.778,22.829,172.68,297.1669,77,-1,1,3,87.1,,FALSE,0.778,22.829,172.68,297.1669,77,1.32,3,,,,,0,,0,,,,,16,up,96.279,159,240,62,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18314,1.902,21.217,162.34,233.1894,77,-1,1,2,92.9,,FALSE,1.902,21.217,162.34,233.1894,77,2.02,2,,,,,0,,0,,,,,16,up,84.617,0.001,0.001,73,0.001,0.001,388,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18315,1.031,55.282,454.73,96.9198,77,-1,1,4,71,,FALSE,1.031,55.282,454.73,96.9198,77,0.97,4,,,,,0,,0,,,,,16,up,99.225,75,193,66,0.001,0.001,127,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18316,4.816,13.807,109.21,138.8893,77,-1,1,2,57.7,,FALSE,4.874,13.816,109.28,138.8895,77,2.45,1,4.759,13.797,109.13,138.8891,37,3,1,0.115,0.019,0.15,0.0004,1.05,up,38.752,0.001,0.001,0.001,0.001,0.001,461,0.001,333,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18317,1.971,28.1,209.62,445.2177,77,-1,1,2,51.8,,FALSE,1.971,28.1,209.62,445.2177,77,1.86,2,,,,,0,,0,,,,,16,up,87.586,0.001,105,355,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18318,2.708,30.007,223.62,463.481,77,-1,1,3,45.6,,FALSE,2.708,30.007,223.62,463.481,77,1.16,3,,,,,0,,0,,,,,16,up,97.984,0.001,201,112,0.001,147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18319,1.84,22.917,176.08,217.1936,77,-1,1,2,62,,FALSE,1.84,22.917,176.08,217.1936,77,1.59,2,,,,,0,,0,,,,,16,up,92.268,0.001,184,0.001,276,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18320,4.398,36.512,270,648.6268,77,-1,1,3,56.5,,FALSE,4.398,36.512,270,648.6268,77,1.17,3,,,,,0,,0,,,,,16,up,97.904,207,114,139,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18321,4.161,26.268,196.75,389.197,77,-1,1,2,95.2,,FALSE,4.161,26.268,196.75,389.197,77,1.55,2,,,,,0,,0,,,,,16,up,92.996,0.001,0.001,224,0.001,0.001,236,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18322,0.497,32.575,270.35,89.0226,77,-1,1,2,87.9,,FALSE,0.497,32.575,270.35,89.0226,77,2.08,2,,,,,0,,0,,,,,16,up,83.411,0.001,0.001,0.001,61,399,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18323,1.731,23.209,173.54,404.8892,77,-1,1,6,74.7,,FALSE,1.683,23.267,173.98,404.8894,77,0.82,4,1.825,23.093,172.66,404.8887,52,1.99,2,-0.142,0.174,1.32,0.0007,0.56,up,39.025,0.001,146,126,92,96,0.001,0.001,0.001,0.001,0.001,0.001,251,0.001,216,0.001
18324,2.43,32.443,240.4,583.3819,77,-1,1,2,59.6,,FALSE,2.43,32.443,240.4,583.3819,77,1.86,2,,,,,0,,0,,,,,16,up,87.67,0.001,354,0.001,0.001,106,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18325,2.019,22.69,172.77,257.209,77,-1,1,2,45.8,,FALSE,2.019,22.69,172.77,257.209,77,1.9,2,,,,,0,,0,,,,,16,up,86.806,364,0.001,96,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18326,1.472,23.135,175.21,289.1801,77,-1,1,2,46.3,,FALSE,1.472,23.135,175.21,289.1801,77,1.66,2,,,,,0,,0,,,,,16,up,91.14,0.001,0.001,157,0.001,0.001,303,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18327,1.661,26.519,198.92,373.1613,77,-1,1,2,93.4,,FALSE,1.661,26.519,198.92,373.1613,77,1.55,2,,,,,0,,0,,,,,16,up,92.93,245,215,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18328,4.913,37.611,277.59,717.6044,77,-1,2,2,65.8,,FALSE,4.883,37.724,278.42,717.6036,77,2.45,1,4.943,37.499,276.76,717.6052,30,3,1,-0.06,0.225,1.66,-0.0016,1.33,up,46.757,0.001,0.001,0.001,0.001,0.001,460,274,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18329,3.331,39.067,288.03,763.574,77,-1,1,2,55.7,,FALSE,3.331,39.067,288.03,763.574,77,1.58,2,,,,,0,,0,,,,,16,up,92.58,265,0.001,0.001,0.001,0.001,195,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18330,4.397,36.468,269.64,652.5871,77,-1,2,2,99.6,,FALSE,4.575,36.516,270,652.5913,77,2.45,1,4.22,36.42,269.29,652.5829,9,3,1,0.355,0.096,0.71,0.0084,3.06,up,70.03,0.001,0.001,0.001,460,0.001,0.001,83,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18331,2.561,32.079,237.39,619.2274,77,-1,2,2,91.4,,FALSE,2.666,32.186,238.18,619.227,77,2.45,1,2.457,31.973,236.59,619.2278,20,3,1,0.208,0.214,1.58,-0.0008,1.91,up,58.869,0.001,0.001,0.001,0.001,0.001,460,183,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18332,4.071,36.19,267.35,678.5392,77,-1,1,3,69.2,,FALSE,4.111,36.358,268.61,678.5376,77,1.58,2,3.99,35.852,264.81,678.5425,25,3,1,0.121,0.506,3.8,-0.005,1.6,up,67.092,270,0.001,0.001,0.001,190,0.001,0.001,0.001,0.001,0.001,0.001,0.001,228,0.001,0.001
18333,2.51,23.488,175.28,431.7462,77,-1,1,3,86,,FALSE,2.51,23.488,175.28,431.7462,77,1.31,3,,,,,0,,0,,,,,16,up,96.38,0.001,0.001,250,0.001,81,129,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18334,0.155,24.651,182.93,532.8166,77,-1,1,3,99.5,,FALSE,0.155,24.651,182.93,532.8166,77,1.27,3,,,,,0,,0,,,,,16,up,96.821,167,0.001,224,0.001,69,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18335,2.598,33.974,273.77,116.9707,77,-1,1,2,98.5,,FALSE,3.087,33.811,272.49,116.9697,77,2.45,1,2.109,34.136,275.05,116.9716,47,3,1,0.978,-0.325,-2.56,-0.0019,0.7,up,26.589,0.001,0.001,0.001,0.001,0.001,460,0.001,0.001,0.001,0.001,0.001,0.001,425,0.001,0.001
18336,1.461,23.891,209.81,59.0124,77,-1,1,4,85.7,,FALSE,1.461,23.891,209.81,59.0124,77,0.83,4,,,,,0,,0,,,,,16,up,99.735,132,73,0.001,122,0.001,133,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18337,1.62,24.541,182.93,450.9771,77,-1,1,4,60,,FALSE,1.624,24.518,182.76,450.9773,77,1.47,3,1.608,24.608,183.43,450.9764,44,3,1,0.016,-0.089,-0.67,0.0009,0.82,up,37.912,87,83,0.001,0.001,0.001,290,0.001,0.001,392,0.001,0.001,0.001,0.001,0.001,0.001
18338,0.586,22.662,173.76,225.1094,77,-1,1,2,62.9,,FALSE,0.586,22.662,173.76,225.1094,77,1.57,2,,,,,0,,0,,,,,16,up,92.672,0.001,0.001,0.001,0.001,199,261,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18339,2.115,24.994,187.96,346.2467,77,-1,1,2,44.9,,FALSE,2.115,24.994,187.96,346.2467,77,1.67,2,,,,,0,,0,,,,,16,up,90.929,153,0.001,0.001,0.001,0.001,307,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18340,3.579,36.303,268.18,682.4763,77,-1,3,3,52.5,,FALSE,3.579,36.303,268.18,682.4763,77,1.14,3,,,,,0,,0,,,,,16,up,98.162,0.001,0.001,167,180,112,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18341,3.708,31.784,236.18,518.54,77,-1,1,3,41.4,,FALSE,3.708,31.784,236.18,518.54,77,1.19,3,,,,,0,,0,,,,,16,up,97.657,218,113,0.001,128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18342,0.816,31.56,250.08,141.0165,77,-1,1,3,91.1,,FALSE,0.816,31.56,250.08,141.0165,77,1.22,3,,,,,0,,0,,,,,16,up,97.36,0.001,0.001,81,169,209,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18343,4.371,36.403,268.94,679.554,77,-1,2,2,55,,FALSE,4.371,36.403,268.94,679.554,77,2,2,,,,,0,,0,,,,,16,up,85.044,0.001,0.001,77,382,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18344,3.909,33.948,251.49,592.752,77,-1,1,3,52.9,,FALSE,3.909,33.948,251.49,592.752,77,1.1,3,,,,,0,,0,,,,,16,up,98.461,0.001,0.001,161,145,0.001,153,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18345,3.057,30.241,224.81,507.7666,77,-1,1,2,50.4,,FALSE,3.057,30.241,224.81,507.7666,77,1.56,2,,,,,0,,0,,,,,16,up,92.815,0.001,0.001,0.001,253,206,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18346,1.85,3.64,28.82,116.9688,77,-1,1,2,43.6,,FALSE,1.617,3.663,28.98,116.9674,77,2.45,1,2.084,3.617,28.67,116.9702,15,3,1,-0.467,0.046,0.31,-0.0028,2.36,up,64.692,459,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,134,0.001,0.001,0.001
18347,0.801,17.077,132,192.9567,77,-1,1,4,56,,FALSE,0.807,17.075,131.98,192.9563,77,1.39,3,0.785,17.084,132.06,192.9578,9,3,1,0.021,-0.009,-0.08,-0.0015,3.07,up,91.132,0.001,266,61,132,0.001,0.001,0.001,0.001,0.001,0.001,0.001,82,0.001,0.001,0.001
18348,1.221,21.678,165.24,251.1629,77,-1,1,2,54.2,,FALSE,1.221,21.678,165.24,251.1629,77,1.56,2,,,,,0,,0,,,,,16,up,92.861,0.001,0.001,0.001,0.001,250,209,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18349,0.474,11.793,94.65,116.9708,77,-1,1,3,71.2,,FALSE,0.534,11.813,94.81,116.97,77,2.45,1,0.443,11.783,94.58,116.9712,40,2.13,2,0.091,0.03,0.23,-0.0011,0.92,up,38.175,0.001,0.001,459,0.001,0.001,0.001,0.001,0.001,118,245,0.001,0.001,0.001,0.001,0.001
18350,3.009,32.572,241.64,555.3683,77,-1,2,2,33.7,,FALSE,3.009,32.572,241.64,555.3683,77,1.58,2,,,,,0,,0,,,,,16,up,92.46,0.001,0.001,190,0.001,269,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18351,2.72,36.286,267.7,727.1069,77,-1,1,2,98.1,,FALSE,3.088,36.025,265.79,727.1085,77,2.45,1,2.351,36.548,269.6,727.1052,11,3,1,0.737,-0.523,-3.81,0.0033,2.77,up,68.238,0.001,0.001,0.001,0.001,459,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,101,0.001
18352,2.465,27.582,206.14,417.2238,77,-1,2,2,60.6,,FALSE,2.494,27.555,205.95,417.2239,77,2.45,1,2.436,27.609,206.32,417.2237,15,3,1,0.057,-0.053,-0.37,0.0002,2.38,up,64.917,0.001,0.001,0.001,0.001,0.001,459,0.001,0.001,0.001,0.001,0.001,0.001,132,0.001,0.001
18353,4.097,41.14,302.75,858.6362,77,-1,1,2,51.7,,FALSE,4.097,41.14,302.75,858.6362,77,1.55,2,,,,,0,,0,,,,,16,up,92.998,0.001,0.001,235,0.001,224,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18354,1.524,30.152,223.32,591.268,77,-1,1,2,67.8,,FALSE,1.524,30.152,223.32,591.268,77,1.55,2,,,,,0,,0,,,,,16,up,92.962,218,0.001,0.001,0.001,241,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18355,1.713,18.002,137.79,228.9301,77,-1,1,3,90.2,,FALSE,1.713,18.002,137.79,228.9301,77,1.16,3,,,,,0,,0,,,,,16,up,97.956,0.001,111,202,146,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18356,4.655,28.767,214.78,433.1944,77,-1,1,2,61.5,,FALSE,4.655,28.767,214.78,433.1944,77,1.55,2,,,,,0,,0,,,,,16,up,92.924,214,245,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18357,0.621,21.577,163.64,279.1226,77,-1,1,2,88.4,,FALSE,0.621,21.577,163.64,279.1226,77,1.72,2,,,,,0,,0,,,,,16,up,90.126,139,0.001,0.001,0.001,0.001,320,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18358,3.337,35.898,265.23,675.4813,77,-1,1,2,61.2,,FALSE,3.337,35.898,265.23,675.4813,77,1.64,2,,,,,0,,0,,,,,16,up,91.498,295,164,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18359,3.293,29.777,218.56,976.9521,77,-1,1,3,87.5,,FALSE,3.304,29.816,218.84,976.9506,77,1.58,2,3.273,29.7,217.99,976.9551,29,3,1,0.031,0.116,0.86,-0.0045,1.38,up,60.236,0.001,267,0.001,192,0.001,0.001,265,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18360,2.662,17.947,139.53,177.0896,77,-1,1,3,70.2,,FALSE,2.539,17.922,139.34,177.0898,77,1.59,2,2.908,17.995,139.91,177.0894,41,3,1,-0.369,-0.073,-0.57,0.0004,0.91,up,41.148,275,184,0.001,0.001,0.001,0.001,0.001,367,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18361,1.916,21.231,162.76,224.9317,77,-1,1,9,90.9,,FALSE,1.834,21.239,162.83,224.9304,77,0.91,4,1.981,21.224,162.7,224.9328,69,1.01,5,-0.147,0.016,0.12,-0.0025,0.16,up,16.927,164,139,97,0.001,0.001,59,0.001,77,123,0.001,0.001,115,0.001,167,135
18362,0.495,30.163,222.78,672.971,76,-1,1,2,48.1,,FALSE,0.495,30.163,222.78,672.971,76,1.59,2,,,,,0,,0,,,,,16,up,92.356,0.001,0.001,0.001,0.001,272,186,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18363,3.261,35.827,264.68,678.4806,76,-1,2,2,52.8,,FALSE,3.261,35.827,264.68,678.4806,76,1.71,2,,,,,0,,0,,,,,16,up,90.393,143,0.001,315,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18364,1.909,24.11,181.62,330.1741,76,-1,1,3,88.6,,FALSE,1.909,24.11,181.62,330.1741,76,1.25,3,,,,,0,,0,,,,,16,up,97.065,0.001,164,0.001,219,0.001,75,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18365,1.274,23.174,173.82,369.1714,76,-1,1,2,49.3,,FALSE,1.274,23.174,173.82,369.1714,76,1.64,2,,,,,0,,0,,,,,16,up,91.514,0.001,0.001,294,164,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18366,3.503,20.97,160.74,225.1847,76,-1,1,3,60.5,,FALSE,3.526,21.046,161.33,225.1844,76,1.66,2,3.456,20.819,159.57,225.1854,49,3,1,0.07,0.228,1.75,-0.001,0.63,up,27.796,0.001,0.001,300,0.001,0.001,158,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,445
18367,4.021,42.115,310.16,820.7789,76,-1,2,2,69.6,,FALSE,4.021,42.115,310.16,820.7789,76,1.67,2,,,,,0,,0,,,,,16,up,91.019,154,0.001,304,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18368,4.039,37.471,276.31,751.8296,76,-1,2,2,43,,FALSE,4.039,37.471,276.31,751.8296,76,1.72,2,,,,,0,,0,,,,,16,up,90.082,0.001,0.001,138,320,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
18369,1.903,32.97,289.79,59.0122,76,-1,1,5,67.7,,FALSE,1.819,33.08,290.77,59.0125,76,1.78,2,1.959,32.897,289.14,59.0119,56,1.75,3,-0.14,0.183,1.63,0.0006,0.45,up,25.914,0.001,0.001,122,0.001,0.001,336,0.001,115,105,0.001,0.001,0.001,0.001,284,0.001
18370,3.46,34.484,254.67,687.4079,76,-1,1,3,43.2,,FALSE,3.46,34.484,254.67,687.4079,76,1.34,3,,,,,0,,0,,,,,16,up,96.002,107,91,260,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
