Match,Match Source,Classification Type,ID,RT,DT,CCS,m/zs,Mass Error (ppm),CCS Error (%),RT Error (%),ES01.d.DeMP, ES04.d.DeMP, ES11.d.DeMP, ES12.d.DeMP, ES13.d.DeMP, ES14.d.DeMP, ES17.d.DeMP, ES19.d.DeMP, ES21.d.DeMP, ES22.d.DeMP, ES24.d.DeMP, ES28.d.DeMP, ES30.d.DeMP, ES32.d.DeMP, ES02.d.DeMP, ES03.d.DeMP, ES05.d.DeMP, ES06.d.DeMP, ES07.d.DeMP, ES08.d.DeMP, ES09.d.DeMP, ES10.d.DeMP, ES15.d.DeMP, ES16.d.DeMP, ES18.d.DeMP, ES20.d.DeMP, ES23.d.DeMP, ES25.d.DeMP, ES26.d.DeMP, ES27.d.DeMP, ES29.d.DeMP, ES31.d.DeMP, ES33.d.DeMP, ES34.d.DeMP, ES35.d.DeMP, ES36.d.DeMP, ES37.d.DeMP, ES38.d.DeMP, ES39.d.DeMP, ES40.d.DeMP, ES41.d.DeMP, ES42.d.DeMP,Detection Frequency (%),Average Abundance
No Match,None,unmatched,84658,11.146,26.298,193.59,730.9583,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,20010,13.214,28.237,207.74,731.9579,,,,0,3930.9429999999998,0,0,0,4457.646,0,5541.254,8020.866,0,0,0,9776.237,0,0,0,0,0,0,0,0,4118.2789999999995,4635.465999999999,0,3948.1059999999998,0,0,0,3603.274,0,3822.8149999999996,0,0,0,0,0,0,0,0,0,3316.3599999999997,3056.303,100,100
No Match,None,unmatched,85854,15.056,27.192,200.06,731.9681,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,759.0927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,32898,13.218,27.385,201.56,732.9618,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11161.689,0,0,0,0,0,4532.646,0,0,0,0,0,0,0,0,0,0,0,4143.474999999999,0,0,100,100
No Match,None,unmatched,58376,13.217,26.523,195.06,732.9634,,,,0,4679.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,76909,11.627,31.698,233.11,732.9759,,,,787.5116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,81403,8.579,31.709,233.11,732.9818,,,,0,0,693.7601000000001,0,0,0,793.4637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,42052,11.04,31.691,232.87,732.9837,,,,2454.764,0,0,0,1430.339,0,2007.4964,662.9019000000001,0,0,0,0,817.4114000000001,0,0,0,0,512.94,0,0,597.0024000000001,1757.918,0,0,997.4115,0,0,0,1248.386,0,0,0,0,0,0,0,0,0,1482.693,0,626.3316,0,100,100
No Match,None,unmatched,37425,9.924,25.947,191.02499999999998,738.9474,,,,0,0,0,1964.2635999999998,2032.679,0,0,0,2557.173,0,0,0,0,0,0,2195.5409999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6582.521,0,0,0,0,0,0,100,100
No Match,None,unmatched,40528,10.915400000000002,31.492,231.6,738.9997599999999,,,,5954.308,2571.8109999999997,1101.224,13794.748,7392.826099999999,0,1895.0435000000002,7426.759,3303.4693,816.3312,7811.000099999999,2992.9669999999996,8087.5717,4391.278,2628.629,3553.722,8851.525,5092.6990000000005,9395.4794,1523.554,1689.777,0,7648.759599999999,8503.894,5644.635,0,10686.98,7156.764999999999,2671.9309999999996,916.9084,3254.4030000000002,3496.5589999999993,1413.136,9539.222,9362.422999999999,979.2603,3915.308,5882.648999999999,12858.637,5341.4158,3125.4826000000003,6858.199,100,100
No Match,None,unmatched,58238,6.787,31.497,231.63,738.9977,,,,0,0,0,0,0,0,0,0,0,0,0,0,1721.564,0,0,0,0,0,2047.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946.3697000000001,0,0,0,0,0,100,100
No Match,None,unmatched,32663,9.126,31.51,231.72,738.9984,,,,0,1045.384,0,0,1306.368,0,0,1803.526,0,1922.729,0,0,1547.71,0,0,0,0,0,1638.761,0,1786.69,0,1551.069,1019.493,600.3056,0,0,0,1822.808,0,0,0,0,0,2253.7529999999997,898.6634,0,0,0,669.6353,0,0,100,100
No Match,None,unmatched,95568,8.005,31.442,231.29,739.0026,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,49096,8.552,31.468,231.41,739.0034,,,,0,718.3684000000001,0,0,538.0172,0,1197.095,0,0,0,0,0,0,0,1040.242,0,0,0,0,0,0,0,1222.637,0,1961.635,0,0,0,0,0,0,0,0,0,887.6917,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,94081,9.827,31.628,232.65,739.0106,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.8749,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,64943,15.86,25.757,189.55,744.9335,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3389.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,71270,14.456,32.39,238.21,744.9365,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2496.9979999999996,0,0,0,100,100
No Match,None,unmatched,28104,12.951,29.942,220.44,746.93535,,,,0,0,0,0,7138.4,0,0,1656.267,0,6539.12,0,0,0,0,0,0,0,0,3838.1789999999996,0,0,2614.4269999999997,0,0,0,0,0,3933.013,0,0,0,0,4971.157,0,3109.185,0,0,0,4627.05,0,0,0,100,100
No Match,None,unmatched,68305,14.454,32.228,237.01,746.9411,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2887.627,0,0,0,100,100
No Match,None,unmatched,77294,11.204,33.383,245.3,747.1128,,,,0,0,0,0,0,0,0,0,0,0,0,0,1858.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,59320,12.952,30.668,225.39,747.9857,,,,0,0,0,0,4470.724999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,77204,14.441,32.2,236.62,748.9342,,,,0,0,0,0,0,0,0,0,0,1865.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,4606,13.216,26.832,197.36,750.9602,,,,22510.269,16478.539,24169.239,18989.189,22920.479,22354.679,30514.199,21691.279,20651.649,39972.47900000001,19494.489,24953.719,51300.989,26388.999,28291.939,24330.079,18997.509,27323.439,20563.859,18774.989,19751.129,21064.869,25724.099,23021.679,24550.829,23896.379,26645.159,23663.668999999998,21878.999,20350.609,19231.249,23992.879,32795.109000000004,30513.329,28542.459,30472.939,28030.789,24039.309,19886.949,21507.099,20597.229,20202.799,100,100
No Match,None,unmatched,9734,13.215,27.473,202.06,750.9613,,,,8210.462,6758.144,0,5648.392,5675.5,8553.494999999999,0,6885.182,9826.107,18365.659,0,0,14398.869,9943.696,0,0,9688.503,8884.605,8120.2119999999995,8325.901,5849.217,8697.928,6756.052,9606.678,4689.101,2917.098,0,0,0,8209.392,7868.746,9687.483,0,0,0,11796.039,7720.495,8519.065,9021.503,11225.529,9010.974,4560.571,100,100
No Match,None,unmatched,35116,11.837,26.598,195.51,754.9772,,,,0,0,0,0,0,0,0,0,0,5566.983,0,0,11523.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,31214,12.348,30.082,221.04,756.9534,,,,0,0,0,0,0,0,0,0,0,8618.329,0,0,13715.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,14762,12.948,30.743,225.96,760.9471,,,,0,0,1484.032,2566.4559999999997,14962.958999999999,0,6320.3679999999995,0,0,13801.659,0,0,1325.872,7971.268,0,0,0,0,11622.048999999999,0,0,0,2147.1969999999997,4113.878,0,0,0,12817.399,0,0,0,0,15144.649,5362.170999999999,8863.131,0,0,0,0,1768.645,0,0,100,100
No Match,None,unmatched,87761,13.454,27.285,200.85333333333332,762.9608333333332,,,,80890.549,75110.22899999999,61746.759000000005,65070.22900000001,107459.599,108878.799,86239.189,89885.629,102461.999,127010.199,80252.64899999999,85385.47899999999,121929.599,98692.849,93507.519,85893.22899999999,95885.78899999999,104298.999,100087.39899999999,86876.689,77549.22899999999,75165.489,71442.629,80949.78899999999,88806.949,67990.109,77153.88100000001,92673.859,79953.949,70607.799,104314.299,86883.989,68569.379,83256.379,76323.389,125261.199,84896.879,96385.83899999999,67898.129,73125.449,88562.879,76942.279,100,100
No Match,None,unmatched,81907,12.332,31.578,219.465,762.962,,,,0,0,20920.489,0,850.0248,0,0,0,0,0,0,0,0,0,0,593.4464,0,0,0,0,0,0,0,0,0,0,0,0,20998.079,0,0,0,14055.878999999999,0,0,0,0,0,16115.249,0,0,0,100,100
No Match,None,unmatched,19585,12.0085,29.639,217.89,763.0983,,,,2611.991,0,1855.426,0,3267.2943,3509.2189999999996,0,2022.8503,0,2767.1319999999996,0,1880.607,4082.055,3021.4919999999997,0,0,4076.033,0,3647.2329999999997,4338.142,0,1859.856,2209.352,0,3276.038,0,0,0,0,0,0,0,0,2631.1839999999997,0,7079.895999999999,0,0,3417.6279999999997,5797.987,1691.903,4776.888,100,100
No Match,None,unmatched,90124,13.773,29.818,219.24,763.9608,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859.9033000000001,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,10694,12.805,27.245,200.3,766.9366,,,,2915.906,0,4539.624,1342.742,6872.365,0,2373.0469999999996,6431.802,9342.967,24435.909,4938.403,6267.791,16574.619,6259.84,6178.36,2725.504,0,0,0,4912.683,5951.054,8028.696,4496.8859999999995,4357.321,5253.659,5815.148999999999,5008.028,9505.923999999999,7702.791,3554.173,6986.219999999999,0,5870.58,7790.092,4481.23,4608.059,5725.4529999999995,4171.925,0,0,3427.0539999999996,3637.3729999999996,100,100
No Match,None,unmatched,17275,12.805,29.193,214.58,766.9369,,,,0,2793.8979999999997,970.5116,0,3739.3869999999997,0,2354.3039999999996,0,1721.545,19428.509,0,1223.741,14746.029,0,0,0,2951.3439999999996,0,3144.6139999999996,1943.869,0,0,1600.101,972.1483000000001,0,0,2310.9179999999997,0,4199.478,1584.215,1755.944,0,3368.6749999999997,5354.852,0,0,3327.1499999999996,0,0,0,0,0,100,100
No Match,None,unmatched,94458,13.407,27.302,200.59,772.9898,,,,0,0,0,0,0,0,0,0,0,545.0328000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,30164,13.53,27.453,201.78,774.9462,,,,2010.157,0,2608.4139999999998,0,0,1030.18,0,1583.403,0,2813.131,0,0,4124.168,0,0,0,1111.96,1117.119,0,0,0,0,0,0,1737.663,0,0,0,0,0,0,0,1448.173,1867.247,1714.229,0,0,0,0,0,915.4293,0,100,100
No Match,None,unmatched,74408,12.345500000000001,27.826,204.53500000000003,776.9565,,,,0,0,0,0,749.3895,0,1383.359,0,1071.026,15405.909,801.3299000000001,0,24867.719,0,0,0,0,0,0,0,0,0,0,1776.188,0,0,0,0,0,0,0,1068.521,0,0,0,0,1653.497,739.1907,0,0,0,0,100,100
No Match,None,unmatched,62088,15.752333333333333,26.67,195.76333333333332,776.9583333333334,,,,0,0,4128.882,560.474,924.9968,925.0168,1993.603,0,0,0,0,3873.5699999999997,0,0,0,0,0,0,1177.088,1027.874,0,0,833.5832,0,0,0,0,0,0,1556.228,0,0,0,0,2342.7749999999996,908.6264,0,1138.684,0,807.2515000000001,0,0,100,100
No Match,None,unmatched,2912,13.1325,26.691,195.98,776.9608,,,,52551.819,50354.029,57696.629,31982.869,62602.809,52523.629,47169.319,48294.309,59342.90900000001,110901.299,47419.069,53960.709,114617.299,50747.40900000001,55294.099,51736.139,49497.569,58481.679000000004,51773.739,46903.849,51060.749,52100.029,44219.569,50566.499,61652.919,45535.40900000001,43861.059,49648.749,55830.519,53709.709,58952.639,55561.249,44657.899000000005,53167.199,47145.139,67800.559,48087.15900000001,52654.289000000004,51711.259000000005,47508.769,49630.169,51464.722,100,100
No Match,None,unmatched,42806,12.477,26.385,193.85,776.9611,,,,0,0,0,0,0,0,0,0,0,2615.511,0,0,8077.621999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,75715,3.977,33.517,246.2,777.0549,,,,0,0,0,0,0,0,0,0,0,629.4802,0,0,0,0,0,0,0,1376.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,41036,13.579,29.155,214.22,778.9548,,,,1398.59,0,1147.294,0,1089.896,0,0,0,0,3578.698,0,0,0,0,0,1091.685,0,0,0,0,0,0,0,0,0,0,1691.328,0,0,0,0,1320.711,0,0,0,0,0,0,0,0,0,545.4188,100,100
No Match,None,unmatched,55148,13.586,28.549,209.73,778.9552,,,,0,0,1206.178,1359.746,0,0,0,0,0,0,0,0,1032.7350000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479.065,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,93167,13.572,27.28,200.57,778.9562,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.1256000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,71933,11.766,32.103,235.83,778.9864,,,,0,0,0,0,0,0,1238.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183.645,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,58181,10.494,32.135,236.08,778.989,,,,0,0,0,1300.801,716.2760000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926.1271,0,0,0,773.6548,0,0,0,0,0,0,0,0,0,0,0,0,1013.498,0,0,0,0,0,100,100
No Match,None,unmatched,75815,11.349,32.019,235.3,778.9949,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,72684,14.651571428571426,28.313,205.2326190476191,780.9505952380952,,,,4071360.79,4411004.437,4362087.467999999,3948363.1859999998,4499699.624,4292869.885,4066878.2479999997,4432953.485,4562279.149999999,5137721.445,4314636.399,4330845.978999999,5054501.851999999,4377711.0819999995,4042121.7529999996,4463324.821,4594253.9799999995,4324253.964,4090474.0909999995,3886071.514,3659950.361,3923744.92,4093825.054,4121105.929,4071340.932799999,3440772.341,3866469.477,3578874.7199999997,3579931.7279999997,4096140.949,4173808.982,4354359.414,4362795.2809999995,3964166.261999999,3556099.31,5237862.297,4074683.483,4047217.197,4253583.223999999,4041199.047,4444699.13,4043830.3109999998,100,100
No Match,None,unmatched,89095,12.4665,27.359,201.61,780.946,,,,0,0,0,0,0,0,0,0,2388.287,0,0,1862.147,0,0,0,0,0,0,0,0,1244.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924.4518,0,0,0,1173.507,0,100,100
No Match,None,unmatched,69680,13.19,28.371,208.44,780.9461,,,,0,0,0,0,0,791.2156,0,0,0,1215.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690.8687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,57576,13.992,29.469,216.55,780.9528,,,,0,0,0,0,0,0,0,889.1384,0,0,0,0,0,0,0,0,0,642.5264,0,0,0,0,0,0,0,0,0,519.9858,0,0,0,0,0,0,0,0,0,2038.564,0,0,0,0,100,100
No Match,None,unmatched,74328,13.178,28.554,209.9,780.956,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,81844,13.86,29.347,215.71,780.9616,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567.2822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882.256,0,0,0,0,100,100
No Match,None,unmatched,89954,15.309,27.604,202.93,780.9676,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,33637,14.092857142857142,27.795,206.52142857142857,781.9549428571429,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502039.19800000003,0,0,2824.177,2655.715,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,60056,15.2,27.873,204.85,781.9567,,,,0,0,0,0,0,1999.7540000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,93865,14.753,28.342,208.34,781.966,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,20406,13.585,28.653,210.59,782.9575,,,,0,0,0,0,0,8423.456,0,0,0,0,0,0,0,0,0,0,0,0,5533.331999999999,0,0,8010.86,10517.489,0,0,0,0,9048.09,0,0,0,0,0,0,0,14355.339,0,0,0,0,0,0,100,100
No Match,None,unmatched,12813,13.584,27.881,204.89,782.9598,,,,0,8394.378999999999,8063.678,5065.383,0,10487.419,0,0,8952.125,0,0,0,0,12823.139,0,0,0,14415.889,10673.628999999999,0,0,0,10080.909,0,0,6608.177,0,5963.539,0,0,0,0,0,0,8767.383,15670.369,0,9059.53,11977.559,0,0,0,100,100
No Match,None,unmatched,95828,10.592,26.968,198.07,788.9297,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,32451,10.549,26.931,197.84,788.9452,,,,1221.085,1014.107,0,0,0,0,1836.396,0,0,1536.461,944.2636,0,2693.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9697.135,0,0,0,0,0,1546.636,100,100
No Match,None,unmatched,80274,13.427,27.231,200.16,788.9587,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653.1445,0,0,0,0,929.9347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,72557,8.852,34.681,254.75,789.1148,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2348.6479999999997,0,0,0,0,100,100
No Match,None,unmatched,43968,14.907444444444444,26.83,197.00111111111107,795.9530777777777,,,,2541.276,4101.928,14089.0717,3383.033,10941.0415,19940.862999999998,6423.958,0,13879.123999999998,1451.333,0,12423.0732,17268.0027,5844.997299999999,1420.452,1502.6487000000002,3349.6657,9862.629,9915.736,10244.238999999998,0,5749.6242,7982.416,0,5694.531,4194.701999999999,0,11625.094,8192.9676,5320.767,4229.236,4965.114,7167.517,7146.1689,0,0,11386.96,6466.3524,5592.894999999999,10539.553199999998,13631.403999999999,5376.8,100,100
No Match,None,unmatched,34077,13.598666666666666,26.811,196.89,795.9525,,,,978.5903000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321.101,0,100,100
No Match,None,unmatched,52099,13.206,26.828,197.1,796.0751,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,55926,13.378,31.402,230.69,796.9612,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126.311,0,1056.768,0,0,0,0,0,0,0,0,0,0,0,2261.2549999999997,0,0,0,854.2886,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,4414,15.068000000000001,33.997,249.405,797.1139000000001,,,,11407.889,0,8494.154,0,63864.089,43010.769,22430.579,16642.549,10965.809,0,31820.659,15460.069,8889.909,0,64500.259000000005,65268.259000000005,38504.419,31143.959,17473.829,67115.61899999999,17283.989,8903.815999999999,31147.439,21689.779,37792.90900000001,22792.379,13155.839,36673.799000000006,65948.299,0,5423.33,6911.119,8509.344,4623.679,18477.799,38595.289000000004,60913.936,14763.089,45347.109000000004,44258.889,45993.669,47985.519,100,100
No Match,None,unmatched,24167,12.946,31.049,228.04,798.9266,,,,0,2603.259,0,0,1137.515,0,0,0,0,0,2873.499,0,0,2165.171,0,0,0,0,3313.841,0,0,0,2224.185,1613.8500000000001,0,0,6662.666,4664.605,0,0,0,1651.265,5996.284,0,0,0,0,0,3912.156,0,0,0,100,100
No Match,None,unmatched,32565,13.378,32.815,241.03,799.0119,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17442.949,0,0,2885.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,9321,13.583,28.737,211.09,800.9566,,,,10362.909,7024.73,0,6661.29,7015.496999999999,0,8424.458999999999,4500.09,6914.782,10929.019,9027.208,5120.03,8984.892,10132.859,7763.025,7272.054,6338.758,5678.273999999999,7283.728,0,9414.749,7858.553,8582.548,8047.601,8016.687,5123.581999999999,13137.628999999999,7423.916,0,8433.355,9437.541,8848.738,0,0,0,13110.208999999999,11014.159,0,6138.481,7828.271,9790.592,5877.2429999999995,100,100
No Match,None,unmatched,4233,13.6345,27.809,204.20499999999998,800.9596,,,,33140.639,31559.649,26977.039,24210.019,27402.259,26220.479,30002.939,25998.159,25156.779,36235.249,33879.629,28977.859,42579.15900000001,32876.949,0,29708.239,29032.489,33628.399000000005,24697.969,32737.039,26300.918999999998,27543.139,30131.799,24458.959,31785.599,18004.703999999998,29526.089,27316.479,28370.879,28115.139,28458.829,29367.209,31113.729,32314.979,23428.649,37662.389,26990.6583,25865.369,33591.179000000004,30981.579,27257.719,23902.559,100,100
No Match,None,unmatched,27587,12.344,27.536,202.23,804.9733,,,,2434.089,0,0,0,0,0,2655.0069999999996,0,0,6097.862999999999,0,0,14147.179,0,0,0,0,0,2179.116,0,0,0,0,0,0,0,0,0,0,0,0,0,1040.827,0,0,0,676.5790000000001,0,0,0,0,0,100,100
No Match,None,unmatched,82296,3.51,33.775,247.85,805.0859,,,,0,0,0,0,0,0,1412.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,89288,14.76925,31.002,227.195,805.98555,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3742.9367,2729.284,2202.2099999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5847.3189999999995,0,0,100,100
No Match,None,unmatched,77117,13.449,34.532,253.56,806.9079,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1872.58,0,0,0,0,100,100
No Match,None,unmatched,34569,13.496,27.37,201.11,806.9530500000001,,,,0,1832.3410000000001,0,0,1881.796,0,2048.6949999999997,0,0,0,1230.165,0,4506.279,1012.1170000000001,0,1411.8500000000001,0,0,0,1599.015,0,0,0,0,1886.6000000000001,0,0,983.4383,0,0,0,2413.185,1682.365,0,0,0,0,1413.723,1338.845,0,0,0,100,100
No Match,None,unmatched,18419,12.804,30.958,227.33,806.9524,,,,1713.627,0,2285.218,0,0,0,0,0,0,20385.289,0,0,13681.708999999999,0,0,3302.531,0,3664.011,0,0,0,0,1974.448,5879.53,0,1510,0,0,5535.713,0,0,0,0,0,0,2202.5049999999997,0,2715.2909999999997,4609.7429999999995,0,0,0,100,100
No Match,None,unmatched,48250,3.9983333333333335,35.052,257.8433333333333,807.0182666666666,,,,0,0,0,5191.696,0,0,0,2725.006,0,0,0,1871.613,3226.8019999999997,2603.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4451.625,0,0,0,4181.505999999999,0,4404.331,0,0,0,100,100
No Match,None,unmatched,74951,13.454,34.574,253.87,808.941,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2083.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,78746,13.455,34.577,253.71,808.9768,,,,0,0,0,0,0,0,0,0,0,1718.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,66648,13.445,34.571,253.83,810.9178,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3130.111,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
No Match,None,unmatched,62122,13.838,28.448,209.01333333333332,812.9567333333333,,,,56481.408,64180.559,61172.549000000006,56829.179000000004,78426.849,88779.299,56734.129,79216.50899999999,60122.649000000005,92200.199,70828.989,61203.349,82970.056,59416.129,69511.519,74090.449,71828.909,72985.309,69342.483,59274.85600000001,57976.349,38553.268,59957.389,63809.369000000006,67480.355,47868.499,53743.15900000001,64935.33500000001,64186.719000000005,54215.469000000005,78920.269,67030.569,46098.179000000004,64751.819,56089.859000000004,106690.299,58026.349,69506.86899999999,60188.07000000001,54338.559,82950.398,65537.199,100,100
No Match,None,unmatched,9872,13.211,28.245,207.42,816.9331,,,,0,2475.8419999999996,5498.786,0,10735.219,0,4564.817,5390.471,8292.621,26099.449,0,4137.206999999999,6350.544,8670.761,7181.059,6212.211,7096.476,9091.387,11558.189,8494.55,4250.536999999999,8041.873,0,0,4728.739,3526.966,5751.670999999999,14060.499,10757.649,4727.009,9509.503999999999,6734.978,8152.059,0,0,7040.614,6768.245,9842.784,0,0,8445.282,3911.16,100,100
