"Score","SeriesType_Identifier","Name_or_Class","Formula","SMILES","m/z","Retention Time","Adduct","Unique","Score_Description","Needs_Validation","row.ID","DT","CCS","Abundance","RSD","X9.M.E1.A.1.d.DeMP","X10.M.E1.A.2.d.DeMP","X11.M.E1.A.3.d.DeMP","X16.DBS.E1.A.1.d.DeMP","X17.DBS.E1.A.2.d.DeMP","X18.DBS.E1.A.3.d.DeMP","X41.M.E4.A.1.d.DeMP","X42.M.E4.A.2.d.DeMP","X43.M.E4.A.3.d.DeMP","X47.DBS.E4.A.1.d.DeMP","X48.DBS.E4.A.2.d.DeMP","X49.DBS..E4.A.3.d.DeMP","Blank.1.d","Blank.2.d","Blank.3.d","ID_Ranked","nominal mass","mass defect","[CF2]n_Kendrick_mass","[CF2]n_nominal_Kendrick_mass","[CF2]n_Kendrick_mass_defect","[CF2]n_KMD_Group","[CF2]n_homologous_series","[CF2]n_Homologous_series_count","[CF2]n_MD_Filter","[CF2]n_RT_series","[CF2]n_DT_series","Confident_ID","2+_homologous_series","3+_homologous_series","Exact_mass_match","Score","Score_Description","Files","eC","MZ_eC","MD_eC","Checked_Viz","TRUE_Viz","Class_Viz","Cnumb_Viz","Comment_Viz"
"D+","[CF2]n_652","","","","297.0465","11.493","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","6456","21.752","164.81","41","1.88","0.001","0.001","0.001","0.001","0.001","0.001","220","0.001","0.001","149","0.001","123","0","0","0","5_NoID","297","0.0464999999999804","297.065473928298","297","0.0654739282983314","56","652","4","TRUE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_652","","","","297.0468","15.072","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","5435","21.736","164.69","54","1.08","0.001","0.001","0.001","0.001","89","0.001","101","0.001","130","113","80","138","0","0","0","5_NoID","297","0.0468000000000188","297.065773947461","297","0.0657739474609684","56","652","4","TRUE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_652","","","","347.0414","0.243","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","1605","22.109","166.45","296","0.84","250","248","313","0.001","0.001","0.001","685","707","581","311","219","232","0","0","0","5_NoID","347","0.0414000000000101","347.063567366524","347","0.063567366524012","56","652","4","TRUE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_652","","","","447.0319","6.566","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","18357","25.649","191.36","4","3.46","50","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","447","0.0319000000000074","447.060454287688","447","0.0604542876878895","56","652","4","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_652","","","","447.032","8.751","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","16887","25.544","190.57","5","3.46","60","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","447","0.0319999999999823","447.060554294075","447","0.0605542940754162","56","652","4","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_655","","","","134.0609","1.021","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","4606","18.244","145.43","69","1.27","0.001","0.001","0.001","0.001","0.001","0.001","180","117","143","192","192","0.001","0","0","0","5_NoID","134","0.0609000000000037","134.069463177497","134","0.069463177496516","56","655","4","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_655","","","","134.0611","2.69","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","2486","15.64","124.81","163","1.09","0.001","0.001","125","0.001","0.001","0.001","288","119","185","459","423","355","0","0","0","5_NoID","134","0.0611000000000104","134.069663190272","134","0.0696631902715694","56","655","4","TRUE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_655","","","","134.0612","2.564","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","2012","15.627","124.7","217","1.51","0.001","0.001","0.001","0.001","0.001","0.001","494","0.001","0.001","824","647","634","0","0","0","5_NoID","134","0.0612000000000137","134.069763196659","134","0.0697631966590961","56","655","4","TRUE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_655","","","","284.0462","14.039","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","17655","19.111","145.19","5","3.46","54","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","284","0.0461999999999989","284.064343530498","284","0.0643435304984905","56","655","4","TRUE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_655","","","","334.0392","10.984","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","8616","21.259","160.32","24","1.5","0.001","85","77","0.001","0.001","0.001","0.001","0.001","0.001","0.001","55","72","0","0","0","5_NoID","334","0.0391999999999939","334.060536847361","334","0.0605368473611065","56","655","4","TRUE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_655","","","","334.0394","11.633","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","9303","21.212","159.97","21","1.53","0.001","84","0.001","0.001","0.001","0.001","51","0.001","0.001","52","0.001","60","0","0","0","5_NoID","334","0.0394000000000005","334.060736860136","334","0.06073686013616","56","655","4","TRUE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_655","","","","384.0404","0.24","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","3489","23.062","172.97","103","0.97","146","88","80","256","296","0.001","122","97","0.001","0.001","0.001","146","0","0","0","5_NoID","384","0.0403999999999769","384.064930688001","384","0.0649306880009703","56","655","4","TRUE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_655","","","","384.0451","16.19","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","15341","27.233","204.1","6","3.46","0.001","0.001","0.001","74","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","384","0.0450999999999908","384.069630988215","384","0.069630988214783","56","655","4","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_662","","","","293.0429","13.996","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","10172","20.301","153.96","17","1.81","0.001","66","0.001","0.001","0.001","0.001","0.001","73","0.001","66","0.001","0.001","0","0","0","5_NoID","293","0.0428999999999746","293.061618197228","293","0.0616181972281993","56","662","4","TRUE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_662","","","","293.0489","0.457","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","14527","26.294","199.16","7","3.46","0.001","0.001","0.001","0.001","0.001","0.001","86","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","293","0.0489000000000033","293.06761858048","293","0.0676185804798592","56","662","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_662","","","","293.05","0.458","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","15384","24.743","187.46","6","3.46","0.001","0.001","0.001","0.001","0.001","0.001","73","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","293","0.0500000000000114","293.068718650743","293","0.06871865074271","56","662","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_662","","","","343.045","0.247","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","14840","22.515","169.58","7","3.46","0.001","0.001","81","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","343","0.0450000000000159","343.066912095356","343","0.0669120953558604","56","662","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_662","","","","393.0442","0.242","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","10963","23.639","177.14","15","2.35","0.001","0.001","0.001","0.001","0.001","0.001","0.001","79","95","0.001","0.001","0.001","0","0","0","5_NoID","393","0.0441999999999894","393.069305808245","393","0.069305808245133","56","662","4","TRUE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_662","","","","443.0327","14.086","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","17296","24.714","184.46","5","3.46","0.001","0.001","0.001","0.001","0.001","0.001","56","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","443","0.0326999999999771","443.060998837669","443","0.060998837668933","56","662","4","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_665","","","","219.0492","11.819","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","14342","17.093","131.67","7","3.46","0.001","88","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","219","0.0492000000000132","219.063191828938","219","0.0631918289379598","56","665","4","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_665","","","","269.0443","6.895","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","13489","21.215","161.48","9","3.46","0.001","0.001","0.001","0.001","0.001","0.001","105","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","269","0.0443000000000211","269.061485279939","269","0.0614852799386654","56","665","4","TRUE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_665","","","","269.0477","7.283","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","2790","21.546","163.99","140","0.97","89","0.001","0.001","0.001","0.001","0.001","330","246","268","287","252","212","0","0","0","5_NoID","269","0.0477000000000203","269.064885497115","269","0.0648854971145738","56","665","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_665","","","","319.0474","0.247","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","561","21.228","160.38","1234","0.32","1133","1018","1195","766","822","516","1776","1533","1745","1537","1284","1481","0","0","0","5_NoID","319","0.0473999999999819","319.067779241941","319","0.06777924194148","56","665","4","TRUE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_665","","","","469.0313","11.624","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","9108","25.65","191.1","22","1.84","0.001","0.001","0.001","0.001","0.001","0.001","105","0.001","72","0.001","0.001","81","0","0","0","5_NoID","469","0.0312999999999874","469.061259505518","469","0.0612595055181373","56","665","4","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_665","","","","469.0326","12.459","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","6633","25.637","191","39","1.54","0.001","0.001","0.001","0.001","69","124","145","0.001","0.001","0.001","0.001","134","0","0","0","5_NoID","469","0.0326000000000022","469.062559588556","469","0.0625595885559846","56","665","4","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_666","","","","256.0508","14.052","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","8014","22.164","329.7","28","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","335","0.001","0","0","0","5_NoID","256","0.0507999999999811","256.067155316491","256","0.0671553164906413","56","666","4","TRUE","RT ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_666","","","","306.0418","11.451","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","3908","20.808","157.49","87","2.34","0.001","0.001","0.001","508","0.001","534","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","306","0.0418000000000234","306.061348505603","306","0.061348505602723","56","666","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_666","","","","306.042","14.208","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","8021","24.133","357.32","28","3.46","0.001","0.001","0.001","0.001","0.001","0.001","334","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","306","0.0419999999999732","306.061548518378","306","0.0615485183777196","56","666","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_666","","","","306.0426","16.425","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","6702","20.494","155.13","39","2.62","0.001","340","0.001","0.001","0.001","0.001","0.001","0.001","0.001","125","0.001","0.001","0","0","0","5_NoID","306","0.0425999999999931","306.062148556703","306","0.0621485567028799","56","666","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_666","","","","306.0436","15.008","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","3781","20.487","155.08","91","2.45","0.001","0.001","0.001","386","0.001","0.001","0.001","710","0.001","0.001","0.001","0.001","0","0","0","5_NoID","306","0.0436000000000263","306.063148620578","306","0.0631486205782039","56","666","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_666","","","","306.0437","14.824","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","667","20.516","155.29","999","0.73","1335","859","862","1534","1934","2038","841","945","1642","0.001","0.001","0.001","0","0","0","5_NoID","306","0.0437000000000012","306.063248626966","306","0.0632486269657306","56","666","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_666","","","","306.0437","15.185","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","2094","20.513","155.27","206","1.27","0.001","0.001","0.001","0.001","645","549","427","410","441","0.001","0.001","0.001","0","0","0","5_NoID","306","0.0437000000000012","306.063248626966","306","0.0632486269657306","56","666","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_666","","","","306.0438","15.873","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","1446","20.519","155.32","342","0.99","0.001","762","0.001","0.001","663","396","0.001","473","854","661","0.001","289","0","0","0","5_NoID","306","0.0437999999999761","306.063348633353","306","0.0633486333532005","56","666","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_666","","","","306.0439","12.886","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","1362","20.49","155.1","368","1.26","531","546","610","550","0.001","659","0.001","0.001","0.001","0.001","1521","0.001","0","0","0","5_NoID","306","0.0439000000000078","306.063448639741","306","0.0634486397407841","56","666","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_666","","","","306.0439","14.58","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","1205","20.503","155.2","434","1.54","0.001","0.001","0.001","975","0.001","993","1623","1620","0.001","0.001","0.001","0.001","0","0","0","5_NoID","306","0.0439000000000078","306.063448639741","306","0.0634486397407841","56","666","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_666","","","","306.0439","16.252","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","1276","20.507","155.23","400","1","785","363","0.001","0.001","492","0.001","0.001","0.001","1157","736","641","621","0","0","0","5_NoID","306","0.0439000000000078","306.063448639741","306","0.0634486397407841","56","666","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_666","","","","306.044","14.241","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","451","20.503","155.2","1624","0.5","0.001","1872","2111","2661","1660","1861","1680","1756","1723","2358","0.001","1804","0","0","0","5_NoID","306","0.0439999999999827","306.063548646128","306","0.0635486461282539","56","666","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_666","","","","306.0441","13.283","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","3320","20.463","154.9","110","2.35","0.001","0.001","598","0.001","0.001","0.001","0.001","0.001","0.001","0.001","727","0.001","0","0","0","5_NoID","306","0.0441000000000145","306.063648652516","306","0.0636486525158375","56","666","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_666","","","","306.0441","13.818","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","337","20.514","155.29","2397","0.23","2228","2539","2440","1912","1997","2718","2703","3244","2882","1804","1334","2962","0","0","0","5_NoID","306","0.0441000000000145","306.063648652516","306","0.0636486525158375","56","666","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_666","","","","306.0441","13.876","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","343","20.517","155.3","2367","0.37","2266","2352","2734","2251","2618","2156","3204","2894","3510","2683","1735","0.001","0","0","0","5_NoID","306","0.0441000000000145","306.063648652516","306","0.0636486525158375","56","666","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_666","","","","306.0441","14.184","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","1413","20.514","155.28","354","1.82","0.001","0.001","0.001","0.001","0.001","0.001","1420","1549","0.001","0.001","1276","0.001","0","0","0","5_NoID","306","0.0441000000000145","306.063648652516","306","0.0636486525158375","56","666","4","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
