"Score","SeriesType_Identifier","Name_or_Class","Formula","SMILES","m/z","Retention Time","Adduct","Unique","Score_Description","Needs_Validation","row.ID","DT","CCS","Abundance","RSD","X9.M.E1.A.1.d.DeMP","X10.M.E1.A.2.d.DeMP","X11.M.E1.A.3.d.DeMP","X16.DBS.E1.A.1.d.DeMP","X17.DBS.E1.A.2.d.DeMP","X18.DBS.E1.A.3.d.DeMP","X41.M.E4.A.1.d.DeMP","X42.M.E4.A.2.d.DeMP","X43.M.E4.A.3.d.DeMP","X47.DBS.E4.A.1.d.DeMP","X48.DBS.E4.A.2.d.DeMP","X49.DBS..E4.A.3.d.DeMP","Blank.1.d","Blank.2.d","Blank.3.d","ID_Ranked","nominal mass","mass defect","[CF2]n_Kendrick_mass","[CF2]n_nominal_Kendrick_mass","[CF2]n_Kendrick_mass_defect","[CF2]n_KMD_Group","[CF2]n_homologous_series","[CF2]n_Homologous_series_count","[CF2]n_MD_Filter","[CF2]n_RT_series","[CF2]n_DT_series","Confident_ID","2+_homologous_series","3+_homologous_series","Exact_mass_match","Score","Score_Description","Files","eC","MZ_eC","MD_eC","Checked_Viz","TRUE_Viz","Class_Viz","Cnumb_Viz","Comment_Viz"
"E","[CF2]n_0","","","","464.7497","14.964","","","Lvl 5 Schymanski: likely not PFAS","Yes","9370","28.548","625.76","20","3.46","0.001","0.001","243","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","465","-0.250299999999982","464.77938601712","465","-0.220613982879797","28","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","466.7448","14.938","","","Lvl 5 Schymanski: likely not PFAS","Yes","10431","28.617","213.14","16","3.46","0.001","0.001","0.001","0.001","0.001","0.001","194","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","467","-0.255200000000002","466.774613454691","467","-0.225386545309107","28","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","720.7331","15.349","","","Lvl 5 Schymanski: likely not PFAS","Yes","17425","37.803","278.47","5","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","56","0.001","0.001","0","0","0","5_NoID","721","-0.266899999999964","720.779137028417","721","-0.22086297158296","28","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","256.7752","14.08","","","Lvl 5 Schymanski: likely not PFAS","Yes","10201","22.205","651.97","17","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","204","0.001","0.001","0.001","0.001","0","0","0","5_NoID","257","-0.224800000000016","256.791601587743","257","-0.208398412256656","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","280.7711","13.886","","","Lvl 5 Schymanski: likely not PFAS","Yes","16323","23.204","176.19","5","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","65","0","0","0","5_NoID","281","-0.22890000000001","280.78903433257","281","-0.210965667430344","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","280.7681","13.892","","","Lvl 5 Schymanski: likely not PFAS","Yes","8163","23.158","1349.81","27","3.46","0.001","0.001","323","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","281","-0.231899999999996","280.786034140944","281","-0.213965859056145","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","283.7681","14.331","","","Lvl 5 Schymanski: likely not PFAS","Yes","12399","23.243","176.4","11","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","129","0.001","0.001","0","0","0","5_NoID","284","-0.231899999999996","283.786225766783","284","-0.213774233216782","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","283.7754","14.463","","","Lvl 5 Schymanski: likely not PFAS","Yes","12789","23.194","176.03","10","3.46","0.001","0.001","0.001","120","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","284","-0.224600000000009","283.793526233073","284","-0.206473766927274","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","284.7698","14.919","","","Lvl 5 Schymanski: likely not PFAS","Yes","5168","23.371","177.35","58","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","699","0.001","0","0","0","5_NoID","285","-0.230200000000025","284.787989750651","285","-0.212010249349078","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","339.7674","13.561","","","Lvl 5 Schymanski: likely not PFAS","Yes","13222","24.946","729.68","9","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","111","0.001","0.001","0.001","0","0","0","5_NoID","340","-0.232599999999991","339.789102737739","340","-0.210897262261199","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","385.7676","13.023","","","Lvl 5 Schymanski: likely not PFAS","Yes","16371","25.842","193.69","5","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","64","0","0","0","5_NoID","386","-0.232399999999984","385.792241013384","386","-0.207758986615772","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","386.7618","15.099","","","Lvl 5 Schymanski: likely not PFAS","Yes","15893","27.005","202.35","6","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","68","0","0","0","5_NoID","387","-0.238200000000006","386.786504518187","387","-0.213495481812629","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","405.7625","15.051","","","Lvl 5 Schymanski: likely not PFAS","Yes","11677","28.39","212.35","13","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","150","0.001","0.001","0","0","0","5_NoID","406","-0.237500000000011","405.788418193216","406","-0.211581806783897","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","419.7635","14.068","","","Lvl 5 Schymanski: likely not PFAS","Yes","17921","28.605","213.72","4","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","52","0.001","0","0","0","5_NoID","420","-0.236499999999978","419.790312511008","420","-0.209687488991506","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","440.7614","14.754","","","Lvl 5 Schymanski: likely not PFAS","Yes","17063","27.903","208.19","5","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","58","0.001","0","0","0","5_NoID","441","-0.238600000000019","440.789553757746","441","-0.210446242254022","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","464.7561","14.961","","","Lvl 5 Schymanski: likely not PFAS","Yes","8854","28.524","212.47","23","3.46","274","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","465","-0.243899999999996","464.785786425922","465","-0.21421357407803","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","468.7552","15.351","","","Lvl 5 Schymanski: likely not PFAS","Yes","15797","28.892","215.15","6","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","69","0.001","0","0","0","5_NoID","469","-0.244799999999998","468.785141869553","469","-0.214858130446601","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","478.7549","14.52","","","Lvl 5 Schymanski: likely not PFAS","Yes","17727","28.932","215.32","5","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","54","0.001","0.001","0.001","0","0","0","5_NoID","479","-0.245099999999979","478.785480603189","479","-0.214519396811284","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","587.7477","16.439","","","Lvl 5 Schymanski: likely not PFAS","Yes","17689","36.029","266.56","5","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","54","0.001","0.001","0.001","0","0","0","5_NoID","588","-0.252299999999991","587.785242548784","588","-0.214757451216087","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","703.747","16.437","","","Lvl 5 Schymanski: likely not PFAS","Yes","17901","36.03","265.56","4","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","53","0","0","0","5_NoID","704","-0.253000000000043","703.791952036527","704","-0.208047963473064","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","715.7487","16.424","","","Lvl 5 Schymanski: likely not PFAS","Yes","18383","36.332","267.7","4","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","50","0.001","0.001","0","0","0","5_NoID","716","-0.251300000000015","715.794418648472","716","-0.205581351527599","29","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","255.7807","14.205","","","Lvl 5 Schymanski: likely not PFAS","Yes","8262","22.203","169.38","26","3.46","315","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","256","-0.219300000000004","255.797038063778","256","-0.202961936222408","30","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","277.7775","13.731","","","Lvl 5 Schymanski: likely not PFAS","Yes","18115","23.127","175.7","4","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","51","0.001","0.001","0","0","0","5_NoID","278","-0.222500000000025","277.795243115532","278","-0.20475688446794","30","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","281.7865","13.895","","","Lvl 5 Schymanski: likely not PFAS","Yes","17782","23.108","175.44","4","3.46","53","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","282","-0.21350000000001","281.804499191529","282","-0.195500808471252","30","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","293.7779","12.818","","","Lvl 5 Schymanski: likely not PFAS","Yes","12861","22.932","173.79","10","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","118","0.001","0","0","0","5_NoID","294","-0.222100000000012","293.796665145559","294","-0.203334854441152","30","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","304.785","13.782","","","Lvl 5 Schymanski: likely not PFAS","Yes","11773","24.115","182.42","12","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","147","0","0","0","5_NoID","305","-0.214999999999975","304.804468227151","305","-0.195531772848938","30","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","304.7797","13.908","","","Lvl 5 Schymanski: likely not PFAS","Yes","17595","24.129","182.53","5","3.46","0.001","0.001","0.001","0.001","54","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","305","-0.220300000000009","304.799167888612","305","-0.200832111387967","30","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","332.7788","14.551","","","Lvl 5 Schymanski: likely not PFAS","Yes","16109","25.209","189.98","6","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","67","0.001","0.001","0.001","0","0","0","5_NoID","333","-0.22120000000001","332.800056338958","333","-0.199943661041573","30","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","339.7807","13.513","","","Lvl 5 Schymanski: likely not PFAS","Yes","15456","24.967","188.02","6","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","73","0.001","0.001","0","0","0","5_NoID","340","-0.219299999999976","339.80240358728","340","-0.197596412719975","30","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","370.7779","15.228","","","Lvl 5 Schymanski: likely not PFAS","Yes","8167","26.567","199.37","27","2.43","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","204","118","0.001","0","0","0","5_NoID","371","-0.222100000000012","370.801583542103","371","-0.198416457897281","30","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","438.7698","14.751","","","Lvl 5 Schymanski: likely not PFAS","Yes","3613","27.839","207.74","98","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","1172","0","0","0","5_NoID","439","-0.230200000000025","438.797826543739","439","-0.202173456261278","30","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","440.7726","14.746","","","Lvl 5 Schymanski: likely not PFAS","Yes","15244","27.806","207.47","6","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","75","0","0","0","5_NoID","441","-0.227399999999989","440.800754473149","441","-0.199245526850859","30","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","453.7661","15.078","","","Lvl 5 Schymanski: likely not PFAS","Yes","13879","28.441","623.55","8","3.46","0.001","0.001","0.001","0.001","0.001","0.001","96","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","454","-0.233900000000006","453.795084436597","454","-0.204915563402949","30","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","469.7748","15.343","","","Lvl 5 Schymanski: likely not PFAS","Yes","13682","28.986","635.26","8","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","100","0.001","0","0","0","5_NoID","470","-0.225199999999973","469.804806996789","470","-0.19519300321133","30","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","479.766","14.504","","","Lvl 5 Schymanski: likely not PFAS","Yes","17592","28.97","215.59","5","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","54","0.001","0.001","0","0","0","5_NoID","480","-0.23399999999998","479.796645187484","480","-0.203354812515897","30","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","511.7707","16.308","","","Lvl 5 Schymanski: likely not PFAS","Yes","15812","30.471","226.33","6","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","69","0","0","0","5_NoID","512","-0.229300000000023","511.803389496651","512","-0.196610503348779","30","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","600.7621","14.303","","","Lvl 5 Schymanski: likely not PFAS","Yes","18032","32.451","240.05","4","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","52","0.001","0","0","0","5_NoID","601","-0.237899999999968","600.800473847225","601","-0.199526152774752","30","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","201.8005","0.379","","","Lvl 5 Schymanski: likely not PFAS","Yes","3940","14.778","114.5","86","0.69","0.001","103","73","133","166","130","0.001","0.001","77","82","149","114","0","0","0","5_NoID","202","-0.1995","201.813390063399","202","-0.186609936600576","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","201.8008","0.727","","","Lvl 5 Schymanski: likely not PFAS","Yes","15816","14.804","114.7","6","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","69","0","0","0","5_NoID","202","-0.19919999999999","201.813690082562","202","-0.186309917437995","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","268.7976","0.268","","","Lvl 5 Schymanski: likely not PFAS","Yes","15869","19.484","148.38","6","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","69","0.001","0.001","0","0","0","5_NoID","269","-0.202400000000011","268.814769521907","269","-0.185230478092933","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","268.7979","0.269","","","Lvl 5 Schymanski: likely not PFAS","Yes","17096","21.451","163.27","5","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","58","0.001","0.001","0","0","0","5_NoID","269","-0.202099999999973","268.81506954107","269","-0.184930458930296","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","268.7981","0.271","","","Lvl 5 Schymanski: likely not PFAS","Yes","17252","19.168","145.99","5","3.46","0.001","0.001","0.001","0.001","57","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","269","-0.201900000000023","268.815269553845","269","-0.184730446155299","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","277.7954","13.712","","","Lvl 5 Schymanski: likely not PFAS","Yes","16767","23.131","175.73","5","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","61","0.001","0","0","0","5_NoID","278","-0.204600000000028","277.8131442589","278","-0.18685574110043","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","279.788","13.922","","","Lvl 5 Schymanski: likely not PFAS","Yes","8165","23.07","175.21","27","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","322","0.001","0","0","0","5_NoID","280","-0.211999999999989","279.805871536782","280","-0.194128463217908","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","279.7966","13.958","","","Lvl 5 Schymanski: likely not PFAS","Yes","8734","23.133","175.68","24","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","282","0.001","0.001","0.001","0","0","0","5_NoID","280","-0.203399999999988","279.81447208611","280","-0.185527913890496","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","312.7865","15.499","","","Lvl 5 Schymanski: likely not PFAS","Yes","13439","24.519","717.85","9","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","106","0.001","0.001","0","0","0","5_NoID","313","-0.21350000000001","312.806479325202","313","-0.193520674797753","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","326.7948","12.985","","","Lvl 5 Schymanski: likely not PFAS","Yes","17939","25.572","192.84","4","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","52","0.001","0.001","0.001","0","0","0","5_NoID","327","-0.205199999999991","326.815674109284","327","-0.184325890715797","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","355.786","14.713","","","Lvl 5 Schymanski: likely not PFAS","Yes","17778","25.956","195.1","4","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","53","0.001","0.001","0","0","0","5_NoID","356","-0.213999999999999","355.808725930296","356","-0.191274069704377","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","371.7891","13.183","","","Lvl 5 Schymanski: likely not PFAS","Yes","14477","26.5","198.85","7","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","86","0.001","0.001","0","0","0","5_NoID","372","-0.210899999999981","371.812848132786","372","-0.187151867214311","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","385.789","15.919","","","Lvl 5 Schymanski: likely not PFAS","Yes","12175","27.236","598.3","11","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","136","0","0","0","5_NoID","386","-0.211000000000013","385.813642380315","386","-0.186357619684827","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","398.7894","16.311","","","Lvl 5 Schymanski: likely not PFAS","Yes","18241","27.754","207.73","4","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","50","0","0","0","5_NoID","399","-0.210599999999999","398.814872784503","399","-0.185127215497403","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","399.7833","14.064","","","Lvl 5 Schymanski: likely not PFAS","Yes","17805","27.45","205.45","4","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","53","0","0","0","5_NoID","400","-0.216700000000003","399.808836270143","400","-0.191163729856839","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","465.7767","14.958","","","Lvl 5 Schymanski: likely not PFAS","Yes","17477","28.567","212.78","5","3.46","0.001","0.001","0.001","0.001","55","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","466","-0.223299999999995","465.806451617033","466","-0.193548382967435","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","466.7803","15.392","","","Lvl 5 Schymanski: likely not PFAS","Yes","8233","28.868","215","26","2.82","0.001","0.001","0.001","0.001","0.001","0.001","0.001","61","0.001","0.001","0.001","256","0","0","0","5_NoID","467","-0.219699999999989","466.810115722263","467","-0.189884277736667","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","511.7829","16.329","","","Lvl 5 Schymanski: likely not PFAS","Yes","18052","30.491","226.48","4","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","52","0.001","0","0","0","5_NoID","512","-0.217100000000016","511.81559027593","512","-0.184409724070349","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","524.779","14.357","","","Lvl 5 Schymanski: likely not PFAS","Yes","12621","30.589","227.05","10","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","124","0","0","0","5_NoID","525","-0.221000000000004","524.812520405453","525","-0.18747959454663","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
"E","[CF2]n_0","","","","702.767","16.093","","","Lvl 5 Schymanski: likely not PFAS","Yes","16377","36.035","265.61","5","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","64","0.001","0.001","0","0","0","5_NoID","703","-0.232999999999947","702.811889438753","703","-0.188110561247186","31","0","0","FALSE","","","FALSE","FALSE","FALSE","FALSE","E","Lvl 5 Schymanski: likely not PFAS","","eC","MZ_eC","MD_eC",,,,,
