Score,SeriesType_Identifier,Name_or_Class,Formula,SMILES,m/z,Retention Time,Adduct,Unique,Score_Description,Needs_Validation,row.ID,DT,CCS,Z,Ions,Freq.,Q.Score,Sat.,Mark,X45.B1.6988.d.DeMP,ID_Ranked,nominal mass,mass defect,[CF2]n_Kendrick_mass,[CF2]n_nominal_Kendrick_mass,[CF2]n_Kendrick_mass_defect,[CF2]n_KMD_Group,[CF2]n_homologous_series,[CF2]n_Homologous_series_count,[CF2]n_MD_Filter,[CF2]n_RT_series,[CF2]n_DT_series,Confident_ID,2+_homologous_series,3+_homologous_series,Exact_mass_match,Score.1,Score_Description.1,Checked_Viz,TRUE_Viz,Class_Viz,Cnumb_Viz,Comment_Viz,Classification
D+,[CF2]n_484,"1,1,1-Trifluoro-4-methyl-6-phenyl-2-(trifluoromethyl)hexane-2,4-diol/1,1,1-Trifluoro-4-methyl-6-phenyl-2-(trifluoromethyl)hexane-2,4-diol",,,329.0996,0.773,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,8557,19.849,149.44,-1,2,3,50.7,,False,2203.999,5_NoID,329,0.0996,329.1206213,329,0.120621329,61,484,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,TRUE
C+,[CF2]n_265,Perfluorohexanesulfonic acid,C6HF13O3S,,398.9367,1.804,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,31838,23.259,174.0,-1,1,3,98.6,,False,205.999,4_PFHxS-L|(M-H)-|NA|CAS=NA;C6HF13O3S;NA | 4_13C3- PFHxS|(M-H)-|NA|CAS=NA;C6HF13O3S;NA | 4_PFHxS|(M-H)-|DTXSID7040150|CAS=355-46-4;C6HF13O3S;OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,399,-0.0633,398.9621822,399,-0.037817807,45,265,6,True,RT ordered,DT not ordered,False,True,True,True,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,TRUE
C+,[CF2]n_265,Perfluorohexanesulfonic acid,C6HF13O3S,,398.9381,1.803,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,36684,20.996,157.02,-1,1,3,85.4,,False,195.999,4_PFHxS-L|(M-H)-|NA|CAS=NA;C6HF13O3S;NA | 4_13C3- PFHxS|(M-H)-|NA|CAS=NA;C6HF13O3S;NA | 4_PFHxS|(M-H)-|DTXSID7040150|CAS=355-46-4;C6HF13O3S;OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,399,-0.0619,398.9635823,399,-0.036417717,45,265,6,True,RT ordered,DT ordered,False,True,True,True,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,TRUE
D,[CF2]n_325,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluoro-N-hydroxyoctanimidamide",,,426.9901,0.412,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,1565,23.625,176.36,-1,4,22,100.0,,False,7165.999,5_NoID,427,-0.0099,427.0173741,427,0.017374112,50,325,7,True,RT ordered,DT ordered,False,True,True,False,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,TRUE
D+,[CF2]n_305,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluorononane-1-thiol",,,428.9778,1.629,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,29140,15.93,118.73,-1,1,5,98.1,,False,182.999,5_NoID,429,-0.0222,429.0052011,429,0.005201077,49,305,3,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,TRUE
D+,[CF2]n_305,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluorononane-1-thiol",,,428.981,1.64,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,24733,24.025,179.33,-1,1,7,84.0,,False,60.77789,5_NoID,429,-0.019,429.0084013,429,0.008401281,49,305,3,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,TRUE
D,[CF2]n_302,"1h,1h-perfluoro-3,6-dioxadecan-1-ol",,,430.9756,1.628,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,10859,19.649,146.55,-1,1,15,92.0,,False,178.6488,5_NoID,431,-0.0244,431.0031287,431,0.003128687,49,302,5,True,RT ordered,DT not ordered,False,True,True,False,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,TRUE
D+,[CF2]n_314,8:2 fluorotelomer unsaturated carboxylic acid/8:2 fluorotelomer unsaturated carboxylic acid,C10H2F16O2,OC(=O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,456.9754,0.415,,Yes,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,2434,22.54,167.9,-1,1,28,98.8,,False,687.359,4_8:2 FTUCA|(M-H)-|DTXSID60825615|CAS=70887-84-2;C10H2F16O2;OC(=O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,457,-0.0246,457.0045894,457,0.004589432,49,314,3,True,RT ordered,DT ordered,False,True,True,True,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,TRUE
D-,[CF2]n_262,Perfluoro-2-{[perfluoro-3-(perfluoroethoxy)-2-propanyl]oxy}ethanesulfonic acid/Perfluoro-2-{[perfluoro-3-(perfluoroethoxy)-2-propanyl]oxy}ethanesulfonic acid,C7H2F14O5S,[H]C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(O)(=O)=O)C(F)(F)F)C(F)(F)F,462.9317,0.242,,Yes,"Lvl 5 Schymanski: No ID, possible PFAS: Mass defect falling within -0.11 and 0.12 OR exact mass match",Yes,15751,25.355,188.86,-1,1,18,99.7,,False,11.80334,4_Nafion Byproduct 2|(M-H)-|DTXSID10892352|CAS=749836-20-2;C7H2F14O5S;[H]C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(O)(=O)=O)C(F)(F)F)C(F)(F)F | 4_Nafion Byproduct 2|(M-H)-|DTXSID10892352|CAS=749836-20-2;C7H2F14O5S;[H]C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(O)(=O)=O)C(F)(F)F)C(F)(F)F,463,-0.0683,462.9612699,463,-0.038730108,45,262,0,True,RT not ordered,DT ordered,False,False,False,True,D-,"Lvl 5 Schymanski: No ID, possible PFAS: Mass defect falling within -0.11 and 0.12 OR exact mass match",,,,,,TRUE
D+,[CF2]n_263,6-Oxoperfluorooctanesulfonic acid,,,476.931,2.142,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,5355,21.867,162.67,-1,3,10,100.0,,False,602.999,5_NoID,477,-0.069,476.9614641,477,-0.038535899,45,263,3,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,TRUE
D,[CF2]n_302,"Perfluoro(2-(2-propoxypropoxy)-1H,1H-propan-1-ol)/2,2'-(2,3,5,6-Tetrafluoro-1,4-phenylene)bis(hexafluoropropan-2-ol)",,,480.9771,3.653,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,33326,20.727,154.13,-1,1,5,83.7,,False,115.999,5_NoID,481,-0.0229,481.0078225,481,0.007822547,49,302,5,True,RT not ordered,DT ordered,False,True,True,False,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,TRUE
D+,[CF2]n_268,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfinic Acid",,,482.9349,2.101,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,33856,22.549,167.7,-1,1,3,81.5,,False,124.999,5_NoID,483,-0.0651,482.9657476,483,-0.034252398,45,268,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,TRUE
C+,[CF2]n_265,"1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid",C8HF17O3S,,498.9322,2.231,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,31,22.39,166.37,-1,6,14,100.0,x,False,312327.9,4_PFOS-L|(M-H)-|NA|CAS=NA;C8HF17O3S;NA | 4_13C8- PFOS|(M-H)-|NA|CAS=NA;C8HF17O3S;NA | 4_PFOS|(M-H)-|DTXSID3031864|CAS=1763-23-1;C8HF17O3S;OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,499,-0.0678,498.9640694,499,-0.035930566,45,265,6,True,RT ordered,DT ordered,False,True,True,True,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,TRUE
C+,[CF2]n_265,"1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid/1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid",C8HF17O3S,,498.9326,2.247,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,7629,23.86,177.33,-1,2,10,97.3,,False,228.999,4_PFOS-L|(M-H)-|NA|CAS=NA;C8HF17O3S;NA | 4_13C8- PFOS|(M-H)-|NA|CAS=NA;C8HF17O3S;NA | 4_PFOS|(M-H)-|DTXSID3031864|CAS=1763-23-1;C8HF17O3S;OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,499,-0.0674,498.9644695,499,-0.035530541,45,265,6,True,RT ordered,DT not ordered,False,True,True,True,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,TRUE
D-,[CF2]n_0,PFOPA,C8H2F17O3P,OP(O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,498.9383,2.251,,Yes,"Lvl 5 Schymanski: No ID, possible PFAS: Mass defect falling within -0.11 and 0.12 OR exact mass match",Yes,18939,25.193,187.26,-1,1,3,73.7,,False,387.999,4_PFOPA|(M-H)-|DTXSID80879832|CAS=40143-78-0;C8H2F17O3P;OP(O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_PFOPA|(M-H)-|DTXSID80879832|CAS=40143-78-0;C8H2F17O3P;OP(O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,499,-0.0617,498.9701698,499,-0.029830176,46,0,0,True,,,False,False,False,True,D-,"Lvl 5 Schymanski: No ID, possible PFAS: Mass defect falling within -0.11 and 0.12 OR exact mass match",,,,,,TRUE
D+,[CF2]n_290,Heptadecafluoro-N-methylisooctanesulphonamide/Heptadecafluoro-N-methylisooctanesulphonamide,C10H4F17NO4S,OC(=O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,511.9639,2.206,,Yes,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,4647,23.388,173.69,-1,3,18,99.9,,False,526.999,4_FOSAA|(M-H-CO2)-|DTXSID40440941|CAS=2806-24-8;C10H4F17NO4S;OC(=O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,512,-0.0361,511.9966018,512,-0.003398163,48,290,3,True,RT ordered,DT ordered,False,True,True,True,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,TRUE
D-,[CF2]n_0,"8-Chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluoro-1-octanesulfonic acid/8-Chloro-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluoro-1-octanesulfonic acid",C8HClF16O3S,,514.9033,2.28,,Yes,"Lvl 5 Schymanski: No ID, possible PFAS: Mass defect falling within -0.11 and 0.12 OR exact mass match",Yes,12176,22.916,170.14,-1,3,5,84.6,,False,327.999,4_8Cl-PFOS|(M-H)-|NA|CAS=NA;C8HClF16O3S;NA | 4_8Cl-PFOS|(M-H)-|NA|CAS=1651215-26-7;C8HClF16O3S;NA,515,-0.0967,514.9361896,515,-0.063810408,42,0,0,True,,,False,False,False,True,D-,"Lvl 5 Schymanski: No ID, possible PFAS: Mass defect falling within -0.11 and 0.12 OR exact mass match",,,,,,TRUE
C+,[CF2]n_265,Perfluorononanesulfonic acid,C9HF19SO3,,548.9294,2.401,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,4693,23.344,173.06,-1,2,17,99.9,,False,324.999,4_PFNS-L|(M-H)-|NA|CAS=NA;C9HF19SO3;NA | 4_PFNS|(M-H)-|DTXSID60873010|CAS=474511-07-4;C9HF19SO3;OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,549,-0.0706,548.964463,549,-0.035536981,45,265,6,True,RT ordered,DT ordered,False,True,True,True,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,TRUE
D+,[CF2]n_273,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-icosafluorodecane-1-sulfonic acid",,,580.9363,2.263,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,9261,25.633,189.83,-1,2,12,98.8,,False,143.999,5_NoID,581,-0.0637,580.9734075,581,-0.026592531,46,273,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,TRUE
D+,[CF2]n_316,8:2 Fluorotelomer 9-(trifluoromethyl)-dihydrogen phosphate,,,592.9681,2.513,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,3446,23.791,176.06,-1,2,11,97.7,,False,2772.999,5_NoID,593,-0.0319,593.005976,593,0.005976003,49,316,4,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,TRUE
C+,[CF2]n_265,Perfluorodecanesulfonic acid,C10HF21O3S,,598.9258,2.617,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,4754,24.528,181.49,-1,2,10,94.2,,False,1261.999,4_PFDS-L|(M-H)-|NA|CAS=NA;C10HF21O3S;NA | 4_PFDS|(M-H)-|DTXSID00873014|CAS=126105-34-8;C10HF21O3S;OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,599,-0.0742,598.9640566,599,-0.035943447,45,265,6,True,RT ordered,DT ordered,False,True,True,True,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,TRUE
D+,[CF2]n_337,"5-{[1,1,1,4,5,5,5-Heptafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-4-(trifluoromethyl)pent-2-en-2-yl]oxy}benzene-1,3-dicarboxylic acid/5-{[1,1,1,4,5,5,5-Heptafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-4-(trifluoromethyl)pent-2-en-2-yl]oxy}benzene-1,3-dicarboxylic acid",,,610.9767,2.098,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,9512,27.468,203.22,-1,3,8,97.0,,False,444.999,5_NoID,611,-0.0233,611.0157263,611,0.015726308,50,337,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,TRUE
D+,[CF2]n_316,"10:2 Fluorotelomer dihydrogen phosphate/N,N'-(3,3'-Dichloro[1,1'-biphenyl]-4,4'-diyl)bis(heptafluorobutanimidic acid)",,,642.9657,2.684,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,3259,25.036,184.97,-1,2,9,100.0,,False,3327.999,5_NoID,643,-0.0343,643.0067696,643,0.006769614,49,316,4,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,TRUE
D+,[CF2]n_312,13-H-Perfluorotridecanoic acid,,,644.9628,4.654,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,25980,23.855,176.22,-1,1,7,98.9,,False,165.999,5_NoID,645,-0.0372,645.0039972,645,0.003997179,49,312,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,TRUE
D+,[CF2]n_336,3-(Perfluorodecyl)-2-hydroxypropyl dihydrogen phosphate,,,672.9731,0.45,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,17243,29.983,221.42,-1,1,8,95.5,,False,314.999,5_NoID,673,-0.0269,673.0160863,673,0.016086345,50,336,4,True,RT not ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,TRUE
D+,[CF2]n_316,(Perfluoro-9-methyldecyl)ethyl dihydrogen phosphate,,,692.9628,2.841,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,3054,26.129,192.78,-1,2,12,100.0,,False,3147.999,5_NoID,693,-0.0372,693.0070632,693,0.007063193,49,316,4,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,TRUE
D+,[CF2]n_316,12:2 Fluorotelomer dihydrogen phosphate/4-[(Pentacosafluorododecyl)sulfanyl]phenol,,,742.9589,3.048,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,16559,24.644,181.56,-1,1,9,99.2,,False,88.22233,5_NoID,743,-0.0411,743.0063567,743,0.006356708,49,316,4,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,TRUE
D+,[CF2]n_312,15-H-Perfluoropentadecanoic acid,,,744.9598,2.807,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,1204,25.64,188.9,-1,3,13,100.0,,False,14459.89,5_NoID,745,-0.0402,745.0073845,745,0.007384516,49,312,3,True,RT not ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,TRUE
D+,[CF2]n_312,16-H-Perfluorohexadecanoic acid,,,794.9569,2.948,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,1128,26.499,195.03,-1,3,11,100.0,,False,17654.0,5_NoID,795,-0.0431,795.0076781,795,0.007678094,49,312,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,TRUE
D+,[CF2]n_343,,,,59.0151,0.274,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,35204,11.083,97.0,-1,1,4,98.2,,False,151.4446,5_NoID,59,0.0151,59.01886961,59,0.018869606,51,343,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_273,,,,80.9646,0.409,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,3703,12.514,104.72,-1,1,20,99.8,,False,1644.999,5_NoID,81,-0.0354,80.96977164,81,-0.030228364,46,273,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_229,,,,94.9252,1.14,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,30309,3.189,25.78,-1,1,3,70.4,,False,237.999,5_NoID,95,-0.0748,94.93126337,95,-0.068736626,42,229,4,True,RT not ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_242,,,,116.9333,0.802,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,6738,11.985,96.22,-1,1,15,46.4,,False,30.35154,5_NoID,117,-0.0667,116.9407691,117,-0.059230853,43,242,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_275,,,,116.9738,1.75,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,36218,2.606,20.48,-1,1,3,73.7,,False,150.999,5_NoID,117,-0.0262,116.9812717,117,-0.018728266,47,275,3,True,RT not ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_292,,,,146.9847,0.31,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,28380,10.392,81.71,-1,1,3,97.2,,False,181.999,5_NoID,147,-0.0153,146.9940887,147,-0.005911311,48,292,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_406,,,,149.0591,0.538,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,2672,16.64,130.99,-1,2,10,100.0,,False,5163.999,5_NoID,149,0.0591,149.0686212,149,0.068621192,55,406,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
