Score,SeriesType_Identifier,Name_or_Class,Formula,SMILES,m/z,Retention Time,Adduct,Unique,Score_Description,Needs_Validation,row.ID,DT,CCS,Z,Ions,Freq.,Q.Score,Sat.,Mark,X45.B1.6988.d.DeMP,ID_Ranked,nominal mass,mass defect,[CF2]n_Kendrick_mass,[CF2]n_nominal_Kendrick_mass,[CF2]n_Kendrick_mass_defect,[CF2]n_KMD_Group,[CF2]n_homologous_series,[CF2]n_Homologous_series_count,[CF2]n_MD_Filter,[CF2]n_RT_series,[CF2]n_DT_series,Confident_ID,2+_homologous_series,3+_homologous_series,Exact_mass_match,Score.1,Score_Description.1,Checked_Viz,TRUE_Viz,Class_Viz,Cnumb_Viz,Comment_Viz,Classification
D+,[CF2]n_388,,,,163.0393,0.643,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,3980,16.513,129.1,-1,2,8,100.0,,False,3271.999,5_NoID,163,0.0393,163.0497142,163,0.049714181,54,388,3,True,RT not ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_390,,,,165.0399,0.277,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,1990,16.133,126.0,-1,2,20,100.0,,False,962.999,5_NoID,165,0.0399,165.050442,165,0.05044197,54,390,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_346,,,,173.0092,0.292,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,12115,18.115,141.08,-1,1,17,97.6,,False,91.9051,5_NoID,173,0.0092,173.020251,173,0.020251011,51,346,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_309,,,,174.9921,0.076,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,32842,16.553,128.77,-1,1,4,99.2,,False,183.999,5_NoID,175,-0.0079,175.0032777,175,0.003277669,49,309,4,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_263,,,,176.9514,0.902,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,3439,16.934,131.64,-1,5,9,100.0,,False,4406.999,5_NoID,177,-0.0486,176.9627028,177,-0.03729718,45,263,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_366,,,,177.0192,0.405,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,8798,16.645,129.39,-1,1,13,99.7,,False,472.999,5_NoID,177,0.0192,177.0305072,177,0.030507151,52,366,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_410,,,,179.0566,0.374,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,445,17.021,132.22,-1,3,13,100.0,,False,13351.0,5_NoID,179,0.0566,179.0680373,179,0.06803729,55,410,4,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_307,,,,181.9898,0.372,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,4262,16.819,130.5,-1,3,15,100.0,,False,80.27415,5_NoID,182,-0.0102,182.0014246,182,0.001424649,49,307,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_501,,,,185.1188,0.456,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,6890,18.755,145.42,-1,2,7,100.0,,False,657.999,5_NoID,185,0.1188,185.1306245,185,0.130624515,62,501,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_338,,,,189.0046,0.411,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,31595,12.431,96.08,-1,1,3,78.5,,False,303.999,5_NoID,189,0.0046,189.0166727,189,0.016672722,50,338,4,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_369,,,,203.0247,0.825,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,16373,18.053,139.14,-1,1,9,96.4,,False,308.999,5_NoID,203,0.0247,203.0376683,203,0.03766826,52,369,3,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_259,,,,206.9527,0.449,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,20674,17.443,134.27,-1,1,5,93.6,,False,415.999,5_NoID,207,-0.0473,206.9659192,207,-0.034080838,45,259,4,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_337,,,,210.999,4.725,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,18848,17.305,133.05,-1,1,8,97.1,,False,416.999,5_NoID,211,-0.001,211.0124776,211,0.01247762,50,337,3,True,RT not ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_388,,,,213.0444,0.557,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,4428,19.185,147.48,-1,2,3,41.9,,False,17718.0,5_NoID,213,0.0444,213.0580083,213,0.058008271,54,388,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_275,,,,216.9648,0.529,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,2871,17.195,131.99,-1,3,22,100.0,,False,1034.999,5_NoID,217,-0.0352,216.9786587,217,-0.021341313,47,275,3,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_328,,,,218.9967,0.403,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,915,17.743,136.14,-1,3,23,100.0,,False,1828.999,5_NoID,219,-0.0033,219.0106885,219,0.010688475,50,328,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_346,,,,223.0056,0.497,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,4811,18.943,145.23,-1,3,13,99.7,,False,509.999,5_NoID,223,0.0056,223.0198445,223,0.019844545,51,346,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D,[CF2]n_325,,,,227.0011,0.394,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,6556,18.861,144.46,-1,3,5,100.0,,False,1526.999,5_NoID,227,0.0011,227.0155998,227,0.015599759,50,325,7,True,RT ordered,DT ordered,False,True,True,False,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_410,,,,229.0501,0.474,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,2427,19.509,149.36,-1,3,10,100.0,,False,35193.0,5_NoID,229,0.0501,229.0647306,229,0.064730639,55,410,4,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_484,,,,229.1077,0.413,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,8311,20.074,153.7,-1,2,6,99.1,,False,1441.999,5_NoID,229,0.1077,229.1223343,229,0.122334318,61,484,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_535,,,,229.1441,1.573,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,4882,19.928,152.58,-1,2,7,100.0,,False,3242.999,5_NoID,229,0.1441,229.1587366,229,0.158736643,64,535,4,False,RT not ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_329,,,,230.9963,0.394,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,703,19.112,146.24,-1,4,21,100.0,,False,54914.0,5_NoID,231,-0.0037,231.011055,231,0.011054953,50,329,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_338,,,,239.0005,0.557,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,3120,18.908,144.42,-1,3,19,100.0,,False,1005.999,5_NoID,239,0.0005,239.0157662,239,0.015766224,50,338,4,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_324,,,,242.9962,0.417,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,2704,19.044,145.34,-1,3,12,100.0,,False,4261.999,5_NoID,243,-0.0038,243.0117215,243,0.01172145,50,324,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_290,,,,261.979,0.819,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,19098,18.725,142.36,-1,1,9,99.8,,False,235.999,5_NoID,262,-0.021,261.995734,262,-0.004266018,48,290,3,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
C+,[CF2]n_303,PFHxA|(M-H-CO2)-|DTXSID20892484|CAS=92612-52-7,C6HF11O2,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,268.9834,1.987,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,36499,19.618,148.98,-1,1,3,97.2,,False,165.999,4_PFHxA|(M-H-CO2)-|DTXSID20892484|CAS=92612-52-7;C6HF11O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_13C5- PFHxA|(M-H-CO2)-|NA|CAS=NA;C6HF11O2;NA | 4_PFHxA|(M-H-CO2)-|DTXSID20892484|CAS=92612-52-7;C6HF11O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,269,-0.0166,269.0005814,269,0.00058139,49,303,9,True,RT ordered,DT not ordered,False,True,True,True,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
C+,[CF2]n_311,,,,269.9871,2.202,,,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,3761,20.68,157.05,-1,2,9,99.2,,False,1264.999,5_NoID,270,-0.0129,270.0043455,270,0.004345502,49,311,3,True,RT ordered,DT ordered,False,True,True,False,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
D+,[CF2]n_525,,,,273.1273,1.822,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,8741,21.189,160.84,-1,1,11,97.3,,False,393.999,5_NoID,273,0.1273,273.1447461,273,0.144746083,63,525,3,False,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_366,,,,277.0198,0.705,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,2575,20.894,158.49,-1,3,16,100.0,,False,1101.999,5_NoID,277,0.0198,277.0374947,277,0.037494717,52,366,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_319,,,,278.997,0.778,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,9821,20.618,156.33,-1,3,6,100.0,,False,395.999,5_NoID,279,-0.003,279.014821,279,0.014821011,50,319,3,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_415,,,,279.0522,0.835,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,27132,20.273,153.71,-1,1,4,97.0,,False,252.999,5_NoID,279,0.0522,279.0700245,279,0.070024537,56,415,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_273,,,,280.9567,1.801,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,37928,20.112,152.44,-1,1,3,86.1,,False,108.999,5_NoID,281,-0.0433,280.9746462,281,-0.025353812,46,273,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D,[CF2]n_302,,,,280.9821,1.738,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,17475,17.081,129.39,-1,1,10,97.6,,False,281.999,5_NoID,281,-0.0179,281.0000478,281,4.78103e-05,49,302,5,True,RT ordered,DT ordered,False,True,True,False,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_343,,,,309.0085,0.512,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,1780,21.557,162.75,-1,4,6,100.0,,False,53683.0,5_NoID,309,0.0085,309.028238,309,0.028238004,51,343,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_336,,,,322.9946,1.48,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,37051,19.657,148.09,-1,1,3,77.9,,False,101.999,5_NoID,323,-0.0054,323.0152314,323,0.01523137,50,336,4,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_305,,,,328.9799,0.778,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,31572,13.319,100.11,-1,1,3,32.1,,False,249.999,5_NoID,329,-0.0201,329.0009137,329,0.000913683,49,305,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_410,,,,329.0467,3.729,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,1248,21.29,160.33,-1,4,14,100.0,,False,4165.999,5_NoID,329,0.0467,329.067718,329,0.06771795,55,410,4,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D,[CF2]n_302,,,,330.9809,3.415,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,13189,17.506,131.71,-1,1,7,92.9,,False,571.999,5_NoID,331,-0.0191,331.0020415,331,0.002041498,49,302,5,True,RT not ordered,DT ordered,False,True,True,False,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_221,,,,366.9013,1.872,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,210,22.946,172.14,-1,9,23,100.0,x,False,1695.999,5_NoID,367,-0.0987,366.9247359,367,-0.075264077,41,221,3,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
C+,[CF2]n_303,PFOA|(M-H-CO2)-|DTXSID40892486|CAS=45285-51-6,C8HF15O2,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,368.9762,1.74,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,842,20.886,156.61,-1,2,23,100.0,,False,4121.222,4_PFOA|(M-H-CO2)-|DTXSID40892486|CAS=45285-51-6;C8HF15O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_13C8- PFOA|(M-H-CO2)-|NA|CAS=NA;C8HF15O2;NA | 4_PFOA|(M-H-CO2)-|DTXSID40892486|CAS=45285-51-6;C8HF15O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,369,-0.0238,368.9997685,369,-0.000231542,49,303,9,True,RT not ordered,DT not ordered,False,True,True,True,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
D+,[CF2]n_260,,,,388.9429,0.597,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,36541,23.634,176.95,-1,1,4,95.7,,False,129.999,5_NoID,389,-0.0571,388.9677438,389,-0.032256163,45,260,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_229,,,,394.9075,0.942,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,32854,21.613,161.7,-1,1,4,70.2,,False,159.999,5_NoID,395,-0.0925,394.9327248,395,-0.067275173,42,229,4,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_205,,,,400.8724,0.252,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,29638,23.504,175.8,-1,1,5,83.4,,False,243.999,5_NoID,401,-0.1276,400.8980058,401,-0.101994163,39,205,3,False,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_337,,,,410.988,0.342,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,4195,24.761,185.09,-1,2,26,94.8,,False,128.0242,5_NoID,411,-0.012,411.014252,411,0.014251973,50,337,3,True,RT not ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
C+,[CF2]n_311,,,,419.9771,1.972,,,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,28853,22.136,165.29,-1,1,4,91.9,,False,172.999,5_NoID,420,-0.0229,420.0039262,420,0.003926155,49,311,3,True,RT not ordered,DT not ordered,False,True,True,False,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
D+,[CF2]n_336,,,,422.9888,1.991,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,5220,19.582,146.13,-1,3,10,99.6,,False,723.7779,5_NoID,423,-0.0112,423.0158185,423,0.015818528,50,336,4,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_567,,,,423.1464,1.327,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,5669,25.12,187.6,-1,3,15,100.0,,False,126.999,5_NoID,423,0.1464,423.1734286,423,0.173428595,66,567,3,False,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_263,,,,426.9389,0.416,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,22995,23.403,174.7,-1,1,8,79.1,,False,140.999,5_NoID,427,-0.0611,426.9661708,427,-0.033829158,45,263,3,True,RT not ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_329,,,,430.9854,0.411,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,3135,23.857,178.04,-1,8,8,100.0,,False,2157.999,5_NoID,431,-0.0146,431.0129293,431,0.012929313,50,329,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
C+,[CF2]n_282,,,,455.9582,1.634,,,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,5042,22.128,164.83,-1,2,17,98.9,,False,985.999,5_NoID,456,-0.0418,455.9873245,456,-0.012675542,47,282,3,True,RT ordered,DT ordered,False,True,True,False,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
D+,[CF2]n_337,,,,460.9879,1.727,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,34483,23.633,176.01,-1,1,4,91.5,,False,175.999,5_NoID,461,-0.0121,461.0173457,461,0.017345731,50,337,3,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
