AlignmentID,Match_ID,Classification Type,PIMMS_m/z,PIMMS_CCS,DT_PIMMS,RT_PIMMS,Mean_Intensity_Detected,StdDev_Intensity_Detected,Count_Detected,Mean_Intensity_All,StdDev_Intensity_All,125 1777 - Serum.d.DeMP,129 1821 - Mitra.d.DeMP,130 1821 - DBS.d.DeMP,131 1673 - Serum.d.DeMP,132 1673 - Mitra.d.DeMP,133 1673 - DBS.d.DeMP,134 1894 - Serum.d.DeMP,137 3330 - Serum.d.DeMP,139 3330 - DBS.d.DeMP,35 2286 - Serum.d.DeMP,36 2286 - Mitra.d.DeMP,38 2182 - Serum.d.DeMP,39 2182 - Mitra.d.DeMP,41 2187 - Serum.d.DeMP,42 2187 - Mitra.d.DeMP,43 2187 - DBS.d.DeMP,44 2854 - Serum.d.DeMP,45 2854 - Mitra.d.DeMP,47 2911 - Serum.d.DeMP,48 2911 - Mitra.d.DeMP,49 2911 - DBS.d.DeMP,80 2003 - Serum.d.DeMP,81 2003 - Mitra.d.DeMP,83 2095 - Serum.d.DeMP,84 2095 - Mitra.d.DeMP,85 2095 - DBS.d.DeMP,86 2046 - Serum.d.DeMP,89 2889 - Serum.d.DeMP,90 2889 - Mitra.d.DeMP,92 3021 - Serum.d.DeMP
1,No Match,unmatched,244.9074,136.7,17.86,6.4,22191.832333333325,28215.82267046744,30,22191.832333333325,28215.82267046744,90976.999,11903.999,3605.999,40889.999,7678.999,4810.999,30079.999,29715.999,2643.999,21952.999,4816.999,19938.999,2448.999,18223.999,2391.999,959.999,126896.999,22459.999,27117.999,4957.999,1754.999,26686.999,2788.999,54918.999,5711.999,2511.999,46415.999,34505.999,5161.999,10822.999
