PIMMS_m/z,RT_PIMMS,CCS_PIMMS,DT_PIMMS,PIMMS_Intensity,Compound,Match_ID,Classification Type,Sample,RT,DT,CCS,Peak_mz,Peak_intensity,SourceFile
244.9074,6.4,136.7,17.86,26686.999,39,No Match,unmatched,80 2003 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,249.9034,556.0,80 2003 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,26686.999,39,No Match,unmatched,80 2003 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,250.89786,612.0,80 2003 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,2788.999,34,No Match,unmatched,81 2003 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,244.90652,2789.0,81 2003 - Mitra.d.DeMP.cef
244.9074,6.4,136.7,17.86,2788.999,34,No Match,unmatched,81 2003 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,245.90891,176.0,81 2003 - Mitra.d.DeMP.cef
244.9074,6.4,136.7,17.86,2788.999,34,No Match,unmatched,81 2003 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,246.90384,2736.0,81 2003 - Mitra.d.DeMP.cef
244.9074,6.4,136.7,17.86,2788.999,34,No Match,unmatched,81 2003 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,247.90651,192.0,81 2003 - Mitra.d.DeMP.cef
244.9074,6.4,136.7,17.86,2788.999,34,No Match,unmatched,81 2003 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,248.90036,704.0,81 2003 - Mitra.d.DeMP.cef
244.9074,6.4,136.7,17.86,54918.999,36,No Match,unmatched,83 2095 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,244.90757,54919.0,83 2095 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,54918.999,36,No Match,unmatched,83 2095 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,245.9101,4542.0,83 2095 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,54918.999,36,No Match,unmatched,83 2095 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,246.90474,52777.0,83 2095 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,54918.999,36,No Match,unmatched,83 2095 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,247.90704,4419.0,83 2095 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,54918.999,36,No Match,unmatched,83 2095 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,248.90154,16527.0,83 2095 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,54918.999,36,No Match,unmatched,83 2095 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,249.90371,1154.0,83 2095 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,54918.999,36,No Match,unmatched,83 2095 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,250.89761,1492.0,83 2095 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,54918.999,36,No Match,unmatched,83 2095 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,251.90024,117.0,83 2095 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,5711.999,39,No Match,unmatched,84 2095 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,244.90701,5712.0,84 2095 - Mitra.d.DeMP.cef
244.9074,6.4,136.7,17.86,5711.999,39,No Match,unmatched,84 2095 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,245.90952,361.0,84 2095 - Mitra.d.DeMP.cef
244.9074,6.4,136.7,17.86,5711.999,39,No Match,unmatched,84 2095 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,246.90395,5284.0,84 2095 - Mitra.d.DeMP.cef
244.9074,6.4,136.7,17.86,5711.999,39,No Match,unmatched,84 2095 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,247.90643,379.0,84 2095 - Mitra.d.DeMP.cef
244.9074,6.4,136.7,17.86,5711.999,39,No Match,unmatched,84 2095 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,248.90055,1370.0,84 2095 - Mitra.d.DeMP.cef
244.9074,6.4,136.7,17.86,5711.999,39,No Match,unmatched,84 2095 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,249.90311,111.0,84 2095 - Mitra.d.DeMP.cef
244.9074,6.4,136.7,17.86,5711.999,39,No Match,unmatched,84 2095 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,250.89741,129.0,84 2095 - Mitra.d.DeMP.cef
244.9074,6.4,136.7,17.86,2511.999,40,No Match,unmatched,85 2095 - DBS.d.DeMP,6.39,17.8568286895752,136.739929199219,244.90658,2512.0,85 2095 - DBS.d.DeMP.cef
244.9074,6.4,136.7,17.86,2511.999,40,No Match,unmatched,85 2095 - DBS.d.DeMP,6.39,17.8568286895752,136.739929199219,245.90873,160.0,85 2095 - DBS.d.DeMP.cef
244.9074,6.4,136.7,17.86,2511.999,40,No Match,unmatched,85 2095 - DBS.d.DeMP,6.39,17.8568286895752,136.739929199219,246.90369,2509.0,85 2095 - DBS.d.DeMP.cef
244.9074,6.4,136.7,17.86,46415.999,39,No Match,unmatched,86 2046 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,244.90773,46416.0,86 2046 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,46415.999,39,No Match,unmatched,86 2046 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,245.91012,3734.0,86 2046 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,46415.999,39,No Match,unmatched,86 2046 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,246.9048,45415.0,86 2046 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,46415.999,39,No Match,unmatched,86 2046 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,247.90727,3684.0,86 2046 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,46415.999,39,No Match,unmatched,86 2046 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,248.90185,13287.0,86 2046 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,46415.999,39,No Match,unmatched,86 2046 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,249.90402,993.0,86 2046 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,46415.999,39,No Match,unmatched,86 2046 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,250.8982,1095.0,86 2046 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,46415.999,39,No Match,unmatched,86 2046 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,251.89903,87.0,86 2046 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,34505.999,39,No Match,unmatched,89 2889 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,244.90748,34506.0,89 2889 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,34505.999,39,No Match,unmatched,89 2889 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,245.90976,2612.0,89 2889 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,34505.999,39,No Match,unmatched,89 2889 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,246.90464,32985.0,89 2889 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,34505.999,39,No Match,unmatched,89 2889 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,247.90701,2568.0,89 2889 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,34505.999,39,No Match,unmatched,89 2889 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,248.90153,9752.0,89 2889 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,34505.999,39,No Match,unmatched,89 2889 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,249.90352,672.0,89 2889 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,34505.999,39,No Match,unmatched,89 2889 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,250.89759,867.0,89 2889 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,5161.999,37,No Match,unmatched,90 2889 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,244.90686,5162.0,90 2889 - Mitra.d.DeMP.cef
244.9074,6.4,136.7,17.86,5161.999,37,No Match,unmatched,90 2889 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,245.90925,341.0,90 2889 - Mitra.d.DeMP.cef
244.9074,6.4,136.7,17.86,5161.999,37,No Match,unmatched,90 2889 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,246.90404,5114.0,90 2889 - Mitra.d.DeMP.cef
244.9074,6.4,136.7,17.86,5161.999,37,No Match,unmatched,90 2889 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,247.90636,291.0,90 2889 - Mitra.d.DeMP.cef
244.9074,6.4,136.7,17.86,5161.999,37,No Match,unmatched,90 2889 - Mitra.d.DeMP,6.39,17.8568286895752,136.739929199219,248.90053,1280.0,90 2889 - Mitra.d.DeMP.cef
244.9074,6.4,136.7,17.86,10822.999,37,No Match,unmatched,92 3021 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,244.90744,10823.0,92 3021 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,10822.999,37,No Match,unmatched,92 3021 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,245.90979,789.0,92 3021 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,10822.999,37,No Match,unmatched,92 3021 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,246.90455,10190.0,92 3021 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,10822.999,37,No Match,unmatched,92 3021 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,247.90698,695.0,92 3021 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,10822.999,37,No Match,unmatched,92 3021 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,248.90106,2830.0,92 3021 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,10822.999,37,No Match,unmatched,92 3021 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,249.90363,208.0,92 3021 - Serum.d.DeMP.cef
244.9074,6.4,136.7,17.86,10822.999,37,No Match,unmatched,92 3021 - Serum.d.DeMP,6.39,17.8568286895752,136.739929199219,250.89759,254.0,92 3021 - Serum.d.DeMP.cef
