Parent Peak,Child/Baby Peak,Relationship Type
344.9311,344.9311,loner
344.9337,344.9337,loner
344.9346,344.9346,loner
345.0142,345.0142,loner
345.0143,345.0143,loner
345.0148,345.0148,loner
345.0167,345.0167,loner
345.1101,345.1101,loner
345.1446,345.1446,loner
345.145,345.145,loner
345.1459,345.1459,loner
345.2058,345.2058,loner
345.206,345.206,loner
345.2092,345.2092,loner
345.212,345.212,loner
345.2435,346.2374,parent-child
345.2435,346.2374,baby
345.2789,346.2831,parent-child
345.2789,346.2831,baby
345.2794,346.2831,parent-child
345.2794,346.2831,baby
346.1638,346.1638,loner
346.1668,346.1668,loner
346.1748,346.1748,loner
346.1764,346.1764,loner
346.1775,346.1775,loner
346.236,346.236,loner
346.9313,346.9313,loner
346.9768,346.9768,loner
347.0116,347.2613,parent-child
347.0116,347.2613,baby
347.0136,347.0136,loner
347.1875,347.1875,loner
347.2209,347.2209,loner
347.2234,347.2234,loner
347.2574,348.2533,parent-child
347.2574,348.2533,baby
347.2588,348.2533,parent-child
347.2588,348.2533,baby
347.2943,347.2943,loner
347.2945,347.2945,loner
347.2949,347.2949,loner
347.2953,347.2953,loner
348.1467,348.1467,loner
348.1496,348.1496,loner
348.2616,348.2616,loner
348.9389,349.2725,parent-child
348.9389,349.2725,baby
349.033,349.033,loner
349.1109,349.1109,loner
349.1735,349.1735,loner
349.2004,349.2004,loner
349.2007,349.2007,loner
349.2388,350.2421,parent-child
349.2388,350.2421,baby
349.2394,350.2421,parent-child
349.2394,350.2421,baby
349.2395,350.2421,parent-child
349.2395,350.2421,baby
349.2742,350.2739,parent-child
349.2742,350.2739,baby
349.2745,350.2739,parent-child
349.2745,350.2739,baby
349.2749,350.2739,parent-child
349.2749,350.2739,baby
349.2751,350.2739,parent-child
349.2751,350.2739,baby
349.3102,350.3128,parent-child
349.3102,350.3128,baby
349.9952,349.9952,loner
350.0722,350.0722,loner
350.2107,351.2162,parent-child
350.2107,351.2162,baby
350.2779,350.2779,loner
350.3131,350.3131,loner
351.0573,351.0573,loner
351.1505,351.1505,loner
351.1631,351.1631,loner
351.1654,351.1654,loner
351.189,351.189,loner
351.1998,352.2057,parent-child
351.1998,352.2057,baby
351.2168,351.2168,loner
351.2531,352.2494,parent-child
351.2531,352.2494,baby
351.2533,352.2494,parent-child
351.2533,352.2494,baby
351.2552,352.2494,parent-child
351.2552,352.2494,baby
351.2557,352.2494,parent-child
351.2557,352.2556,parent-child
351.2557,352.2556,baby
351.2895,352.2851,parent-child
351.2895,352.2851,baby
351.2901,352.2851,parent-child
351.2901,352.2851,baby
351.291,352.2851,parent-child
351.291,352.2851,baby
351.2939,351.2939,loner
352.0875,352.0875,loner
352.0884,352.0884,loner
352.8623,352.8623,loner
352.9454,352.9454,loner
352.9465,352.9465,loner
353.0101,353.3421,parent-child
353.0101,353.3426,parent-child
353.0101,353.3426,baby
353.1488,353.1488,loner
353.1614,353.1614,loner
353.1996,353.1996,loner
353.2174,354.2117,parent-child
353.2174,354.2117,baby
353.2299,354.2335,parent-child
353.2299,354.2335,baby
353.2319,354.2335,parent-child
353.2319,354.2335,baby
353.2337,354.2335,parent-child
353.2337,354.2335,baby
353.2691,353.2691,loner
353.2697,353.2697,loner
353.2716,353.2716,loner
353.3087,353.3087,loner
354.1746,354.1746,loner
354.3008,354.3008,loner
355.1295,355.1295,loner
355.1578,356.1608,parent-child
355.1578,356.1608,baby
355.2491,356.2513,parent-child
355.2491,356.2513,baby
355.2671,356.2618,parent-child
355.2671,356.2618,baby
355.2841,356.2841,parent-child
355.2841,356.2841,baby
355.2849,356.2841,parent-child
355.2849,356.2841,baby
355.2857,356.2841,parent-child
355.2857,356.2841,baby
355.3239,356.3258,parent-child
355.3239,356.3258,baby
355.3241,356.3258,parent-child
355.3241,356.3258,baby
356.1194,356.1194,loner
356.2885,357.2822,parent-child
356.2885,357.2822,baby
356.29,356.29,loner
357.0158,357.2658,parent-child
357.0158,357.2658,baby
357.0339,357.0339,loner
357.1399,357.1399,loner
357.1892,357.1892,loner
357.1951,357.1951,loner
357.201,357.201,loner
357.2445,358.2418,parent-child
357.2445,358.2418,baby
357.2638,358.2674,parent-child
357.2638,358.2674,baby
357.2997,358.3037,parent-child
357.2997,358.3037,baby
357.3005,358.3037,parent-child
357.3005,358.3037,baby
357.3014,358.3037,parent-child
357.3014,358.3037,baby
358.3073,358.3073,loner
359.0148,359.0148,loner
359.1535,359.1535,loner
359.155,359.155,loner
359.1557,359.1557,loner
359.1716,359.1716,loner
359.2203,360.2263,parent-child
359.2203,360.2263,baby
359.2208,360.2263,parent-child
359.2208,360.2263,baby
359.2222,360.2263,parent-child
359.2222,360.2263,baby
359.2223,360.2263,parent-child
359.2223,360.2263,baby
359.2577,360.2538,parent-child
359.2577,360.2538,baby
359.2592,360.2538,parent-child
359.2592,360.2538,baby
359.2799,359.2799,loner
359.2817,359.2817,loner
359.2981,359.2981,loner
360.2296,361.2361,parent-child
360.2296,361.2361,baby
361.1035,361.1035,loner
361.1648,362.1651,parent-child
361.1648,362.1651,baby
361.2027,361.2027,loner
361.203,361.203,loner
361.2032,361.2032,loner
361.2372,362.2396,parent-child
361.2372,362.2396,baby
361.239,362.2396,parent-child
361.239,362.2396,baby
361.2739,361.2739,loner
361.274,361.274,loner
361.2757,361.2757,loner
361.3103,361.3103,loner
361.3106,361.3106,loner
361.3133,361.3133,loner
361.3142,361.3142,loner
362.8973,363.1455,parent-child
362.8973,363.1455,baby
362.8989,362.8989,loner
362.9804,362.9804,loner
362.981,362.981,loner
363.181,363.181,loner
363.1835,363.1835,loner
363.1886,363.1886,loner
363.2166,364.2098,parent-child
363.2166,364.2098,baby
363.2516,364.2567,parent-child
363.2516,364.2567,baby
363.2519,364.2567,parent-child
363.2519,364.2567,baby
363.2553,364.2567,parent-child
363.2553,364.2567,baby
363.3264,363.3264,loner
363.3647,363.3647,loner
364.0501,364.0501,loner
364.2577,364.2577,loner
364.2866,364.2866,loner
364.2871,364.2871,loner
364.8721,364.8721,loner
364.9947,364.9947,loner
365.1446,366.149,parent-child
365.1446,366.149,baby
365.1995,365.1995,loner
365.2311,366.2259,parent-child
365.2311,366.2259,baby
365.2313,366.2259,parent-child
365.2313,366.2259,baby
365.2686,366.2713,parent-child
365.2686,366.2713,baby
365.2691,366.2713,parent-child
365.2691,366.2713,baby
365.2709,366.2713,parent-child
365.2709,366.2713,baby
365.273,366.2713,parent-child
365.273,366.2726,parent-child
365.273,366.2726,baby
365.3419,366.3394,parent-child
365.3419,366.3394,baby
365.3441,366.3394,parent-child
365.3441,366.3394,baby
366.1013,367.1046,parent-child
366.1013,367.1046,baby
366.1039,367.1046,parent-child
366.1039,367.1046,baby
366.3016,366.3016,loner
366.3032,366.3032,loner
366.3781,366.3781,loner
366.8313,367.163,parent-child
366.8313,367.163,baby
366.9025,366.9025,loner
367.1329,367.1329,loner
367.1563,368.1601,parent-child
367.1563,368.1601,baby
367.1582,368.1601,parent-child
367.1582,368.1601,baby
367.1587,368.1601,parent-child
367.1587,368.1601,baby
367.1596,368.1601,parent-child
367.1596,368.1601,baby
367.1598,368.1601,parent-child
367.1598,368.1601,baby
367.1607,368.1601,parent-child
367.1607,368.1601,baby
367.1619,368.1601,parent-child
367.1619,368.1601,baby
367.1654,368.1601,parent-child
367.1654,368.1621,parent-child
367.1654,368.1624,parent-child
367.1654,368.1633,parent-child
367.1654,368.1633,baby
367.1775,367.1775,loner
367.2178,367.2178,loner
367.2273,367.2273,loner
367.2475,367.2475,loner
367.2497,367.2497,loner
367.2828,368.2842,parent-child
367.2828,368.2842,baby
367.2856,368.2842,parent-child
367.2856,368.2842,baby
367.2876,368.2842,parent-child
367.2876,368.2842,baby
367.361,368.3634,parent-child
367.361,368.3634,baby
368.1473,368.1473,loner
368.166,369.1708,parent-child
368.166,369.1708,baby
368.1964,369.1927,parent-child
368.1964,369.1927,baby
368.2909,368.2909,loner
368.3162,368.3162,loner
368.8288,368.8288,loner
368.8998,368.8998,loner
368.9756,369.9818,parent-child
368.9756,369.9818,baby
368.9768,369.2282,parent-child
368.9768,369.2282,baby
368.9783,369.2282,parent-child
368.9783,369.2283,parent-child
368.9783,369.2283,baby
368.9797,369.2282,parent-child
368.9797,369.2283,parent-child
368.9797,369.2283,baby
369.1007,370.098,parent-child
369.1007,370.098,baby
369.1013,370.098,parent-child
369.1013,370.098,baby
369.1287,370.1318,parent-child
369.1287,370.1318,baby
369.1717,370.1657,parent-child
369.1717,370.1657,baby
369.1725,370.1657,parent-child
369.1725,370.1657,baby
369.1731,370.1767,parent-child
369.1731,370.1767,baby
369.1732,370.1767,parent-child
369.1732,370.1767,baby
369.1736,370.1767,parent-child
369.1736,370.1767,baby
369.1737,370.1767,parent-child
369.1737,370.1767,baby
369.1743,370.1767,parent-child
369.1743,370.1767,baby
369.1744,370.1767,parent-child
369.1744,370.1767,baby
369.1746,370.1767,parent-child
369.1746,370.1767,baby
369.1749,370.1767,parent-child
369.1749,370.1767,baby
369.1752,370.1767,parent-child
369.1752,370.1767,baby
369.1756,370.1767,parent-child
369.1756,370.1767,baby
369.1767,370.1767,parent-child
369.1767,370.1767,baby
369.1768,370.1767,parent-child
369.1768,370.1767,baby
369.1777,370.1767,parent-child
369.1777,370.1767,baby
369.1786,370.1767,parent-child
369.1786,370.1767,baby
369.2429,369.2429,loner
369.2682,370.2674,parent-child
369.2682,370.2674,baby
369.3007,370.3013,parent-child
369.3007,370.3013,baby
369.3018,370.3013,parent-child
369.3018,370.3013,baby
369.3029,370.3013,parent-child
369.3029,370.3013,baby
369.3368,369.3368,loner
369.3404,369.3404,loner
369.9832,369.9832,loner
370.1808,371.179,parent-child
370.1808,371.179,baby
370.1811,371.179,parent-child
370.1811,371.179,baby
370.1816,371.179,parent-child
370.1816,371.179,baby
370.3038,370.3038,loner
370.8266,370.8266,loner
370.8914,371.226,parent-child
370.8914,371.226,baby
370.8917,371.226,parent-child
370.8917,371.226,baby
371.1141,372.1156,parent-child
371.1141,372.1156,baby
371.1894,372.194,parent-child
371.1894,372.194,baby
371.28,371.28,loner
371.2812,371.2812,loner
371.2823,371.2823,loner
371.2826,371.2826,loner
371.3189,371.3189,loner
371.3196,371.3196,loner
372.1811,373.1842,parent-child
372.1811,373.1842,baby
372.2574,372.2574,loner
373.2023,373.2023,loner
373.2065,373.2065,loner
373.2364,373.2364,loner
373.2381,373.2381,loner
373.2751,373.2751,loner
373.2769,373.2769,loner
373.2779,373.2779,loner
373.2935,373.2935,loner
373.2949,373.2949,loner
373.3087,373.3087,loner
373.3097,373.3097,loner
373.3099,373.3099,loner
375.1835,375.1835,loner
375.1869,375.1869,loner
375.217,376.2244,parent-child
375.217,376.2244,baby
375.2196,376.2244,parent-child
375.2196,376.2244,baby
375.2322,376.2286,parent-child
375.2322,376.2309,parent-child
375.2322,376.2309,baby
375.253,375.253,loner
375.2532,375.2532,loner
375.2544,375.2544,loner
375.2774,375.2774,loner
375.29,376.285,parent-child
375.29,376.285,baby
375.2914,376.285,parent-child
375.2914,376.285,baby
375.2919,376.285,parent-child
375.2919,376.285,baby
375.3264,375.3264,loner
376.1382,376.1382,loner
376.2983,377.3057,parent-child
376.2983,377.3057,baby
377.1863,377.1863,loner
377.2031,377.2031,loner
377.2033,377.2033,loner
377.2125,377.2125,loner
377.2308,377.2308,loner
377.2671,377.2671,loner
377.2689,377.2689,loner
377.2694,377.2694,loner
377.2697,377.2697,loner
377.2709,377.2709,loner
377.3074,378.3005,parent-child
377.3074,378.3005,baby
377.3409,377.3409,loner
377.3414,377.3414,loner
377.342,377.342,loner
377.3423,377.3423,loner
377.344,377.344,loner
377.3454,377.3454,loner
378.1008,378.1008,loner
378.102,378.102,loner
378.104,378.104,loner
378.2415,379.2473,parent-child
378.2415,379.2473,baby
378.2431,379.2473,parent-child
378.2431,379.2473,baby
378.3081,378.3081,loner
379.1583,379.1583,loner
379.2501,380.2536,parent-child
379.2501,380.2536,baby
379.2848,380.2838,parent-child
379.2848,380.2838,baby
379.2856,380.2838,parent-child
379.2856,380.2851,parent-child
379.2856,380.2851,baby
379.2867,380.2838,parent-child
379.2867,380.2851,parent-child
379.2867,380.2851,baby
379.3566,380.3586,parent-child
379.3566,380.3586,baby
379.3572,380.3586,parent-child
379.3572,380.3586,baby
379.3576,380.3586,parent-child
379.3576,380.3586,baby
379.3607,380.3586,parent-child
379.3607,380.3586,baby
380.2575,381.2516,parent-child
380.2575,381.2516,baby
380.3178,380.3178,loner
380.9757,380.9757,loner
381.0119,381.0119,loner
381.1381,381.1381,loner
381.1754,381.1754,loner
381.1787,381.1787,loner
381.194,381.194,loner
381.1967,381.1967,loner
381.1977,382.2049,parent-child
381.1977,382.2049,baby
381.2047,382.2049,parent-child
381.2047,382.2049,baby
381.2048,382.2049,parent-child
381.2048,382.2049,baby
381.2053,382.2049,parent-child
381.2053,382.2049,baby
381.2075,382.2049,parent-child
381.2075,382.2049,baby
381.2115,382.2049,parent-child
381.2115,382.2049,baby
381.2324,381.2324,loner
381.2656,381.2656,loner
381.3,382.2973,parent-child
381.3,382.2973,baby
381.3008,382.2973,parent-child
381.3008,382.2973,baby
381.3009,382.2973,parent-child
381.3009,382.2973,baby
381.3048,382.2973,parent-child
381.3048,382.3012,parent-child
381.3048,382.3017,parent-child
381.3048,382.3017,baby
381.3371,382.3326,parent-child
381.3371,382.3326,baby
381.3392,382.3326,parent-child
381.3392,382.3326,baby
381.3395,382.3326,parent-child
381.3395,382.3326,baby
382.343,383.3475,parent-child
382.343,383.3475,baby
382.9872,382.9872,loner
383.1541,383.1541,loner
383.1891,384.1837,parent-child
383.1891,384.1837,baby
383.1896,384.1837,parent-child
383.1896,384.1837,baby
383.2021,383.2021,loner
383.2225,384.2261,parent-child
383.2225,384.2261,baby
383.257,384.259,parent-child
383.257,384.259,baby
383.2801,384.2795,parent-child
383.2801,384.2795,baby
383.2824,384.2795,parent-child
383.2824,384.2795,baby
383.3162,384.3169,parent-child
383.3162,384.3169,baby
383.3168,384.3169,parent-child
383.3168,384.3169,baby
383.3328,383.3328,loner
383.3528,384.3567,parent-child
383.3528,384.3567,baby
383.354,384.3567,parent-child
383.354,384.3567,baby
383.3546,384.3567,parent-child
383.3546,384.3567,baby
383.3548,384.3567,parent-child
383.3548,384.3567,baby
384.3586,385.3511,parent-child
384.3586,385.3511,baby
385.1676,385.1676,loner
385.1714,385.1714,loner
385.1905,385.1905,loner
385.204,385.204,loner
385.2058,385.2058,loner
385.2281,385.2281,loner
385.2369,386.2397,parent-child
385.2369,386.2397,baby
385.2375,386.2397,parent-child
385.2375,386.2397,baby
385.2381,386.2397,parent-child
385.2381,386.2397,baby
385.24,386.2397,parent-child
385.24,386.2397,baby
385.2954,385.2954,loner
385.3021,385.3021,loner
385.3138,385.3138,loner
385.3323,385.3323,loner
385.3352,385.3352,loner
385.3364,385.3364,loner
386.2728,386.2728,loner
386.2762,386.2762,loner
386.9421,386.9421,loner
386.9424,386.9424,loner
386.9425,386.9425,loner
386.943,386.943,loner
386.9433,386.9433,loner
386.9439,386.9439,loner
386.945,386.945,loner
387.0256,387.0256,loner
387.0262,387.0262,loner
387.0264,387.0264,loner
387.0282,387.0282,loner
387.0288,387.0288,loner
387.0335,387.3665,parent-child
387.0335,387.3665,baby
387.0342,387.3665,parent-child
387.0342,387.3665,baby
387.0344,387.3665,parent-child
387.0344,387.3665,baby
387.2054,387.2054,loner
387.216,387.216,loner
387.2241,387.2241,loner
387.2531,388.256,parent-child
387.2531,388.256,baby
387.2537,388.256,parent-child
387.2537,388.256,baby
387.2545,388.256,parent-child
387.2545,388.256,baby
387.3296,387.3296,loner
388.1594,388.1594,loner
388.277,389.2696,parent-child
388.277,389.2699,parent-child
388.277,389.2714,parent-child
388.277,389.2714,baby
388.3803,388.3803,loner
388.9426,388.9426,loner
389.0549,389.3063,parent-child
389.0549,389.3063,baby
389.1355,389.1355,loner
389.1394,390.1466,parent-child
389.1394,390.1466,baby
389.2318,389.2318,loner
389.2687,390.2677,parent-child
389.2687,390.2677,baby
389.2689,390.2677,parent-child
389.2689,390.2677,baby
389.3419,390.3465,parent-child
389.3419,390.3465,baby
389.3432,390.3465,parent-child
389.3432,390.3465,baby
390.2708,390.2708,loner
390.2752,391.2829,parent-child
390.2752,391.2829,baby
390.3054,390.3054,loner
390.3466,390.3466,loner
391.0807,391.0807,loner
391.15,392.1556,parent-child
391.15,392.1556,baby
391.1509,392.1556,parent-child
391.1509,392.1556,baby
391.1512,392.1556,parent-child
391.1512,392.1556,baby
391.1514,392.1556,parent-child
391.1514,392.1556,baby
391.1637,392.1657,parent-child
391.1637,392.1657,baby
391.1666,392.1657,parent-child
391.1666,392.1657,baby
391.178,391.178,loner
391.1822,391.1822,loner
391.2147,391.2147,loner
391.218,391.218,loner
391.2237,391.2237,loner
391.2474,392.25,parent-child
391.2474,392.25,baby
391.2847,392.2899,parent-child
391.2847,392.2899,baby
391.2852,392.2899,parent-child
391.2852,392.2899,baby
391.2857,392.2899,parent-child
391.2857,392.2899,baby
391.2865,392.2899,parent-child
391.2865,392.2899,baby
391.2869,392.2899,parent-child
391.2869,392.2899,baby
391.3211,392.3198,parent-child
391.3211,392.3198,baby
391.3572,392.3589,parent-child
391.3572,392.3589,baby
391.3581,392.3589,parent-child
391.3581,392.3589,baby
392.1171,392.1171,loner
392.1215,392.1215,loner
392.2911,392.2911,loner
392.8536,392.8536,loner
392.8547,392.8547,loner
392.8573,392.8573,loner
392.9391,392.9391,loner
392.9397,392.9397,loner
392.9405,392.9405,loner
393.1423,394.1361,parent-child
393.1423,394.1361,baby
393.1483,393.1483,loner
393.2284,393.2284,loner
393.2446,393.2446,loner
393.3007,394.3057,parent-child
393.3007,394.3057,baby
393.3053,394.3057,parent-child
393.3053,394.3057,baby
393.3675,393.3675,loner
394.3319,394.3319,loner
394.3323,394.3323,loner
394.3397,394.3397,loner
394.8488,394.8488,loner
394.8495,394.8495,loner
394.8496,394.8496,loner
394.8517,395.3553,parent-child
394.8517,395.3553,baby
394.9038,395.1532,parent-child
394.9038,395.1532,baby
395.1658,395.1658,loner
395.1952,395.1952,loner
395.2095,395.2095,loner
395.223,395.223,loner
395.2433,395.2433,loner
395.2442,395.2442,loner
395.2459,395.2459,loner
395.2633,396.2578,parent-child
395.2633,396.2578,baby
395.28,396.2815,parent-child
395.28,396.2815,baby
395.2811,396.2815,parent-child
395.2811,396.2815,baby
395.282,396.2815,parent-child
395.282,396.2815,baby
395.3171,396.3121,parent-child
395.3171,396.3121,baby
395.3174,396.3121,parent-child
395.3174,396.3121,baby
395.3183,396.3121,parent-child
395.3183,396.3176,parent-child
395.3183,396.3176,baby
395.3557,396.3479,parent-child
395.3557,396.3503,parent-child
395.3557,396.3503,baby
395.3899,395.3899,loner
396.1508,396.1508,loner
396.1525,396.1525,loner
396.3601,396.3601,loner
396.9732,397.3063,parent-child
396.9732,397.3063,baby
396.974,397.3063,parent-child
396.974,397.3063,baby
397.0029,397.3345,parent-child
397.0029,397.3345,baby
397.0033,397.3345,parent-child
397.0033,397.3345,baby
397.0037,397.3345,parent-child
397.0037,397.3345,baby
397.0042,397.0042,loner
397.1784,397.1784,loner
397.2055,398.2106,parent-child
397.2055,398.2106,baby
397.2057,398.2106,parent-child
397.2057,398.2106,baby
397.2071,398.2106,parent-child
397.2071,398.2106,baby
397.2082,398.2106,parent-child
397.2082,398.2106,baby
397.2086,398.2106,parent-child
397.2086,398.2106,baby
397.2208,397.2208,loner
397.2266,397.2266,loner
397.2277,397.2277,loner
397.2293,397.2293,loner
397.2574,397.2574,loner
397.2586,397.2586,loner
397.2941,398.2959,parent-child
397.2941,398.2959,baby
397.2952,398.2959,parent-child
397.2952,398.2959,baby
397.2957,398.2959,parent-child
397.2957,398.2959,baby
397.2966,398.2959,parent-child
397.2966,398.2964,parent-child
397.2966,398.2964,baby
397.3164,397.3164,loner
397.3322,398.3319,parent-child
397.3322,398.3319,baby
397.3333,398.3319,parent-child
397.3333,398.3319,baby
397.3682,397.3682,loner
397.3709,397.3709,loner
398.129,398.129,loner
398.1698,398.1698,loner
398.2741,399.2768,parent-child
398.2741,399.2768,baby
398.3353,398.3353,loner
398.9362,398.9362,loner
399.2213,400.2232,parent-child
399.2213,400.2232,baby
399.2226,400.2232,parent-child
399.2226,400.2232,baby
399.2393,399.2393,loner
399.309,400.3119,parent-child
399.309,400.3119,baby
399.3121,400.3119,parent-child
399.3121,400.3119,baby
399.327,399.327,loner
399.3455,399.3455,loner
399.3474,399.3474,loner
399.3486,399.3486,loner
399.3493,399.3493,loner
399.3506,399.3506,loner
400.0568,400.0568,loner
400.2269,401.2315,parent-child
400.2269,401.2315,baby
400.2513,400.2513,loner
400.3139,401.3059,parent-child
400.3139,401.3059,baby
400.8675,400.8675,loner
401.1318,401.1318,loner
401.1319,401.1319,loner
401.2905,402.289,parent-child
401.2905,402.289,baby
401.295,402.289,parent-child
401.295,402.289,baby
401.3265,401.3265,loner
401.3424,402.3463,parent-child
401.3424,402.3463,baby
401.3434,402.3463,parent-child
401.3434,402.3463,baby
401.3482,402.3463,parent-child
401.3482,402.3476,parent-child
401.3482,402.3476,baby
402.2149,403.2173,parent-child
402.2149,403.2173,baby
402.2356,402.2356,loner
402.2676,402.2676,loner
402.3016,402.3016,loner
403.187,403.187,loner
403.2475,404.2474,parent-child
403.2475,404.2474,baby
403.2854,404.2863,parent-child
403.2854,404.2863,baby
403.2857,404.2863,parent-child
403.2857,404.2863,baby
403.286,404.2863,parent-child
403.286,404.2863,baby
403.2911,404.2863,parent-child
403.2911,404.2863,baby
403.3216,403.3216,loner
403.3222,403.3222,loner
403.3575,404.3597,parent-child
403.3575,404.3597,baby
403.3578,404.3597,parent-child
403.3578,404.3597,baby
403.3606,404.3597,parent-child
403.3606,404.3597,baby
404.2478,405.2472,parent-child
404.2478,405.2472,baby
404.2531,405.2472,parent-child
404.2531,405.2472,baby
404.3622,404.3622,loner
404.3628,404.3628,loner
404.8897,404.8897,loner
404.8917,404.8917,loner
405.2652,406.2658,parent-child
405.2652,406.2658,baby
405.266,406.2658,parent-child
405.266,406.2658,baby
405.2894,406.2889,parent-child
405.2894,406.2889,baby
405.3733,405.3733,loner
405.375,405.375,loner
405.3767,405.3767,loner
406.1361,406.1361,loner
406.3024,406.3024,loner
406.3049,406.3049,loner
406.3409,406.3409,loner
407.1455,408.1513,parent-child
407.1455,408.1513,baby
407.1504,408.1513,parent-child
407.1504,408.1513,baby
407.1513,408.1513,parent-child
407.1513,408.1513,baby
407.2208,407.2208,loner
407.2209,407.2209,loner
407.2219,407.2219,loner
407.2225,407.2225,loner
407.223,407.223,loner
407.2242,407.2242,loner
407.2491,407.2491,loner
407.2493,407.2493,loner
407.2795,407.2795,loner
407.282,407.282,loner
407.2839,407.2839,loner
407.2865,407.2865,loner
407.3182,407.3182,loner
407.3543,408.3565,parent-child
407.3543,408.3565,baby
407.355,408.3565,parent-child
407.355,408.3565,baby
407.357,408.3565,parent-child
407.357,408.3565,baby
407.3889,407.3889,loner
408.1725,409.1665,parent-child
408.1725,409.1668,parent-child
408.1725,409.1668,baby
408.3454,409.3388,parent-child
408.3454,409.3435,parent-child
408.3454,409.3435,baby
408.7938,409.2958,parent-child
408.7938,409.2958,baby
409.1436,409.1436,loner
409.2359,410.2376,parent-child
409.2359,410.2376,baby
409.2362,410.2376,parent-child
409.2362,410.2376,baby
409.2373,410.2376,parent-child
409.2373,410.2376,baby
409.2384,410.2376,parent-child
409.2384,410.2376,baby
409.2809,409.2809,loner
409.2968,410.2941,parent-child
409.2968,410.2941,baby
409.2973,410.2941,parent-child
409.2973,410.2941,baby
409.3048,410.3006,parent-child
409.3048,410.3006,baby
409.3342,410.3299,parent-child
409.3342,410.3299,baby
409.3681,409.3681,loner
409.3718,409.3718,loner
410.1677,410.1677,loner
410.7866,410.7866,loner
410.9061,410.9061,loner
410.9065,410.9065,loner
410.9067,410.9067,loner
410.9872,410.9872,loner
410.9874,410.9874,loner
410.9876,410.9876,loner
410.9893,410.9893,loner
410.99,410.99,loner
411.1846,411.1846,loner
411.1847,411.1847,loner
411.2028,411.2028,loner
411.2267,411.2267,loner
411.2546,411.2546,loner
411.2924,412.2863,parent-child
411.2924,412.2863,baby
411.3107,411.3107,loner
411.3125,411.3125,loner
411.351,412.3518,parent-child
411.351,412.3518,baby
411.3851,412.3887,parent-child
411.3851,412.3887,baby
412.1275,412.1275,loner
412.1457,412.1457,loner
412.243,413.2397,parent-child
412.243,413.2397,baby
412.9021,412.9021,loner
412.9641,412.9641,loner
413.2022,413.2022,loner
413.2023,413.2023,loner
413.2179,413.2179,loner
413.2666,413.2666,loner
413.267,413.267,loner
413.2883,413.2883,loner
413.2909,413.2909,loner
413.292,413.292,loner
413.3076,413.3076,loner
413.3633,414.369,parent-child
413.3633,414.369,baby
413.3639,414.369,parent-child
413.3639,414.369,baby
413.3653,414.369,parent-child
413.3653,414.369,baby
413.3654,414.369,parent-child
413.3654,414.369,baby
414.2333,415.2289,parent-child
414.2333,415.2289,baby
414.3259,415.3221,parent-child
414.3259,415.3258,parent-child
414.3259,415.3258,baby
414.3298,415.3221,parent-child
414.3298,415.3258,parent-child
414.3298,415.3258,baby
415.216,415.216,loner
415.2501,416.2482,parent-child
415.2501,416.2486,parent-child
415.2501,416.2499,parent-child
415.2501,416.2499,baby
415.2861,416.2846,parent-child
415.2861,416.2846,baby
415.288,416.2846,parent-child
415.288,416.2846,baby
415.3092,415.3092,loner
416.164,416.164,loner
416.1822,416.1822,loner
416.8429,417.3392,parent-child
416.8429,417.3392,baby
417.036,417.036,loner
417.0361,417.0361,loner
417.2108,418.214,parent-child
417.2108,418.214,baby
417.2154,418.214,parent-child
417.2154,418.214,baby
417.2239,417.2239,loner
417.2279,417.2279,loner
417.2308,417.2308,loner
417.2354,417.2354,loner
417.2414,417.2414,loner
417.3013,418.3011,parent-child
417.3013,418.3011,baby
417.3016,418.3011,parent-child
417.3016,418.3011,baby
417.3032,418.3011,parent-child
417.3032,418.3011,baby
417.3378,417.3378,loner
417.3384,417.3384,loner
417.3741,417.3741,loner
418.2656,419.2584,parent-child
418.2656,419.2584,baby
418.3038,418.3038,loner
418.3057,419.3137,parent-child
418.3057,419.3137,baby
418.9723,418.9723,loner
418.9726,418.9726,loner
418.9727,418.9727,loner
418.9738,418.9738,loner
418.9742,418.9742,loner
418.9749,418.9749,loner
418.9765,418.9765,loner
419.1781,419.1781,loner
419.2442,419.2442,loner
419.2471,419.2471,loner
419.2851,419.2851,loner
419.3166,419.3166,loner
419.3168,419.3168,loner
419.3526,420.3491,parent-child
419.3526,420.3502,parent-child
419.3526,420.3502,baby
419.3528,420.3491,parent-child
419.3528,420.3502,parent-child
419.3528,420.3502,baby
419.3536,420.3491,parent-child
419.3536,420.3502,parent-child
419.3536,420.3502,baby
419.3566,420.3491,parent-child
419.3566,420.3502,parent-child
419.3566,420.3557,parent-child
419.3566,420.3558,parent-child
419.3566,420.3558,baby
419.3874,419.3874,loner
419.3931,419.3931,loner
420.0863,420.0863,loner
420.2563,421.2584,parent-child
420.2563,421.2584,baby
420.8574,420.8574,loner
420.9416,421.2738,parent-child
420.9416,421.2738,baby
421.1555,421.1555,loner
421.2228,421.2228,loner
421.2371,421.2371,loner
421.2716,422.2726,parent-child
421.2716,422.2726,baby
421.2963,421.2963,loner
421.3335,421.3335,loner
421.3683,421.3683,loner
421.369,421.369,loner
421.3709,421.3709,loner
421.3717,421.3717,loner
421.9984,421.9984,loner
422.1281,422.1281,loner
422.26,423.2518,parent-child
422.26,423.2519,parent-child
422.26,423.2549,parent-child
422.26,423.2549,baby
422.9159,422.9159,loner
423.1417,424.1435,parent-child
423.1417,424.1435,baby
