Parent Peak,Child/Baby Peak,Relationship Type
249.9745,249.9745,loner
250.2456,250.2456,loner
250.993,250.993,loner
251.1199,251.1199,loner
251.1222,251.1222,loner
251.201,251.201,loner
251.2366,252.2403,parent-child
251.2366,252.2403,baby
251.2369,252.2403,parent-child
251.2369,252.2403,baby
251.8885,251.8885,loner
253.0189,253.0189,loner
253.0255,253.0255,loner
253.0293,253.0293,loner
253.097,253.097,loner
253.1005,253.1005,loner
253.1073,254.1082,parent-child
253.1073,254.1082,baby
253.1443,253.1443,loner
253.1465,253.1465,loner
253.1845,253.1845,loner
253.2158,253.2158,loner
253.216,253.216,loner
253.2162,253.2162,loner
253.2169,253.2169,loner
253.2171,253.2171,loner
253.2172,253.2172,loner
253.2173,253.2173,loner
253.2182,253.2182,loner
253.2183,253.2183,loner
253.2188,253.2188,loner
253.2204,253.2204,loner
253.2205,253.2205,loner
253.2523,253.2523,loner
253.2529,253.2529,loner
253.8904,253.8904,loner
254.0114,254.0114,loner
254.0125,254.0125,loner
254.6217,254.6217,loner
254.9722,254.9722,loner
254.9804,254.9804,loner
254.9991,254.9991,loner
255.0338,255.0338,loner
255.0994,255.0994,loner
255.1154,255.1154,loner
255.1615,255.1615,loner
255.2317,255.2317,loner
255.2318,255.2318,loner
255.232,255.232,loner
255.2322,255.2322,loner
255.2325,255.2325,loner
255.2327,255.2327,loner
255.2337,255.2337,loner
255.234,255.234,loner
255.2342,255.2342,loner
255.2344,255.2344,loner
255.2355,255.2355,loner
255.6293,255.6293,loner
256.0928,256.0928,loner
256.9335,256.9335,loner
257.0111,257.0111,loner
257.046,257.046,loner
257.1163,257.1163,loner
257.177,257.177,loner
257.2097,257.2097,loner
257.2124,257.2124,loner
257.2256,257.2256,loner
257.2262,257.2262,loner
257.2267,257.2267,loner
257.2278,257.2278,loner
257.2287,257.2287,loner
257.2303,257.2303,loner
257.2396,257.2396,loner
257.2406,257.2406,loner
257.3764,257.3764,loner
257.9389,257.9389,loner
257.9853,258.9899,parent-child
257.9853,258.9899,baby
259.0259,260.0265,parent-child
259.0259,260.0265,baby
259.0267,260.0265,parent-child
259.0267,260.0265,baby
259.0269,260.0265,parent-child
259.0269,260.0265,baby
259.0274,260.0265,parent-child
259.0274,260.0265,baby
259.0283,260.0265,parent-child
259.0283,260.0265,baby
259.029,260.0265,parent-child
259.029,260.0265,baby
259.0293,260.0265,parent-child
259.0293,260.0265,baby
259.0295,260.0265,parent-child
259.0295,260.0265,baby
259.0299,260.0265,parent-child
259.0299,260.0299,parent-child
259.0299,260.0299,baby
259.0364,259.0364,loner
259.1314,259.1314,loner
259.1357,259.1357,loner
259.1896,259.1896,loner
259.1901,259.1901,loner
259.2053,260.2094,parent-child
259.2053,260.2094,baby
259.2055,260.2094,parent-child
259.2055,260.2094,baby
259.2059,260.2094,parent-child
259.2059,260.2094,baby
259.2417,259.2417,loner
259.2419,259.2419,loner
259.6447,259.6447,loner
260.0554,260.0554,loner
260.2483,260.2483,loner
260.8749,260.8749,loner
260.8751,260.8751,loner
260.9132,260.9132,loner
261.0055,261.0055,loner
261.0233,261.0233,loner
261.0414,261.0414,loner
261.0415,261.0415,loner
261.0776,261.0776,loner
261.0792,261.0792,loner
261.0801,261.0801,loner
261.223,261.223,loner
261.2231,261.2231,loner
261.2238,261.2238,loner
261.2574,261.2574,loner
261.2599,261.2599,loner
262.111,262.111,loner
262.1111,262.1111,loner
262.1565,262.1565,loner
262.9041,263.2365,parent-child
262.9041,263.2365,baby
262.9867,263.238,parent-child
262.9867,263.238,baby
262.9881,263.238,parent-child
262.9881,263.238,baby
263.011,263.011,loner
263.0216,263.0216,loner
263.0897,263.0897,loner
263.0911,263.0911,loner
263.1677,263.1677,loner
263.1999,263.1999,loner
263.2006,263.2006,loner
263.2013,263.2013,loner
263.2018,263.2018,loner
263.2386,263.2386,loner
263.6272,263.6272,loner
264.1101,264.1101,loner
264.8374,264.8374,loner
264.851,264.851,loner
264.852,264.852,loner
264.8909,265.8955,parent-child
264.8909,265.8955,baby
264.9234,264.9234,loner
264.9271,265.1779,parent-child
264.9271,265.1779,baby
264.9685,265.2179,parent-child
264.9685,265.2179,baby
264.9891,264.9891,loner
265.1503,266.1464,parent-child
265.1503,266.1464,baby
265.1522,265.1522,loner
265.1551,265.1551,loner
265.1789,265.1789,loner
265.2154,265.2154,loner
265.2156,265.2156,loner
265.2537,266.258,parent-child
265.2537,266.258,baby
265.2543,266.258,parent-child
265.2543,266.258,baby
265.2547,266.258,parent-child
265.2547,266.258,baby
265.2852,265.2852,loner
266.8015,266.8015,loner
266.8019,266.8019,loner
266.833,266.833,loner
266.8456,266.8456,loner
266.8494,266.8494,loner
266.9837,267.2324,parent-child
266.9837,267.2324,baby
267.0722,267.0722,loner
267.0736,267.0736,loner
267.0742,267.0742,loner
267.0807,267.0807,loner
267.113,267.113,loner
267.1148,267.1148,loner
267.1226,268.1268,parent-child
267.1226,268.1268,baby
267.1234,268.1268,parent-child
267.1234,268.1268,baby
267.1944,267.1944,loner
267.1951,267.1951,loner
267.1962,267.1962,loner
267.1969,268.2019,parent-child
267.1969,268.2019,baby
267.197,268.2019,parent-child
267.197,268.2019,baby
267.2319,267.2319,loner
267.8907,267.8907,loner
267.9915,267.9915,loner
267.993,267.993,loner
267.9958,267.9958,loner
268.0032,268.0032,loner
268.799,269.1315,parent-child
268.799,269.1316,parent-child
268.799,269.1316,baby
268.7991,269.1315,parent-child
268.7991,269.1316,parent-child
268.7991,269.1316,baby
268.7992,269.1315,parent-child
268.7992,269.1316,parent-child
268.7992,269.1316,baby
268.7995,269.1315,parent-child
268.7995,269.1316,parent-child
268.7995,269.1316,baby
268.8033,268.8033,loner
268.9813,268.9813,loner
268.9845,269.9872,parent-child
268.9845,269.9872,baby
268.9857,269.9872,parent-child
268.9857,269.9872,baby
269.0124,269.0124,loner
269.0136,269.0136,loner
269.0789,269.0789,loner
269.1278,269.1278,loner
269.1752,269.1752,loner
269.1764,269.1764,loner
269.2114,269.2114,loner
269.2473,269.2473,loner
269.2498,269.2498,loner
269.9878,269.9878,loner
269.9884,269.9884,loner
270.7959,270.7959,loner
270.797,270.797,loner
271.0057,271.2553,parent-child
271.0057,271.2553,baby
271.0058,271.2553,parent-child
271.0058,271.2553,baby
271.0061,271.2553,parent-child
271.0061,271.2553,baby
271.0062,271.2553,parent-child
271.0062,271.2553,baby
271.0262,271.0262,loner
271.172,271.172,loner
271.1929,271.1929,loner
271.2261,271.2261,loner
271.2287,272.2328,parent-child
271.2287,272.2328,baby
271.2298,272.2328,parent-child
271.2298,272.2328,baby
272.1304,272.1304,loner
272.6511,272.6511,loner
273.0424,273.0424,loner
273.0759,273.0759,loner
273.1482,273.1482,loner
273.2212,273.2212,loner
273.2213,273.2213,loner
273.6588,273.6588,loner
274.0006,274.0006,loner
275.0103,275.0103,loner
275.0212,275.0212,loner
275.0218,275.0218,loner
275.0227,275.0227,loner
275.1663,275.1663,loner
275.2001,275.2001,loner
275.2017,275.2017,loner
276.0871,276.0871,loner
276.9813,276.9813,loner
276.9843,276.9843,loner
277.0194,277.0194,loner
277.0294,277.0294,loner
277.0298,277.0298,loner
277.0728,277.0728,loner
277.0756,277.0756,loner
277.1092,277.1092,loner
277.1097,277.1097,loner
277.1681,277.1681,loner
277.2175,277.2175,loner
277.2181,277.2181,loner
277.8457,277.8457,loner
278.2486,278.2486,loner
278.2488,278.2488,loner
278.9799,278.9799,loner
278.9987,278.9987,loner
279.0296,280.0295,parent-child
279.0296,280.0295,baby
279.0725,279.0725,loner
279.1653,279.1653,loner
279.2318,280.2345,parent-child
279.2318,280.2345,baby
279.2322,280.2345,parent-child
279.2322,280.2345,baby
279.2325,280.2345,parent-child
279.2325,280.2345,baby
279.2332,280.2345,parent-child
279.2332,280.2345,baby
279.2341,280.2345,parent-child
279.2341,280.2345,baby
279.2347,280.2345,parent-child
279.2347,280.2345,baby
279.3283,279.3283,loner
279.6132,279.6132,loner
280.2355,281.2392,parent-child
280.2355,281.2392,baby
280.2359,281.2392,parent-child
280.2359,281.2392,baby
280.2361,281.2392,parent-child
280.2361,281.2392,baby
280.237,281.2392,parent-child
280.237,281.2392,baby
280.2624,280.2624,loner
280.2653,280.2653,loner
280.6227,281.1251,parent-child
280.6227,281.1251,baby
280.6239,281.1251,parent-child
280.6239,281.1251,baby
280.8937,281.2263,parent-child
280.8937,281.2265,parent-child
280.8937,281.2266,parent-child
280.8937,281.2266,baby
280.8947,281.2263,parent-child
280.8947,281.2265,parent-child
280.8947,281.2266,parent-child
280.8947,281.2271,parent-child
280.8947,281.2271,baby
280.8972,281.2292,parent-child
280.8972,281.2292,baby
280.8986,280.8986,loner
280.9762,280.9762,loner
280.9772,280.9772,loner
280.9775,280.9775,loner
281.0142,281.0142,loner
281.1009,281.1009,loner
281.1175,281.1175,loner
281.1195,281.1195,loner
281.1384,282.1335,parent-child
281.1384,282.1335,baby
281.1724,281.1724,loner
281.1738,281.1738,loner
281.1743,281.1743,loner
281.2395,281.2395,loner
281.2469,282.2501,parent-child
281.2469,282.2501,baby
281.2478,282.2501,parent-child
281.2478,282.2501,baby
281.2483,282.2501,parent-child
281.2483,282.2501,baby
281.2488,282.2501,parent-child
281.2488,282.2501,baby
281.2497,282.2501,parent-child
281.2497,282.2501,baby
281.2503,282.2501,parent-child
281.2503,282.2501,baby
281.2512,282.2501,parent-child
281.2512,282.2507,parent-child
281.2512,282.2512,parent-child
281.2512,282.2512,baby
281.2514,282.2501,parent-child
281.2514,282.2507,parent-child
281.2514,282.2512,parent-child
281.2514,282.2512,baby
281.3562,281.3562,loner
282.2078,282.2078,loner
282.2527,283.2547,parent-child
282.2527,283.2547,baby
282.2549,283.2547,parent-child
282.2549,283.2547,baby
282.4549,282.4549,loner
282.6609,282.6609,loner
283.0207,283.2709,parent-child
283.0207,283.2709,baby
283.027,283.027,loner
283.0275,283.0275,loner
283.0285,283.0285,loner
283.0289,283.0289,loner
283.0871,283.0871,loner
283.1092,284.1121,parent-child
283.1092,284.1121,baby
283.1096,284.1121,parent-child
283.1096,284.1121,baby
283.1118,284.1121,parent-child
283.1118,284.1121,baby
283.166,283.166,loner
283.192,283.192,loner
283.1924,283.1924,loner
283.2266,284.2223,parent-child
283.2266,284.2223,baby
283.2267,284.2223,parent-child
283.2267,284.2223,baby
283.2435,283.2435,loner
283.2561,283.2561,loner
283.2631,284.2668,parent-child
283.2631,284.2668,baby
283.2634,284.2668,parent-child
283.2634,284.2668,baby
283.2635,284.2668,parent-child
283.2635,284.2668,baby
283.2637,284.2668,parent-child
283.2637,284.2668,baby
283.2643,284.2668,parent-child
283.2643,284.2668,baby
283.265,284.2668,parent-child
283.265,284.2668,baby
283.2654,284.2668,parent-child
283.2654,284.2668,baby
283.2661,284.2668,parent-child
283.2661,284.2668,baby
283.2662,284.2668,parent-child
283.2662,284.2668,baby
283.2679,284.2668,parent-child
283.2679,284.2671,parent-child
283.2679,284.2675,parent-child
283.2679,284.2675,baby
283.9566,283.9566,loner
284.2697,284.2697,loner
284.2706,284.2706,loner
284.3501,284.3501,loner
284.3787,284.3787,loner
284.9766,284.9766,loner
285.0078,285.2575,parent-child
285.0078,285.2575,baby
285.0771,285.0771,loner
285.0834,285.0834,loner
285.0868,285.0868,loner
285.1471,285.1471,loner
285.1598,285.1598,loner
285.2102,286.2084,parent-child
285.2102,286.2084,baby
285.2214,286.226,parent-child
285.2214,286.226,baby
285.2241,286.226,parent-child
285.2241,286.226,baby
285.2436,286.2464,parent-child
285.2436,286.2464,baby
285.2448,286.2464,parent-child
285.2448,286.2464,baby
285.2495,285.7511,parent-child
285.2495,285.7511,baby
285.2594,285.2594,loner
286.2129,286.2129,loner
286.213,286.213,loner
287.0207,287.0207,loner
287.0214,287.0214,loner
287.0227,287.0227,loner
287.0444,287.0444,loner
287.1458,287.1458,loner
287.1623,287.1623,loner
287.1873,287.1873,loner
287.2011,287.2011,loner
287.2211,288.2261,parent-child
287.2211,288.2261,baby
287.2214,288.2261,parent-child
287.2214,288.2261,baby
287.2219,288.2261,parent-child
287.2219,288.2261,baby
287.2223,288.2261,parent-child
287.2223,288.2261,baby
287.2228,288.2261,parent-child
287.2228,288.2261,baby
287.2376,287.2376,loner
287.2758,287.2758,loner
287.2767,287.2767,loner
288.2264,288.2264,loner
288.9359,288.9359,loner
289.0371,289.0371,loner
289.0382,289.0382,loner
289.0419,289.0419,loner
289.1049,290.1008,parent-child
289.1049,290.1008,baby
289.1074,289.1074,loner
289.1799,289.1799,loner
289.1822,289.1822,loner
289.2167,289.2167,loner
290.0885,290.0885,loner
290.1415,290.1415,loner
290.1429,290.1429,loner
290.1433,290.1433,loner
290.1434,290.1434,loner
290.8467,290.8467,loner
291.0353,291.0353,loner
291.0536,291.0536,loner
291.1115,291.1115,loner
291.1589,291.1589,loner
291.1614,291.1614,loner
291.1964,291.1964,loner
291.2318,291.2318,loner
291.2319,291.2319,loner
291.2336,291.2336,loner
292.0791,292.0791,loner
292.1886,292.1886,loner
292.2035,292.2035,loner
292.2048,293.2106,parent-child
292.2048,293.2106,baby
292.8439,293.1754,parent-child
292.8439,293.1755,parent-child
292.8439,293.1758,parent-child
292.8439,293.1758,baby
292.8444,293.1758,parent-child
292.8444,293.1758,baby
292.8451,292.8451,loner
293.1432,293.1432,loner
293.1442,293.1442,loner
293.2107,294.2151,parent-child
293.2107,294.2151,baby
293.2109,294.2151,parent-child
293.2109,294.2151,baby
293.2115,294.2151,parent-child
293.2115,294.2151,baby
293.2131,294.2151,parent-child
293.2131,294.2151,baby
293.2492,293.2492,loner
293.3886,293.3886,loner
293.8389,294.8421,parent-child
293.8389,294.8421,baby
294.179,294.179,loner
294.1791,294.1791,loner
295.0274,295.0274,loner
295.1877,295.1877,loner
295.1894,295.1894,loner
295.1895,295.1895,loner
295.1904,295.1904,loner
295.1921,295.1921,loner
295.2271,295.2271,loner
295.2283,295.2283,loner
295.2638,295.2638,loner
295.2654,295.2654,loner
295.9562,295.9562,loner
296.1982,296.1982,loner
296.2409,297.2423,parent-child
296.2409,297.2423,baby
296.8428,296.8428,loner
297.0074,297.0074,loner
297.043,297.043,loner
297.0436,297.0436,loner
297.1354,297.1354,loner
297.1467,298.144,parent-child
297.1467,298.144,baby
297.1506,297.1506,loner
297.2054,297.2054,loner
297.2067,297.2067,loner
297.2078,297.2078,loner
297.2217,297.2217,loner
297.2427,297.2427,loner
297.2431,297.2431,loner
297.2436,297.2436,loner
297.2813,298.2757,parent-child
297.2813,298.2757,baby
297.5106,297.5106,loner
297.8356,297.8356,loner
299.0232,299.0232,loner
299.1456,299.1456,loner
299.1662,299.1662,loner
299.1847,299.1847,loner
299.1848,299.1848,loner
299.2008,299.2008,loner
299.203,299.203,loner
299.2041,299.2041,loner
299.2208,299.2208,loner
299.2218,300.2274,parent-child
299.2218,300.2274,baby
299.2241,300.2274,parent-child
299.2241,300.2274,baby
299.2584,300.2637,parent-child
299.2584,300.2637,baby
299.2586,300.2637,parent-child
299.2586,300.2637,baby
299.2591,300.2637,parent-child
299.2591,300.2637,baby
299.2607,300.2637,parent-child
299.2607,300.2637,baby
300.1559,301.1563,parent-child
300.1559,301.1563,baby
301.0401,301.0401,loner
301.1793,301.1793,loner
301.1804,301.1804,loner
301.2006,301.2006,loner
301.2036,301.2036,loner
301.2162,301.2162,loner
301.2188,301.2188,loner
301.2189,301.2189,loner
301.2376,301.2376,loner
301.2528,301.2528,loner
301.3294,301.3294,loner
303.0525,303.0525,loner
303.1352,303.1352,loner
303.1995,303.1995,loner
303.2321,303.2321,loner
303.2323,303.2323,loner
303.2333,303.2333,loner
303.2339,303.2339,loner
303.235,303.235,loner
304.1229,304.1229,loner
304.1578,304.1578,loner
304.1587,304.1587,loner
304.9184,304.9184,loner
304.9377,304.9377,loner
304.9381,304.9381,loner
304.9413,304.9413,loner
305.0222,305.0222,loner
305.0252,305.0252,loner
305.1746,305.1746,loner
305.1747,305.1747,loner
305.1762,305.1762,loner
305.1783,305.1783,loner
305.1796,305.1796,loner
305.2147,305.2147,loner
305.248,305.248,loner
305.2484,305.2484,loner
305.2491,305.2491,loner
305.3645,305.3645,loner
306.137,306.137,loner
306.1378,306.1378,loner
306.138,306.138,loner
306.1381,306.1381,loner
306.1384,306.1384,loner
306.2039,306.2039,loner
306.2792,306.2792,loner
306.9346,306.9346,loner
306.9366,306.9366,loner
306.9386,307.1892,parent-child
306.9386,307.1892,baby
306.9399,307.1892,parent-child
306.9399,307.1894,parent-child
306.9399,307.1894,baby
306.9434,306.9434,loner
307.0286,307.0286,loner
307.0301,307.0301,loner
307.0681,307.0681,loner
307.0979,307.0979,loner
307.1541,307.1541,loner
307.1905,308.1955,parent-child
307.1905,308.1955,baby
307.2293,307.2293,loner
307.2631,307.2631,loner
307.2653,307.2653,loner
307.879,307.879,loner
308.8413,308.8413,loner
309.0445,309.0445,loner
309.1125,310.1169,parent-child
309.1125,310.1169,baby
309.1368,309.1368,loner
309.1371,309.1371,loner
309.2044,309.2044,loner
309.206,309.206,loner
309.2066,309.2066,loner
309.2067,309.2067,loner
309.208,309.208,loner
309.2237,309.2237,loner
309.2414,310.2417,parent-child
309.2414,310.2417,baby
309.242,310.2417,parent-child
309.242,310.2417,baby
309.2437,310.2417,parent-child
309.2437,310.2417,baby
309.2438,310.2417,parent-child
309.2438,310.2417,baby
309.2439,310.2417,parent-child
309.2439,310.2417,baby
309.2805,309.2805,loner
309.2824,309.2824,loner
309.3158,309.3158,loner
309.3928,309.3928,loner
311.0223,311.0223,loner
311.06,311.06,loner
311.0977,311.0977,loner
311.1384,312.136,parent-child
311.1384,312.136,baby
311.1389,312.136,parent-child
311.1389,312.136,baby
311.1406,312.136,parent-child
311.1406,312.136,baby
311.1419,312.136,parent-child
311.1419,312.136,baby
311.1421,312.136,parent-child
311.1421,312.136,baby
311.1531,311.1531,loner
311.166,311.166,loner
311.1704,311.1704,loner
311.2232,311.2232,loner
311.2239,311.2239,loner
311.2362,311.2362,loner
311.2579,312.2536,parent-child
311.2579,312.2536,baby
311.2581,312.2536,parent-child
311.2581,312.2536,baby
311.2587,312.2536,parent-child
311.2587,312.2536,baby
311.296,311.296,loner
311.2969,311.2969,loner
311.3361,311.3361,loner
313.0018,313.0018,loner
313.0382,313.0382,loner
313.118,313.118,loner
313.1183,313.1183,loner
313.1188,313.1188,loner
313.1201,313.1201,loner
313.1203,313.1203,loner
313.1668,313.1668,loner
313.18,313.18,loner
313.1913,313.1913,loner
313.2354,313.2354,loner
313.2377,314.2419,parent-child
313.2377,314.2419,baby
313.238,314.2419,parent-child
313.238,314.2419,baby
313.2384,314.2419,parent-child
313.2384,314.2419,baby
313.2394,314.2419,parent-child
313.2394,314.2419,baby
313.2395,314.2419,parent-child
313.2395,314.2419,baby
313.2736,314.2766,parent-child
313.2736,314.2766,baby
313.2739,314.2766,parent-child
313.2739,314.2766,baby
313.2767,314.2766,parent-child
313.2767,314.2766,baby
314.1015,315.0969,parent-child
314.1015,315.0986,parent-child
314.1015,315.0986,baby
314.1045,315.0986,parent-child
314.1045,315.1016,parent-child
314.1045,315.1016,baby
314.8918,314.8918,loner
315.1812,315.1812,loner
315.1836,315.1836,loner
315.1948,315.1948,loner
315.1978,315.1978,loner
315.2175,315.2175,loner
315.2316,315.2316,loner
315.2529,315.2529,loner
315.2533,315.2533,loner
315.2534,315.2534,loner
315.2535,315.2535,loner
315.2543,315.2543,loner
315.2545,315.2545,loner
316.1175,316.1175,loner
316.1205,316.1205,loner
316.1333,316.1333,loner
316.1362,316.1362,loner
316.8886,316.8886,loner
316.8897,316.8897,loner
317.1519,317.1519,loner
317.1751,318.1736,parent-child
317.1751,318.1736,baby
317.2111,318.2058,parent-child
317.2111,318.2058,baby
317.2118,318.2058,parent-child
317.2118,318.2058,baby
317.2122,318.2154,parent-child
317.2122,318.2154,baby
317.2136,318.2154,parent-child
317.2136,318.2154,baby
317.2479,317.2479,loner
317.2601,317.2601,loner
318.053,318.053,loner
318.1346,318.1346,loner
318.1382,318.1382,loner
318.9783,319.2269,parent-child
318.9783,319.2273,parent-child
318.9783,319.2273,baby
318.9789,319.9813,parent-child
318.9789,319.9813,baby
319.1586,319.1586,loner
319.2621,320.2579,parent-child
319.2621,320.2579,baby
319.2645,319.2645,loner
319.2652,319.2652,loner
319.2659,319.2659,loner
320.192,320.192,loner
320.2209,320.2209,loner
320.2229,320.2229,loner
320.2323,320.2323,loner
320.97,320.97,loner
320.9788,320.9788,loner
320.9811,320.9811,loner
320.9876,320.9876,loner
320.9887,320.9887,loner
321.0631,321.0631,loner
321.1731,322.1774,parent-child
321.1731,322.1774,baby
321.2052,321.2052,loner
321.2078,321.2078,loner
321.2413,322.2463,parent-child
321.2413,322.2463,baby
321.2429,322.2463,parent-child
321.2429,322.2463,baby
321.282,322.277,parent-child
321.282,322.277,baby
322.2495,322.2495,loner
322.2565,323.2583,parent-child
322.2565,323.2583,baby
322.2737,322.2737,loner
323.0212,323.0212,loner
323.023,323.023,loner
323.1526,324.1553,parent-child
323.1526,324.1553,baby
323.1528,324.1553,parent-child
323.1528,324.1553,baby
323.1545,324.1553,parent-child
323.1545,324.1553,baby
323.2216,324.2265,parent-child
323.2216,324.2265,baby
323.2228,324.2265,parent-child
323.2228,324.2265,baby
323.2242,324.2265,parent-child
323.2242,324.2265,baby
323.2249,324.2265,parent-child
323.2249,324.2265,baby
323.2586,324.2535,parent-child
323.2586,324.2536,parent-child
323.2586,324.2536,baby
323.259,324.2535,parent-child
323.259,324.2536,parent-child
323.259,324.2536,baby
323.2953,324.2899,parent-child
323.2953,324.2899,baby
324.2285,324.2285,loner
324.2618,324.2618,loner
324.2733,325.2733,parent-child
324.2733,325.2733,baby
324.9021,325.1532,parent-child
324.9021,325.1532,baby
325.0371,325.0371,loner
325.0381,325.0381,loner
325.0382,325.0382,loner
325.1865,325.1865,loner
325.1887,325.1887,loner
325.204,325.204,loner
325.215,325.215,loner
325.2168,325.2168,loner
325.237,325.237,loner
325.2378,325.2378,loner
325.2739,326.2739,parent-child
325.2739,326.2739,baby
326.7585,327.2555,parent-child
326.7585,327.2569,parent-child
326.7585,327.2569,baby
326.7645,326.7645,loner
327.1608,328.1588,parent-child
327.1608,328.1588,baby
327.1612,328.1588,parent-child
327.1612,328.1588,baby
327.1812,327.1812,loner
327.1818,327.1818,loner
327.1825,327.1825,loner
327.217,327.217,loner
327.2193,327.2193,loner
327.2207,327.2207,loner
327.226,327.226,loner
327.2325,327.2325,loner
327.2357,327.2357,loner
327.2539,327.2539,loner
327.2551,327.2551,loner
327.29,327.29,loner
327.2912,327.2912,loner
328.1628,329.1602,parent-child
328.1628,329.1602,baby
328.7558,328.7558,loner
328.7625,328.7625,loner
328.765,328.765,loner
328.9001,329.233,parent-child
328.9001,329.233,baby
328.9809,328.9809,loner
328.9831,329.2335,parent-child
328.9831,329.2335,baby
328.986,329.2344,parent-child
328.986,329.2346,parent-child
328.986,329.2346,baby
328.9861,329.2346,parent-child
328.9861,329.2346,baby
329.0459,329.0459,loner
329.1653,329.1653,loner
329.1747,330.1744,parent-child
329.1747,330.1744,baby
329.1754,330.1744,parent-child
329.1754,330.1744,baby
329.1777,330.1744,parent-child
329.1777,330.1744,baby
329.1865,329.1865,loner
329.2476,329.2476,loner
329.2484,329.2484,loner
329.2502,329.2502,loner
329.2699,329.2699,loner
330.2357,330.2357,loner
330.8409,330.8409,loner
330.9786,331.2284,parent-child
330.9786,331.2285,parent-child
330.9786,331.2285,baby
330.9801,331.2285,parent-child
330.9801,331.2285,baby
330.9805,330.9805,loner
330.9817,330.9817,loner
330.9818,330.9818,loner
331.1252,331.1252,loner
331.1541,332.1583,parent-child
331.1541,332.1583,baby
331.1882,332.1895,parent-child
331.1882,332.1895,baby
331.1894,332.1895,parent-child
331.1894,332.1895,baby
331.1896,332.1895,parent-child
331.1896,332.1895,baby
331.1899,332.1895,parent-child
331.1899,332.1895,baby
331.1904,332.1895,parent-child
331.1904,332.1895,baby
331.1906,332.1895,parent-child
331.1906,332.1895,baby
331.1907,332.1895,parent-child
331.1907,332.1895,baby
331.191,332.1895,parent-child
331.191,332.1908,parent-child
331.191,332.1908,baby
331.192,332.1895,parent-child
331.192,332.1908,parent-child
331.192,332.1908,baby
331.25,331.25,loner
331.2503,331.2503,loner
331.264,331.264,loner
331.3803,331.3803,loner
332.1928,332.1928,loner
333.0439,333.0439,loner
333.0587,333.0587,loner
333.2043,334.2057,parent-child
333.2043,334.2057,baby
333.2047,334.2057,parent-child
333.2047,334.2057,baby
333.206,334.2057,parent-child
333.206,334.2057,baby
333.2081,334.2057,parent-child
333.2081,334.2057,baby
333.2418,333.2418,loner
333.2429,333.2429,loner
333.2788,333.2788,loner
333.282,333.282,loner
333.3158,333.3158,loner
333.8481,333.8481,loner
334.1674,335.1729,parent-child
334.1674,335.1729,baby
334.1687,335.1729,parent-child
334.1687,335.1729,baby
334.1688,335.1729,parent-child
334.1688,335.1729,baby
334.1691,335.1729,parent-child
334.1691,335.1729,baby
334.1722,335.1729,parent-child
334.1722,335.1729,baby
334.2084,334.2084,loner
335.032,335.032,loner
335.0336,335.0336,loner
335.1056,335.1056,loner
335.2209,335.2209,loner
335.2214,335.2214,loner
335.2231,335.2231,loner
335.2609,336.2555,parent-child
335.2609,336.2577,parent-child
335.2609,336.2577,baby
335.2971,335.2971,loner
335.3336,335.3336,loner
335.3337,335.3337,loner
336.1446,337.1474,parent-child
336.1446,337.1474,baby
336.1455,337.1474,parent-child
336.1455,337.1474,baby
336.1457,337.1474,parent-child
336.1457,337.1474,baby
336.1471,337.1474,parent-child
336.1471,337.1474,baby
336.167,337.1678,parent-child
336.167,337.1678,baby
337.0397,337.0397,loner
337.132,337.132,loner
337.1693,338.1742,parent-child
337.1693,338.1742,baby
337.1695,338.1742,parent-child
337.1695,338.1742,baby
337.1708,338.1742,parent-child
337.1708,338.1742,baby
337.1718,338.1742,parent-child
337.1718,338.1742,baby
337.1915,337.1915,loner
337.2375,338.242,parent-child
337.2375,338.242,baby
337.2744,338.273,parent-child
337.2744,338.273,baby
337.275,338.273,parent-child
337.275,338.273,baby
337.2772,338.273,parent-child
337.2772,338.273,baby
337.3122,337.3122,loner
338.9374,338.9374,loner
338.9975,338.9975,loner
339.0534,339.0534,loner
339.0563,339.0563,loner
339.2217,339.2217,loner
339.2534,340.258,parent-child
339.2534,340.258,baby
339.2543,340.258,parent-child
339.2543,340.258,baby
339.255,340.258,parent-child
339.255,340.258,baby
339.9024,339.9024,loner
340.0855,340.0855,loner
340.2316,341.2316,parent-child
340.2316,341.2316,baby
340.259,340.259,loner
340.2862,340.2862,loner
340.2879,340.2879,loner
340.3297,340.3297,loner
340.9357,341.2689,parent-child
340.9357,341.2689,baby
341.1781,341.1781,loner
341.2079,342.2062,parent-child
341.2079,342.2062,baby
341.2332,341.2332,loner
341.2344,341.2344,loner
341.2692,342.2695,parent-child
341.2692,342.2695,baby
341.2698,342.2695,parent-child
341.2698,342.2695,baby
341.2725,342.2695,parent-child
341.2725,342.2695,baby
341.3058,342.3099,parent-child
341.3058,342.3099,baby
341.307,342.3099,parent-child
341.307,342.3099,baby
341.3078,342.3099,parent-child
341.3078,342.3099,baby
342.1493,342.1493,loner
342.2728,342.2728,loner
342.314,342.314,loner
343.0495,343.0495,loner
343.185,343.185,loner
343.1914,343.1914,loner
343.2104,343.2104,loner
343.2272,344.222,parent-child
343.2272,344.222,baby
343.2479,343.2479,loner
343.2485,343.2485,loner
343.2488,343.2488,loner
343.2544,343.2544,loner
343.2832,344.2891,parent-child
343.2832,344.2891,baby
343.2845,344.2891,parent-child
343.2845,344.2891,baby
343.2866,344.2891,parent-child
343.2866,344.2891,baby
344.165,344.165,loner
