,Match,Match Source,Classification Type,ID,RT,DT,CCS,m/z,Mass Error (ppm),CCS Error (%),RT Error (%),NIST SRM-1957 1.d.DeMP, NIST SRM-1957 10.d.DeMP, NIST SRM-1957 2.d.DeMP, NIST SRM-1957 3.d.DeMP, NIST SRM-1957 6.d.DeMP, NIST SRM-1957 7.d.DeMP, NIST SRM-1957 8.d.DeMP, NIST SRM-1957 9.d.DeMP
184,No Match,None,unmatched,8090,9.557,12.686,102.26,116.9754,,,,0,0,0,0,0,74.999,0,80.999
185,No Match,None,unmatched,7921,2.944,13.846,111.54,116.9751,,,,0,81.999,0,0,0,82.999,0,0
186,No Match,None,unmatched,4855,2.031,14.274,115.03,116.9739,,,,0,0,0,0,38.91850232,27.91850232,113.9185023,0
187,No Match,None,unmatched,8665,11.609,12.586,101.57,116.9768,,,,0,0,0,68.999,58.999,0,0,0
188,No Match,None,unmatched,7348,2.019,7.893,63.64,118.966,,,,124.999,0,0,69.999,0,0,0,0
189,No Match,None,unmatched,8488,11.879,8.98,72.39,118.9686,,,,55.999,0,0,0,0,0,0,80.999
190,No Match,None,unmatched,7596,2.144,7.236,58.5,118.9708,,,,82.999,0,0,0,98.999,0,0,0
191,No Match,None,unmatched,6805,10.126,8.098,65.42,118.9696,,,,0,98.999,0,0,52.999,0,0,76.999
192,No Match,None,unmatched,7923,3.411,8.001,64.55,118.9719,,,,0,80.999,0,83.999,0,0,0,0
193,No Match,None,unmatched,2391,2.739,15.467,122.99,135.0445,,,,230.999,103.999,267.999,212.999,109.999,0,0,83.999
194,No Match,None,unmatched,6647,13.324,4.622,37.06,141.015,,,,0,112.999,0,0,0,0,0,125.999
195,No Match,None,unmatched,5282,9.998,7.951,63.15,141.0155,,,,147.999,0,210.999,0,0,0,0,0
196,No Match,None,unmatched,8229,13.584,9.289,73.74,141.0149,,,,0,97.999,49.999,0,0,0,0,0
197,No Match,None,unmatched,8188,12.923,15.879,125.68,141.0162,,,,0,86.999,0,0,63.999,0,0,0
198,No Match,None,unmatched,5920,8.643,7.216,57.32,141.017,,,,0,0,95.999,199.999,0,0,0,0
199,No Match,None,unmatched,7376,8.874,8.026,63.8,141.0188,,,,0,106.999,0,0,0,0,86.999,0
200,No Match,None,unmatched,7275,12.966,14.504,115.01,141.0186,,,,0,0,0,0,87.999,110.999,0,0
201,No Match,None,unmatched,8157,14.085,6.728,53.69,141.0197,,,,0,0,0,0,54.999,0,97.999,0
202,No Match,None,unmatched,6676,12.8715,8.957,71.19,141.02045,,,,82.999,90.999,0,0,69.999,66.999,0,63.999
203,No Match,None,unmatched,8509,13.264,10.91,86.59,141.0191,,,,0,0,0,0,0,82.999,0,52.999
204,No Match,None,unmatched,8279,2.407,2.956,23.81,141.0215,,,,74.999,0,0,0,70.999,0,0,0
205,No Match,None,unmatched,8869,7.732,15.966,126.36,141.024,,,,0,0,0,0,60.999,0,0,57.999
206,No Match,None,unmatched,7620,5.563,14.088,111.49,142.9239,,,,82.999,98.999,0,0,0,0,0,0
207,No Match,None,unmatched,8496,6.472,14.018,110.94,142.9218,,,,58.999,77.999,0,0,0,0,0,0
208,No Match,None,unmatched,7444,10.014,14.022,111.14,142.9227,,,,98.999,0,0,90.999,0,0,0,0
209,No Match,None,unmatched,9046,11.61,14.071,111.36,142.9236,,,,0,0,52.999,0,0,0,50.999,0
210,No Match,None,unmatched,8407,6.638,14.024,111.13,142.9249,,,,85.999,0,0,0,54.999,0,0,0
211,No Match,None,unmatched,247,3.9875,15.7635,124.575,144.04425,,,,2272.999,1014.999,2414.999,2375.999,1345.999,1431.999,1051.999,837.999
212,No Match,None,unmatched,2747,12.728,16.458,129.99,149.0082,,,,311.999,0,285.999,259.999,0,0,0,0
213,No Match,None,unmatched,4703,13.721,16.438,129.77,149.0107,,,,214.999,0,0,100.999,0,112.999,0,0
214,No Match,None,unmatched,1988,2.563,16.426,129.38,151.0397,,,,0,0,245.999,220.999,296.999,214.999,158.999,121.999
215,No Match,None,unmatched,3191,7.964,16.88,133.13,151.0759,,,,22.66927872,0,57.66927872,103.6692787,36.66927872,0,0,0
216,No Match,None,unmatched,7673,9.069,16.812,132.63,151.0757,,,,0,0,93.999,83.999,0,0,0,0
217,No Match,None,unmatched,3989,10.139,15.806,124.465,152.9843,,,,235.999,0,227.999,173.999,187.999,159.999,72.999,0
218,No Match,None,unmatched,7973,14.072,15.747,123.99,152.997,,,,0,0,0,0,84.999,76.999,0,0
219,No Match,None,unmatched,7246,9.693,15.512,121.86,154.9464,,,,59.999,81.999,0,0,0,0,0,58.999
220,No Match,None,unmatched,7865,11.051,15.561,122.21,154.9474,,,,0,0,0,0,0,49.999,57.999,59.999
221,No Match,None,unmatched,1459,5.498,16.433,128.94,158.0368,,,,0,221.999,401.999,364.999,296.999,212.999,206.999,126.999
222,No Match,None,unmatched,1436,3.879,15.686,122.97,160.956,,,,257.999,90.999,385.999,266.999,269.999,194.999,175.999,222.999
223,No Match,None,unmatched,4825,5.606,15.741,123.59,160.9561,,,,240.999,0,174.999,0,0,0,0,0
224,No Match,None,unmatched,2663,3.897,15.71,123.12,162.9531,,,,240.999,0,184.999,190.999,0,154.999,120.999,0
225,No Match,None,unmatched,4456,5.554,15.763,123.55,162.9522,,,,67.999,65.999,221.999,104.999,0,0,0,0
226,No Match,None,unmatched,810,5.958,17.426,136.3,165.0553,,,,565.999,231.999,630.999,611.999,364.999,368.999,341.999,256.999
227,No Match,None,unmatched,741,5.532,17.47,136.4,169.0658,,,,684.999,207.999,732.999,762.999,388.999,433.999,354.999,237.999
228,No Match,None,unmatched,8468,3.2775,16.574,129.32,174.9915,,,,0,0,59.999,64.999,0,0,0,0
229,No Match,None,unmatched,2009,7.975,17.9,139.52,176.0835,,,,171.1990074,0,79.19900735,152.1990074,0,0,0,0
230,No Match,None,unmatched,5234,5.92,16.271,126.89,176.9511,,,,61.999,0,145.999,156.999,0,0,0,0
231,No Match,None,unmatched,873,7.939,18.0205,140.25,177.09175,,,,216.4265081,0,159.4265081,212.4265081,0,0,0,0
232,No Match,None,unmatched,2939,9.0865,17.974,139.825,177.0921,,,,342.6657506,167.999,405.6657506,245.6657506,76.999,379.999,0,239.999
233,No Match,None,unmatched,658,2.179,17.049,132.61,179.0555,,,,728.999,399.999,727.999,866.999,587.999,424.999,303.999,339.999
234,No Match,None,unmatched,14,2.5335,17.6705,136.965,187.0068,,,,27999.999,18043.999,28795.999,28751.999,20787.999,21453.999,17016.999,15531.999
235,No Match,None,unmatched,8395,2.327,12.835,99.59,188.0117,,,,0,65.999,74.999,0,0,0,0,0
236,No Match,None,unmatched,4223,3.190666667,16.912,131.1933333,188.9371667,,,,177.999,137.999,225.999,170.999,0,0,174.999,158.999
237,No Match,None,unmatched,4188,4.872,16.93433333,131.2833333,188.9384333,,,,0,0,0,172.999,0,166.999,163.999,0
238,No Match,None,unmatched,2515,5.481,16.9305,131.24,188.9373,,,,213.999,0,185.999,0,197.999,197.999,155.999,181.999
239,No Match,None,unmatched,2642,5.953,16.916,131.32,188.9379,,,,252.999,0,258.999,224.999,0,204.999,0,0
240,No Match,None,unmatched,3775,6.519,16.942,131.31,188.9373,,,,0,0,218.999,0,0,191.999,165.999,0
241,No Match,None,unmatched,4614,8.2305,16.905,131.24,188.93755,,,,196.999,0,71.999,170.999,0,0,0,0
242,No Match,None,unmatched,6728,8.83,16.94166667,131.4,188.9373333,,,,133.999,127.999,198.999,0,115.999,0,144.999,0
243,No Match,None,unmatched,4176,10.227,16.914,131.16,188.9371,,,,0,0,231.999,177.999,0,0,95.999,0
244,No Match,None,unmatched,7306,11.47633333,16.97033333,131.5633333,188.9368,,,,0,109.999,218.999,0,0,0,0,97.999
245,No Match,None,unmatched,3352,12.77,16.9085,131.265,188.9377,,,,191.999,0,192.999,146.999,149.999,0,0,0
246,No Match,None,unmatched,7424,2.373,18.368,142.36,189.0072,,,,0,0,0,0,82.999,108.999,0,0
247,No Match,None,unmatched,3212,7.954,18.502,143.42,190.0999,,,,212.999,0,144.999,189.999,0,97.999,60.999,0
248,No Match,None,unmatched,2786,7.924,18.676,144.66,191.1068,,,,129.1689682,0,71.16896816,68.16896816,14.16896816,0,0,0
249,No Match,None,unmatched,287,8.1315,18.897,146.2,192.1144,,,,756.0082206,0,833.0082206,643.0082206,0,0,0,0
250,No Match,None,unmatched,7751,14.854,18.886,146.47,192.1129,,,,0,0,114.999,58.999,0,0,0,0
251,No Match,None,unmatched,7547,10.042,18.325,142.03,194.0814,,,,67.999,0,0,116.999,0,0,0,0
252,No Match,None,unmatched,5845,7.082,18.851,145.96,197.0599,,,,70.999,0,124.999,105.999,0,0,0,0
253,No Match,None,unmatched,6529,14.4055,16.793,129.835,197.9894,,,,65.999,63.999,49.999,68.999,0,0,0,0
254,No Match,None,unmatched,3543,15.32825,16.7785,129.6925,197.990175,,,,97.999,136.999,161.999,0,0,0,0,113.999
255,No Match,None,unmatched,5054,15.7615,16.768,129.615,197.990525,,,,120.999,0,165.999,128.999,89.999,0,122.999,132.999
256,No Match,None,unmatched,5309,15.321,16.745,129.55,197.9916,,,,111.999,0,0,85.999,70.999,86.999,0,0
257,No Match,None,unmatched,6970,3.355,18.001,138.73,199.003,,,,0,0,0,0,0,0,110.999,107.999
258,No Match,None,unmatched,472,3.065,17.998,139,199.0065,,,,1038.999,722.999,1134.999,908.999,756.999,707.999,681.999,490.999
259,No Match,None,unmatched,2087,7.217,18.293,141.405,199.01665,,,,367.999,0,316.999,298.999,168.999,207.999,0,0
260,No Match,None,unmatched,2261,4.742,15.256,117.85,200.9955,,,,98.02957264,0,0,50.02957264,0,0,0,0
261,No Match,None,unmatched,5369,7.209,18.237,140.96,201.0144,,,,0,0,119.999,133.999,95.999,0,0,0
262,No Match,None,unmatched,7687,4.625,18.209,140.42,201.0249,,,,0,62.999,53.999,0,0,0,59.999,0
263,No Match,None,unmatched,7959,15.058,17.295,133.58,201.039,,,,0,0,58.999,53.999,0,0,0,49.999
264,No Match,None,unmatched,6244,13.83233333,17.33733333,133.9366667,202.0389,,,,101.999,0,0,0,93.999,182.999,0,0
265,No Match,None,unmatched,3359,14.38966667,17.34666667,133.8933333,202.0377667,,,,0,221.999,0,0,0,232.999,211.999,0
266,No Match,None,unmatched,4077,15.861,17.346,133.87,202.0382,,,,181.999,168.999,0,0,170.999,0,0,0
267,No Match,None,unmatched,254,2.186666667,17.62966667,135.9366667,203.0008,,,,2069.999,373.999,2244.999,2348.999,1817.999,1909.999,1090.999,324.999
268,No Match,None,unmatched,1842,15.30225,17.36,133.87,203.033325,,,,0,0,256.999,0,0,0,0,280.999
269,No Match,None,unmatched,1421,5.523,16.857,129.99,204.9449,,,,323.999,178.999,318.999,259.999,246.999,251.999,202.999,108.999
270,No Match,None,unmatched,8748,12.754,17.43,134.65,204.9689,,,,58.999,0,65.999,0,0,0,0,0
271,No Match,None,unmatched,4431,3.25,16.819,129.56,205.9408,,,,136.999,117.999,0,0,89.999,0,57.999,61.999
272,No Match,None,unmatched,3585,5.534,16.839,129.84,206.9411,,,,0,116.999,179.999,168.999,149.999,0,0,0
273,No Match,None,unmatched,4478,13.699,18.439,142.06,206.9959,,,,97.999,99.999,126.999,0,0,62.999,0,70.999
274,No Match,None,unmatched,5532,3.284,16.816,129.63,207.936,,,,132.999,84.999,114.999,0,0,0,0,0
275,No Match,None,unmatched,5653,13.6005,18.0875,139.165,208.97415,,,,92.999,97.999,0,0,144.999,0,102.999,68.999
276,No Match,None,unmatched,6361,13.493,18.093,139.37,208.9769,,,,0,0,0,0,117.999,143.999,0,0
277,No Match,None,unmatched,5831,4.418,17.032,131.29,210.9441,,,,50.999,0,0,156.999,0,94.999,0,0
278,No Match,None,unmatched,8929,2.489,18.052,139.16,212.0021,,,,62.999,0,51.999,0,0,0,0,0
279,No Match,None,unmatched,2891,4.156,19.11,147.17,213.0212,,,,130.999,0,180.999,234.999,135.999,125.999,0,0
280,No Match,None,unmatched,1110,4.374,19.21,147.73,213.0219,,,,335.999,331.999,388.999,386.999,272.999,228.999,244.999,231.999
281,No Match,None,unmatched,974,2.729,18.12,139.3,215.0008,,,,511.999,267.999,475.999,418.999,327.999,367.999,272.999,158.999
282,No Match,None,unmatched,2128,12.97066667,17.53633333,134.9033333,215.0406667,,,,172.999,0,169.999,0,0,0,143.999,0
283,No Match,None,unmatched,5146,13.723,17.53,134.765,215.04045,,,,199.999,0,0,0,0,0,0,175.999
284,No Match,None,unmatched,2685,13.52675,17.57575,134.9675,216.0367,,,,0,540.999,703.999,0,0,0,460.999,612.999
285,No Match,None,unmatched,822,14.67166667,17.547,134.8833333,216.0372667,,,,0,0,1318.999,1402.999,0,337.999,652.999,0
286,No Match,None,unmatched,7283,4.8465,18.4125,141.57,217.00075,,,,0,67.00613176,0,27.87841434,0,0,0,0
287,No Match,None,unmatched,3495,13.478,18.507,142.025,217.00055,,,,272.999,0,374.999,0,0,0,361.999,271.999
288,No Match,None,unmatched,1287,14.717,18.519,142.15,217.0017,,,,0,429.999,546.999,0,0,405.999,368.999,332.999
289,No Match,None,unmatched,3433,15.43775,18.5095,142.135,217.001,,,,0,339.999,321.999,0,0,0,306.999,0
290,No Match,None,unmatched,2982,15.91133333,18.495,141.9666667,217.0014,,,,0,379.999,0,0,0,0,395.999,0
291,No Match,None,unmatched,4768,11.902,18.461,141.7,217.0024,,,,0,0,0,0,177.999,0,243.999,0
292,No Match,None,unmatched,1543,14.6605,18.492,142.06,217.0023,,,,0,140.7982384,0,0,0,165.7982384,14.79823839,0
293,No Match,None,unmatched,4414,3.15,18.499,142.42,217.0148,,,,190.999,0,0,275.999,0,0,0,0
294,No Match,None,unmatched,7512,13.88,13.296,102.26,217.0294,,,,0,0,0,0,96.999,0,0,89.999
295,No Match,None,unmatched,1189,14.827,17.504,134.76,217.0324,,,,1216.999,0,1044.999,0,0,0,0,0
296,No Match,None,unmatched,1474,15.914,17.574,135.03,217.0324,,,,150.999,0,0,434.999,0,0,711.999,511.999
297,No Match,None,unmatched,5466,9.825,18.994,145.9,217.031,,,,92.999,0,49.999,0,0,0,82.999,114.999
298,No Match,None,unmatched,7389,10.841,19,145.95,217.0318,,,,0,0,119.999,0,0,0,0,72.999
299,No Match,None,unmatched,6928,12.454,19.006,146.1,217.0323,,,,67.999,0,78.999,0,0,0,0,73.999
300,No Match,None,unmatched,4726,13.105,19.008,146.01,217.0305,,,,110.999,111.999,90.999,0,0,0,0,111.999
301,No Match,None,unmatched,3679,14.545,18.94066667,145.6533333,217.0310667,,,,96.999,0,127.999,0,0,0,0,0
302,No Match,None,unmatched,2096,6.542,17.561,135.02,217.0335,,,,337.999,0,508.999,0,0,0,340.999,0
303,No Match,None,unmatched,2185,15.562,17.528,134.8,217.0346,,,,526.999,0,0,0,598.999,0,0,0
304,No Match,None,unmatched,2413,13.1585,18.9625,145.805,217.0332,,,,76.999,0,102.999,0,0,90.999,0,0
305,No Match,None,unmatched,7446,14.147,18.985,146.155,217.0341,,,,82.999,0,135.999,0,0,0,0,0
306,No Match,None,unmatched,2420,13.0525,17.5015,134.695,217.04855,,,,843.999,0,200.999,0,149.999,0,0,0
307,No Match,None,unmatched,5900,8.487,17.579,134.79,217.0602,,,,0,0,0,0,0,0,151.999,144.999
308,No Match,None,unmatched,7062,12.542,17.542,134.68,217.0679,,,,0,0,0,0,85.999,0,125.999,0
309,No Match,None,unmatched,4714,7.89,19.4495,149.33,217.0861,,,,71.59537029,0,21.59537029,0,0,0,0,0
310,No Match,None,unmatched,2210,14.0435,18.9795,145.645,218.02875,,,,0,235.999,0,273.999,0,0,277.999,321.999
311,No Match,None,unmatched,8954,8.138,5.271,40.66,218.0303,,,,57.999,0,54.999,0,0,0,0,0
312,No Match,None,unmatched,8007,11.413,5.277,40.83,218.0327,,,,0,0,55.999,0,0,0,0,103.999
313,No Match,None,unmatched,8413,11.958,5.129,39.57,218.0356,,,,75.999,0,0,63.999,0,0,0,0
314,No Match,None,unmatched,8273,14.371,5.164,39.84,218.0339,,,,87.999,0,0,57.999,0,0,0,0
315,No Match,None,unmatched,961,7.93,19.696,151.33,218.0942,,,,211.9479229,0,261.9479229,25.94792294,0,0,0,0
316,No Match,None,unmatched,1625,7.061,17.455,134.32,219.0215,,,,1137.999,0,488.999,0,0,0,0,0
317,No Match,None,unmatched,5984,8.3,18.892,145.05,219.0235,,,,0,126.999,0,163.999,0,0,0,0
318,No Match,None,unmatched,2837,3.385,17.53,134.71,219.025,,,,244.999,0,0,405.999,0,0,0,175.999
319,No Match,None,unmatched,1608,5.268,17.502,134.5,219.0249,,,,559.999,0,0,566.999,0,0,0,513.999
320,No Match,None,unmatched,1449,6.436,17.521,134.83,219.025,,,,898.999,0,0,949.999,0,0,0,0
321,No Match,None,unmatched,4103,13.609,19.101,146.74,219.0976,,,,143.999,0,0,165.999,0,93.999,112.999,0
322,No Match,None,unmatched,8972,10.995,17.594,134.84,219.1164,,,,0,0,0,0,0,0,50.999,60.999
323,No Match,None,unmatched,8988,13.816,17.599,134.87,219.1164,,,,0,50.999,0,0,0,0,58.999,0
324,No Match,None,unmatched,878,5.88,17.103,131.3,220.9389,,,,592.999,316.999,467.999,397.999,112.999,582.999,335.999,297.999
325,No Match,None,unmatched,2030,6.9575,17.1265,131.445,221.95415,,,,229.999,0,240.999,207.999,243.999,162.999,140.999,0
326,No Match,None,unmatched,4525,9.435,16.755,128.79,222.0223,,,,28.33615243,0,0,37.33615243,0,0,0,0
327,No Match,None,unmatched,9041,7.931,16.758,128.37,222.0231,,,,0,51.999,0,0,0,0,52.999,0
328,No Match,None,unmatched,8619,14.098,17.094,131.26,222.0279,,,,0,0,0,0,56.999,73.999,0,0
329,No Match,None,unmatched,4214,4.34,17.198,132.04,222.912,,,,139.999,90.999,0,137.999,129.999,0,0,0
330,No Match,None,unmatched,4507,5.1585,17.2065,132.025,222.91085,,,,64.999,101.999,0,0,0,0,0,0
331,No Match,None,unmatched,2956,6.303,17.233,132.23,222.9118,,,,157.999,68.999,164.999,133.999,128.999,0,67.999,57.999
332,No Match,None,unmatched,3550,6.253,17.207,132.14,222.9145,,,,124.999,59.999,176.999,104.999,0,154.999,0,0
333,No Match,None,unmatched,1101,5.866,17.124,131.4,222.935,,,,365.999,273.999,405.999,266.999,269.999,418.999,249.999,200.999
334,No Match,None,unmatched,195,9.101,19.612,150.46,223.0276,,,,2469.846737,605.8467374,2348.846737,2132.846737,977.8467374,1154.846737,1095.846737,1014.846737
335,No Match,None,unmatched,3285,10.875,19.603,150.6,223.0285,,,,185.999,0,213.999,198.999,0,89.999,0,0
336,No Match,None,unmatched,2389,12.72,19.586,150.42,223.0286,,,,204.999,0,260.999,220.999,155.999,168.999,0,0
337,No Match,None,unmatched,59,13.90433333,19.61833333,150.52,223.0273667,,,,9145.999,6446.999,8955.999,9172.999,7606.999,7711.999,4286.999,4096.999
338,No Match,None,unmatched,100,14.8642,19.6094,150.49,223.02772,,,,883.999,754.999,1248.999,1042.999,224.999,612.999,470.999,407.999
339,No Match,None,unmatched,605,15.576,19.613,150.63,223.0278,,,,225.4411733,0,391.4411733,710.4411733,0,0,0,367.4411733
340,No Match,None,unmatched,1684,6.92,17.125,131.37,223.9515,,,,296.999,150.999,272.999,159.999,214.999,189.999,101.999,160.999
341,No Match,None,unmatched,1593,5.095,16.995,130.36,224.0592,,,,91.999,0,0,0,0,0,1566.999,0
342,No Match,None,unmatched,2853,6.045,17.033,130.4,224.05965,,,,0,353.999,0,0,0,0,300.999,167.999
343,No Match,None,unmatched,3790,4.847,17.77,136.42,224.0602,,,,190.999,135.999,159.999,87.999,0,0,0,0
344,No Match,None,unmatched,1103,4.864,18.3175,140.455,224.06105,,,,418.999,425.999,0,305.999,373.999,365.999,318.999,234.999
345,No Match,None,unmatched,8396,5.906,17.141,131.52,224.9341,,,,0,0,0,0,69.999,70.999,0,0
346,No Match,None,unmatched,2084,13.544,19.13966667,146.7433333,225.0057,,,,328.999,193.999,305.999,315.999,316.999,237.999,167.999,138.999
347,No Match,None,unmatched,5698,13.636,18.94,145.21,225.011,,,,77.999,104.999,0,0,0,132.999,0,0
348,No Match,None,unmatched,2873,5.655333333,17.09533333,130.91,225.0669667,,,,0,241.999,0,0,131.999,109.999,282.999,347.999
349,No Match,None,unmatched,7666,6.303,17.098,131.02,225.0691,,,,0,108.999,0,0,69.999,0,0,0
350,No Match,None,unmatched,3579,2.97,19.563,150.09,226.0168,,,,149.999,0,199.999,207.999,0,0,58.999,0
351,No Match,None,unmatched,5139,11.78,19.032,146.05,227.0013,,,,134.999,0,114.999,0,0,126.999,0,0
352,No Match,None,unmatched,6541,5.547,19.511,149.82,227.0388,,,,0,0,120.999,126.999,0,0,0,0
353,No Match,None,unmatched,7196,12.4205,18.554,142.01,228.98005,,,,151.999,77.999,188.999,177.999,201.999,114.999,0,125.999
354,No Match,None,unmatched,400,6.1095,19.7785,151.29,229.05385,,,,1308.999,726.999,1266.999,1164.999,1009.999,970.999,602.999,618.999
355,No Match,None,unmatched,1053,2.278,18.952,145.17,230.0109,,,,436.999,261.999,468.999,509.999,355.999,329.999,0,210.999
356,No Match,None,unmatched,4370,10.144,18.41,140.82,230.0528,,,,0,90.999,189.999,0,0,0,65.999,125.999
357,No Match,None,unmatched,7267,12.469,18.417,141.17,230.977,,,,131.999,0,0,0,66.999,0,0,0
358,No Match,None,unmatched,7046,3.944,15.89,121.71,230.9824,,,,67.999,145.999,0,0,0,0,0,0
359,No Match,None,unmatched,587,2.6015,19.186,146.71,230.9939,,,,687.999,576.999,849.999,789.999,570.999,744.999,445.999,315.999
360,No Match,None,unmatched,3308,8.6825,18.3835,140.8,231.04855,,,,0,0,0,0,213.999,140.999,0,0
361,No Match,None,unmatched,954,14,18.385,140.74,231.04805,,,,632.999,108.999,605.999,489.999,316.999,349.999,0,364.999
362,No Match,None,unmatched,5191,3.637,17.146,131.49,231.0496,,,,0,0,126.999,134.999,0,107.999,0,0
363,No Match,None,unmatched,3675,7.766,18.388,140.71,231.05015,,,,0,0,0,0,243.999,153.999,0,198.999
364,No Match,None,unmatched,5588,8.68,18.384,140.8,231.051,,,,0,0,0,0,171.999,153.999,0,0
365,No Match,None,unmatched,3536,11.256,18.346,140.47,231.0508,,,,0,182.999,0,207.999,0,233.999,0,0
366,No Match,None,unmatched,4056,14.84,18.33,140.21,231.0502,,,,0,0,0,0,279.999,0,244.999,0
367,No Match,None,unmatched,3239,15.364,18.388,140.71,231.0495,,,,0,0,0,0,253.999,225.999,218.999,0
368,No Match,None,unmatched,1813,3.55,17.071,130.72,232.0573,,,,311.999,235.999,0,211.999,196.999,381.999,90.999,0
369,No Match,None,unmatched,5827,4.818,17.113,131.21,232.0601,,,,69.999,0,0,86.999,0,145.999,0,0
370,No Match,None,unmatched,7159,4.042,16.741,128.17,232.9263,,,,0,0,0,69.999,0,81.999,0,53.999
371,No Match,None,unmatched,1848,3.072,19.708,150.79,232.9935,,,,324.999,203.999,235.999,0,230.999,217.999,0,175.999
