,Match,Match Source,Classification Type,ID,RT,DT,CCS,m/z,Mass Error (ppm),CCS Error (%),RT Error (%),NIST SRM-1957 1.d.DeMP, NIST SRM-1957 10.d.DeMP, NIST SRM-1957 2.d.DeMP, NIST SRM-1957 3.d.DeMP, NIST SRM-1957 6.d.DeMP, NIST SRM-1957 7.d.DeMP, NIST SRM-1957 8.d.DeMP, NIST SRM-1957 9.d.DeMP
35,"1,1,1,3,4,4-Hexafluoro-2-(trifluoromethyl)but-3-en-2-ol",External Targets,tentative,5426,11.9295,19.3275,147.71,246.9792,-7.64,N/A,N/A,153.999,0,189.999,0,0,0,0,0
36,"1,1,1,3,4,4-Hexafluoro-2-(trifluoromethyl)but-3-en-2-ol or 1H,1H,5H-Perfluoropentane-1-thiol",External Targets,tentative,5697,12.60466667,19.33933333,147.8066667,246.9798333,-14.1 or -5.08,N/A,N/A,201.999,0,169.999,232.999,0,0,0,0
37,"1,1,1,3,4,4-Hexafluoro-2-(trifluoromethyl)but-3-en-2-ol or 1H,1H,5H-Perfluoropentane-1-thiol",External Targets,tentative,6680,15.953,19.377,147.85,246.9815,-7.36 or 1.67,N/A,N/A,0,0,0,0,131.999,104.999,0,0
38,"4-[(2,2,3,3-Tetrafluoropropyl)sulfanyl]benzene-1,2-diamine",External Targets,tentative,6556,4.831,17.76,135.36,253.0404,-9.49,N/A,N/A,0,90.999,76.999,0,78.999,0,0,0
39,"2-{[2-(Dimethylamino)ethyl]amino}-1,1,1,3,3,3-hexafluoropropan-2-ol",External Targets,tentative,259,7.20025,20.32525,154.705,253.08185,14.81,N/A,N/A,1555.296686,1013.296686,1371.296686,1176.296686,1553.296686,1571.296686,808.2966856,830.2966856
40,"2-{[2-(Dimethylamino)ethyl]amino}-1,1,1,3,3,3-hexafluoropropan-2-ol",External Targets,tentative,7245,7.597,20.37,154.8,253.0795,5.52,N/A,N/A,0,114.999,0,0,0,0,0,85.999
41,"2-(2-aminophenyl)-1,1,1,3,3,3-hexafluoropropan-2-ol or 2-(3-Aminophenyl)-1,1,1,3,3,3-hexafluoropropan-2-ol or 2-(4-Aminophenyl)-1,1,1,3,3,3-hexafluoropropan-2-ol or 2-[(1,1,1,3,3,3-Hexafluoropropan-2-yl)amino]phenol or 4-(1,1,2,3,3,3-Hexafluoropropoxy)aniline",External Targets,tentative,7807,12.859,18.4985,141.115,258.03975,14.91,N/A,N/A,103.999,0,66.999,0,0,0,0,0
42,[(Heptafluoropropyl)sulfanyl]acetic acid,External Targets,tentative,834,2.043,18.476,140.63,258.9645,-9.34,N/A,N/A,419.999,344.999,425.999,473.999,429.999,522.999,339.999,306.999
43,"2,2,3,3,4,4,5,5-Octafluoro-1,6-hexanediamine",External Targets,tentative,1093,14.116,19.02925,144.82,259.045675,-11.65,N/A,N/A,0,0,73.15015275,12.15015275,0,0,0,0
44,"3-Amino-4,4,5,5-tetrafluoro-1-phenylpent-2-ene-1-thione",External Targets,tentative,5102,4.18,18.978,144.66,262.0319,-0.01,N/A,N/A,0,0,164.999,215.999,0,0,0,0
