level,m/C,MD/C
1.6,51.3,0.004253273244487614
1.6,52.17,0.004336412151864068
1.6,53.04,0.004385762438138867
1.6,53.91,0.004425934851846404
1.6,54.78,0.004457779515573656
1.6,55.65,0.004479261047015013
1.6,56.519999999999996,0.004491415644915765
1.6,57.39,0.0044972150783735435
1.6,58.260000000000005,0.004499577338964016
1.6,59.13,0.004500418254473467
1.6,60.0,0.004500689353479331
1.6,60.87,0.004500772184777317
1.6,61.74,0.004500797412855615
1.6,62.61,0.004500806278462449
1.6,63.48,0.004500811392806253
1.6,64.35,0.004500815625566896
1.6,65.22,0.004500819595876728
1.6,66.09,0.0045008232846179014
1.6,66.96,0.004500826475466946
1.6,67.83,0.004500828942118786
1.6,68.7,0.004500830588285671
1.6,69.57,0.004500831510443514
1.6,70.43,0.004500831935021242
1.6,71.3,0.004500832093269298
1.6,72.17,0.004500832140495572
1.6,73.04,0.004500832151678452
1.6,73.91,0.004500832153748139
1.6,74.78,0.004500832154023334
1.6,75.65,0.004500832154023334
1.6,76.52,0.004500832154023334
1.6,77.39,0.004500832154023334
1.6,78.26,0.004500832154023334
1.6,79.13,0.004500832154023334
1.7,24.35,-0.013913209869030396
1.7,25.22,-0.013913209869030396
1.7,26.090000000000003,-0.013913209869030396
1.7,26.96,-0.013913209869030396
1.7,27.83,-0.013913209869030396
1.7,28.700000000000003,-0.013913209869030396
1.7,29.57,-0.013913209869030396
1.7,30.430000000000003,-0.013913209869030396
1.7,31.300000000000004,-0.013913209869030396
1.7,32.17,-0.013913209869030396
