PrecursorName,SMILES,Formula,PrecursorMz,PrecursorAdduct
1-(Pentafluoroethyl)cyclohex-2-en-1-ol,OC1(CCCC=C1)C(F)(F)C(F)(F)F,C8H9F5O,215.0500757,M-H
"1-Ethoxy-2,2,3,3-tetrafluoro-4,4-dimethylcyclobutan-1-ol",CCOC1(O)C(C)(C)C(F)(F)C1(F)F,C8H12F4O2,215.0700623,M-H
"2,2,3,3,3-Pentafluoro-1-(pyrrolidin-2-yl)propan-1-one",FC(F)(F)C(F)(F)C(=O)C1CCCN1,C7H8F5NO,216.0453247,M-H
"1,1,1,3,3,4,4,4-Octafluoro-2-butanol",OC(C(F)(F)F)C(F)(F)C(F)(F)F,C4H2F8O,216.99051,M-H
"2-(Difluoromethyl)-1,1,1,3,3,3-hexafluoropropan-2-ol",OC(C(F)F)(C(F)(F)F)C(F)(F)F,C4H2F8O,216.99051,M-H
"2-(1,1,2,2-tetrafluoroethyl)-1H-benzimidazole",FC(F)C(F)(F)C1=NC2=CC=CC=C2N1,C9H6F4N2,217.0394309,M-H
"2-(1,2,2,2-Tetrafluoroethyl)-1H-benzimidazole",FC(C1=NC2=CC=CC=C2N1)C(F)(F)F,C9H6F4N2,217.0394309,M-H
"5-Pentafluoroethyl-[1,3,4]thiadiazol-2-ylamine",NC1=NN=C(S1)C(F)(F)C(F)(F)F,C4H2F5N3S,217.9816791,M-H
"3,3,4,4,5,5-Hexafluoro-6-imino-3,4,5,6-tetrahydropyridin-2-amine",NC1=NC(=N)C(F)(F)C(F)(F)C1(F)F,C5H3F6N3,218.0158361,M-H
"Methyl 3-amino-4,4,5,5,5-pentafluoropent-2-enoate",COC(=O)C=C(N)C(F)(F)C(F)(F)F,C6H6F5NO2,218.0245893,M-H
"4,4,5,5,6,6-Hexafluorohex-2-ynoic acid",OC(=O)C#CC(F)(F)C(F)(F)C(F)F,C6H2F6O2,218.9886183,M-H
"Methyl 4,4,5,5-tetrafluoro-3,3-dihydroxypentanoate",COC(=O)CC(O)(O)C(F)(F)C(F)F,C6H8F4O4,219.0285914,M-H
"Butanoic acid, 3,3,4,4-tetrafluoro-2-hydrazino-2-hydroxy-, hydrazide",NNC(=O)C(O)(NN)C(F)(F)C(F)F,C4H8F4N4O2,219.0510582,M-H
"7,7,8,8,8-pentafluorooctan-1-ol",OCCCCCCC(F)(F)C(F)(F)F,C8H13F5O,219.0813759,M-H
"S-(1,1,2,2-Tetrafluoroethyl)cysteine",[H][C@](N)(CSC(F)(F)C(F)F)C(O)=O,C5H7F4NO2S,220.0060823,M-H
"2,2,3,3,3-Pentafluoro-N',N'-dimethylpropanethiohydrazide",CN(C)NC(=S)C(F)(F)C(F)(F)F,C5H7F5N2S,221.0177302,M-H
"2,3,3,3-Tetrafluoro-1-(2-hydroxyphenyl)propan-1-one",OC1=CC=CC=C1C(=O)C(F)C(F)(F)F,C9H6F4O2,221.0231121,M-H
"1,1,1-Trifluoro-4-methyl-2-(trifluoromethyl)pent-4-en-2-ol",CC(=C)CC(O)(C(F)(F)F)C(F)(F)F,C7H8F6O,221.0406539,M-H
"2-[(4,4,5,5,5-Pentafluoropentyl)oxy]ethan-1-ol",OCCOCCCC(F)(F)C(F)(F)F,C7H11F5O2,221.0606404,M-H
"2-bromo-2,3,3,3-tetrafluoropropanamide",NC(=O)C(F)(Br)C(F)(F)F,C3H2BrF4NO,221.918309,M-H
"2-Propanone, 1,1,1,3,3,3-hexafluoro-, semicarbazone",NC(=O)NN=C(C(F)(F)F)C(F)(F)F,C4H3F6N3O,222.0107507,M-H
"2,2,3,3-Tetrafluoro-2,3-dihydro-1,4-benzodioxin-5-amine",NC1=C2OC(F)(F)C(F)(F)OC2=CC=C1,C8H5F4NO2,222.0183611,M-H
"2,2,3,3-Tetrafluoro-2,3-dihydro-1,4-benzodioxin-6-amine",NC1=CC2=C(OC(F)(F)C(F)(F)O2)C=C1,C8H5F4NO2,222.0183611,M-H
"2,2,4,4-Tetrafluoro-2H,4H-1,3-benzodioxin-6-amine",NC1=CC2=C(OC(F)(F)OC2(F)F)C=C1,C8H5F4NO2,222.0183611,M-H
"2-bromo-2,3,3,3-tetrafluoropropanoic acid",OC(=O)C(F)(Br)C(F)(F)F,C3HBrF4O2,222.902325,M-H
"3-Bromo-2,2,3,3-tetrafluoropropanoic acid",OC(=O)C(F)(F)C(F)(F)Br,C3HBrF4O2,222.902325,M-H
"4-bromo-3,3,4,4-tetrafluorobutan-1-ol",OCCC(F)(F)C(F)(F)Br,C4H5BrF4O,222.93871,M-H
"5-Chloro-2,2,3,3,4-pentafluoropent-4-enoic acid",OC(=O)C(F)(F)C(F)(F)C(F)=CCl,C5H2ClF5O2,222.9590678,M-H
2-[(Pentafluoroethyl)sulfanyl]propanoic acid,CC(SC(F)(F)C(F)(F)F)C(O)=O,C5H5F5O2S,222.9857614,M-H
"2-[(3,3,4,4,4-Pentafluorobutyl)sulfanyl]ethan-1-ol",OCCSCCC(F)(F)C(F)(F)F,C6H9F5OS,223.0221469,M-H
"4-(2,2,3,3-Tetrafluoropropoxy)phenol",OC1=CC=C(OCC(F)(F)C(F)F)C=C1,C9H8F4O2,223.0387622,M-H
"1,3-Benzenediamine, 4-(1,1,2,2-tetrafluoroethoxy)-",NC1=CC(N)=C(OC(F)(F)C(F)F)C=C1,C8H8F4N2O,223.0499955,M-H
"[3-(1,1,2,2-Tetrafluoroethoxy)phenyl]hydrazine",NNC1=CC(OC(F)(F)C(F)F)=CC=C1,C8H8F4N2O,223.0499955,M-H
"N,O-Bis(trifluoroacetyl)hydroxylamine",FC(F)(F)C(=O)NOC(=O)C(F)(F)F,C4HF6NO3,223.9787819,M-H
"2-Chloro-N-(2,2,3,3,3-pentafluoropropyl)acetamide",FC(F)(F)C(F)(F)CNC(=O)CCl,C5H5ClF5NO,223.9907023,M-H
"4,4,4,4',4',4'-Hexafluorovaline",NC(C(C(F)(F)F)C(F)(F)F)C(O)=O,C5H5F6NO2,224.0151674,M-H
"Aniline, p-((1,1,2,2-tetrafluoroethyl)thio)-",NC1=CC=C(SC(F)(F)C(F)F)C=C1,C8H7F4NS,224.0162531,M-H
1-[4-(Pentafluoroethyl)phenyl]methanamine,NCC1=CC=C(C=C1)C(F)(F)C(F)(F)F,C9H8F5N,224.0504101,M-H
"2,2,3,3-Tetrafluoro-3-sulfopropanoic acid",OC(=O)C(F)(F)C(F)(F)S(O)(=O)=O,C3H2F4O5S,224.948627,M-H
"2,3,4,4,5,5,5-Heptafluoropent-2-enoic acid",OC(=O)C(F)=C(F)C(F)(F)C(F)(F)F,C5HF7O2,224.9791964,M-H
"2,2,3,3-Tetrafluoro-1-(trifluoromethyl)cyclopropane-1-carboxylic acid",OC(=O)C1(C(F)(F)F)C(F)(F)C1(F)F,C5HF7O2,224.9791964,M-H
"3,3-Bis(trifluoromethyl)-3-hydroxypropionic acid",OC(=O)CC(O)(C(F)(F)F)C(F)(F)F,C5H4F6O3,224.999183,M-H
"(1,1,2,3,3,3-Hexafluoropropoxy)acetic acid",OC(=O)COC(F)(F)C(F)C(F)(F)F,C5H4F6O3,224.999183,M-H
"3,3,4,4,5,6,6-Heptafluorohex-5-en-1-ol",OCCC(F)(F)C(F)(F)C(F)=C(F)F,C6H5F7O,225.0155819,M-H
"4,4,5,5,6,6,6-Heptafluorohex-2-en-1-ol",OCC=CC(F)(F)C(F)(F)C(F)(F)F,C6H5F7O,225.0155819,M-H
"(2E)-4,5,5,5-Tetrafluoro-4-(trifluoromethyl)pent-2-en-1-ol",OC\C=C\C(F)(C(F)(F)F)C(F)(F)F,C6H5F7O,225.0155819,M-H
"(2E)-4,4,5,5,6,6,6-Heptafluorohex-2-en-1-ol",OC\C=C\C(F)(F)C(F)(F)C(F)(F)F,C6H5F7O,225.0155819,M-H
"(2Z)-4,5,5,5-Tetrafluoro-4-(trifluoromethyl)pent-2-en-1-ol",OC\C=C/C(F)(C(F)(F)F)C(F)(F)F,C6H5F7O,225.0155819,M-H
NSC213296,FC(CC1=CNC(=O)NC1=O)C(F)(F)F,C7H6F4N2O2,225.0292601,M-H
"5,5,5-Trifluoro-4-(trifluoromethyl)pentane-1,4-diol",OCCCC(O)(C(F)(F)F)C(F)(F)F,C6H8F6O2,225.0355685,M-H
"1,1,1-Trifluoro-2-(trifluoromethyl)pentane-2,4-diol",CC(O)CC(O)(C(F)(F)F)C(F)(F)F,C6H8F6O2,225.0355685,M-H
"Methyl 2,2,3,3,4,4,4-heptafluorobutanimidate",COC(=N)C(F)(F)C(F)(F)C(F)(F)F,C5H4F7NO,226.0108309,M-H
"2,2,3,3,4,4,4-Heptafluoro-N-methylbutanamide",CNC(=O)C(F)(F)C(F)(F)C(F)(F)F,C5H4F7NO,226.0108309,M-H
"2,2,3,3,4,4,4-Heptafluorobutanimidohydrazide",NNC(=N)C(F)(F)C(F)(F)C(F)(F)F,C4H4F7N3,226.0220643,M-H
"2,2,3,3,3-Pentafluoro-1-(pyridin-2-yl)propan-1-ol",OC(C1=CC=CC=N1)C(F)(F)C(F)(F)F,C8H6F5NO,226.0296746,M-H
4-(Pentafluoroethoxy)aniline,NC1=CC=C(OC(F)(F)C(F)(F)F)C=C1,C8H6F5NO,226.0296746,M-H
"1,1,1,3,3,3-Hexafluoro-2-[(2-hydroxyethyl)amino]propan-2-ol",OCCNC(O)(C(F)(F)F)C(F)(F)F,C5H7F6NO2,226.0308174,M-H
"N-Ethyl-2,2,3,3,4,4,4-heptafluorobutan-1-amine",CCNCC(F)(F)C(F)(F)C(F)(F)F,C6H8F7N,226.0472164,M-H
"2,3,3,4,4,4-Hexafluorobut-1-ene-1,1-dithiol",FC(=C(S)S)C(F)(F)C(F)(F)F,C4H2F6S2,226.9429314,M-H
"2,3,3,4,4,5,5-Heptafluoropentanoic acid",OC(=O)C(F)C(F)(F)C(F)(F)C(F)F,C5H3F7O2,226.9948465,M-H
"3,3,4,4,5,5,5-Heptafluoropentanoic acid",OC(=O)CC(F)(F)C(F)(F)C(F)(F)F,C5H3F7O2,226.9948465,M-H
"3,4,4,4-Tetrafluoro-3-(trifluoromethyl)butanoic acid",OC(=O)CC(F)(C(F)(F)F)C(F)(F)F,C5H3F7O2,226.9948465,M-H
"2,2,3,3,4,4,4-heptafluorobutanehydrazide",NNC(=O)C(F)(F)C(F)(F)C(F)(F)F,C4H3F7N2O,227.0060799,M-H
"2,2,3,3,4,4,4-Heptafluoro-N-hydroxybutanimidamide",ONC(=N)C(F)(F)C(F)(F)C(F)(F)F,C4H3F7N2O,227.0060799,M-H
"4-(1,1,2,2,2-pentafluoroethoxy)phenol",OC1=CC=C(OC(F)(F)C(F)(F)F)C=C1,C8H5F5O2,227.0136902,M-H
"2-(1,1,2,2,2-pentafluoroethoxy)phenol",OC1=CC=CC=C1OC(F)(F)C(F)(F)F,C8H5F5O2,227.0136902,M-H
2-Perfluoropropyl-2-propanol,CC(C)(O)C(F)(F)C(F)(F)C(F)(F)F,C6H7F7O,227.031232,M-H
3-(Perfluoroisopropyl)propanol,OCCCC(F)(C(F)(F)F)C(F)(F)F,C6H7F7O,227.031232,M-H
3-(Perfluoropropyl)propanol,OCCCC(F)(F)C(F)(F)C(F)(F)F,C6H7F7O,227.031232,M-H
"Cyclohexanecarboxylic acid, 1-(1,1,2,2-tetrafluoroethyl)-",OC(=O)C1(CCCCC1)C(F)(F)C(F)F,C9H12F4O2,227.0700623,M-H
"2,2,3,3,4,4,4-Heptafluorobutanethioamide",NC(=S)C(F)(F)C(F)(F)C(F)(F)F,C4H2F7NS,227.9723374,M-H
"2,2,3,3,4,4,4-Heptafluoro-N-hydroxybutanamide",ONC(=O)C(F)(F)C(F)(F)C(F)(F)F,C4H2F7NO2,227.9900954,M-H
"2,3,3,3-Tetrafluoro-2-(trifluoromethoxy)propanamide",NC(=O)C(F)(OC(F)(F)F)C(F)(F)F,C4H2F7NO2,227.9900954,M-H
"1-Amino-3,3,4,4,5,5,5-heptafluoro-2-pentanol",NCC(O)C(F)(F)C(F)(F)C(F)(F)F,C5H6F7NO,228.026481,M-H
Perfluoro-3-methoxypropanoic acid,OC(=O)C(F)(F)C(F)(F)OC(F)(F)F,C4HF7O3,228.974111,M-H
Perfluoro-2-(perfluoromethoxy)propanoic acid,OC(=O)C(F)(OC(F)(F)F)C(F)(F)F,C4HF7O3,228.974111,M-H
"2,2,3,3,4,4,4-Heptafluoro-1-methoxybutan-1-ol",COC(O)C(F)(F)C(F)(F)C(F)(F)F,C5H5F7O2,229.0104965,M-H
"2,2,3,3,3-pentafluoro-N-(4H-1,2,4-triazol-4-yl)propanamide",FC(F)(F)C(F)(F)C(=O)NN1C=NN=C1,C5H3F5N4O,229.0154215,M-H
"2,2,3,3,3-pentafluoro-N-(3H-1,2,4-triazol-3-yl)propanamide",[H]C1=NC(NC(=O)C(F)(F)C(F)(F)F)N=N1,C5H3F5N4O,229.0154215,M-H
"4,4-Bis(trifluoromethyl)-4,5-dihydro-1H-pyrazole-3-carbonitrile",FC(F)(F)C1(CNN=C1C#N)C(F)(F)F,C6H3F6N3,230.0158361,M-H
"5,5-Bis(trifluoromethyl)-4,5-dihydro-1H-pyrazole-4-carbonitrile",FC(F)(F)C1(NN=CC1C#N)C(F)(F)F,C6H3F6N3,230.0158361,M-H
"2,2,3,3,4,4,5,5-Octafluoropentan-1-amine",NCC(F)(F)C(F)(F)C(F)(F)C(F)F,C5H5F8N,230.0221445,M-H
2H-Perfluoropropylsulfonic acid,OS(=O)(=O)C(F)(F)C(F)C(F)(F)F,C3H2F6O3S,230.9556041,M-H
"1H,1H,5H-Perfluoropentanol",OCC(F)(F)C(F)(F)C(F)(F)C(F)F,C5H4F8O,231.0061601,M-H
"1,2,2,3,3,4,4,5-Octafluoropentan-1-ol",OC(F)C(F)(F)C(F)(F)C(F)(F)CF,C5H4F8O,231.0061601,M-H
"1,1,2,2,3,3,4,4-Octafluoropentan-1-ol",CC(F)(F)C(F)(F)C(F)(F)C(O)(F)F,C5H4F8O,231.0061601,M-H
"6-methyl-2-(1,2,2,2-tetrafluoroethyl)-1H-benzimidazole",CC1=CC2=C(C=C1)N=C(N2)C(F)C(F)(F)F,C10H8F4N2,231.0550809,M-H
"2,2,3,3,3-Pentafluoro-1-(piperazin-1-yl)propan-1-one",FC(F)(F)C(F)(F)C(=O)N1CCNCC1,C7H9F5N2O,231.0562237,M-H
"Ethyl 3-amino-4,4,5,5,5-pentafluoropent-2-enoate",CCOC(=O)C=C(N)C(F)(F)C(F)(F)F,C7H8F5NO2,232.0402393,M-H
"1,1,3,3,3-Pentafluoro-2-(trifluoromethyl)propane-1-thiol",FC(F)(F)C(C(F)(F)F)C(F)(F)S,C4H2F8S,232.9676665,M-H
"Octafluorobutane-2,2-diol",OC(O)(C(F)(F)F)C(F)(F)C(F)(F)F,C4H2F8O2,232.9854246,M-H
"Ethyl 4,4,5,5,5-pentafluoro-3-hydroxy-2-pentenoate",CCOC(=O)C=C(O)C(F)(F)C(F)(F)F,C7H7F5O3,233.0242549,M-H
"Methyl 4,4,5,5-tetrafluoro-3-hydroxy-3-methoxypentanoate",COC(=O)CC(O)(OC)C(F)(F)C(F)F,C7H10F4O4,233.0442415,M-H
Nonafluorobutan-1-amine,NC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C4H2F9N,233.9970725,M-H
"1,1,1,3,3,3-Hexafluoro-2-(trifluoromethyl)propan-2-amine",NC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C4H2F9N,233.9970725,M-H
2-(Heptafluoropropyl)-1H-pyrrole,FC(F)(F)C(F)(F)C(F)(F)C1=CC=CN1,C7H4F7N,234.0159163,M-H
Nonafluoro-tert-butanol,OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C4HF9O,234.9810881,M-H
Perfluorobutanol,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C4HF9O,234.9810881,M-H
"3-Hydroxy-5,5-bis(trifluoromethyl)furan-2(5H)-one",OC1=CC(OC1=O)(C(F)(F)F)C(F)(F)F,C6H2F6O3,234.9835329,M-H
2-(Heptafluoropropyl)-1H-imidazole,FC(F)(F)C(F)(F)C(F)(F)C1=NC=CN1,C6H3F7N2,235.0111652,M-H
3-(Heptafluoropropyl)-1H-pyrazole,FC(F)(F)C(F)(F)C(F)(F)C1=NNC=C1,C6H3F7N2,235.0111652,M-H
"2-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-1H-imidazole",FC(F)(F)C(F)(C1=NC=CN1)C(F)(F)F,C6H3F7N2,235.0111652,M-H
"5-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-1H-imidazole",FC(F)(F)C(F)(C1=CN=CN1)C(F)(F)F,C6H3F7N2,235.0111652,M-H
2-(Pentafluoroethyl)-1H-benzimidazole,FC(F)(F)C(F)(F)C1=NC2=CC=CC=C2N1,C9H5F5N2,235.030009,M-H
"Ethyl 4,4,5,5,5-pentafluoro-3-hydroxypentanoate",CCOC(=O)CC(O)C(F)(F)C(F)(F)F,C7H9F5O3,235.039905,M-H
"3-Amino-2,4,4,5,5,6,6-heptafluorocyclohex-2-en-1-one",NC1=C(F)C(=O)C(F)(F)C(F)(F)C1(F)F,C6H2F7NO,235.9951808,M-H
"(4E)-1,1,1-Trifluoro-4-(methylimino)-2-(trifluoromethyl)pentan-2-ol",C\N=C(/C)CC(O)(C(F)(F)F)C(F)(F)F,C7H9F6NO,236.0515529,M-H
"5-bromo-4,4,5,5-tetrafluoropentan-1-ol",OCCCC(F)(F)C(F)(F)Br,C5H7BrF4O,236.95436,M-H
Hexafluoroglutaramide,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(N)=O,C5H4F6N2O2,237.0104164,M-H
"3-(1,1,2,2-Tetrafluoroethoxy)benzoic acid",OC(=O)C1=CC(OC(F)(F)C(F)F)=CC=C1,C9H6F4O3,237.0180267,M-H
"4-(1,1,2,2-Tetrafluoroethoxy)benzoic acid",OC(=O)C1=CC=C(OC(F)(F)C(F)F)C=C1,C9H6F4O3,237.0180267,M-H
"2-(1,1,2,2-Tetrafluoroethoxy)benzoic acid",OC(=O)C1=CC=CC=C1OC(F)(F)C(F)F,C9H6F4O3,237.0180267,M-H
"2-(heptafluoropropyl)-4,5-dihydro-1h-imidazole",FC(F)(F)C(F)(F)C(F)(F)C1=NCCN1,C6H5F7N2,237.0268153,M-H
"2,2,3,3-Tetrafluoro-2,3-dihydro-1,4-benzodioxine-6,7-diamine",NC1=CC2=C(OC(F)(F)C(F)(F)O2)C=C1N,C8H6F4N2O2,237.0292601,M-H
"3,3,4,4,4-Pentafluoro-2-hydrazinyl-2-hydroxybutanehydrazide",NNC(=O)C(O)(NN)C(F)(F)C(F)(F)F,C4H7F5N4O2,237.0416363,M-H
"4-Methyl-5-(1,1,2,2-tetrafluoroethoxy)benzene-1,2-diamine",CC1=CC(N)=C(N)C=C1OC(F)(F)C(F)F,C9H10F4N2O,237.0656456,M-H
N-Vinylperfluorobutanamide,FC(F)(F)C(F)(F)C(F)(F)C(=O)NC=C,C6H4F7NO,238.0108309,M-H
"2,2,3,3,3-Pentafluoro-N-phenylpropanamide",FC(F)(F)C(F)(F)C(=O)NC1=CC=CC=C1,C9H6F5NO,238.0296746,M-H
"N-(2,2,3,3,3-Pentafluoro-1-phenylpropylidene)hydroxylamine",ON=C(C1=CC=CC=C1)C(F)(F)C(F)(F)F,C9H6F5NO,238.0296746,M-H
"2-Methyl-4-(1,1,2,2-tetrafluoroethylsulfanyl)aniline",CC1=C(N)C=CC(SC(F)(F)C(F)F)=C1,C9H9F4NS,238.0319031,M-H
"[6-(2,2,3,3-Tetrafluoropropoxy)pyridin-3-yl]methanol",OCC1=CN=C(OCC(F)(F)C(F)F)C=C1,C9H9F4NO2,238.0496612,M-H
Hexafluoroglutaric acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C5H2F6O4,238.9784475,M-H
3-(Perfluoroisopropyl)-2-propenoic acid,OC(=O)C=CC(F)(C(F)(F)F)C(F)(F)F,C6H3F7O2,238.9948465,M-H
"4,4,5,5,6,6,6-Heptafluorohex-2-enoic acid",OC(=O)C=CC(F)(F)C(F)(F)C(F)(F)F,C6H3F7O2,238.9948465,M-H
"(2E)-4,4,5,5,6,6,6-Heptafluorohex-2-enoic acid",OC(=O)\C=C\C(F)(F)C(F)(F)C(F)(F)F,C6H3F7O2,238.9948465,M-H
"Dimethyl (2,2,3,3-tetrafluoro-1-hydroxypropyl)phosphonate",COP(=O)(OC)C(O)C(F)(F)C(F)F,C5H9F4O4P,239.0101784,M-H
"5,5,5-Trifluoro-3-hydroxy-4-(trifluoromethyl)pentanoic acid",OC(CC(O)=O)C(C(F)(F)F)C(F)(F)F,C6H6F6O3,239.014833,M-H
"4-[(2,2,3,3-Tetrafluoropropyl)sulfanyl]phenol",OC1=CC=C(SCC(F)(F)C(F)F)C=C1,C9H8F4OS,239.0159187,M-H
"2-[(2,2,3,3-Tetrafluoropropyl)sulfanyl]phenol",OC1=CC=CC=C1SCC(F)(F)C(F)F,C9H8F4OS,239.0159187,M-H
"Imidazolidine, 2-heptafluoropropyl-",FC(F)(F)C(F)(F)C(F)(F)C1NCCN1,C6H7F7N2,239.0424654,M-H
"2,4-Pentanediol, 4-methyl-1,1,1-trifluoro-2-(trifluoromethyl)-",CC(C)(O)CC(O)(C(F)(F)F)C(F)(F)F,C7H10F6O2,239.0512185,M-H
"3,3,4,4,5,5-hexafluoroheptane-2,6-diol",CC(O)C(F)(F)C(F)(F)C(F)(F)C(C)O,C7H10F6O2,239.0512185,M-H
"2,3,3,4,4,5,5-Heptafluorooxolane-2-carboxamide",NC(=O)C1(F)OC(F)(F)C(F)(F)C1(F)F,C5H2F7NO2,239.9900954,M-H
"2-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)hydrazinecarboxamide",NC(=O)NNC(O)(C(F)(F)F)C(F)(F)F,C4H5F6N3O2,240.0213154,M-H
"1,1,2,2,3,3-Hexafluoro-2,3-dihydro-1H-inden-4-amine",NC1=CC=CC2=C1C(F)(F)C(F)(F)C2(F)F,C9H5F6N,240.0253381,M-H
"N-Ethyl-2,2,3,3,4,4,4-heptafluorobutanamide",CCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,C6H6F7NO,240.026481,M-H
"5,5,6,6,7,7,7-Heptafluoroheptan-3-amine",CCC(N)CC(F)(F)C(F)(F)C(F)(F)F,C7H10F7N,240.0628665,M-H
"2,2,3,3,5,5,5-Heptafluoro-4-oxopentanoic acid",OC(=O)C(F)(F)C(F)(F)C(=O)C(F)(F)F,C5HF7O3,240.974111,M-H
3:3 Fluorotelomer carboxylic acid,OC(=O)CCC(F)(F)C(F)(F)C(F)(F)F,C6H5F7O2,241.0104965,M-H
"4,4-bis(Trifluoromethyl)-4-fluoropropanoic acid",OC(=O)CCC(F)(C(F)(F)F)C(F)(F)F,C6H5F7O2,241.0104965,M-H
"1,1,1,2,2,3,3-heptafluoroheptan-4-ol",CCCC(O)C(F)(F)C(F)(F)C(F)(F)F,C7H9F7O,241.0468821,M-H
"5,5,6,6,7,7,7-Heptafluoroheptan-1-ol",OCCCCC(F)(F)C(F)(F)C(F)(F)F,C7H9F7O,241.0468821,M-H
"4,4,5,5,6,6,6-Heptafluoro-3-methylhexan-3-ol",CCC(C)(O)C(F)(F)C(F)(F)C(F)(F)F,C7H9F7O,241.0468821,M-H
"2,2,3,3,4,4,4-Heptafluoro-N-hydroxy-N-methylbutanamide",CN(O)C(=O)C(F)(F)C(F)(F)C(F)(F)F,C5H4F7NO2,242.0057455,M-H
"2-[(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)oxy]acetamide",NC(=O)COC(F)(C(F)(F)F)C(F)(F)F,C5H4F7NO2,242.0057455,M-H
2-(Perfluoropropyl)glycine,NC(C(O)=O)C(F)(F)C(F)(F)C(F)(F)F,C5H4F7NO2,242.0057455,M-H
"2-Fluoro-4-(1,1,2,2-tetrafluoroethylsulfanyl)aniline",NC1=C(F)C=C(SC(F)(F)C(F)F)C=C1,C8H6F5NS,242.0068312,M-H
"2-[(2-Aminoethyl)sulfanyl]-1,1,1,3,3,3-hexafluoro-2-propanol",NCCSC(O)(C(F)(F)F)C(F)(F)F,C5H7F6NOS,242.007974,M-H
"1-Cyclohexene-1-carbonitrile, 2-amino-3,3,4,4,5,5-hexafluoro-6-imino-",NC1=C(C#N)C(=N)C(F)(F)C(F)(F)C1(F)F,C7H3F6N3,242.0158361,M-H
"4-(1,1,1,3,3,3-Hexafluoropropan-2-yl)aniline",NC1=CC=C(C=C1)C(C(F)(F)F)C(F)(F)F,C9H7F6N,242.0409882,M-H
"2-Amino-4,4,5,5,6,6,6-heptafluorohexan-3-ol",CC(N)C(O)C(F)(F)C(F)(F)C(F)(F)F,C6H8F7NO,242.042131,M-H
"N-(3,3,4,4,4-Pentafluorobut-1-en-2-yl)cyclohexanamine",FC(F)(F)C(F)(F)C(=C)NC1CCCCC1,C10H14F5N,242.0973603,M-H
"2-Chloro-4-(1,1,2,2-tetrafluoroethoxy)phenol",OC1=C(Cl)C=C(OC(F)(F)C(F)F)C=C1,C8H5ClF4O2,242.9841398,M-H
"(2,3,3,5,5,6,6-Heptafluoro-1,4-dioxan-2-yl)methanol",OCC1(F)OC(F)(F)C(F)(F)OC1(F)F,C5H3F7O3,242.9897611,M-H
(Heptafluoropropoxy)acetic acid,OC(=O)COC(F)(F)C(F)(F)C(F)(F)F,C5H3F7O3,242.9897611,M-H
NSC213301,FC(F)(F)C(F)(F)CC1=CNC(=O)NC1=O,C7H5F5N2O2,243.0198382,M-H
"Benzenemethanol, .alpha.,.alpha.-bis(trifluoromethyl)-",OC(C1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,C9H6F6O,243.0250038,M-H
"4-(1,1,1,3,3,3-Hexafluoropropan-2-yl)phenol",OC1=CC=C(C=C1)C(C(F)(F)F)C(F)(F)F,C9H6F6O,243.0250038,M-H
"3-(Perfluoro-1-propyl)-1,2-propanediol",OCC(O)CC(F)(F)C(F)(F)C(F)(F)F,C6H7F7O2,243.0261466,M-H
Heptafluorobutyraldehyde ethyl hemiacetal,CCOC(O)C(F)(F)C(F)(F)C(F)(F)F,C6H7F7O2,243.0261466,M-H
"2-(2,2,3,3,4,4,4-Heptafluorobutoxy)ethan-1-ol",OCCOCC(F)(F)C(F)(F)C(F)(F)F,C6H7F7O2,243.0261466,M-H
Perfluoropentanamide,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,C5H3F8NO,244.001409,M-H
"2,2,3,3-Tetrafluoro-N-(2,2,3,3-tetrafluoropropyl)propan-1-amine",FC(F)C(F)(F)CNCC(F)(F)C(F)F,C6H7F8N,244.0377945,M-H
"3,4-dichloro-2,2,3,4,4-pentafluorobutanoic acid",OC(=O)C(F)(F)C(F)(Cl)C(F)(F)Cl,C4HCl2F5O2,244.9200955,M-H
"(2-Chloro-1,1,2,2-tetrafluoroethoxy)(difluoro)acetic acid",OC(=O)C(F)(F)OC(F)(F)C(F)(F)Cl,C4HClF6O3,244.9445606,M-H
"Perfluoro-3,5-dioxahexanoic acid",OC(=O)C(F)(F)OC(F)(F)OC(F)(F)F,C4HF7O4,244.9690257,M-H
"N-Chloro-2,2,3,3,4,4,4-heptafluorobutanimidamide",FC(F)(F)C(F)(F)C(F)(F)C(=N)NCl,C4H2ClF7N2,244.9721929,M-H
5H-Octafluoropentanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,C5H2F8O2,244.9854246,M-H
"2,3,4,4,4-Pentafluoro-2-(trifluoromethyl)butanoic acid",OC(=O)C(F)(C(F)C(F)(F)F)C(F)(F)F,C5H2F8O2,244.9854246,M-H
