PREFERRED NAME,SMILES,Formula,Mass,MONOISOTOPIC MASS,M+1,lib_eC,lib_M_eC,lib_MD,lib_MD_eC
6:2 Fluorotelomer sulfonic acid,OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H5F13O3S,427.9751819,426.9679013,8.652582634,7.999799033,53.37232842,-0.0320987,-0.004012438
3-(Perfluoroisopropyl)-(2E)-difluoropropenoic acid,OC(=O)C(\F)=C(/F)C(F)(C(F)(F)F)C(F)(F)F,C6HF9O2,275.9832833,274.9760027,6.489436976,5.999849275,45.83048508,-0.0239973,-0.00399965
"3,4,4,5,5,5-Hexafluoro-2-(trifluoromethyl)pent-2-enoic acid",OC(=O)C(=C(F)C(F)(F)C(F)(F)F)C(F)(F)F,C6HF9O2,275.9832833,274.9760027,6.489436976,5.999849275,45.83048508,-0.0239973,-0.00399965
3-(Perfluoroisopropyl)-difluoro-2-propenoic acid,OC(=O)C(F)=C(F)C(F)(C(F)(F)F)C(F)(F)F,C6HF9O2,275.9832833,274.9760027,6.489436976,5.999849275,45.83048508,-0.0239973,-0.00399965
Perfluorodecanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10HF19O2,513.9673155,512.9600344,10.81572829,9.999748791,51.29729207,-0.0399656,-0.00399666
"Perfluoro-3,7-dimethyloctanoic acid",OC(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C10HF19O2,513.9673155,512.9600344,10.81572829,9.999748791,51.29729207,-0.0399656,-0.00399666
"2,2,3,3,4,4,5,5,6,6,7,7,8,9,9,9-hexadecafluoro-8-(trifluoromethyl)nonanoic acid",OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C10HF19O2,513.9673155,512.9600344,10.81572829,9.999748791,51.29729207,-0.0399656,-0.00399666
"Heptanedioic acid, decafluoro-",OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C7H2F10O4,339.9793407,338.9720602,7.571009805,6.999824154,48.42579653,-0.0279398,-0.0039915
Heptadecafluorooctan-1-ol,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8HF17O,435.9755944,434.9683134,8.652582634,7.999799033,54.37240506,-0.0316866,-0.003960925
"2,2,3,4,4-Pentafluoro-4-(trifluoromethoxy)butanoic acid",OC(=O)C(F)(F)C(F)C(F)(F)OC(F)(F)F,C5H2F8O3,261.9876197,260.9803392,5.407864146,4.999874396,52.19737908,-0.0196608,-0.003932259
"2,2,3-Trifluoro-3-(pentafluoroethoxy)propanoic acid",OC(=O)C(F)(F)C(F)OC(F)(F)C(F)(F)F,C5H2F8O3,261.9876197,260.9803392,5.407864146,4.999874396,52.19737908,-0.0196608,-0.003932259
Fluoro(heptafluoropropoxy)acetic acid,OC(=O)C(F)OC(F)(F)C(F)(F)C(F)(F)F,C5H2F8O3,261.9876197,260.9803392,5.407864146,4.999874396,52.19737908,-0.0196608,-0.003932259
Perfluoroundecanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11HF21O2,563.9641219,562.9568407,11.89730112,10.99972367,51.17918027,-0.0431593,-0.003923671
Perfluoro-9-(trifluoromethyl)decanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C11HF21O2,563.9641219,562.9568407,11.89730112,10.99972367,51.17918027,-0.0431593,-0.003923671
7:2 Fluorotelomer sulfonic acid,OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H5F15O3S,477.9719883,476.9647076,9.734155463,8.999773912,52.99740996,-0.0352924,-0.003921476
FLUETHIAZIDE,NS(=O)(=O)C1=CC2=C(C=C1C(F)(F)C(F)(F)F)N=CNS2(=O)=O,C9H6F5N3O4S2,378.9719888,377.9647088,9.734155463,8.999773912,41.99713376,-0.0352912,-0.003921343
"6-Bromo-8-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)quinolin-5-amine",NC1=C(Br)C=C(C2=C1C=CC=N2)C(F)(C(F)(F)F)C(F)(F)F,C12H6BrF7N2,389.9602578,388.952978,12.97887395,11.99969855,32.41356242,-0.047022,-0.003918598
4-Bromo-3-(heptafluoropropyl)-5-phenyl-1H-pyrazole,FC(F)(F)C(F)(F)C(F)(F)C1=NNC(=C1Br)C1=CC=CC=C1,C12H6BrF7N2,389.9602578,388.952978,12.97887395,11.99969855,32.41356242,-0.047022,-0.003918598
"2,4,4,5,7,7,8,10,10,11,13,13,14,16,16,17,17,18,18,18-Icosafluoro-2,5,8,11,14-pentakis(trifluoromethyl)-3,6,9,12,15-pentaoxaoctadecan-1-ol",OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C18H3F35O6,979.9370755,978.9297935,19.46831093,17.99954782,54.38635476,-0.0702065,-0.003900459
Perfluorosuberic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C8H2F12O4,389.9761472,388.9688665,8.652582634,7.999799033,48.62232975,-0.0311335,-0.003891785
CTK0E6263,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=NC(=S)NN1,C8H2F13N3S,418.9761849,417.9689044,8.652582634,7.999799033,52.24742555,-0.0310956,-0.003887048
"1,2,2,3,3,4,4,5,5,6,6-Undecafluorocyclohexane-1-carboxylic acid",OC(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C7HF11O2,325.9800897,324.9728091,7.571009805,6.999824154,46.42585327,-0.0271909,-0.003884512
Nonadecafluorononan-1-ol,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9HF19O,485.9724008,484.9651197,9.734155463,8.999773912,53.88636697,-0.0348803,-0.003875686
Perfluorododecanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12HF23O2,613.9609283,612.953647,12.97887395,11.99969855,51.08075378,-0.046353,-0.003862847
8:2 Fluorotelomer sulfonic acid,OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H5F17O3S,527.9687948,526.961514,10.81572829,9.999748791,52.69747521,-0.038486,-0.003848697
Perfluoroazelaic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C9H2F14O4,439.9729536,438.9656728,9.734155463,8.999773912,48.77518892,-0.0343272,-0.003814229
Perfluoro-11-(trifluoromethyl)dodecanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C13HF25O2,663.9577348,662.9504533,14.06044678,12.99967343,50.99746982,-0.0495467,-0.00381138
Perfluorotridecanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13HF25O2,663.9577348,662.9504533,14.06044678,12.99967343,50.99746982,-0.0495467,-0.00381138
"2,2,3-Trifluoro-3-(heptafluoropropoxy)propanoic acid",OC(=O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F,C6H2F10O3,311.9844261,310.9771456,6.489436976,5.999849275,51.8308263,-0.0228544,-0.003809162
"2,2,3,3,4,4-Hexafluoro-4-(1,2,2,2-tetrafluoroethoxy)butanoic acid",OC(=O)C(F)(F)C(F)(F)C(F)(F)OC(F)C(F)(F)F,C6H2F10O3,311.9844261,310.9771456,6.489436976,5.999849275,51.8308263,-0.0228544,-0.003809162
"2,2,3,4,4-Pentafluoro-4-(pentafluoroethoxy)butanoic acid",OC(=O)C(F)(F)C(F)C(F)(F)OC(F)(F)C(F)(F)F,C6H2F10O3,311.9844261,310.9771456,6.489436976,5.999849275,51.8308263,-0.0228544,-0.003809162
"2,3,3-Trifluoro-3-(heptafluoropropoxy)propanoic acid",OC(=O)C(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C6H2F10O3,311.9844261,310.9771456,6.489436976,5.999849275,51.8308263,-0.0228544,-0.003809162
"3,3,3-Trifluoro-2-(heptafluoropropoxy)propanoic acid",OC(=O)C(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C6H2F10O3,311.9844261,310.9771456,6.489436976,5.999849275,51.8308263,-0.0228544,-0.003809162
Perfluoro-1-decanol,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10HF21O,535.9692073,534.9619261,10.81572829,9.999748791,53.49753651,-0.0380739,-0.003807486
"2,3,3,3-Tetrafluoro-2-{1,1,2,3,3,3-hexafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propoxy}propanamide",NC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C12H2F23NO4,660.9616566,659.9543753,12.97887395,11.99969855,54.99757953,-0.0456247,-0.003802154
"1,1,1,3,3,3-Hexafluoropropane-2,2-diol",OC(O)(C(F)(F)F)C(F)(F)F,C3H2F6O2,183.9958986,182.9886183,3.244718488,2.999924637,60.99773842,-0.0113817,-0.003793995
NSC312848,CC1=CC(=C(N)C(Br)=C1)C(O)(C(F)(F)F)C(F)(F)F,C10H8BrF6NO,350.9693453,349.962066,10.81572829,9.999748791,34.99708576,-0.037934,-0.003793495
"1,1,1,3,4,4-Hexafluoro-2-(trifluoromethyl)but-3-en-2-ol",OC(C(F)=C(F)F)(C(F)(F)F)C(F)(F)F,C5HF9O,247.9883686,246.9810881,5.407864146,4.999874396,49.39745853,-0.0189119,-0.003782475
Perfluorotetradecanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14HF27O2,713.9545412,712.9472597,15.14201961,13.99964831,50.92608357,-0.0527403,-0.003767259
"N-((2-Bromo-4-(1,1,2,2-tetrafluoroethylsulfanyl)phenyl]carbamoyl]-2,6-difluorobenzamide",FC(F)C(F)(F)SC1=CC(Br)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1,C16H9BrF6N2O2S,485.9472299,484.939951,17.30516527,15.99959807,30.30950834,-0.060049,-0.003753157
Perfluorosebacic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C10H2F16O4,489.9697601,488.9624792,10.81572829,9.999748791,48.89747627,-0.0375208,-0.003752174
"1,1'-Peroxybis(2,2,3,3,4,4,5,5-octafluorocyclopentan-1-ol)",OC1(OOC2(O)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C10H2F16O4,489.9697601,488.9624792,10.81572829,9.999748791,48.89747627,-0.0375208,-0.003752174
"2,5-Bis[(nonadecafluorononyl)oxy]benzene-1-sulfonic acid",OS(=O)(=O)C1=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=CC(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1,C24H4F38O5S,1125.917267,1124.909985,25.9577479,23.9993971,46.87242685,-0.090015,-0.003750719
"3-Chloro-1,1,1,7,7,7-hexafluoro-2,6-dihydroxy-2,6-bis(trifluoromethyl)heptan-4-one",OC(CC(=O)C(Cl)C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C9H5ClF12O3,423.9735603,422.9662797,9.734155463,8.999773912,46.99743392,-0.0337203,-0.003746794
10:2 Fluorotelomer sulfonic acid,OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H5F21O3S,627.9624076,626.9551266,12.97887395,11.99969855,52.24757305,-0.0448734,-0.003739544
Hexacosafluoro-13-(trifluoromethyl)myristic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C15HF29O2,763.9513477,762.944066,16.22359244,14.99962319,50.86421549,-0.055934,-0.003729027
Perfluoropentadecanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15HF29O2,763.9513477,762.944066,16.22359244,14.99962319,50.86421549,-0.055934,-0.003729027
"2,3,3,4,4,5,5,6,6,7,7,7-Dodecafluoro-2-hydroxyheptanoic acid",OC(=O)C(O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H2F12O3,361.9812326,360.9739519,7.571009805,6.999824154,51.56900287,-0.0260481,-0.003721251
"5-Chloro-2,2,3,3,4,4,5,5-octafluoro-1-methoxypentan-1-ol",COC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,C6H5ClF8O2,295.9850328,294.9777524,6.489436976,5.999849275,49.16419378,-0.0222476,-0.003708026
"2,4,4,5,7,7,8,10,10,11,13,13,14,14,15,15,15-Heptadecafluoro-2,5,8,11-tetrakis(trifluoromethyl)-3,6,9,12-tetraoxapentadecan-1-ol",OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C15H3F29O5,813.9517416,812.9444599,16.22359244,14.99962319,54.19765882,-0.0555401,-0.003702766
octadecafluoroundecanedioic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C11H2F18O4,539.9665665,538.9592855,11.89730112,10.99972367,48.99752954,-0.0407145,-0.003701411
12:2 Fluorotelomer sulfonic acid,OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H5F23O3S,677.9592141,676.9519329,14.06044678,12.99967343,52.07453376,-0.0480671,-0.003697562
Perfluorohexadecanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16HF31O2,813.9481541,812.9408723,17.30516527,15.99959807,50.81008091,-0.0591277,-0.003695574
"1,1,1,3,3,3-Hexafluoropropan-2-one, oxime",ON=C(C(F)(F)F)C(F)(F)F,C3HF6NO,180.996233,179.9889526,3.244718488,2.999924637,59.99782473,-0.0110474,-0.003682559
"2,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodec-2-enoic acid",OC(=O)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10HF17O2,475.970509,474.963228,10.81572829,9.999748791,47.49751598,-0.036772,-0.003677292
"N-((2,5-Dichloro-4-(1,1,2,2-tetrafluoroethylsulfonyl)phenyl)carbamoyl)-2,6-difluorobenzamide",FC(F)C(F)(F)S(=O)(=O)C1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C(Cl)=C1,C16H8Cl2F6N2O4S,507.9486024,506.9413223,17.30516527,15.99959807,31.68462859,-0.0586777,-0.003667448
"N-((2,3-Dichloro-4-(1,1,2,2-tetrafluoroethylsulfonyl)phenyl)carbamoyl)-2,6-difluorobenzamide",FC(F)C(F)(F)S(=O)(=O)C1=C(Cl)C(Cl)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1,C16H8Cl2F6N2O4S,507.9486024,506.9413223,17.30516527,15.99959807,31.68462859,-0.0586777,-0.003667448
Perfluoroheptadecanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C17HF33O2,863.9449605,862.9376787,18.3867381,16.99957295,50.76231512,-0.0623213,-0.003666051
"Perfluoro-1,10-decanedicarboxylic acid",OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C12H2F20O4,589.9633729,588.9560918,12.97887395,11.99969855,49.08090727,-0.0439082,-0.003659109
"1,1'-Peroxybis(2,2,3,3,4,4,5,5,6,6-decafluorocyclohexan-1-ol)",OC1(OOC2(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C12H2F20O4,589.9633729,588.9560918,12.97887395,11.99969855,49.08090727,-0.0439082,-0.003659109
"Octafluorobutane-2,2-diol",OC(O)(C(F)(F)F)C(F)(F)C(F)(F)F,C4H2F8O2,233.9927051,232.9854246,4.326291317,3.999899517,58.24781939,-0.0145754,-0.003643942
Perfluorostearic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C18HF35O2,913.941767,912.934485,19.46831093,17.99954782,50.71985663,-0.065515,-0.003639814
docosafluorotridecanedioic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C13H2F22O4,639.9601794,638.9528981,14.06044678,12.99967343,49.15145766,-0.0471019,-0.003623314
"N-(5-Chloro-3-nitropyridin-2-yl)-2,2,3,3,3-pentafluoropropanamide",[O-][N+](=O)C1=C(NC(=O)C(F)(F)C(F)(F)F)N=CC(Cl)=C1,C8H3ClF5N3O3,318.9783097,317.9710295,8.652582634,7.999799033,39.74737718,-0.0289705,-0.003621403
Heptatriacontafluorononadecanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C19HF37O2,963.9385734,962.9312913,20.54988376,18.9995227,50.68186745,-0.0687087,-0.003616338
4-Acetamido-3-chlorophenyl nonafluorobutane-1-sulfonate,CC(=O)NC1=CC=C(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1Cl,C12H7ClF9NO4S,466.9640604,465.9567801,12.97887395,11.99969855,38.83070714,-0.0432199,-0.003601749
Perfluoroeicosanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C20HF39O2,1013.93538,1012.928098,21.63145659,19.99949758,50.64767721,-0.071902,-0.00359519
Tetracosafluorotetradecanedioic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C14H2F24O4,689.9569858,688.9497045,15.14201961,13.99964831,49.21192942,-0.0502955,-0.003592626
"4-[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluorooctane-1-sulfonyl)oxy]-2-hydroxybenzoic acid",OC(=O)C1=C(O)C=C(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,C15H5F17O6S,635.9535386,634.9462578,16.22359244,14.99962319,42.33081391,-0.0537422,-0.003582903
"3-Azido-2,3,3-trifluoro-2-(heptafluoropropoxy)propanoic acid",OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)N=[N+]=[N-],C6HF10N3O3,352.9858231,351.9785425,6.489436976,5.999849275,58.66456412,-0.0214575,-0.00357634
Undecafluorocyclohexanemethanol hydrogen phosphate,OP(=O)(OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C14H5F22O4P,685.9574161,684.9501352,15.14201961,13.99964831,48.92623873,-0.0498648,-0.003561861
"1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Pentadecafluorocyclooctan-1-ol",OC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C8HF15O,397.978788,396.9715071,8.652582634,7.999799033,49.62268495,-0.0284929,-0.003561702
"1H,1H-Perfluoro-3,6,9-trioxadecan-1-ol",OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,C7H3F13O4,397.9823754,396.9750947,7.571009805,6.999824154,56.71215247,-0.0249053,-0.003557989
"1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-ol",OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9HF17O,447.9755944,446.9683134,9.734155463,8.999773912,49.66439355,-0.0316866,-0.003520822
"3-Chloro-5-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)pyridin-2(1H)-one",FC(F)(F)C(F)(C1=CNC(=O)C(Cl)=C1)C(F)(F)F,C8H3ClF7NO,296.9791389,295.9718586,8.652582634,7.999799033,36.99741173,-0.0281414,-0.003517763
Perfluoropinacol,OC(C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C6H2F12O2,333.9863179,332.9790373,6.489436976,5.999849275,55.49790037,-0.0209627,-0.003493871
"2,2,3,5,5,6,6,7,7,9,9,9-Dodecafluoro-4,8-dioxononanoic acid",[H]C(F)(C(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)C(F)(F)F)C(F)(F)C(O)=O,C9H2F12O4,401.9761472,400.9688665,9.734155463,8.999773912,44.55321549,-0.0311335,-0.003459365
6:2 Fluorotelomer phosphate monoester,OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H6F13O4P,443.9796122,442.9723318,8.652582634,7.999799033,55.37293249,-0.0276682,-0.003458612
"1h,1h-perfluoro-3,6,9-trioxatridecan-1-ol",OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H3F19O4,547.9727948,546.9655137,10.81572829,9.999748791,54.69792543,-0.0344863,-0.003448717
"2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propanamide",NC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C9H2F17NO3,494.9763227,493.9690417,9.734155463,8.999773912,54.88682788,-0.0309583,-0.003439898
7:2 Fluorotelomer dihydrogen phosphate,OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H6F15O4P,493.9764186,492.9691381,9.734155463,8.999773912,54.77572469,-0.0308619,-0.003429186
"1,1,1,3,3,4,4,6,6,6-Decafluoro-2,5-bis(trifluoromethyl)hexane-2,5-diol",OC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(O)(C(F)(F)F)C(F)(F)F,C8H2F16O2,433.9799308,432.9726499,8.652582634,7.999799033,54.12294085,-0.0273501,-0.003418848
"2,3,3,3-Tetrafluoro-2-{1,1,2,3,3,3-hexafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propoxy}propan-1-ol",OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C12H3F23O4,647.9664076,646.9591263,12.97887395,11.99969855,53.91461491,-0.0408737,-0.003406227
8:2 Fluorotelomer phosphate monoester,OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H6F17O4P,543.973225,542.9659444,10.81572829,9.999748791,54.29795845,-0.0340556,-0.003405646
8:2 Fluorotelomer 9-(trifluoromethyl)-dihydrogen phosphate,OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C11H6F19O4P,593.9700315,592.9627508,11.89730112,10.99972367,53.90705881,-0.0372492,-0.003386376
2-((Trifluoroacetoxy)mercuri)-4-fluorophenol,OC1=C([Hg]OC(=O)C(F)(F)F)C=C(F)C=C1,C8H4F4HgO3,425.9802999,424.97302,8.652582634,7.999799033,53.12296199,-0.02698,-0.003372585
10:2 Fluorotelomer dihydrogen phosphate,OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H6F21O4P,643.9668379,642.9595571,12.97887395,11.99969855,53.5813091,-0.0404429,-0.003370326
(Perfluoro-9-methyldecyl)ethyl dihydrogen phosphate,OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C13H6F23O4P,693.9636444,692.9563634,14.06044678,12.99967343,53.30567473,-0.0436366,-0.003356746
"N-{[2,5-Dichloro-4-(1,1,2,2-tetrafluoroethanesulfinyl)phenyl]carbamoyl}-2,6-difluorobenzene-1-carboximidic acid",OC(=NC(=O)NC1=C(Cl)C=C(C(Cl)=C1)S(=O)C(F)(F)C(F)F)C1=C(F)C=CC=C1F,C16H8Cl2F6N2O3S,491.9536878,490.9464077,17.30516527,15.99959807,30.68492131,-0.0535923,-0.003349603
