PREFERRED NAME,SMILES,Formula,Mass,MONOISOTOPIC MASS,M+1,lib_eC,lib_M_eC,lib_MD,lib_MD_eC
6-Nitro-2-(pentafluoroethyl)-1H-benzimidazole,[O-][N+](=O)C1=CC2=C(C=C1)N=C(N2)C(F)(F)C(F)(F)F,C9H4F5N3O2,281.0223675,280.0150872,9.734155463,8.999773912,31.11356907,0.0150872,0.001676398
"4-(Hydroxymethyl)-2,2-bis(trifluoromethyl)-1,3-oxazolidin-5-one",OCC1NC(OC1=O)(C(F)(F)F)C(F)(F)F,C6H5F6NO3,253.0173623,252.010082,6.489436976,5.999849275,42.00273548,0.010082,0.001680376
"5,5,6,6,7,7,8,8,9,9,10,10,10-Tridecafluoro-2-hydroxydecanenitrile",OC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C#N,C10H6F13NO,403.0241807,402.0168999,10.81572829,9.999748791,40.20269992,0.0168999,0.001690032
"(2,2,3,3,4,4,5,5,6,6-Decafluorocyclohexane-1,1-diyl)dimethanol",OCC1(CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C8H6F10O2,324.0208116,323.0135311,8.652582634,7.999799033,40.37770571,0.0135311,0.00169143
3-(Heptafluoropropyl)-5-methyl-4-nitro-1H-pyrazole,CC1=C(C(=NN1)C(F)(F)C(F)(F)C(F)(F)F)[N+]([O-])=O,C7H4F7N3O2,295.0191739,294.0118935,7.571009805,6.999824154,42.00275422,0.0118935,0.001699114
4-Amino-2-(undecafluoropentyl)benzonitrile,NC1=CC=C(C#N)C(=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H5F11N2,386.0277086,385.020428,12.97887395,11.99969855,32.08584169,0.020428,0.001702376
"2-Chloro-N-{[4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl]carbamoyl}benzamide",OC(C1=CC=C(NC(=O)NC(=O)C2=CC=CC=C2Cl)C=C1)(C(F)(F)F)C(F)(F)F,C17H11ClF6N2O3,440.0362392,439.0289589,18.3867381,16.99957295,25.82588164,0.0289589,0.001703507
"2,2,3,3,4,4,4-Heptafluoro-N-(4-fluorophenyl)butanamide",FC1=CC=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C=C1,C10H5F8NO,307.0243395,306.0170591,10.81572829,9.999748791,30.60247467,0.0170591,0.001705953
"2,2,3,3,4,4,4-Heptafluoro-N-(3-fluorophenyl)butanamide",FC1=CC(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)=CC=C1,C10H5F8NO,307.0243395,306.0170591,10.81572829,9.999748791,30.60247467,0.0170591,0.001705953
"4-(1,1,2,2,2-pentafluoroethoxy)phenol",OC1=CC=C(OC(F)(F)C(F)(F)F)C=C1,C8H5F5O2,228.0209705,227.0136902,8.652582634,7.999799033,28.37742414,0.0136902,0.001711318
"2-(1,1,2,2,2-pentafluoroethoxy)phenol",OC1=CC=CC=C1OC(F)(F)C(F)(F)F,C8H5F5O2,228.0209705,227.0136902,8.652582634,7.999799033,28.37742414,0.0136902,0.001711318
3-(Perfluoro-1-hexyl)-5-(methyl)pyrazole,CC1=CC(=NN1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H5F13N2,400.024515,399.0172343,10.81572829,9.999748791,39.90272582,0.0172343,0.001723473
(4R)-1-(Trifluoroacetyl)-4-[(trifluoroacetyl)oxy]-L-proline,OC(=O)[C@@H]1C[C@H](CN1C(=O)C(F)(F)F)OC(=O)C(F)(F)F,C9H7F6NO5,323.0228416,322.0155613,9.734155463,8.999773912,35.78040565,0.0155613,0.001729077
"Phenol, 4-(heptafluoropropyl)-",OC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)F,C9H5F7O,262.0228623,261.0155819,9.734155463,8.999773912,29.00245989,0.0155819,0.001731366
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)phenol",OC1=CC=C(C=C1)C(F)(C(F)(F)F)C(F)(F)F,C9H5F7O,262.0228623,261.0155819,9.734155463,8.999773912,29.00245989,0.0155819,0.001731366
Tiflamizole,FC(F)C(F)(F)S(=O)(=O)C1=NC(=C(N1)C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,C17H10F6N2O2S,420.0367179,419.0294377,18.3867381,16.99957295,24.64940967,0.0294377,0.001731673
"Ethyl 4,4,5,5,6,6,6-heptafluoro-3-sulfanylhexanoate",CCOC(=O)CC(S)C(F)(F)C(F)(F)C(F)(F)F,C8H9F7O2S,302.0211481,301.0138678,8.652582634,7.999799033,37.62767871,0.0138678,0.001733519
"2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-1-hydrazinylheptan-1-ol",NNC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H5F13N2O,380.0194296,379.0121489,7.571009805,6.999824154,54.14595289,0.0121489,0.001735601
"Bis[2-[ethyl[(perfluorooctyl)sulfonyl]amino]ethyl] (4-methyl-1,3-phenylene)-bis(carbamate)",CCN(CCOC(=O)NC1=CC(NC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C(C)C=C1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C33H26F34N4O8S2,1316.064915,1315.057634,35.69190337,32.99917101,39.85123243,0.057634,0.001746529
3:3 Fluorotelomer carboxylic acid,OC(=O)CCC(F)(F)C(F)(F)C(F)(F)F,C6H5F7O2,242.0177769,241.0104965,6.489436976,5.999849275,40.16942517,0.0104965,0.001749461
"4,4-bis(Trifluoromethyl)-4-fluoropropanoic acid",OC(=O)CCC(F)(C(F)(F)F)C(F)(F)F,C6H5F7O2,242.0177769,241.0104965,6.489436976,5.999849275,40.16942517,0.0104965,0.001749461
"4-[(2,2,3,3-Tetrafluoropropyl)sulfanyl]phenol",OC1=CC=C(SCC(F)(F)C(F)F)C=C1,C9H8F4OS,240.0231988,239.0159187,9.734155463,8.999773912,26.55799146,0.0159187,0.001768789
"2-[(2,2,3,3-Tetrafluoropropyl)sulfanyl]phenol",OC1=CC=CC=C1SCC(F)(F)C(F)F,C9H8F4OS,240.0231988,239.0159187,9.734155463,8.999773912,26.55799146,0.0159187,0.001768789
"4,4,5,5,6,6,7,7,7-Nonafluorohept-2-en-1-ol",OCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H5F9O,276.0196688,275.0123882,7.571009805,6.999824154,39.28847099,0.0123882,0.001769787
"(2E)-4,4,5,5,6,6,7,7,7-Nonafluorohept-2-en-1-ol",OC\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H5F9O,276.0196688,275.0123882,7.571009805,6.999824154,39.28847099,0.0123882,0.001769787
4-Oxo-4-[(3-(perfluorooctyl)-2-hydroxypropyl)amino]-(Z)-2-butenoic acid,[H]\C(=C(/[H])C(=O)NCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,C15H10F17NO4,591.0338375,590.0265566,16.22359244,14.99962319,39.33609193,0.0265566,0.001770484
"N-(9,10-Dioxo-9,10-dihydroanthracen-1-yl)-2,2,3,3,4,4,4-heptafluorobutanamide",FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=CC2=C1C(=O)C1=CC=CC=C1C2=O,C18H8F7NO3,419.0392407,418.0319603,19.46831093,17.99954782,23.22458122,0.0319603,0.001775617
"2,2,3,3,4,4,4-Heptafluoro-N-(2,2,3,3,4,4,4-heptafluorobutanoyl)-N-(2-hydroxy-2-phenylethyl)butanamide",OC(CN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C(F)(F)C(F)(F)C(F)(F)F)C1=CC=CC=C1,C16H9F14NO3,529.0358882,528.0286074,17.30516527,15.99959807,33.00261702,0.0286074,0.001788007
2-amino-5-fluoro-6-(pentafluoroethyl)pyrimidin-4(1h)-one,NC1=NC(=O)C(F)=C(N1)C(F)(F)C(F)(F)F,C6H3F6N3O,247.018031,246.0107507,6.489436976,5.999849275,41.00282181,0.0107507,0.001791828
"4-Heptanone, 2,6-bis(trifluoromethyl)-2,6-dihydroxy-1,1,1,7,7,7-hexafluoro-, oxime",ON=C(CC(O)(C(F)(F)F)C(F)(F)F)CC(O)(C(F)(F)F)C(F)(F)F,C9H7F12NO3,405.0234317,404.016151,9.734155463,8.999773912,44.89181117,0.016151,0.001794601
"2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoro-N-pyridin-2-ylheptanamide",FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=CC=N1,C12H6F12N2O,422.0288515,421.0215708,12.97887395,11.99969855,35.08601229,0.0215708,0.001797612
"(2,2,4,4-Tetrafluoro-2H,4H-1,3-benzodioxin-6-yl)boronic acid",OB(O)C1=CC2=C(OC(F)(F)OC2(F)F)C=C1,C8H5BF4O4,252.0217019,251.014421,8.652582634,7.999799033,31.37759086,0.014421,0.00180267
N-Vinylperfluorobutanamide,FC(F)(F)C(F)(F)C(F)(F)C(=O)NC=C,C6H4F7NO,239.0181113,238.0108309,6.489436976,5.999849275,39.66946835,0.0108309,0.001805195
"1,1'-(Oxybis((1-methylethylene)oxy))bis(3-(perfluoro-11-methyldodecyl)propan-2-ol)",CC(COCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OC(C)COCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C38H24F54O5,1586.076148,1585.068865,41.09976751,37.99904541,41.71338643,0.068865,0.001812282
6:2 Fluorotelomer thioether propanoyl oxy propanoic acid,CC(OC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,C14H13F13O4S,524.0326968,523.0254162,15.14201961,13.99964831,37.35989681,0.0254162,0.001815488
"N,N'-bis(Perfluorononanoyl)1,6-hexanediamine",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C24H14F34N2O2,1008.051237,1007.043955,25.9577479,23.9993971,41.96121889,0.043955,0.001831504
4-(Tridecafluorohexyl)aniline,NC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H6F13N,411.0292661,410.0219853,12.97887395,11.99969855,34.16935714,0.0219853,0.001832154
3-(Tridecafluorohexyl)aniline,NC1=CC=CC(=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H6F13N,411.0292661,410.0219853,12.97887395,11.99969855,34.16935714,0.0219853,0.001832154
2-(Tridecafluorohexyl)aniline,NC1=CC=CC=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H6F13N,411.0292661,410.0219853,12.97887395,11.99969855,34.16935714,0.0219853,0.001832154
"2-[2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)propoxy]ethan-1-ol",OCCOCC(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C8H7F11O3,360.0219545,359.0146739,8.652582634,7.999799033,44.87796161,0.0146739,0.001834284
"Benzamide, 2,6-difluoro-N-(((4-((1,1,2,2- tetrafluoroethyl)thio)phenyl)amino)carbonyl)-",FC(F)C(F)(F)SC1=CC=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1,C16H10F6N2O2S,408.0367179,407.0294377,17.30516527,15.99959807,25.43997893,0.0294377,0.001839902
"4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononane-1,2-diol",OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H7F13O2,394.0238463,393.0165656,9.734155463,8.999773912,43.66960431,0.0165656,0.001840668
"2-[(2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoroheptyl)oxy]ethan-1-ol",OCCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H7F13O2,394.0238463,393.0165656,9.734155463,8.999773912,43.66960431,0.0165656,0.001840668
"3-[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)sulfanyl]propanamide",NC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H10F13NOS,451.0275518,450.0202712,11.89730112,10.99972367,40.91196149,0.0202712,0.001842883
7:3 Fluorotelomer alcohol,OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H7F15O,428.0257381,427.0184573,10.81572829,9.999748791,42.70291846,0.0184573,0.001845776
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluoro-2-methylnonan-2-ol",CC(C)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H7F15O,428.0257381,427.0184573,10.81572829,9.999748791,42.70291846,0.0184573,0.001845776
"6-Methyl-3-[4,4,4-trifluoro-3-hydroxy-3-(trifluoromethyl)butanoyl]-2H-pyran-2,4(3H)-dione",CC1=CC(=O)C(C(=O)CC(O)(C(F)(F)F)C(F)(F)F)C(=O)O1,C11H8F6O5,334.0275927,333.0203123,11.89730112,10.99972367,30.27533439,0.0203123,0.001846619
"5-(Pentafluoroethyl)-1,2-oxazol-3-amine",NC1=NOC(=C1)C(F)(F)C(F)(F)F,C5H3F5N2O,202.0165538,201.0092735,5.407864146,4.999874396,40.20286463,0.0092735,0.001854747
"Phenyl(1,1,2,2-tetrafluoroethyl)phosphane",FC(F)C(F)(F)PC1=CC=CC=C1,C8H7F4P,210.0221497,209.0148699,8.652582634,7.999799033,26.12751508,0.0148699,0.001858784
2-(Heptafluoropropyl)-1H-imidazole,FC(F)(F)C(F)(F)C(F)(F)C1=NC=CN1,C6H3F7N2,236.0184456,235.0111652,6.489436976,5.999849275,39.16951151,0.0111652,0.001860913
3-(Heptafluoropropyl)-1H-pyrazole,FC(F)(F)C(F)(F)C(F)(F)C1=NNC=C1,C6H3F7N2,236.0184456,235.0111652,6.489436976,5.999849275,39.16951151,0.0111652,0.001860913
"2-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-1H-imidazole",FC(F)(F)C(F)(C1=NC=CN1)C(F)(F)F,C6H3F7N2,236.0184456,235.0111652,6.489436976,5.999849275,39.16951151,0.0111652,0.001860913
"5-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-1H-imidazole",FC(F)(F)C(F)(C1=CN=CN1)C(F)(F)F,C6H3F7N2,236.0184456,235.0111652,6.489436976,5.999849275,39.16951151,0.0111652,0.001860913
"Benzenamine, 2,4-dinitro-N-[4-(1,1,2,2-tetrafluoroethoxy)phenyl]-6-(trifluoromethyl)-",[O-][N+](=O)C1=CC(=C(NC2=CC=C(OC(F)(F)C(F)F)C=C2)C(=C1)C(F)(F)F)[N+]([O-])=O,C15H8F7N3O5,443.0352179,442.0279375,16.22359244,14.99962319,29.46926946,0.0279375,0.001862547
"2-Furanol, 3,3,4,4-tetrafluorotetrahydro-",OC1OCC(F)(F)C1(F)F,C4H4F4O2,160.0147422,159.007462,4.326291317,3.999899517,39.75286413,0.007462,0.001865547
"2,2,3,3-Tetrafluorobutanoic acid",CC(F)(F)C(F)(F)C(O)=O,C4H4F4O2,160.0147422,159.007462,4.326291317,3.999899517,39.75286413,0.007462,0.001865547
"2,3,3,3-Tetrafluoro-2-methylpropanoic acid",CC(F)(C(O)=O)C(F)(F)F,C4H4F4O2,160.0147422,159.007462,4.326291317,3.999899517,39.75286413,0.007462,0.001865547
2-[[3-[(Perfluorooctyl)sulfonyl]propyl]amino]ethyl-2-propenoate,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)CCCNCCOC(=O)C=C,C16H14F17NO4S,639.0372087,638.0299279,17.30516527,15.99959807,39.87787226,0.0299279,0.001870541
"4,4,4-trifluoro-3-hydroxy-1-(4-nitrophenyl)-3-(trifluoromethyl)butan-1-one",OC(CC(=O)C1=CC=C(C=C1)[N+]([O-])=O)(C(F)(F)F)C(F)(F)F,C11H7F6NO4,331.027927,330.0206467,11.89730112,10.99972367,30.00263066,0.0206467,0.00187702
"2-Ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-3-(methanesulfinyl)benzoic acid",CCC1=C(C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F)S(C)=O,C13H11F7O3S,380.0317128,379.0244325,14.06044678,12.99967343,29.15645801,0.0244325,0.00187947
"3-(Ethanesulfinyl)-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylbenzoic acid",CCS(=O)C1=C(C)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,C13H11F7O3S,380.0317128,379.0244325,14.06044678,12.99967343,29.15645801,0.0244325,0.00187947
N-(4-Hydroxybutyl)-N-methyl-perfluoroheptanesulfonamide,CN(CCCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H12F15NO3S,535.0298375,534.0225569,12.97887395,11.99969855,44.5029977,0.0225569,0.001879789
"2-Nitro-4-[(2,2,3,3-tetrafluoropropyl)sulfanyl]aniline",NC1=C(C=C(SCC(F)(F)C(F)F)C=C1)[N+]([O-])=O,C9H8F4N2O2S,284.0242614,283.0169813,9.734155463,8.999773912,31.44712123,0.0169813,0.001886859
"5-Hydroxy-3,7-bis{2,2,3,3-tetrafluoro-3-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]propyl}-4,5,6,7-tetrahydro-3H-2,8-benzodioxacycloundecine-1,9-dione",OC1CC(CC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F)OC(=O)C2=CC=CC=C2C(=O)OC(CC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F)C1,C25H16F22O7,846.0544737,845.0471924,27.03932073,24.99937198,33.80273685,0.0471924,0.001887743
T0901317,OC(C1=CC=C(C=C1)N(CC(F)(F)F)S(=O)(=O)C1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,C17H12F9NO3S,481.0394182,480.0321379,18.3867381,16.99957295,28.23789394,0.0321379,0.001890512
"4-Heptanone, 2,6-bis(trifluoromethyl)-2,6-dihydroxy-1,1,1,7,7,7-hexafluoro-, azine",OC(CC(CC(O)(C(F)(F)F)C(F)(F)F)=NN=C(CC(O)(C(F)(F)F)C(F)(F)F)CC(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C18H12F24N2O4,776.0413841,775.0341028,19.46831093,17.99954782,43.05853182,0.0341028,0.001894648
2-Fluoro-4-(nonafluorobutyl)aniline,NC1=C(F)C=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H5F10N,329.0262314,328.0189508,10.81572829,9.999748791,32.80271911,0.0189508,0.001895128
"2,5-Bis(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)cyclopentan-1-one",OC(C1CCC(C1=O)C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C11H8F12O3,416.0281828,415.0209021,11.89730112,10.99972367,37.73012073,0.0209021,0.001900239
"4,4,4-trifluoro-3-hydroxy-3-(trifluoromethyl)-1-[3-(trifluoromethyl)phenyl]butan-1-one",OC(CC(=O)C1=CC(=CC=C1)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C12H7F9O2,354.0302334,353.0229529,12.97887395,11.99969855,29.41931845,0.0229529,0.00191279
"1-Amino-4,4,5,5,6,6,7,7,8,8,9,9,10,11,11,11-hexadecafluoro-10-(trifluoromethyl)undecan-2-ol",NCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C12H8F19NO,543.0302501,542.022969,12.97887395,11.99969855,45.16971545,0.022969,0.001914131
"4-(2,2,3,3,4,4,4-Heptafluorobutoxy)benzoic acid",OC(=O)C1=CC=C(OCC(F)(F)C(F)(F)C(F)(F)F)C=C1,C11H7F7O3,320.0283416,319.0210612,11.89730112,10.99972367,29.00264323,0.0210612,0.001914703
STK252124,COC1=CC(=CC(OC)=C1)C(=O)NC(=S)NC1=CC=CC(=C1)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,C22H15F13N2O5S,666.0494094,665.0421289,23.79460224,21.99944734,30.22994708,0.0421289,0.001914998
"2-hydroxy-4-(2,2,3,3,3-pentafluoropropoxy)benzoic Acid",OC(=O)C1=C(O)C=C(OCC(F)(F)C(F)(F)F)C=C1,C10H7F5O4,286.0264498,285.0191695,10.81572829,9.999748791,28.50263296,0.0191695,0.001916998
"3,3,4,4,5,5,6,6,7,7,8,8-DODECAFLUORO-2-OCTANOL",CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C8H6F12O,346.0227035,345.0154228,8.652582634,7.999799033,43.12801126,0.0154228,0.001927898
"3,3,4,4,5,5,6,6,7,7,8,8-Dodecafluorooctan-1-ol",OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C8H6F12O,346.0227035,345.0154228,8.652582634,7.999799033,43.12801126,0.0154228,0.001927898
"2-Chloro-N-[4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl]-N-methylacetamide",CN(C(=O)CCl)C1=CC=C(C=C1)C(O)(C(F)(F)F)C(F)(F)F,C12H10ClF6NO2,349.0304256,348.0231452,12.97887395,11.99969855,29.00265734,0.0231452,0.001928815
"2,4-Dichloro-N-(3-{[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]carbamoyl}phenyl)benzamide",CC1=CC(=CC(C)=C1NC(=O)C1=CC=CC(NC(=O)C2=CC=C(Cl)C=C2Cl)=C1)C(F)(C(F)(F)F)C(F)(F)F,C25H17Cl2F7N2O2,580.0555307,579.0482503,27.03932073,24.99937198,23.16251187,0.0482503,0.00193006
"2,2,3,3,4,4,5,5,6,6,7,7-Dodecafluoro-N~1~-hydroxy-N~8~-phenyloctanediamide",ONC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=CC=C1,C14H8F12N2O3,480.0343308,479.0270501,15.14201961,13.99964831,34.21707743,0.0270501,0.001932199
"4-[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-yl)oxy]-N-(prop-2-en-1-yl)benzamide",FC(OC1=CC=C(C=C1)C(=O)NCC=C)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C19H10F17NO2,607.0440083,606.0367273,20.54988376,18.9995227,31.89747115,0.0367273,0.001933064
Perfluorononane sulfonamido amine oxide,CN(C)(=O)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H13F19N2O3S,650.0343495,649.0270686,15.14201961,13.99964831,46.36024094,0.0270686,0.00193352
"12,12,13,13,14,14,15,15,15-Nonafluoro-10-iodopentadecanoic acid",OC(=O)CCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H20F9IO2,530.0364319,529.02915,16.22359244,14.99962319,35.269496,0.02915,0.001943382
8:2 Fluorotelomer thioether amido sulfonic acid,CC(C)(CS(O)(=O)=O)NC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C17H18F17NO4S2,687.0405798,686.0332992,18.3867381,16.99957295,40.35591373,0.0332992,0.001958826
"2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-N-(3-methoxyphenyl)heptanamide",COC1=CC=CC(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1,C14H8F13NO2,469.0347454,468.0274646,15.14201961,13.99964831,33.43137301,0.0274646,0.001961806
6:2 Fluorotelomer sulfonyl amido sulfonic acid,CC(C)(CS(O)(=O)=O)NC(=O)CCS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H18F13NO6S2,619.0367962,618.0295158,16.22359244,14.99962319,41.20300278,0.0295158,0.001967769
"5,5,6,6,7,7,8,8,9,9,10,10,10-tridecafluoro-2-methyldec-3-yn-2-ol",CC(C)(O)C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H7F13O,402.0289317,401.021651,11.89730112,10.99972367,36.45742957,0.021651,0.001968322
"2-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)sulfanyl]ethan-1-ol",OCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H9F9OS,324.0230399,323.0157596,8.652582634,7.999799033,40.37798428,0.0157596,0.001969999
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl beta-D-glucopyranosiduronic acid",O[C@@H]1[C@@H](O)[C@H](OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[C@@H]([C@H]1O)C(O)=O,C16H13F17O7,640.0389825,639.0317015,17.30516527,15.99959807,39.94048468,0.0317015,0.001981394
"(1,1,2,2-Tetrafluoroethane-1,2-diyl)bis(phenylphosphane)",FC(F)(PC1=CC=CC=C1)C(F)(F)PC1=CC=CC=C1,C14H12F4P2,318.0350365,317.027757,15.14201961,13.99964831,22.64540866,0.027757,0.001982693
"4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Heptadecafluoro-1-(vinyloxy)undecan-2-ol",OC(COC=C)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H9F17O2,520.0331093,519.0258283,14.06044678,12.99967343,39.92606669,0.0258283,0.001986842
3-(Heptadecafluorooctyl)oxan-2-ol,OC1OCCCC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H9F17O2,520.0331093,519.0258283,14.06044678,12.99967343,39.92606669,0.0258283,0.001986842
"7-Hydroxy-4,9-dimethoxy-7-(nonafluorobutyl)-6,7-dihydro-5H-furo[3,2-g][1]benzopyran-5-one",COC1=C2OC=CC2=C(OC)C2=C1OC(O)(CC2=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C17H11F9O6,482.0411921,481.0339115,18.3867381,16.99957295,28.29682328,0.0339115,0.001994844
3-(Heptafluoropropyl)pentanedioic acid,OC(=O)CC(CC(O)=O)C(F)(F)C(F)(F)C(F)(F)F,C8H7F7O4,300.0232562,299.0159758,8.652582634,7.999799033,37.37793594,0.0159758,0.001997025
